"t0_hhid","hhid","pid_unps","PID","availablevisit1","ws2aq1a","ws2aq1b_1","ws2aq1b","ws2aq1c","ws2aq2","ws2aq3","ws2aq4","ws2aq5"
"H0840602","d0770f03778346bb9293a9bb4013ce34","P08406-011",4,1,3,,,,1,3,16,"18"
"H1890902","d09403c9ce1441fd9fc60866eb5f9c0a","P18909-008",2,1,1,1,"1",1,,,,
"H3700101","d0a34521da7b43bc993fa0a62381e741","P37001-002",2,1,1,1,"1",1,,,,
"H4040801","d0e95742e6ca42d4b43849dab9e405c0","P40408-002",2,1,1,1,"1",2,,,15,
"H3351001","d0eb0139c2e74acd9ffe9ffa80bd9cd0","P33510-007",6,1,3,,,,3,,,
"H3351001","d0eb0139c2e74acd9ffe9ffa80bd9cd0",,8,1,3,,,,1,3,18,"32"
"H3351001","d0eb0139c2e74acd9ffe9ffa80bd9cd0","P33510-006",5,2,,,,,,,,
"H2970902","d140d6faa4d64718a6342ce65e456b2b","P29709-008",2,1,1,1,"1",1,,,,
"H3841001","d1451dad8aa04bb6a6e7eef07fb55069",,2,1,3,,,,2,3,19,"23"
"H3841001","d1451dad8aa04bb6a6e7eef07fb55069",,5,1,2,2,,1,,,,
"H1970204","d1834630caff4a899b65c9115d52ae53","P19702-027",4,1,3,,,,3,,,
"H1970204","d1834630caff4a899b65c9115d52ae53","P19702-022",2,1,2,1,"1",1,,,,
"H0031201","d194e33b5a6343658eda31ca33e4b8df","P00312-002",2,2,,,,,,,,
"H2620601","d1971758790c44fea61aa2dee85cc766","P26206-006",2,1,3,,,,2,3,18,"21"
"H4081001","d1986c8f4f6442129f15b2a0411b4e53","P40810-004",4,2,,,,,,,,
"H4081001","d1986c8f4f6442129f15b2a0411b4e53","P40810-002",2,1,1,1,"1",1,,,,
"H2250202","d198c20a98f6425487ac84366b1040c5",,4,2,,,,,,,,
"H2250202","d198c20a98f6425487ac84366b1040c5",,2,1,3,,,,1,1,16,"23"
"H4190901","d1adf39b036c4160ade809dcd43083c2","P41909-002",2,1,3,,,,1,1,19,"25"
"H3940301","d1bd1475f14c4ea49a90817dc24e82ad","P39403-004",4,1,2,2,,1,,,,
"H2200405","d1e187c02a4a4fb78132711acdfc70f0","P22004-004",1,1,3,,,,1,2,21,"28"
"H3741001","d1e668e0df9a4574a01ee0c3c525bf97","P37410-002",2,1,2,1,"1",1,,,,
"H3240501","d21bb6b3c2974fc78582492328389b86","P32405-002",2,1,1,1,"1",1,,,,
"H3240501","d21bb6b3c2974fc78582492328389b86","P32405-003",3,1,3,,,,3,,,
"H2570302","d237e99579c04d388f8b3c31996f98e9","P25703-001",1,1,3,,,,1,1,18,"76"
"H2611101","d23e73df47574667b88987a273d0354d","P26111-012",3,2,,,,,,,,
"H2611101","d23e73df47574667b88987a273d0354d",,4,1,3,,,,3,,,
"H0491307","d243b05af57e49a4a93f8f027363213f","P04913-015",1,1,1,1,"2",1,,,,
"H1420901","d24a205f49b14a2f9cd37d7ebb82193d","P14209-003",3,1,1,1,"1",1,,,,
"H1880603","d24d5c798b3f4f408d237e72ef47ff25","P18806-013",6,1,3,,,,3,,,
"H1970301","d286b822c04f4839a7f6c9c473384156",,5,2,,,,,,,,
"H1970301","d286b822c04f4839a7f6c9c473384156",,4,2,,,,,,,,
"H2660302","d29307d34aaf438584b4181b7c6f1cb8","P26603-011",2,1,1,1,"1",1,,,,
"H3340401","d2971f2dc2e341d3ad292a71c33cf6b0",,13,1,3,,,,3,,,
"H3340401","d2971f2dc2e341d3ad292a71c33cf6b0","P33404-002",3,1,3,,,,1,3,21,"30"
"H3260201","d2a3f76cf4284e71a1b0910fa558dcce","P32602-004",4,1,3,,,,3,,,
"H3260201","d2a3f76cf4284e71a1b0910fa558dcce","P32602-003",3,1,3,,,,3,,,
"H1480301","d2a46003715541deb859c5beb3404ffc","P14803-007",7,2,,,,,,,,
"H1480301","d2a46003715541deb859c5beb3404ffc","P14803-004",4,1,3,,,,3,,,
"H1480301","d2a46003715541deb859c5beb3404ffc","P14803-002",2,1,2,1,"1",1,,,,
"H3660301","d2b2045aebe341b19e59d87f8926f9ca","P36603-002",2,1,2,1,"1",1,,,,
"37","d2ba390d4fe24148bc5824f972e23852",,2,1,2,1,"1",2,,,18,
"H0830801","d2c78a060324412e89fbcde4579963a2","P08308-001",1,1,3,,,,1,3,19,"20"
"H3350201","d2e3ead8be45480f913941b6bc4f41cf","P33502-002",2,1,2,1,"1",1,,,,
"H0840501","d2ed3f26e339449d95b3648d853354c4","P08405-002",2,1,1,1,"1",1,,,,
"H0840501","d2ed3f26e339449d95b3648d853354c4","P08405-004",3,1,3,,,,3,,,
"H3340801","d305621f790241909c4efca8e4f3f3cc","P33408-002",2,1,1,2,,1,,,,
"H3340801","d305621f790241909c4efca8e4f3f3cc","P33408-003",3,1,3,,,,3,,,
"H3290301","d3131a12d5124106bd313ae08d632994","P32903-002",2,1,3,,,,3,,,
"H3341001","d34202dfb31441fe9590889a17fe9251","P33410-001",1,1,3,,,,2,3,26,"28"
"H3091002","d36db7e2d8d2459fada723ae2fec453c",,1,1,3,,,,1,3,18,"80"
"H1661101","d36eaa75ffa341d3877805993612ae6e",,3,2,,,,,,,,
"H1661101","d36eaa75ffa341d3877805993612ae6e",,1,1,2,1,"2",1,,,,
"H1661101","d36eaa75ffa341d3877805993612ae6e",,6,1,3,,,,3,,,
"H2211002","d36f47be8b3c4b62aaa6e7275c4bda10","P22110-036",8,1,3,,,,3,,,
"H2211002","d36f47be8b3c4b62aaa6e7275c4bda10","P22110-031",5,1,3,,,,3,,,
"H2060902","d370f8c893f24ccab5150af6568d81f8","P20609-004",4,1,3,,,,3,,,
"H2060902","d370f8c893f24ccab5150af6568d81f8","P20609-001",1,1,1,1,"-999999999",1,,,,
"H2060902","d370f8c893f24ccab5150af6568d81f8","P20609-002",2,2,,,,,,,,
"H2640701","d3d75d65517e4e76af2ecf3bd3af14b7","P26407-005",5,1,2,1,"1",2,,,30,
"H2640701","d3d75d65517e4e76af2ecf3bd3af14b7","P26407-003",3,1,3,,,,3,,,
"H2990603","d402a1073bd04cc88868b15c746d59bf","P29906-015",2,1,1,1,"1",1,,,,
"H1640201","d41a8bbf94604695b5ae8f4c2bc36a76","P16402-002",2,1,1,1,"1",1,,,,
"H3550501","d4365dac20d64396ad50430b353b2f21","P35505-002",2,1,1,1,"1",1,,,,
"H4260801","d43c0b17384c4c26988ab6832f0df331","P42608-002",2,1,1,1,"1",1,,,,
"H4080601","d4550e926f094c699eee41342ecdec70","P40806-002",2,1,2,1,"1",1,,,,
"H4080601","d4550e926f094c699eee41342ecdec70","P40806-003",3,2,,,,,,,,
"H4080601","d4550e926f094c699eee41342ecdec70","P40806-005",5,2,,,,,,,,
"H2080901","d4865da110d64cb1a8d5b0635222880f","P20809-008",4,1,3,,,,3,,,
"H1770501","d4a800ab42364f0f8339e23140cc3965",,2,1,2,1,"1",1,,,,
"H2420201","d4aa6be3a33c4b79bae7d8dfdb2813dd","P24202-002",2,1,1,1,"1",1,,,,
"H2740101","d4b2307271cd4bcda28a8ef5c5d55290",,2,1,1,1,"1",1,,,,
"H1730101","d4ce7684e50e421a842924c5942e4c40","P17301-010",7,1,3,,,,1,3,18,"28"
"H1650901","d4df290dccd04044933e95cba38d7d2d",,11,1,1,1,"3",1,,,,
"H3350701","d50816b2ec3d4d6988b4c951828e7fa9",,6,1,2,1,"5",1,,,,
"H4210701","d53a583116fb4078a2b062dd69b820ee","P42107-002",2,1,2,1,"1",1,,,,
"H1410901","d58cc1e2bb514a22ac8cdd57fc654690",,3,1,1,1,"2",1,,,,
"H1410901","d58cc1e2bb514a22ac8cdd57fc654690",,7,2,,,,,,,,
"H4270301","d59357dd622e49eb8d3a745c99da9209","P42703-002",2,1,2,1,"1",1,,,,
"H1820602","d5aac99ecb6946378523f906b4af90ba","P18206-006",1,1,1,1,"2",1,,,,
"H1090501","d5dbe49a1ebd4a518392f66dbf7d0011","P10905-009",7,1,3,,,,3,,,
"H1090501","d5dbe49a1ebd4a518392f66dbf7d0011","P10905-002",2,1,1,1,"1",1,,,,
"H0630901","d609dc427d2b473b9fbe34a247420844","P06309-002",2,1,3,,,,1,3,19,"24"
"H0630901","d609dc427d2b473b9fbe34a247420844","P06309-003",3,1,3,,,,1,3,15,"17"
"H0630901","d609dc427d2b473b9fbe34a247420844","P06309-001",1,1,3,,,,1,1,19,"24"
"H2450901","d6122950f0a24e43bbd3a3034bb499ee","P24509-006",6,2,,,,,,,,
"H2450901","d6122950f0a24e43bbd3a3034bb499ee","P24509-003",3,2,,,,,,,,
"H2450901","d6122950f0a24e43bbd3a3034bb499ee",,13,1,3,,,,3,,,
"H2450901","d6122950f0a24e43bbd3a3034bb499ee","P24509-005",5,1,3,,,,3,,,
"H2450901","d6122950f0a24e43bbd3a3034bb499ee","P24509-004",4,2,,,,,,,,
"H2591003","d62bc80f4c7843c7ad7e2618596775a2","P25910-010",2,1,1,2,,1,,,,
"H1080401","d644b286ea504ade924de32cc905c4cc","P10804-012",11,1,3,,,,3,,,
"H1080401","d644b286ea504ade924de32cc905c4cc",,15,1,1,1,"3",1,,,,
"H1080401","d644b286ea504ade924de32cc905c4cc","P10804-002",2,1,1,1,"1",1,,,,
"H4250601","d649518a840e4bdb9fd169975fddc059",,6,1,2,1,"7",1,,,,
"H3430801","d65e1a210c7943b5900d729101f7a578","P34308-003",3,2,,,,,,,,
"H3280501","d6627a2db2f844339b0d83ecb813aead","P32805-002",2,1,1,1,"1",1,,,,
"H1810501","d6b04275f9f04efbae4788eac10e1b65","P18105-002",8,1,1,1,"3",1,,,,
"H0370701","d6bf398731564af1adcb81a594684319",,11,1,3,,,,2,3,23,"25"
"H0370701","d6bf398731564af1adcb81a594684319","P03707-007",6,1,3,,,,3,,,
"H0370701","d6bf398731564af1adcb81a594684319","P03707-003",3,1,3,,,,3,,,
"H1260602","d6dde5c854894fe0bb9e364dc83b4d93",,5,1,1,1,"1",1,,,,
"H4180101","d709048437cc49c6a580792fc10f9e0d","P41801-002",2,1,1,1,"1",1,,,,
"H4140901","d71ebbb7100544f0b8976b71ab07e028","P41409-002",2,1,1,1,"1",1,,,,
"H2600902","d73a72ea9b854527821a3c4786b610cb","P26009-014",2,1,1,1,"1",1,,,,
"H4010901","d7519bc028e44c228535d829fc55f71d","P40109-002",2,1,1,1,"1",1,,,,
"H3510401","d757910c0fa54b81b0713ac9ab54d567","P35104-005",2,1,1,1,"1",2,,,14,
"H3510401","d757910c0fa54b81b0713ac9ab54d567",,9,1,3,,,,1,3,14,"21"
"H3510401","d757910c0fa54b81b0713ac9ab54d567","P35104-004",4,2,,,,,,,,
"H3510401","d757910c0fa54b81b0713ac9ab54d567","P35104-007",6,2,,,,,,,,
"H1710301","d76c803a9a6942fc8ae912286fe6b8a9","P17103-001",1,2,,,,,,,,
"H1710301","d76c803a9a6942fc8ae912286fe6b8a9","P17103-006",5,2,,,,,,,,
"H4220601","d78414650264462d979d86b7e07e489b","P42206-002",2,1,2,1,"1",2,,,20,
"H3960301","d7843306dc4e4377a0b45427fe5e7f94","P39603-002",2,1,1,1,"1",1,,,,
"H3940802","d78dcc31ed2c4b29b5f19ae1a54b8798","P39408-005",1,1,1,1,"3",1,,,,
"H2060301","d799963c0fc9420a872070cd6ee2d0d5","P20603-029",12,2,,,,,,,,
"H3220102","d79bc81cc23143d799e16457d6ab9192","P32201-007",2,1,2,1,"1",2,,,16,
"H3970601","d7bae9a8d3bd49229fedf96a64bb5824",,1,2,,,,,,,,
"H2941005","d7c56ce88368434aab61dd0c309a6581",,3,1,3,,,,2,3,16,"20"
"H2941005","d7c56ce88368434aab61dd0c309a6581",,1,1,3,,,,3,,,
"H2230501","d7de4df421ab4f449655cc2ea690bcae","P22305-003",2,1,3,,,,3,,,
"H2230501","d7de4df421ab4f449655cc2ea690bcae","P22305-001",1,1,1,1,"6",1,,,,
"H2061006","d81e7a5510364143aafc68a03c5a8710",,2,1,2,1,"1",2,,,20,
"H2061006","d81e7a5510364143aafc68a03c5a8710",,3,1,3,,,,3,,,
"H1070101","d84ec3b306f2463fbd287cdf0ec7ba75","P10701-006",5,2,,,,,,,,
"H1070101","d84ec3b306f2463fbd287cdf0ec7ba75","P10701-003",3,1,3,,,,2,3,15,"19"
"H1070101","d84ec3b306f2463fbd287cdf0ec7ba75","P10701-002",2,2,,,,,,,,
"H4010201","d8529d20a8cc4be7a1834cc55fd1560b","P40102-002",2,2,,,,,,,,
"H2040101","d899b3a61b4343388234a0fa230ee732","P20401-005",4,1,3,,,,3,,,
"H2040101","d899b3a61b4343388234a0fa230ee732","P20401-002",2,1,1,1,"1",1,,,,
"H0640901","d8ab01fad37f4656940dc81298687f06","P06409-002",2,1,1,1,"1",1,,,,
"H0640901","d8ab01fad37f4656940dc81298687f06","P06409-005",5,1,3,,,,3,,,
"H3820701","d8ba789a9649493b8fc4f46b4664425d","P38207-003",3,1,3,,,,3,,,
"H4230302","d8c475280c224728b4435381ac82cfe5","P42303-002",1,1,1,1,"3",2,,,14,
"H1830105","d8c68b7d2d1b4c2facb6a066c06c8502",,2,1,2,1,"1",2,,,16,
"H2061005","d8cd5b6b73d241a9b28bfe6100db347e",,2,2,,,,,,,,
"H3061001","d92b2438e55d4bbeaaa988f6483ae0ff","P30610-002",2,1,1,1,"1",1,,,,
"H3061001","d92b2438e55d4bbeaaa988f6483ae0ff","P30610-007",7,2,,,,,,,,
"H1651002","d93b7815f5164f34a830cf79c6d46627",,2,1,1,1,"1",1,,,,
"H2450602","d9458758865a4e088d89da6dc506ee90","P24506-012",5,1,3,,,,3,,,
"H1250202","d9502e32905749d89d2bcb45870de151",,1,1,1,1,"4",1,,,,
"H0490901","d97b55accb3e487e84b1581de36f4302",,1,1,1,1,"8",1,,,,
"H0490901","d97b55accb3e487e84b1581de36f4302",,4,1,3,,,,3,,,
"H0490901","d97b55accb3e487e84b1581de36f4302",,2,2,,,,,,,,
"H0600501","d980f593ae8a4f57bb0d7e340d3d9185","P06005-002",2,1,1,1,"1",1,,,,
"H0600501","d980f593ae8a4f57bb0d7e340d3d9185","P06005-005",5,1,3,,,,3,,,
"H4060801","d9938bc8f0be42599e6f54bef333a2c8","P40608-002",2,1,1,1,"1",1,,,,
"H4060801","d9938bc8f0be42599e6f54bef333a2c8",,8,1,3,,,,2,3,17,"28"
"H1201101","d99d8f23a13f4db2a8428f35a0dd3f08","P12011-002",2,1,1,1,"1",1,,,,
"H3470101","d99d959a034b404fbce62c45adc10617","P34701-002",2,1,1,1,"1",1,,,,
"H3470101","d99d959a034b404fbce62c45adc10617","P34701-004",4,1,3,,,,3,,,
"H3470101","d99d959a034b404fbce62c45adc10617","P34701-006",6,1,3,,,,3,,,
"H2790101","d9bbbd6c12bf4275819b5cf9dcf31196","P27901-007",5,1,3,,,,3,,,
"H2790101","d9bbbd6c12bf4275819b5cf9dcf31196","P27901-005",3,2,,,,,,,,
"H3091001","d9cedf03ea96447c929804d1614ba006","P30910-028",15,1,1,1,"1",2,,,17,
"H3091001","d9cedf03ea96447c929804d1614ba006","P30910-002",2,1,1,1,"1",1,,,,
"H3091001","d9cedf03ea96447c929804d1614ba006","P30910-009",7,1,3,,,,3,,,
"H3091001","d9cedf03ea96447c929804d1614ba006","P30910-008",6,2,,,,,,,,
"H0730301","d9d52d2d0e8a4d4e86bc59a15667f5ff","P07303-002",2,1,1,1,"1",1,,,,
"H3300701","d9d5580e642843a48f0fccfc1e3c8d66","P33007-003",3,2,,,,,,,,
"H3300701","d9d5580e642843a48f0fccfc1e3c8d66","P33007-001",1,1,3,,,,1,3,20,"25"
"H2020601","da33ec50e0324b8a876ef9382b22a86f","P20206-006",5,1,3,,,,3,,,
"H2020601","da33ec50e0324b8a876ef9382b22a86f",,11,1,1,1,"3",1,,,,
"H4120501","da347790a6784255a72cf2500e5357d4","P41205-002",2,1,1,1,"1",1,,,,
"H4120501","da347790a6784255a72cf2500e5357d4","P41205-003",3,1,3,,,,3,,,
"H1900901","da50cd5c01e5425db82ca8402e76ccbc","P19009-007",7,2,,,,,,,,
"H1900901","da50cd5c01e5425db82ca8402e76ccbc","P19009-002",2,1,1,1,"1",1,,,,
"H2590303","da59ffaaddb444858a6d65c904c16203","P25903-023",5,1,3,,,,3,,,
"H2570401","da72392f02db4e17910177903f9a8cd6","P25704-002",2,1,3,,,,2,3,22,"22"
"H1290502","da82b4386c4f4f07af7d0f31cfdb6dfb","P12905-004",1,1,1,1,"2",1,,,,
"H4040401","daa5345f86fa4e7a8f37735ba880fd01","P40404-007",7,1,3,,,,1,3,15,"30"
"H4040401","daa5345f86fa4e7a8f37735ba880fd01","P40404-003",3,1,3,,,,2,3,23,"28"
"H4040401","daa5345f86fa4e7a8f37735ba880fd01","P40404-004",4,2,,,,,,,,
"H2250701","daac58b8bb954013b521755285b80f09","P22507-003",3,1,3,,,,3,,,
"H2250701","daac58b8bb954013b521755285b80f09","P22507-002",2,1,1,1,"1",1,,,,
"H1820101","daf60232d0954c49afc825b2af4147c6","P18201-004",3,1,3,,,,3,,,
"H1820101","daf60232d0954c49afc825b2af4147c6","P18201-002",2,1,1,1,"1",2,,,16,
"H0951301","db1aebf959a749d5807563e0f5b4f2e9","P09513-001",1,1,1,1,"3",1,,,,
"H0490801","db23f2c673c64187a127d887d720d60a","P04908-007",7,1,3,,,,3,,,
"H0490801","db23f2c673c64187a127d887d720d60a","P04908-002",2,1,1,1,"1",1,,,,
"H1950601","db5fcf12ba6c407b8649d1d73f70a4e0","P19506-009",5,2,,,,,,,,
"H1950601","db5fcf12ba6c407b8649d1d73f70a4e0","P19506-011",6,1,2,1,"1",2,,,14,
"H3110301","db75bdb80a6f496fa1b125836376002c","P31103-002",2,1,1,1,"1",1,,,,
"H2160902","db80b1c2b38143a5bde76ed4017b88b2",,1,1,2,2,,1,,,,
"H2020201","dba162b5ba0f4188b144056a4e2c5073","P20202-004",4,1,3,,,,3,,,
"H0260801","dbab13d2c3ea492faf38958c4f25a8cf","P02608-009",3,1,2,1,"4",1,,,,
"H1430903","dbb6bbcc31ad490c9062efc8b7e86f37","P14309-012",2,1,1,1,"1",1,,,,
"H1820801","dbdbc8f22d3c49e1bb245734c2d2ea8e","P18208-002",2,1,2,1,"1",1,,,,
"H1020501","dbf332a359ea4caa8f24440adf0ee13c","P10205-003",2,2,,,,,,,,
"H1020501","dbf332a359ea4caa8f24440adf0ee13c","P10205-002",1,1,3,,,,1,2,18,"20"
"H1650601","dc03196f9a3340c1bfa967d66381725b","P16506-007",3,2,,,,,,,,
"H1650601","dc03196f9a3340c1bfa967d66381725b","P16506-014",10,1,1,1,"1",1,,,,
"H3710301","dc56292511524581ba052ca8a629afb2","P37103-002",2,1,1,1,"1",1,,,,
"H0730902","dc596485bb9948f4bc208c3fa92db55b","P07309-005",1,1,1,1,"4",1,,,,
"H3860801","dc6af58c34764e76a5bcb901d1f7f7e8",,1,1,1,1,"6",2,,,15,
"H3610801","dc7800d0ce5448d1b4ef146d88f7ec3c","P36108-002",2,1,1,1,"1",1,,,,
"H3081101","dc86adfa782045feb36fc67c6332bbb0","P30811-008",7,2,,,,,,,,
"H3081101","dc86adfa782045feb36fc67c6332bbb0",,9,2,,,,,,,,
"H4190701","dc90accc69c04f2a9b84c995a01c1592","P41907-002",2,1,3,,,,2,3,15,"49"
"H0460602","dcafd15daee7466aa58308440e95762d","P04606-029",5,1,3,,,,1,3,18,"25"
"H1310201","dcd4cbd9f49a4162afb04bab49469cf7","P13102-002",2,1,1,1,"1",1,,,,
"H2161002","dcf55b7690154f1cb5bf1d3ae80830e5","P21610-003",1,1,1,1,"6",1,,,,
"H3990901","dd0cfbd6c77641a9b57aa0c0b82ce395",,6,2,,,,,,,,
"H2031001","dd133336152d47638bcc70ac9d084f52","P20310-002",2,1,2,1,"1",1,,,,
"H0990301","dd3b07ee7a2f4c87b38e6e4ed37ae7c8","P09903-001",1,1,3,,,,1,3,24,"28"
"H0990301","dd3b07ee7a2f4c87b38e6e4ed37ae7c8","P09903-004",2,1,3,,,,3,,,
"H3091101","dd59912417bb45d6ae5396e8ec9fe62b","P30911-002",2,2,,,,,,,,
"H3091101","dd59912417bb45d6ae5396e8ec9fe62b","P30911-005",4,1,3,,,,3,,,
"H3440401","dd5cf1499d0646c0a98355a1e150eb05",,2,1,1,1,"1",2,,,16,
"H2350701","dd626a8fbaf54df09a91e17a2cac0ef7","P23507-002",2,1,3,,,,1,3,14,"18"
"H3740401","dd65af1287564544b42d67dee7c420d2","P37404-006",6,2,,,,,,,,
"H3740401","dd65af1287564544b42d67dee7c420d2","P37404-002",2,1,1,1,"1",1,,,,
"H3740401","dd65af1287564544b42d67dee7c420d2","P37404-005",5,2,,,,,,,,
"H2710801","dd7c77b9123f4bf7a098874ef538023b","P27108-006",5,2,,,,,,,,
"H2710801","dd7c77b9123f4bf7a098874ef538023b","P27108-002",2,1,1,1,"1",1,,,,
"H3440501","dd7e9c062d9a4778b784ab7d531f1acb",,2,1,1,1,"1",1,,,,
"H3440501","dd7e9c062d9a4778b784ab7d531f1acb",,5,1,3,,,,3,,,
"H2630701","dde16fb17e1943e2ac8371b3a8cb380b","P26307-006",3,1,2,1,"1",2,,,16,
"H2850503","dde989ef228b41b8bde94def7afffcdd","P28505-011",1,1,1,1,"3",1,,,,
"H1880401","de11e4d8925d4fb688498a3c4b87cc2d","P18804-001",1,1,3,,,,1,1,14,"20"
"H1880401","de11e4d8925d4fb688498a3c4b87cc2d",,9,1,2,1,"2",1,,,,
"H2651101","de16b9665dfd45d5b6680b3bf0bc3920","P26511-002",2,1,1,1,"1",1,,,,
"H2651101","de16b9665dfd45d5b6680b3bf0bc3920","P26511-006",4,1,3,,,,3,,,
"H1830108","de9f5b97c79c424f90fda91d19272b6d",,2,1,2,1,"1",1,,,,
"H1440501","deb37ab20ead4589a7ce4519e08b3298","P14405-004",4,2,,,,,,,,
"H1440501","deb37ab20ead4589a7ce4519e08b3298","P14405-002",2,1,1,1,"1",1,,,,
"H3080603","dee0f89311e34bd398cdd63ec6a7af25",,2,1,1,1,"1",1,,,,
"H4021001","df1cc459e7e3410ab5f6879b10c78b24","P40210-004",4,1,3,,,,3,,,
"H4021001","df1cc459e7e3410ab5f6879b10c78b24","P40210-002",2,2,,,,,,,,
"H3470401","dfa5849c88624b4b93d75344729fcd60","P34704-002",2,1,2,1,"1",2,,,17,
"37","dfe6998bacc543368cc955f5795123d4",,2,1,1,1,"1",1,,,,
"H3400901","dff2384f85c64450851486f279d27040",,4,1,1,1,"1",1,,,,
"##N/A##","e007e8a0e65e49ce94ae0c1eabf61008",,2,1,1,1,"1",1,,,,
"H0870802","e0083ad3194c4bcf8ea38b0350f3f773","P08708-011",2,1,1,1,"1",1,,,,
"H2061003","e0567864040f4ef4b16a07373eab1b85","P20610-004",4,2,,,,,,,,
"H2161202","e07bc322c4884559b4b8ca75c945dd3e","P21612-003",1,1,2,2,,1,,,,
"H2161202","e07bc322c4884559b4b8ca75c945dd3e",,7,2,,,,,,,,
"H0420201","e0ea8986ed524b1a9823cfe0a79ca934",,6,1,1,1,"1",1,,,,
"H2540303","e11b57b8ce2a4b87ae920f6df3b40fb3","P25403-003",1,1,1,1,"2",1,,,,
"H0600101","e131072393dd48058af3c4083d5a0cc3","P06001-002",2,1,1,1,"1",2,,,19,
"H3810101","e166c98a16c14f8ea26cbadd8b41e880",,2,1,2,1,"1",1,,,,
"H0610701","e18f6a2cb3a14e879ec384c46e1a4b24","P06107-002",2,1,1,1,"1",2,,,18,
"H3270701","e1addb022746494a80fee20a38cd2e04","P32707-004",4,2,,,,,,,,
"H3270701","e1addb022746494a80fee20a38cd2e04","P32707-002",2,1,1,2,,1,,,,
"H1640901","e1b3270679294fe086a9ff514f567f3d","P16409-002",2,1,1,1,"1",1,,,,
"32","e1b4a006690c4557bb55a99846cb6255",,4,2,,,,,,,,
"32","e1b4a006690c4557bb55a99846cb6255",,2,1,1,1,"1",1,,,,
"H3381001","e1b837530d26461aad887ee290bd3a41",,2,1,1,1,"1",1,,,,
"H3990201","e1c29cfcafa642d9b32b5fdf8b73e52a","P39902-003",2,1,,,,,,,,
"H3990201","e1c29cfcafa642d9b32b5fdf8b73e52a",,13,2,,,,,,,,
"H3990201","e1c29cfcafa642d9b32b5fdf8b73e52a","P39902-001",1,1,1,2,,1,,,,
"H3990201","e1c29cfcafa642d9b32b5fdf8b73e52a","P39902-006",5,2,,,,,,,,
"H3390101","e1c567a7ae264f14a3cbdbab543f5438","P33901-002",2,1,2,1,"1",1,,,,
"H2630801","e1c8ac42f5664fc9bf58c4c280d54b03",,6,1,2,1,"1",2,,,17,
"H1640501","e2013aac5b524a18a19b18e149a3833c","P16405-002",2,1,1,1,"1",1,,,,
"H4000801","e213fc6fe4c84b7fb888fd3c4e554cce","P40008-002",2,1,1,1,"1",2,,,17,
"H3051103","e2242b1b51574172bc40d1f5a3ff76d5",,1,1,1,2,,2,,,22,
"H1101101","e23a93ebb6464f189985afe1689f4c2d","P11011-008",6,1,3,,,,3,,,
"H1101101","e23a93ebb6464f189985afe1689f4c2d","P11011-006",5,2,,,,,,,,
"H1101101","e23a93ebb6464f189985afe1689f4c2d","P11011-002",2,1,2,2,,1,,,,
"H1101101","e23a93ebb6464f189985afe1689f4c2d","P11011-009",7,1,3,,,,3,,,
"H1101101","e23a93ebb6464f189985afe1689f4c2d","P11011-005",4,2,,,,,,,,
"H3650101","e2414d8e3499478d9b5e39b9396c02bf","P36501-003",1,1,1,2,,1,,,,
"H3650101","e2414d8e3499478d9b5e39b9396c02bf","P36501-005",2,2,,,,,,,,
"H3620901","e2566b933e73447baa3dc30ee28ed2bd","P36209-006",5,2,,,,,,,,
"H3620901","e2566b933e73447baa3dc30ee28ed2bd","P36209-007",6,2,,,,,,,,
"H3620901","e2566b933e73447baa3dc30ee28ed2bd","P36209-005",4,1,3,,,,2,3,25,"22"
"H3620901","e2566b933e73447baa3dc30ee28ed2bd","P36209-009",8,2,,,,,,,,
"H1320301","e265214e5afd4a3a89ef8be8c09be926",,7,1,3,,,,2,3,20,"25"
"H1320301","e265214e5afd4a3a89ef8be8c09be926",,5,2,,,,,,,,
"H1830602","e27e58e97ccb4c6d9fdcc44e9f188179",,4,1,1,1,"3",1,,,,
"H2390601","e29b9474331b4519af19406881a28279","P23906-002",1,1,2,1,"5",2,,,18,
"H3570301","e2e83a80956e4ab1af3fe81a56f8f8a8","P35703-002",2,1,1,1,"1",1,,,,
"H1070402","e326ec2ec92640c6891a66ae99195a02","P10704-021",2,1,3,,,,1,3,17,"20"
"H1801201","e35e291410e3429e8030fc8a5cbec470",,5,1,3,,,,1,1,15,"24"
"H1310401","e378fe587e7b4d6c9d64b0a28ea8e930","P13104-002",1,1,3,,,,2,3,17,"24"
"H0750208","e3ac4aba59bf4669a6c43e9620ed61a0","P07502-013",1,1,2,1,"3",1,,,,
"H4080301","e3c060204eb444b8beb47f9a8d14f4be","P40803-002",2,1,1,2,,2,,,15,
"H3580101","e3c2934f05fe4246ace1a3fcead8e23c","P35801-002",2,1,1,1,"1",1,,,,
"H2000901","e3cb8e87324b48e7948a4c92de4e6428","P20009-007",5,2,,,,,,,,
"H2150901","e3df4ed81b844647a2785705089efa3d","P21509-003",3,1,3,,,,3,,,
"H2150901","e3df4ed81b844647a2785705089efa3d","P21509-001",1,1,1,2,,1,,,,
"H3780301","e3f0203d68b64cad97f8f4318b1ba9ce",,2,1,2,1,"1",1,,,,
"H2601201","e3ff9af97d8a4e8c9263bf65f4579d3c","P26012-007",7,1,2,1,"1",1,,,,
"H2601201","e3ff9af97d8a4e8c9263bf65f4579d3c","P26012-004",4,2,,,,,,,,
