"hhid","PID","s4q02","s4q03","s4q04","s4q04_1","s4q05","s4q06","s4q07","s4q08","s4q09","s4q10","s4q11","s4q12","s4q7_1a","s4q7_1b","s4q07a","s4q12_1","s4q13","s4q14","s4q14b","h4q15h","h4q15i","h4q15j","h4q15e","h4q15b","h4q15c","h4q15d","h4q15k","s4h15f","h4q15g_1","h4q15g","s4q16","s4q17","s4q18"
"f2834dc328c14619b1bdbe913d33397f",5,2,1,4,,2,,14,11,,,,,,,,,,,,,,,,,,,,,,,,,
"f2880eff0ac94a07985b2bfa257e743d",1,2,4,4,,2,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f2880eff0ac94a07985b2bfa257e743d",2,2,4,1,,3,,,,1,1,2,1,,,,,0.5,20,1,150000,,,,15000,8000,,,15000,,188000,2,,3
"f2880eff0ac94a07985b2bfa257e743d",3,2,4,1,,3,,,,0,1,2,1,,,,,0.5,20,1,100000,10000,,,8000,5000,,,10000,,133000,2,,3
"f2880eff0ac94a07985b2bfa257e743d",4,1,,1,1,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f29a37bd413c46228e1b55e6b3aa6a9c",1,1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f29a37bd413c46228e1b55e6b3aa6a9c",2,1,,4,2,2,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f29a37bd413c46228e1b55e6b3aa6a9c",3,2,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f2a9073b7fe549ce974b1adcd7c583a9",1,1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f2a9073b7fe549ce974b1adcd7c583a9",2,1,,4,2,3,,,,14,15,2,3,,,,1,,,,1,20000,,1,,90000,12000,,90000,1350000,1562000,2,,
"f2af3f1c4c0f4042a87e634157c1e592",1,1,,2,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f2af3f1c4c0f4042a87e634157c1e592",3,1,,4,1,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f2af3f1c4c0f4042a87e634157c1e592",4,2,1,1,,3,,,,11,11,1,1,,,,,1,35,1,,,,,10000,2500,,,,15000,27500,2,,2
"f2af3f1c4c0f4042a87e634157c1e592",5,2,3,1,,3,,,,1,10,1,1,,,,,1,40,1,,,,,,2000,,,,15000,17000,2,,2
"f2c9b1b56ef640b8a10a3eb0df86ba35",1,1,,1,1,2,,17,10,,,,,,,,,,,,,,,,,,,,,,,,,
"f2cf51cb757d40afb958bd42512e803f",1,1,,4,2,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f2cf51cb757d40afb958bd42512e803f",2,2,1,1,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f2cf51cb757d40afb958bd42512e803f",4,2,1,1,,3,,,,1,10,1,1,,,,,3,40,1,21000,,4500,,,15500,,,7500,,48500,1,1,3
"f2cf51cb757d40afb958bd42512e803f",5,2,1,1,,3,,,,10,10,1,1,,,,,3,40,1,21000,2000,4500,,12000,10000,,,7500,,57000,1,1,3
"f2cf51cb757d40afb958bd42512e803f",6,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f2cf51cb757d40afb958bd42512e803f",9,1,,4,2,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f2de0736788e4102ab36077964a13dcf",1,1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f2de0736788e4102ab36077964a13dcf",2,2,1,4,,3,,,,12,13,2,1,,,,,0.1,5,1,135000,,12000,,,60000,,,45000,,252000,2,,2
"f2de0736788e4102ab36077964a13dcf",3,2,1,4,,3,,,,12,13,2,1,,,,,0.1,5,1,135000,,12000,,,60000,,,45000,,252000,2,,2
"f2de0736788e4102ab36077964a13dcf",4,2,1,1,,3,,,,1,10,2,1,,,,,0.1,5,1,80000,,6000,,,45000,,,45000,,176000,2,,2
"f2de0736788e4102ab36077964a13dcf",5,2,1,1,,3,,,,1,1,2,1,,,,,0.1,5,1,75000,,6000,,,30000,,,45000,,156000,2,,2
"f2de0736788e4102ab36077964a13dcf",6,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f2e9659ec08048158911c46971d1ef7b",1,1,,4,2,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f2e9659ec08048158911c46971d1ef7b",2,2,1,4,,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f2e9659ec08048158911c46971d1ef7b",3,2,1,1,,3,,,,10,11,2,1,,,,,0.7,5,6,660000,,,,50000,30000,120000,,70000,,930000,2,,2
"f2e9659ec08048158911c46971d1ef7b",4,2,1,1,,3,,,,1,1,2,1,,,,,0.5,5,6,660000,,,,50000,15000,60000,,50000,,835000,2,,2
"f2eaa357d2ad40c98407c945bcc22458",1,1,,1,1,2,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,
"f2eaa357d2ad40c98407c945bcc22458",2,2,1,1,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f2eaa357d2ad40c98407c945bcc22458",3,2,1,1,,3,,,,13,13,1,1,,,,,2,40,1,6000,,6000,,13000,16000,,,,,41000,1,1,3
"f30df406f2024ad3ae5bda4c9421abf3",2,1,,4,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f30df406f2024ad3ae5bda4c9421abf3",3,1,,4,2,2,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,
"f31a267281e64bebb754839cd685e60a",1,1,,4,2,2,,15,96,,,,,,,,,,,,,,,,,,,,,,,,,
"f31a267281e64bebb754839cd685e60a",2,1,,4,2,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f31a267281e64bebb754839cd685e60a",4,2,2,4,,3,,,,15,16,2,3,,,,2,0.5,10,1,375000,,,,,90000,,,,,465000,2,,2
"f31a267281e64bebb754839cd685e60a",5,2,2,1,,3,,,,10,11,2,3,,,,2,0.5,10,1,255000,,,,,60000,,,,,315000,2,,2
"f31a267281e64bebb754839cd685e60a",6,2,2,1,,3,,,,1,1,2,3,,,,2,0.5,10,1,225000,,,,,45000,,,,,270000,2,,2
"f3362362a2064855bacc5d9b8c591700",1,1,,4,2,2,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f3362362a2064855bacc5d9b8c591700",2,1,,4,2,2,,17,13,,,,,,,,,,,,,,,,,,,,,,,,,
"f3362362a2064855bacc5d9b8c591700",5,2,1,4,,3,,,,14,15,2,3,,,,1,,,,750000,,,,,36000,12000,,20000,,818000,2,,
"f33654198a06474b8fe4c57cb565c649",1,1,,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f33654198a06474b8fe4c57cb565c649",2,2,1,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f33654198a06474b8fe4c57cb565c649",4,2,1,4,,3,,,,14,15,1,1,,,,,2,30,1,10500,,36000,,,27000,,,,,73500,1,1,3
"f33654198a06474b8fe4c57cb565c649",5,2,1,1,,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f33654198a06474b8fe4c57cb565c649",6,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f34754a2910b4c87af9125048fa70ba2",1,1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f34754a2910b4c87af9125048fa70ba2",2,1,,2,2,2,,13,2,,,,,,,,,,,,,,,,,,,,,,,,,
"f34754a2910b4c87af9125048fa70ba2",3,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f3483d62aaf14708aec1143d79fee326",1,1,,4,2,2,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f3483d62aaf14708aec1143d79fee326",2,2,6,4,,2,,51,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f3483d62aaf14708aec1143d79fee326",3,2,6,4,,3,,,,15,16,2,3,,,,2,0.5,60,1,200000,,36000,,18500,100000,,,160000,,514500,1,1,2
"f3483d62aaf14708aec1143d79fee326",4,2,6,4,,3,,,,14,15,2,3,,,,1,,,,2250000,,,,130000,200000,,,80000,,2660000,2,,
"f3483d62aaf14708aec1143d79fee326",5,2,6,4,,3,,,,1,10,1,1,,,,,0.5,30,1,15000,5000,6000,,22000,3500,,,80000,,131500,1,1,2
"f3483d62aaf14708aec1143d79fee326",6,2,5,4,,2,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f360550117324610a3a787d67af7042d",1,1,,4,2,2,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f36e139647a04d3c92833aeb5581a04d",1,1,,4,2,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,
"f36e139647a04d3c92833aeb5581a04d",2,1,,4,1,2,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,
"f36e139647a04d3c92833aeb5581a04d",3,2,1,4,,2,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f36e139647a04d3c92833aeb5581a04d",4,2,1,4,,3,,,,32,33,1,3,,,,2,3,120,1,155000,,,,,46200,,,,,201200,1,1,2
"f36e139647a04d3c92833aeb5581a04d",5,1,,2,2,3,,,,15,15,1,1,,,,,0.5,30,1,8000,,6000,,,12000,,,,,26000,1,1,3
"f36eded836974394830ff5347fd22acb",1,2,3,2,,2,,16,12,,,,,,,,,,,,,,,,,,,,,,,,,
"f36eded836974394830ff5347fd22acb",2,2,3,1,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f36eded836974394830ff5347fd22acb",3,1,,4,2,3,,,,15,16,1,1,,,,,0.4,10,1,15000,,12000,,9500,24000,,,42000,,102500,1,1,2
"f36eded836974394830ff5347fd22acb",4,2,3,4,,3,,,,12,12,1,1,,,,,0.4,10,1,10000,,4000,,,12000,,,,,26000,1,1,3
"f36eded836974394830ff5347fd22acb",5,2,3,4,,3,,,,10,10,1,1,,,,,0.4,10,1,10000,,4000,,,6000,,,,,20000,1,1,3
"f36eded836974394830ff5347fd22acb",6,2,3,1,,3,,,,0,10,1,1,,,,,0.4,10,1,,2000,,,11000,2000,,,,,15000,1,1,3
"f36eded836974394830ff5347fd22acb",7,2,3,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f37f3f7707594c7595bc771f57b2c137",1,2,2,4,,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f37f3f7707594c7595bc771f57b2c137",2,1,,4,2,2,,16,12,,,,,,,,,,,,,,,,,,,,,,,,,
"f37f3f7707594c7595bc771f57b2c137",4,2,2,4,,2,,36,11,,,,,,,,,,,,,,,,,,,,,,,,,
"f37f3f7707594c7595bc771f57b2c137",5,2,2,4,,3,,,,32,33,2,3,,,,1,,,,1800000,,50000,,150000,600000,,,,36000,2636000,2,,
"f37f3f7707594c7595bc771f57b2c137",6,2,2,4,,3,,,,31,33,2,3,,,,2,2,15,2,1200000,,,,150000,145000,360000,,90000,30000,1975000,2,,2
"f37f3f7707594c7595bc771f57b2c137",8,2,2,4,,3,,,,1,1,2,1,,,,,0.3,10,1,400000,,,,70000,50000,,,,25000,545000,2,,2
"f37f3f7707594c7595bc771f57b2c137",9,2,2,4,,3,,,,1,1,2,1,,,,,0.2,10,1,400000,,,,,30000,,,,20000,450000,2,,3
"f38c8379e21541a7b708831e15af7b45",1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f38c8379e21541a7b708831e15af7b45",2,2,1,1,,3,,,,0,10,1,1,,,,,3,60,1,,,,,,1200,,,,,1200,1,1,1
"f38c8379e21541a7b708831e15af7b45",3,2,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f38c8379e21541a7b708831e15af7b45",4,2,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f38c8379e21541a7b708831e15af7b45",5,2,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f394c52ef5324bd596eaf163acb2d12c",1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f3b1f16c05bb4869a9905606043be3aa",1,2,2,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f3b1f16c05bb4869a9905606043be3aa",2,1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f3b1f16c05bb4869a9905606043be3aa",3,2,2,4,,3,,,,11,12,1,1,,,,,1,20,1,18000,,4500,,12000,21000,,,15000,,70500,1,1,3
"f3b1f16c05bb4869a9905606043be3aa",4,2,2,4,,3,,,,13,14,1,1,,,,,1,20,1,18000,,7500,,12000,23000,,,15000,,75500,1,1,3
"f3b1f16c05bb4869a9905606043be3aa",5,2,2,1,,3,,,,15,16,1,1,,,,,1,20,1,18000,15500,7500,,12000,46000,,,15000,,114000,1,1,3
"f3b90ff531cf4395be1ee1591dde88fa",1,1,,1,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f3b90ff531cf4395be1ee1591dde88fa",2,2,1,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f3b90ff531cf4395be1ee1591dde88fa",5,2,1,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f3b90ff531cf4395be1ee1591dde88fa",6,2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f3bfd5fcecc84d69b4b9fff5344bb25c",1,1,,1,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f3bfd5fcecc84d69b4b9fff5344bb25c",2,2,1,1,,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f3bfd5fcecc84d69b4b9fff5344bb25c",3,2,1,1,,3,,,,1,1,2,1,,,,,3.2,60,1,50000,,,,,18000,,,,,68000,2,,2
"f3bfd5fcecc84d69b4b9fff5344bb25c",4,2,1,1,,3,,,,0,1,2,1,,,,,3.2,60,1,20000,2000,,,,10000,,,,,32000,2,,2
"f3c2473fa6974f70962d3fa68c69b8e2",1,1,,1,1,2,,12,11,,,,,,,,,,,,,,,,,,,,,,,,,
"f3c2947ecf934078b9c2cabd762c01d6",1,2,2,4,,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f3c2947ecf934078b9c2cabd762c01d6",2,1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f3c2947ecf934078b9c2cabd762c01d6",4,2,2,4,,2,,34,10,,,,,,,,,,,,,,,,,,,,,,,,,
"f3c2947ecf934078b9c2cabd762c01d6",5,2,2,4,,2,,41,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f3c2947ecf934078b9c2cabd762c01d6",6,2,1,4,,3,,,,31,32,2,3,,,,2,0.15,10,1,660000,,,,,210000,,,,30000,900000,2,,2
"f3c2947ecf934078b9c2cabd762c01d6",7,2,1,4,,3,,,,31,32,2,3,,,,1,,,,900000,,,,,210000,30000,,150000,50000,1340000,2,,
"f3e66dbb1c014cbbacd81e6ac1d13a82",1,2,2,4,,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f3e66dbb1c014cbbacd81e6ac1d13a82",2,1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f3e66dbb1c014cbbacd81e6ac1d13a82",3,2,2,4,,3,,,,34,35,1,3,,,,1,,,,2250000,,110000,,,450000,54000,,90000,,2954000,2,,
"f3e66dbb1c014cbbacd81e6ac1d13a82",4,2,2,4,,3,,,,32,33,1,3,,,,1,,,,1380000,,90000,,,270000,,,25000,,1765000,2,,
"f3e66dbb1c014cbbacd81e6ac1d13a82",5,2,2,4,,3,,,,30,31,1,3,,,,2,0.5,10,1,750000,,,,,150000,,,30000,,930000,2,,2
"f3e66dbb1c014cbbacd81e6ac1d13a82",6,2,2,4,,3,,,,13,14,1,3,,,,2,0.1,5,1,345000,,,,,90000,,,,,435000,2,,2
"f3e66dbb1c014cbbacd81e6ac1d13a82",7,2,2,4,,3,,,,10,11,1,3,,,,2,0.1,5,1,315000,,,,10000,60000,,,,,385000,1,1,2
"f3e66dbb1c014cbbacd81e6ac1d13a82",8,2,2,4,,3,,,,1,10,1,3,,,,2,0.1,5,1,315000,10000,,,15000,60000,,,,,400000,1,1,2
"f3e66dbb1c014cbbacd81e6ac1d13a82",10,2,2,4,,3,,,,12,13,1,3,,,,2,0.1,5,1,345000,,,,,90000,,,,,435000,1,1,2
"f3ef05c412244ce59d7856da0cf53568",1,2,2,4,,2,,36,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f3ef05c412244ce59d7856da0cf53568",2,1,,4,2,2,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f3ef05c412244ce59d7856da0cf53568",4,2,2,4,,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f40be057a0014a09960af217a31cc591",1,1,,4,2,2,,41,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f40be057a0014a09960af217a31cc591",2,2,1,4,,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,
"f4149f57ce274bccb0739ff62f78e487",1,1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f4149f57ce274bccb0739ff62f78e487",2,1,,4,2,2,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f4149f57ce274bccb0739ff62f78e487",3,2,2,1,,3,,,,1,1,2,3,,,,2,0.4,4,1,600000,,,,75000,30600,,,67500,,773100,2,,3
"f4149f57ce274bccb0739ff62f78e487",4,2,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f42ee90890564405a8c1f7c776c3a125",1,2,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f42ee90890564405a8c1f7c776c3a125",2,1,,1,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f42ee90890564405a8c1f7c776c3a125",3,1,,1,1,3,,,,1,10,1,1,,,,,1.5,45,1,30000,,,,10000,7800,,,7500,,55300,1,1,3
"f44d99ead945471a883d58c7a381897c",1,1,,1,1,2,,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
"f44d99ead945471a883d58c7a381897c",2,2,1,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f44d99ead945471a883d58c7a381897c",3,1,,1,1,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f44d99ead945471a883d58c7a381897c",4,2,1,1,,2,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f44d99ead945471a883d58c7a381897c",5,2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f44d99ead945471a883d58c7a381897c",6,2,1,1,,2,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,
"f44d99ead945471a883d58c7a381897c",7,2,1,1,,2,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f459d97cb9984f9986be95933cc389c2",1,2,2,1,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f459d97cb9984f9986be95933cc389c2",2,1,,1,1,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f459d97cb9984f9986be95933cc389c2",3,2,2,4,,3,,,,15,16,2,3,,,,1,,,,525000,49000,65000,,26000,80000,,,,180000,925000,2,,
"f459d97cb9984f9986be95933cc389c2",4,2,2,4,,3,,,,13,14,2,3,,,,2,1.5,30,1,610000,5000,10000,,30000,75000,,,,80000,810000,2,,2
"f459d97cb9984f9986be95933cc389c2",5,2,2,4,,3,,,,13,14,2,3,,,,2,1.5,30,1,610000,5000,10000,,30000,75000,,,,80000,810000,2,,2
"f459d97cb9984f9986be95933cc389c2",6,2,2,4,,3,,,,11,12,2,3,,,,2,1.5,30,1,570000,5000,2000,,12000,57000,,,,80000,726000,2,,2
"f459d97cb9984f9986be95933cc389c2",7,2,2,1,,3,,,,1,1,2,3,,,,2,1.5,30,1,,,,,12000,3000,,,,80000,95000,1,4,2
"f459d97cb9984f9986be95933cc389c2",8,2,2,4,,3,,,,32,33,2,1,,,,,0.5,10,1,360000,50000,45000,,30000,110000,,,,185000,780000,2,,2
"f4686034113047ff95f75612e8dcb6ed",1,2,2,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f4686034113047ff95f75612e8dcb6ed",2,1,,1,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f4686034113047ff95f75612e8dcb6ed",3,2,2,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f4686034113047ff95f75612e8dcb6ed",4,2,2,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f4686034113047ff95f75612e8dcb6ed",5,2,2,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f4686034113047ff95f75612e8dcb6ed",6,2,2,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f4686034113047ff95f75612e8dcb6ed",8,2,2,1,,3,,,,0,10,1,1,,,,,4,60,1,5000,,,,,2000,,,,,7000,2,,3
"f4686034113047ff95f75612e8dcb6ed",9,2,2,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f488539b4ee34dde9bd7f04d436cd196",1,2,2,4,,2,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,
"f488539b4ee34dde9bd7f04d436cd196",2,1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f48de9a6d7984b04bf160950582619ad",1,1,,4,2,2,,41,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f48de9a6d7984b04bf160950582619ad",2,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f48de9a6d7984b04bf160950582619ad",3,2,2,4,,2,,34,10,,,,,,,,,,,,,,,,,,,,,,,,,
"f48de9a6d7984b04bf160950582619ad",4,2,2,4,,3,,,,32,33,2,3,,,,1,,,,1,200000,,1,30000,20000,24000,,30000,1200000,1504000,2,,
"f48de9a6d7984b04bf160950582619ad",5,2,2,4,,3,,,,30,31,2,3,,,,1,,,,1,,,1,70000,30000,24000,,30000,900000,1054000,2,,
"f48de9a6d7984b04bf160950582619ad",6,2,2,4,,3,,,,15,16,2,3,,,,1,,,,300000,80000,,330000,30000,30000,,,,,770000,2,,
"f48de9a6d7984b04bf160950582619ad",7,2,2,1,,3,,,,1,1,2,1,,,,,0.5,15,1,225000,,,,,7000,,,,,232000,2,,2
"f48de9a6d7984b04bf160950582619ad",9,2,2,4,,3,,,,13,14,1,1,,,,,1,30,1,120000,,,,,20000,,,,,140000,1,1,2
"f4a7510c51364ed5ac27310851083b78",1,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f4a7510c51364ed5ac27310851083b78",2,1,,4,2,2,,36,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f4a7510c51364ed5ac27310851083b78",3,2,1,4,,2,,36,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f4a7510c51364ed5ac27310851083b78",4,1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f4a7510c51364ed5ac27310851083b78",5,1,,4,2,3,,,,12,13,2,3,,,,2,0.5,20,1,400000,,,,20000,50000,,,,,470000,2,,3
"f4a7510c51364ed5ac27310851083b78",6,1,,4,2,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f4b96129ca39417db535ade40e94bc7a",1,2,2,4,,2,,32,12,,,,,,,,,,,,,,,,,,,,,,,,,
"f4b96129ca39417db535ade40e94bc7a",2,1,,4,2,2,,17,12,,,,,,,,,,,,,,,,,,,,,,,,,
"f4b96129ca39417db535ade40e94bc7a",5,2,2,4,,3,,,,50,50,1,3,2,1,1,1,,,,1316000,100000,200000,900000,,203000,128000,,800000,,3647000,1,1,
"f4b96129ca39417db535ade40e94bc7a",6,1,,4,2,3,,,,30,31,2,3,,,,1,,,,450000,,,900000,,67000,240000,,120000,,1777000,2,,
"f4b96129ca39417db535ade40e94bc7a",7,2,2,4,,3,,,,15,16,1,3,,,,1,,,,225000,,37000,300000,8000,44000,10000,,161000,,785000,1,1,
"f4b96129ca39417db535ade40e94bc7a",8,2,2,1,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f4c23a0241fe4434b9c076b58415c174",1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f4c23a0241fe4434b9c076b58415c174",2,2,12,4,,3,,,,16,16,1,1,,,,,2,30,1,90000,,45000,,,50000,,,42000,,227000,1,1,2
"f4c23a0241fe4434b9c076b58415c174",3,2,12,4,,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f4c23a0241fe4434b9c076b58415c174",4,2,12,4,,2,,14,10,,,,,,,,,,,,,,,,,,,,,,,,,
"f4c23a0241fe4434b9c076b58415c174",6,2,12,1,,3,,,,13,13,1,1,,,,,2,30,1,10500,,7500,,,10000,,,15000,,43000,1,1,2
"f4c23a0241fe4434b9c076b58415c174",7,2,12,1,,3,,,,13,13,1,1,,,,,4,80,1,10500,,7500,,,10000,,,15000,,43000,1,1,2
"f4c23a0241fe4434b9c076b58415c174",8,2,12,1,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f4c23a0241fe4434b9c076b58415c174",9,2,12,2,,3,,,,11,12,1,1,,,,,2,30,1,10500,,7500,,,10000,,,15000,,43000,1,1,2
"f4c23a0241fe4434b9c076b58415c174",10,2,12,1,,3,,,,1,10,1,1,,,,,2,30,1,7000,1000,3000,,,5000,,,9000,,25000,1,1,2
"f4c23a0241fe4434b9c076b58415c174",11,2,12,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f4c23a0241fe4434b9c076b58415c174",12,1,,1,1,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f50a6e5cae3b4f758031b1a5daa5c0a5",1,2,2,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f50a6e5cae3b4f758031b1a5daa5c0a5",2,1,,4,2,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f50a6e5cae3b4f758031b1a5daa5c0a5",3,2,2,1,,3,,,,0,1,2,1,,,,,1,20,6,360000,,,,60000,,,,60000,,480000,2,,3
"f50de694f7f546e8a237e8f226b66f21",1,1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"f50de694f7f546e8a237e8f226b66f21",2,2,1,4,,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f50de694f7f546e8a237e8f226b66f21",3,1,,2,1,3,,,,11,11,2,3,,,,1,,,,,,,,,,,,30000,,30000,2,,
"f5115db079e542e88d73985eb5d2d025",1,2,4,4,,2,,16,9,,,,,,,,,,,,,,,,,,,,,,,,,
"f5115db079e542e88d73985eb5d2d025",2,1,,4,2,2,,41,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f5115db079e542e88d73985eb5d2d025",4,1,,4,2,2,,41,1,,,,,,,,,,,,,,,,,,,,,,,,,
"f51306b5fd544fe785a872493153c6f0",1,1,,1,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f51306b5fd544fe785a872493153c6f0",2,2,1,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f51306b5fd544fe785a872493153c6f0",4,2,1,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f51306b5fd544fe785a872493153c6f0",5,2,1,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f51306b5fd544fe785a872493153c6f0",6,2,1,4,,3,,,,15,16,1,3,,,,1,,,,135000,,,45000,,24000,,,,,204000,1,1,
"f51306b5fd544fe785a872493153c6f0",7,2,1,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f51306b5fd544fe785a872493153c6f0",8,2,1,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
