"hhid","h10_respondent","s10q01","s10q02","s10q03","s10q04","s10q05a","s10q05b","s10q05c","s10q06","s10q07a","s10q07b","s10q08a","s10q08b","s10q08c","s10q08d","s10q08e","s10q08f","s10q08g","s10q08h","s10q08x","s10q08z","s10q09","s10q10","s10q11","s10q12"
"afa25d13192446efb06d49c8ecbdea53","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"afece34ce3364610a99b14579d85bb80","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,3
"b00536b516304ee094e53626c0df2244","2",2,,,,,,2,2,,,,,,,,,,1,,,8,1,3,1
"b00d048df091474fa7790bed2f2efe61","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,6,1
"b010f9f52a5f48c3aa711049584e6329","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"b02f9de063c1412c9c9803b138f671be","2",2,,,,,,7,2,,,,,,,,1,,1,,,6,2,3,2
"b0303cd1a33a49f7aa7032680f2fcc38","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"b0adaeacb7f84922a3d9ddf69d04f9e4","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,2
"b034837da7624800b9c15fa126582665","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,8,1
"b03b27767572440aa7b5fd13d412d398","2",1,24,5,,10000,30,,2,,,,,,,,1,,1,,,6,2,3,3
"b0f7fd35186047ffa6707e4fbf6740ad","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"b0bcb5446d0c41b0bd3f2e9fa6257eb6","4",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,4,3
"b0c6d0126e784f72b50a8298d1237242","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"b0bd03348a2647f4a2f1963357afbd96","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"b1270f463efe458ba21a7ac842482c94","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,1,3
"b1142ae03b2349bbb9e3eaac6aeab553","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"b11ea9a0734b44ac80dd1f6f44064959","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"b14a6b8068a54d60be0d363ecdc0a5ab","1",1,12,4,,5000,30,,2,,,,,,,,1,,,,,6,2,2,2
"b182ff7d9f33435681ccfa62e695643f","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"b203bc9f35aa4ec3bb45b663c9be2adb","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,1,2
"b1adc68a2128474d9ef722017577daea","2",2,,,,,,3,2,,,,,,,,,,1,,,8,2,6,1
"b1feace8bb844a84b61bc485812b4b11","2",2,,,,,,4,2,,,,,,,1,,,,,,5,2,4,1
"b28f2f2b91194f4f8798570cc4d679e7","2",2,,,,,,1,2,,,,,,,,1,,,,,6,2,4,3
"b2373f3b6c17494da758c562a4f9fc79","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"b2641968b94d4779a983dd932bd74a6c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"b2523333db2e4f11abc6f80212a9ede4","1",2,,,,,,4,2,,,,,,,,,,1,,,8,1,6,1
"b299a5fe23e64d98a081d458290182e6","7",1,24,1,,10000,30,,2,,,,,,,,1,,,,,6,2,8,1
"b2b3f528f59b4ca99e9ff9be57feec90","2",1,24,5,,20000,30,,2,,,,,,,,1,,,,,6,2,5,1
"b296b9cbd7cc4dd1aa519cc7496d0051","1",1,24,1,,30000,30,,2,,,,,,,,1,,,,,6,2,8,1
"b30871f13ee04cae85d2352d85911bf8","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,2,1
"b384320e1b5e4c149071948ca1adaf7a","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"b3c0769ca3bf4d5c9a1881cf817e99e6","2",2,,,,,,6,2,,,,,,,,1,,,,,6,2,5,3
"b3bab6c388b2479f8cf9449a188fd9e1","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,9,1
"b3e9c6caab94413bbfa6707c53b02901","2",1,24,5,,10000,30,,2,,,,,,,,1,,,,,6,2,6,1
"b413f8d97ac74d12bcb243e726a40eab","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"b3f40cc946a24784b8797395d92ddf89","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,5,1
"b3defd888f2a4ba8a3dcb4ec09f84222","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"b3c4cdf7280e48c1ab584eae1819da4b","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"b4a112be80d94403a11aa9c3a1e177f6","2",2,,,,,,1,2,,,,,,,1,,,,,,5,2,10,1
"b48b9a0ba44a4b6faa325f788c6ab58a","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"b4e314511b4a4fdd904e5dd45ecdd829","4",1,10,2,,,,,2,,,,,,,,1,,,,,6,2,4,3
"b4ae1cdb118e46548c87369f07aa9c28","1",2,,,,,,2,2,,,,,,,,1,,1,,,6,2,8,1
"b4c25ed2ac604c66a2f0bd63c34369a5","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"b4d9a9e74f2f48cfa3890854cb08802e","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,9,1
"b5391f019579463c8fceff4a55c289f9","5",1,24,2,,,,,2,,,,,,,,1,,,,,6,2,2,3
"b5068c8d97214529b0e9715267ae2eec","2",1,24,5,,25000,30,,2,,,,,,,,1,,,,,6,2,4,3
"b559e0dd91014ce98110a5ccae0fdc60","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"b4fc5363434942a3b9b267a4ff3e2daf","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"b57e96eecb57419fa1a194b4ea2708fb","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,6,1
"b5ca06ecc65d41d5854fef85948ff5a1","1",2,,,,,,1,2,,,,,,,,1,,1,,,6,1,2,1
"b5cc8ef7e0ae411cbf1d4e87d21afc3b","7",2,,,,,,1,2,,,,,,,,,,1,,,8,2,7,1
"b64afbcfee1b4fbf8bd5574c78316cc3","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"b60fe14e8e2d4fda90cbe03368493c6f","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"b6072b42bdef4a999ccd071a41131d96","1",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,4,1
"b662cf458bbc4eeeab9aa57e0b14188a","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"b69592115f674b08807b1b0736a04041","1",2,,,,,,7,2,,,,,,,,,,1,,,8,2,4,2
"b677bb395a7847b6887b724ab211fa3d","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,4,1
"b67a6ea4975f4e05b2a9ee584a0c53eb","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"b69c5518415f4ba3b68df91c17632456","4",2,,,,,,6,2,,,,,,,,1,,1,,,8,1,5,1
"b69b366649704ef8b4b6d67573e17c59","4",2,,,,,,2,2,,,,,,,,,,1,,,8,2,2,3
"b6be96a0172d4bc0a9f0e76fa7dd124a","2",2,,,,,,2,2,,,,,,,,1,,1,,,8,2,4,1
"b6d3b5269e8441d4b50212ca9f9a8313","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"b6c1c13b06414c739637f8fe7780ec7f","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"b6cfff086134447d9681590a1cf27f84","2",2,,,,,,2,2,,,,,,,,1,,,,,6,2,3,3
"b77568ef208143f3b34f5a6f1e5f4e01","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,2
"b713adba18564010a8671547ad90c009","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,2
"b7353bb572dd4d3cb2f503df5eb5cf57","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,1
"b775483de2874fdb9ec10aabf8f35e4c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,7,1
"b808780d88b74016828257e78351ddbd","1",2,,,,,,2,2,,,,,1,,,,,,,,3,1,2,1
"b7f83b2df4b843fb9e78b14022629c31","1",2,,,,,,7,2,,,,,,,,,,1,,,8,2,5,1
"b7c35faab9dd49479303ef896a55fb3d","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"b840183d5f66483e8068548f7fe1cf56","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"b8337de9edaf4785973051951eda3b9c","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"b8e66eb1984148bc966a5ab7390e7d6a","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"b8fb6e56feb3414fbb37a31bfe6a05fe","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,3
"b941bc196dd044c38d70d6817d6ac260","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"b9161b798a1343c6811bd6abe82e917a","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"b92bae4c70a445d58fec82440f27aedd","3",2,,,,,,1,2,,,,,,,,,,1,,,8,1,6,1
"b9b2afd92ce74ac08ff6360517d3ac3c","1",2,,,,,,1,2,,,,,,,,,,,,1,,,,
"b98a98dcedc940468663acb707feed49","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"b9f975b8b4fc4bb496a71a7ca8637869","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,3,1
"b9bb5a0f856d4e158550469cbb082c84","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"b9ce004c4b784bbf932de1dcbc758ea1","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"b9f780de082948419cb573ab3c23a956","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,1
"baaa1f03519749378e221f1391426a6b","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,2,3
"baaba126dcfe417c82d1ec1a1e414ad2","2",1,10,8,,,,,2,,,,,,,,1,,,,,6,2,5,3
"ba638314d1ca4e99ae25ba442de47c6b","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"ba077e8fbfd24a0d9bfc2f6ab021e421","5",2,,,,,,2,2,,,,,,,,,,1,,,8,2,3,1
"bb23ca0110f9433b814d6894beb236d0","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,3
"bb34553fd36a4076a451ebfb144c3cbd","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,4,1
"bb3ce07028414eeaa27bca777afe3096","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,2,3
"bb4b3ac92e8e4c8282ffbd6fd8c73aa7","1",1,6,5,,10000,30,,2,,,,,,,,1,,,,,6,1,5,1
"bb91c6fa27164c81ba4c2b07db940439","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"bb965ad786b7416889de9ae941399fc7","3",2,,,,,,1,2,,,,,,,,,,1,,,8,1,5,1
"bb5d301e96ed461db714135d054068a8","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,5,1
"bb7635413a31448586fb06787ecda4d5","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,1
"bc4e6c550c2348ae98b8981916c3a0aa","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"bcbadfc32bcf47eb99e795b5f7756d5c","2",1,24,1,,40000,60,,2,,,,,,,,,,1,,,8,2,6,1
"bc39840d95d84d80a9602e1cd988b41e","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,4,1
"bc552d202c4d440d983259958334c54e","2",1,24,5,,10000,30,,2,,,,,,,,,,1,,,8,2,0,1
"bc058b7521c44697b4a70eb616653160","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"bd46e29a47294b0bb4b28734c6f029c2","15",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"bcf9986c1c544ead8cd9e3e845fb5c79","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"bd8704d179e04907b01d2eaf2d0de3e9","1",2,,,,,,2,2,,,,,,,,,,1,,,8,1,5,1
"be07973f69564948b3276b3fe44c7c4e","2",1,24,4,,18000,31,,2,,,,,,,,1,,,,,6,2,7,2
"bdda888074c64d04872a160ffe702fb2","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"be2b88fc4c42410291be8cb33d012ea3","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"be500d5d9cbc472db2c445e8bb4a8429","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"be891971445c4282835b9d541c2c8ee7","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"be5d3436fcdb4b80917df920b90de881","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"bf148f925dec467fb70839f7aca77132","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"bf0d7e30893844228135cedc92e1fc3c","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,0,1
"bf524610b7e541efb0e5bfe0ccd67937","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"bf4137189f954dbda6885e5e20d2ec65","4",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"bf5e205e879649aeb9e986e6a19bf2a3","2",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,2,1
"bf643934ce9d42ccae6deba593a16348","1",2,,,,,,1,2,,,,,1,,,,,1,,,8,1,5,1
"bfd8253bd59c4f3199fb4b83b9cee7a6","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"bf66524a5a1f4c3c9dbe0036c297f306","1",2,,,,,,7,2,,,,,,,,,,1,,,8,2,5,3
"bfdf0d66403440ceab439b1e1c47cdea","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"bff3c84143b14ae8b47ee3b55074fd8b","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,3
"bfbc901c9a384f8c98ce7a8bc7bad2a6","2",2,,,,,,6,2,,,,,,,,,,1,,,8,2,3,1
"c085573e64aa4788be1f66d491f65e2a","2",2,,,,,,3,2,,,,,,,,1,,1,,,8,1,3,1
"c07f0d460ca1479198feb0b6eb3f2f16","9",2,,,,,,1,2,,,,,,,,1,,,,,6,2,6,1
"c014437e641641eca6502ddb0f5888b0","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"c09698a0aa864f3eaed7a9ef9e23d9de","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,1
"c088f437075a47f0afbcdbcbb07e27b6","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,3
"c08b76ff4f64408d92c893bc21b3f773","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"c0b0f34f8543477882988d792690f7ab","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,2
"c132a575f3f14af9abc15f30b1f86427","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,7,1
"c13b7476c8ab495899c5c614d4f96e1f","1",2,,,,,,1,2,,,,,,,,,,,,1,,,,
"c15a8d1d19bb4ef49589dd774eb7e412","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"c18026fb65d84083bc6713acffc55f03","1",2,,,,,,3,2,,,,,,,,,,1,,,8,2,2,1
"c1bff3a96a46401fa801fc408d01c2ed","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"c19b9e58d92c4cd99d7f58b7acdd9fdd","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,7,1
"c18e282fcbbe46699173630fd1019bd2","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"c1c53bd924794ffda94b27a7b2ba08e3","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"c1d95b0c9221476f9b7a51faf802ecf7","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,7,1
"c1dd4b1335ff441ba4beac5307e02e04","1",2,,,,,,2,2,,,,,,,,,,1,,,8,1,3,1
"c29020c2038742478b997d9ccfa380bc","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"c29cac3f8727404a99ec979338ef3167","2",1,24,1,,10000,30,,2,,,,,,,,1,,,,,6,2,6,1
"c2c21d603e0a42448825b75b1d969ed0","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"c2bc4e3171f141a7b0f16240a1f73c40","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,7,1
"c338b6d9645e48b896b253a73e308789","1",1,8,3,,,,,2,,,,,,,,,,1,,,8,2,7,1
"c2cccdbfd71b4e71867e614e7ede82ad","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,1
"c2ca0f63efa5482f8f0169aec54e2246","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"c311adcaec634b3b81b14d70b7402fc0","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"c348efe3fefc45e49a067757812f7477","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"c33f6cb57d9849949e08a7350dabb829","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"c339d3125208446ab905d9c668bfc94b","5",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,3
"c3453f0ebfa3433283a20ae3a7981e39","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,1
"c345d13420494d31ae0cbca6f3abb32c","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"c34b6d37b3e44ec9bb4a4c8d08ad1de1","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,24,2
"c358e16e89db4f0eb0a304faa6b8042c","2",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,3,3
"c35a81e4c7ee49d69e75ef3ad2e0c866","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,7,1
"c351f08d2d8a4e598e762f285a0ba5b0","5",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"c3ccb34b90a64f629b4e4168aed97831","1",1,24,2,,,,,2,,,,,,,,1,,,,,6,2,2,3
"c3ade863a5bf40cbab3782b204cf1c09","10",2,,,,,,1,2,,,,,,,,,,1,,,8,2,7,1
"c3602283e0cc4113b8299396a568ebd4","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,9,1
"c3d4ec1df07743bab452593f8c9fda12","1",1,2,2,,,,,2,,,,,,,,1,,,,,6,2,2,3
"c412f75803bc40d181f9463278dffcbf","2",2,,,,,,1,2,,,,,,,,1,,,,,6,2,0,3
"c3cee3fba3c24a11b63feb05d92ff451","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,12,3
"c4194e5fbc054d2c8e2587b7118721fa","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,2
"c42b3ea080594d7e9f0a1aa242f56983","2",2,,,,,,3,2,,,,,,,,,,1,,,8,2,5,1
"c44a9de112de43a0856c81fd5c448301","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,2
"c441efdab4164c80beee2c337d628edc","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,6,1
"c436df87513346a2b2e360b140d4a921","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"c44dfb522789441ba130c0bc19057438","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"c46b751f14f74d178e4a064366bf61ff","1",2,,,,,,2,2,,,,,,,,1,,,,,6,2,4,2
"c45ee3429a14419d90bcc5fc625a9c35","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"c48dddb5b5494e63a88a969209da991e","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"c49b7a7e891d490495adf0bd1d29b44f","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,3
"c478f896acc0427c8f9d187d9a2eb8a7","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"c49c543ec58f43c0ae422638eb3587f1","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,5,1
"c50d3521c1914dd988baecc0dd56623b","1",2,,,,,,1,2,,,,,,,,1,,,,,6,2,4,3
"c4d8aa1a98a9434e81101f58a0d1024f","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"c5144bccec92485d8ead5eadde9bdcb7","2",1,1,4,,10000,30,,2,,,,,,,,1,,,,,6,2,2,2
"c52d606c36744c9d970ff70909b6dc4a","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"c5466685dd6f435b9b48df20808643ce","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,4,1
"c5141a0bc2c940d4a5d47cec9ffcb31f","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"c596832e4e644cdb832caf5338d447a0","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,1
"c58bc15d4b104e3dac5db4ae756ff438","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"c598e83d23d748db84965945f8d1e702","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"c5633cb30b3c47e9b19834eeb8bc2b91","4",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"c5a87622cde84e76a74235015b0361a7","1",2,,,,,,2,2,,,,,,,,,,1,,,8,1,3,1
"c59e62eb588d4f2499b0c98769c7b669","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"c5bfd88067934e1bb0899b1e124bd94d","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,2
"c5d287068a3a4fbda7c9a96c8d13b958","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"c60cb96a9a7f40bb9afd6ab84e249820","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,6,1
"c62704aad7084bb497119f82dd5645c5","2",2,,,,,,1,2,,,,,1,,,,,1,,,8,1,5,1
"c614df9e8822411da97d99069e1a02e1","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"c6aed9d96e224fe5bc15475578f996e9","4",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,6,3
"c6c0a56556a8404292177d7199e8e713","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"c6c6d1d523a746fc9e8695686c54d900","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,2,1
"c6be0c2d620f4dd8ae6c3393d2effb6a","1",2,,,,,,1,2,,,,,1,,,,,1,,,8,1,6,1
"c70c50985e5245ac9ee8004bfe816acc","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"c70ce8db5cfe42fbb65d660d3d317226","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"c6dbcb9b48d94bd4b43455fe87b9fca1","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"c76275a9f33b4b8a8a0c01199766a231","2",2,,,,,,1,2,,,,,,,,1,,,,,6,2,5,2
"c773f9c98b32445dbf31cfd1e093e337","1",1,12,3,,,,,2,,,,,,,,1,,,,,6,1,3,3
"c73ae1f0f3274625b5a520781318a368","2",2,,,,,,6,2,,,,,,,,,,1,,,8,2,4,1
"c78518e77dc341cb9bfef66792af3b0c","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,3,2
"c7c2c0178dc64d17b62f91b72fbfcc27","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,4,1
"c7eeb2fba7614e51ab730173a3ca3b3b","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"c80d7d761ade4da59a13e8a0802241c8","1",2,,,,,,1,2,,,,,,,,1,,1,,,6,2,4,1
"c818b8c0921c4c83a5c2a4164b756e72","2",2,,,,,,7,2,,,,,,,,,,1,,,8,2,3,3
"c814f0b6316245bb9b05fb2ee6b91ab3","5",2,,,,,,1,2,,,,,,,,1,,,,,6,1,4,3
"c8164e20b43d4d00bb7f07a6e8191dda","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,1
"c841a9c85cc04bb28c362171bba743f3","2",2,,,,,,4,2,,,,,,,,1,,1,,,6,2,4,2
"c81f241783834a5aa9b87871fcff5038","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,6,3
"c84330cdf7c64af4b6cacd9f986902c3","1",2,,,,,,6,2,,,,,,,,,,1,,,8,1,5,1
"c83b2601e74943f99e2426d840f5f643","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"c863514feaab40b7b5f3b7da261ebc6b","1",2,,,,,,7,2,,,,,,,,,,1,,,8,2,2,3
"c860f0968a854994a46dbadc329d05c2","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,2,1
"c880ec0e77614ff49749dd4fb38ca183","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,2,3
"c84b673ff1804b62a4766dcfffa77d48","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"c8a70f58b4c84073a3084f41a8b872bf","1",2,,,,,,6,2,,,,,,,,,,1,,,8,2,5,1
"c8d8daaf72624693929ff0a7fb654560","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"c8f8d39549074f5fbd129bb9f2a5d45a","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"c9088632548449a5acaf80709ef8f2bb","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"c91af3c79a884e65ac0b1d3b7942891b","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"c925c2152d8b44d2b53815fd358939cf","6",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"c931ce855f434b2fa9ca9ec5a91376a6","1",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,6,1
"c933843854be4de5a1ea85569fed2ac6","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,3
"c927f2433a734160bbe951e76a75048c","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,1,3
"c949214171fa45f18e21f25965ef5670","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"c9485f1b744544a7b2567219069967e0","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"c93eba34e249471db03d654d87b0af66","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"c984f4ff8323492bb3d8f04ccbec1b69","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"c94a6254ad98458ca1a582f5af587628","2",1,24,5,,60000,30,,2,,,,,,,,1,,,,,6,2,6,1
"c9b9d96524894aefb05713e0e4f3f53c","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,3,1
"c9ed3eaf96d747c5a7e7d3876c584f43","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,2,3
"c9c2f90528b14c858eebeb3d15b488f0","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"c9d31361da1840bfa0115cb3dfcc790f","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"ca27634e05284b878a94b1c7a128ba47","1",1,24,1,,10000,30,,2,,,,,,,,1,,,,,6,2,4,1
"ca05761b0c30483694a7b10997b27859","1",2,,,,,,1,2,,,,,,,,1,,,,,6,2,5,2
"ca4e4c1afc414b32bcda92991a67357b","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,1
"ca4f215fd24440afa1bcd35799ca0d5a","1",2,,,,,,6,2,,,,,,,,,,1,,,8,2,7,1
"caa22db6c88f4defaa990991aef06f1b","4",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"cab394eace1b4b6cb7d4796fd807d331","1",2,,,,,,1,2,,,,,,,,1,,,,,6,2,2,3
"cae8e675f18340cfabe4d997b191e9b7","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"ca99843df1df4881919346583b4c5d5e","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
