"hhid","CEE01","CEE02","CEE03","CEE02_1"
"c73ae1f0f3274625b5a520781318a368","8031",8031,,2
"c76275a9f33b4b8a8a0c01199766a231","801",801,,2
"c76275a9f33b4b8a8a0c01199766a231","802",802,,2
"c76275a9f33b4b8a8a0c01199766a231","803",803,,2
"c76275a9f33b4b8a8a0c01199766a231","804",804,,2
"c76275a9f33b4b8a8a0c01199766a231","805",805,,2
"c76275a9f33b4b8a8a0c01199766a231","808",808,,2
"c76275a9f33b4b8a8a0c01199766a231","809",809,,2
"c76275a9f33b4b8a8a0c01199766a231","8031",8031,,2
"c7717caae13a4f15bb790fc231e9483f","801",801,,2
"c7717caae13a4f15bb790fc231e9483f","803",803,,2
"c7717caae13a4f15bb790fc231e9483f","804",804,,2
"c7717caae13a4f15bb790fc231e9483f","805",805,,2
"c7717caae13a4f15bb790fc231e9483f","806",806,,2
"c7717caae13a4f15bb790fc231e9483f","807",807,,2
"c7717caae13a4f15bb790fc231e9483f","808",808,,2
"c7717caae13a4f15bb790fc231e9483f","8031",8031,,2
"c773f9c98b32445dbf31cfd1e093e337","801",801,,2
"c773f9c98b32445dbf31cfd1e093e337","802",802,,2
"c773f9c98b32445dbf31cfd1e093e337","803",803,,2
"c773f9c98b32445dbf31cfd1e093e337","804",804,,2
"c773f9c98b32445dbf31cfd1e093e337","805",805,,2
"c773f9c98b32445dbf31cfd1e093e337","807",807,,2
"c773f9c98b32445dbf31cfd1e093e337","808",808,,2
"c773f9c98b32445dbf31cfd1e093e337","809",809,,2
"c773f9c98b32445dbf31cfd1e093e337","8031",8031,,2
"c7c7d15ebe1346048da841fad1903f32","801",801,,2
"c7c7d15ebe1346048da841fad1903f32","802",802,,2
"c7c7d15ebe1346048da841fad1903f32","803",803,,2
"c7c7d15ebe1346048da841fad1903f32","804",804,,2
"c7c7d15ebe1346048da841fad1903f32","805",805,,2
"c7c7d15ebe1346048da841fad1903f32","806",806,,2
"c7c7d15ebe1346048da841fad1903f32","808",808,,2
"c7c7d15ebe1346048da841fad1903f32","809",809,,2
"c7c7d15ebe1346048da841fad1903f32","8031",8031,,2
"c7eb116096e549ab93e6e3ee1fdafc14","801",801,,2
"c7eb116096e549ab93e6e3ee1fdafc14","802",802,,2
"c7eb116096e549ab93e6e3ee1fdafc14","803",803,,2
"c7eb116096e549ab93e6e3ee1fdafc14","804",804,,2
"c7eb116096e549ab93e6e3ee1fdafc14","805",805,,2
"c7eb116096e549ab93e6e3ee1fdafc14","806",806,,2
"c7eb116096e549ab93e6e3ee1fdafc14","808",808,,2
"c7eb116096e549ab93e6e3ee1fdafc14","809",809,,2
"c7eb116096e549ab93e6e3ee1fdafc14","8031",8031,,2
"c7eeb2fba7614e51ab730173a3ca3b3b","801",801,,2
"c7eeb2fba7614e51ab730173a3ca3b3b","802",802,,2
"c7eeb2fba7614e51ab730173a3ca3b3b","803",803,,2
"c7eeb2fba7614e51ab730173a3ca3b3b","804",804,,2
"c7eeb2fba7614e51ab730173a3ca3b3b","805",805,,2
"c7eeb2fba7614e51ab730173a3ca3b3b","809",809,,2
"c7eeb2fba7614e51ab730173a3ca3b3b","8031",8031,,2
"c80d7d761ade4da59a13e8a0802241c8","801",801,,2
"c80d7d761ade4da59a13e8a0802241c8","802",802,,2
"c80d7d761ade4da59a13e8a0802241c8","803",803,,2
"c80d7d761ade4da59a13e8a0802241c8","804",804,,2
"c80d7d761ade4da59a13e8a0802241c8","805",805,,2
"c80d7d761ade4da59a13e8a0802241c8","808",808,,2
"c80d7d761ade4da59a13e8a0802241c8","809",809,,2
"c80d7d761ade4da59a13e8a0802241c8","8031",8031,,2
"c815db37ff8d4dc8bc1481ea8e677b8f","801",801,,2
"c815db37ff8d4dc8bc1481ea8e677b8f","802",802,,2
"c815db37ff8d4dc8bc1481ea8e677b8f","803",803,,2
"c815db37ff8d4dc8bc1481ea8e677b8f","804",804,,2
"c815db37ff8d4dc8bc1481ea8e677b8f","805",805,,2
"c815db37ff8d4dc8bc1481ea8e677b8f","807",807,,2
"c815db37ff8d4dc8bc1481ea8e677b8f","808",808,,2
"c815db37ff8d4dc8bc1481ea8e677b8f","809",809,,2
"c815db37ff8d4dc8bc1481ea8e677b8f","8031",8031,,2
"c8164e20b43d4d00bb7f07a6e8191dda","801",801,,2
"c8164e20b43d4d00bb7f07a6e8191dda","802",802,,2
"c8164e20b43d4d00bb7f07a6e8191dda","803",803,,2
"c8164e20b43d4d00bb7f07a6e8191dda","804",804,,2
"c8164e20b43d4d00bb7f07a6e8191dda","805",805,,2
"c8164e20b43d4d00bb7f07a6e8191dda","806",806,,2
"c8164e20b43d4d00bb7f07a6e8191dda","808",808,,2
"c8164e20b43d4d00bb7f07a6e8191dda","809",809,,2
"c8164e20b43d4d00bb7f07a6e8191dda","8031",8031,,2
"c83b2601e74943f99e2426d840f5f643","801",801,,2
"c83b2601e74943f99e2426d840f5f643","802",802,,2
"c83b2601e74943f99e2426d840f5f643","803",803,,2
"c83b2601e74943f99e2426d840f5f643","804",804,,2
"c83b2601e74943f99e2426d840f5f643","805",805,,2
"c83b2601e74943f99e2426d840f5f643","806",806,,2
"c83b2601e74943f99e2426d840f5f643","808",808,,2
"c83b2601e74943f99e2426d840f5f643","809",809,,2
"c83b2601e74943f99e2426d840f5f643","8031",8031,,2
"c863514feaab40b7b5f3b7da261ebc6b","801",801,,2
"c863514feaab40b7b5f3b7da261ebc6b","802",802,,2
"c863514feaab40b7b5f3b7da261ebc6b","804",804,,2
"c863514feaab40b7b5f3b7da261ebc6b","805",805,,2
"c863514feaab40b7b5f3b7da261ebc6b","806",806,,2
"c863514feaab40b7b5f3b7da261ebc6b","807",807,,2
"c863514feaab40b7b5f3b7da261ebc6b","808",808,,2
"c863514feaab40b7b5f3b7da261ebc6b","809",809,,2
"c863514feaab40b7b5f3b7da261ebc6b","8031",8031,,2
"c896b66a6b4b487fadcea42d12494418","801",801,,2
"c896b66a6b4b487fadcea42d12494418","802",802,,2
"c896b66a6b4b487fadcea42d12494418","803",803,,2
"c896b66a6b4b487fadcea42d12494418","804",804,,2
"c896b66a6b4b487fadcea42d12494418","805",805,,2
"c896b66a6b4b487fadcea42d12494418","808",808,,2
"c896b66a6b4b487fadcea42d12494418","809",809,,2
"c896b66a6b4b487fadcea42d12494418","8031",8031,,2
"c9088632548449a5acaf80709ef8f2bb","801",801,,2
"c9088632548449a5acaf80709ef8f2bb","802",802,,2
"c9088632548449a5acaf80709ef8f2bb","803",803,,2
"c9088632548449a5acaf80709ef8f2bb","804",804,,2
"c9088632548449a5acaf80709ef8f2bb","805",805,,2
"c9088632548449a5acaf80709ef8f2bb","806",806,,2
"c9088632548449a5acaf80709ef8f2bb","808",808,,2
"c9088632548449a5acaf80709ef8f2bb","809",809,,2
"c9088632548449a5acaf80709ef8f2bb","8031",8031,,2
"c91af3c79a884e65ac0b1d3b7942891b","801",801,,2
"c91af3c79a884e65ac0b1d3b7942891b","802",802,,2
"c91af3c79a884e65ac0b1d3b7942891b","803",803,,2
"c91af3c79a884e65ac0b1d3b7942891b","804",804,,2
"c91af3c79a884e65ac0b1d3b7942891b","805",805,,2
"c91af3c79a884e65ac0b1d3b7942891b","806",806,,2
"c91af3c79a884e65ac0b1d3b7942891b","808",808,,2
"c91af3c79a884e65ac0b1d3b7942891b","809",809,,2
"c91af3c79a884e65ac0b1d3b7942891b","8031",8031,,2
"c925c2152d8b44d2b53815fd358939cf","801",801,,2
"c925c2152d8b44d2b53815fd358939cf","802",802,,2
"c925c2152d8b44d2b53815fd358939cf","803",803,,2
"c925c2152d8b44d2b53815fd358939cf","804",804,,2
"c925c2152d8b44d2b53815fd358939cf","805",805,,2
"c925c2152d8b44d2b53815fd358939cf","808",808,,2
"c925c2152d8b44d2b53815fd358939cf","809",809,,2
"c925c2152d8b44d2b53815fd358939cf","8031",8031,,2
"c927f2433a734160bbe951e76a75048c","801",801,,2
"c927f2433a734160bbe951e76a75048c","802",802,,2
"c927f2433a734160bbe951e76a75048c","803",803,,2
"c927f2433a734160bbe951e76a75048c","804",804,,2
"c927f2433a734160bbe951e76a75048c","805",805,,2
"c927f2433a734160bbe951e76a75048c","808",808,,2
"c927f2433a734160bbe951e76a75048c","809",809,,2
"c927f2433a734160bbe951e76a75048c","8031",8031,,2
"c931ce855f434b2fa9ca9ec5a91376a6","801",801,,2
"c931ce855f434b2fa9ca9ec5a91376a6","802",802,,2
"c931ce855f434b2fa9ca9ec5a91376a6","803",803,,2
"c931ce855f434b2fa9ca9ec5a91376a6","804",804,,2
"c931ce855f434b2fa9ca9ec5a91376a6","805",805,,2
"c931ce855f434b2fa9ca9ec5a91376a6","806",806,,2
"c931ce855f434b2fa9ca9ec5a91376a6","809",809,,2
"c931ce855f434b2fa9ca9ec5a91376a6","8031",8031,,2
"c9485f1b744544a7b2567219069967e0","801",801,,2
"c9485f1b744544a7b2567219069967e0","802",802,,2
"c9485f1b744544a7b2567219069967e0","803",803,,2
"c9485f1b744544a7b2567219069967e0","804",804,,2
"c9485f1b744544a7b2567219069967e0","805",805,,2
"c9485f1b744544a7b2567219069967e0","806",806,,2
"c9485f1b744544a7b2567219069967e0","8031",8031,,2
"c949214171fa45f18e21f25965ef5670","801",801,,2
"c949214171fa45f18e21f25965ef5670","802",802,,2
"c949214171fa45f18e21f25965ef5670","803",803,,2
"c949214171fa45f18e21f25965ef5670","804",804,,2
"c949214171fa45f18e21f25965ef5670","805",805,,2
"c949214171fa45f18e21f25965ef5670","808",808,,2
"c949214171fa45f18e21f25965ef5670","809",809,,2
"c949214171fa45f18e21f25965ef5670","8031",8031,,2
"c94a6254ad98458ca1a582f5af587628","801",801,,2
"c94a6254ad98458ca1a582f5af587628","802",802,,2
"c94a6254ad98458ca1a582f5af587628","803",803,,2
"c94a6254ad98458ca1a582f5af587628","804",804,,2
"c94a6254ad98458ca1a582f5af587628","805",805,,2
"c94a6254ad98458ca1a582f5af587628","808",808,,2
"c94a6254ad98458ca1a582f5af587628","809",809,,2
"c94a6254ad98458ca1a582f5af587628","8031",8031,,2
"c9738953b0f24832a9aa5edce9b3f6da","801",801,,2
"c9738953b0f24832a9aa5edce9b3f6da","802",802,,2
"c9738953b0f24832a9aa5edce9b3f6da","803",803,,2
"c9738953b0f24832a9aa5edce9b3f6da","804",804,,2
"c9738953b0f24832a9aa5edce9b3f6da","805",805,,2
"c9738953b0f24832a9aa5edce9b3f6da","808",808,,2
"c9738953b0f24832a9aa5edce9b3f6da","809",809,,2
"c9738953b0f24832a9aa5edce9b3f6da","8031",8031,,2
"c99c33b6f94f49808cf177fe754d1e8f","801",801,,2
"c99c33b6f94f49808cf177fe754d1e8f","802",802,,2
"c99c33b6f94f49808cf177fe754d1e8f","803",803,,2
"c99c33b6f94f49808cf177fe754d1e8f","804",804,,2
"c99c33b6f94f49808cf177fe754d1e8f","805",805,,2
"c99c33b6f94f49808cf177fe754d1e8f","807",807,,2
"c99c33b6f94f49808cf177fe754d1e8f","808",808,,2
"c99c33b6f94f49808cf177fe754d1e8f","809",809,,2
"c99c33b6f94f49808cf177fe754d1e8f","8031",8031,,2
"c9b9d96524894aefb05713e0e4f3f53c","801",801,,2
"c9b9d96524894aefb05713e0e4f3f53c","802",802,,2
"c9b9d96524894aefb05713e0e4f3f53c","803",803,,2
"c9b9d96524894aefb05713e0e4f3f53c","804",804,,2
"c9b9d96524894aefb05713e0e4f3f53c","805",805,,2
"c9b9d96524894aefb05713e0e4f3f53c","806",806,,2
"c9b9d96524894aefb05713e0e4f3f53c","808",808,,2
"c9b9d96524894aefb05713e0e4f3f53c","809",809,,2
"c9b9d96524894aefb05713e0e4f3f53c","8031",8031,,2
"c9c2f90528b14c858eebeb3d15b488f0","801",801,,2
"c9c2f90528b14c858eebeb3d15b488f0","802",802,,2
"c9c2f90528b14c858eebeb3d15b488f0","803",803,,2
"c9c2f90528b14c858eebeb3d15b488f0","804",804,,2
"c9c2f90528b14c858eebeb3d15b488f0","805",805,,2
"c9c2f90528b14c858eebeb3d15b488f0","807",807,,2
"c9c2f90528b14c858eebeb3d15b488f0","809",809,,2
"c9c2f90528b14c858eebeb3d15b488f0","8031",8031,,2
"c9d31361da1840bfa0115cb3dfcc790f","801",801,,2
"c9d31361da1840bfa0115cb3dfcc790f","802",802,,2
"c9d31361da1840bfa0115cb3dfcc790f","803",803,,2
"c9d31361da1840bfa0115cb3dfcc790f","804",804,,2
"c9d31361da1840bfa0115cb3dfcc790f","805",805,,2
"c9d31361da1840bfa0115cb3dfcc790f","806",806,,2
"c9d31361da1840bfa0115cb3dfcc790f","808",808,,2
"c9d31361da1840bfa0115cb3dfcc790f","809",809,,2
"c9d31361da1840bfa0115cb3dfcc790f","8031",8031,,2
"c9ed3eaf96d747c5a7e7d3876c584f43","801",801,,2
"c9ed3eaf96d747c5a7e7d3876c584f43","802",802,,2
"c9ed3eaf96d747c5a7e7d3876c584f43","803",803,,2
"c9ed3eaf96d747c5a7e7d3876c584f43","804",804,,2
"c9ed3eaf96d747c5a7e7d3876c584f43","805",805,,2
"c9ed3eaf96d747c5a7e7d3876c584f43","806",806,,2
"c9ed3eaf96d747c5a7e7d3876c584f43","808",808,,2
"c9ed3eaf96d747c5a7e7d3876c584f43","809",809,,2
"c9ed3eaf96d747c5a7e7d3876c584f43","8031",8031,,2
"c9ff94a24e1b400ebf7bce938cd398a2","801",801,,2
"c9ff94a24e1b400ebf7bce938cd398a2","802",802,,2
"c9ff94a24e1b400ebf7bce938cd398a2","803",803,,2
"c9ff94a24e1b400ebf7bce938cd398a2","804",804,,2
"c9ff94a24e1b400ebf7bce938cd398a2","805",805,,2
"c9ff94a24e1b400ebf7bce938cd398a2","808",808,,2
"c9ff94a24e1b400ebf7bce938cd398a2","809",809,,2
"c9ff94a24e1b400ebf7bce938cd398a2","8031",8031,,2
"ca05761b0c30483694a7b10997b27859","801",801,,2
"ca05761b0c30483694a7b10997b27859","802",802,,2
"ca05761b0c30483694a7b10997b27859","803",803,,2
"ca05761b0c30483694a7b10997b27859","804",804,,2
"ca05761b0c30483694a7b10997b27859","805",805,,2
"ca05761b0c30483694a7b10997b27859","808",808,,2
"ca05761b0c30483694a7b10997b27859","809",809,,2
"ca05761b0c30483694a7b10997b27859","8031",8031,,2
"ca4e4c1afc414b32bcda92991a67357b","801",801,,2
"ca4e4c1afc414b32bcda92991a67357b","802",802,,2
"ca4e4c1afc414b32bcda92991a67357b","803",803,,2
"ca4e4c1afc414b32bcda92991a67357b","804",804,,2
"ca4e4c1afc414b32bcda92991a67357b","805",805,,2
"ca4e4c1afc414b32bcda92991a67357b","806",806,,2
"ca4e4c1afc414b32bcda92991a67357b","808",808,,2
"ca4e4c1afc414b32bcda92991a67357b","809",809,,2
"ca4e4c1afc414b32bcda92991a67357b","8031",8031,,2
"ca4f215fd24440afa1bcd35799ca0d5a","801",801,,2
"ca4f215fd24440afa1bcd35799ca0d5a","802",802,,2
"ca4f215fd24440afa1bcd35799ca0d5a","803",803,,2
"ca4f215fd24440afa1bcd35799ca0d5a","804",804,,2
"ca4f215fd24440afa1bcd35799ca0d5a","805",805,,2
"ca4f215fd24440afa1bcd35799ca0d5a","809",809,,2
"ca4f215fd24440afa1bcd35799ca0d5a","8031",8031,,2
"ca99843df1df4881919346583b4c5d5e","801",801,,2
"ca99843df1df4881919346583b4c5d5e","802",802,,2
"ca99843df1df4881919346583b4c5d5e","803",803,,2
"ca99843df1df4881919346583b4c5d5e","804",804,,2
"ca99843df1df4881919346583b4c5d5e","805",805,,2
"ca99843df1df4881919346583b4c5d5e","807",807,,2
"ca99843df1df4881919346583b4c5d5e","808",808,,2
"ca99843df1df4881919346583b4c5d5e","809",809,,2
"ca99843df1df4881919346583b4c5d5e","8031",8031,,2
"caa22db6c88f4defaa990991aef06f1b","801",801,,2
"caa22db6c88f4defaa990991aef06f1b","802",802,,2
"caa22db6c88f4defaa990991aef06f1b","803",803,,2
"caa22db6c88f4defaa990991aef06f1b","804",804,,2
"caa22db6c88f4defaa990991aef06f1b","805",805,,2
"caa22db6c88f4defaa990991aef06f1b","806",806,,2
"caa22db6c88f4defaa990991aef06f1b","808",808,,2
"caa22db6c88f4defaa990991aef06f1b","809",809,,2
"caa22db6c88f4defaa990991aef06f1b","8031",8031,,2
"cab394eace1b4b6cb7d4796fd807d331","801",801,,2
"cab394eace1b4b6cb7d4796fd807d331","802",802,,2
"cab394eace1b4b6cb7d4796fd807d331","804",804,,2
"cab394eace1b4b6cb7d4796fd807d331","805",805,,2
"cab394eace1b4b6cb7d4796fd807d331","808",808,,2
"cab394eace1b4b6cb7d4796fd807d331","809",809,,2
"cab394eace1b4b6cb7d4796fd807d331","8031",8031,,2
"cae8e675f18340cfabe4d997b191e9b7","801",801,,2
"cae8e675f18340cfabe4d997b191e9b7","802",802,,2
"cae8e675f18340cfabe4d997b191e9b7","803",803,,2
"cae8e675f18340cfabe4d997b191e9b7","804",804,,2
"cae8e675f18340cfabe4d997b191e9b7","805",805,,2
"cae8e675f18340cfabe4d997b191e9b7","806",806,,2
"cae8e675f18340cfabe4d997b191e9b7","807",807,,2
"cae8e675f18340cfabe4d997b191e9b7","809",809,,2
"cae8e675f18340cfabe4d997b191e9b7","8031",8031,,2
"caea67c62e68431f9926b1d0e92c7858","801",801,,2
"caea67c62e68431f9926b1d0e92c7858","802",802,,2
"caea67c62e68431f9926b1d0e92c7858","803",803,,2
"caea67c62e68431f9926b1d0e92c7858","804",804,,2
"caea67c62e68431f9926b1d0e92c7858","805",805,,2
"caea67c62e68431f9926b1d0e92c7858","806",806,,2
"caea67c62e68431f9926b1d0e92c7858","808",808,,2
"caea67c62e68431f9926b1d0e92c7858","809",809,,2
"caea67c62e68431f9926b1d0e92c7858","8031",8031,,2
"cb3b6de30e3a41c589907a9e7be73103","801",801,,2
"cb3b6de30e3a41c589907a9e7be73103","803",803,,2
"cb3b6de30e3a41c589907a9e7be73103","804",804,,2
"cb3b6de30e3a41c589907a9e7be73103","805",805,,2
"cb3b6de30e3a41c589907a9e7be73103","806",806,,2
"cb3b6de30e3a41c589907a9e7be73103","807",807,,2
"cb3b6de30e3a41c589907a9e7be73103","808",808,,2
"cb3b6de30e3a41c589907a9e7be73103","809",809,,2
"cb3b6de30e3a41c589907a9e7be73103","8031",8031,,2
"cb51943f6f234b808dd6bf9bcb4b2d2e","801",801,,2
"cb51943f6f234b808dd6bf9bcb4b2d2e","802",802,,2
"cb51943f6f234b808dd6bf9bcb4b2d2e","803",803,,2
"cb51943f6f234b808dd6bf9bcb4b2d2e","804",804,,2
"cb51943f6f234b808dd6bf9bcb4b2d2e","805",805,,2
"cb51943f6f234b808dd6bf9bcb4b2d2e","806",806,,2
"cb51943f6f234b808dd6bf9bcb4b2d2e","808",808,,2
"cb51943f6f234b808dd6bf9bcb4b2d2e","809",809,,2
"cb51943f6f234b808dd6bf9bcb4b2d2e","8031",8031,,2
"cb5bbd11830544ba859bf340e67712f3","801",801,,2
"cb5bbd11830544ba859bf340e67712f3","802",802,,2
"cb5bbd11830544ba859bf340e67712f3","803",803,,2
"cb5bbd11830544ba859bf340e67712f3","804",804,,2
"cb5bbd11830544ba859bf340e67712f3","805",805,,2
"cb5bbd11830544ba859bf340e67712f3","806",806,,2
"cb5bbd11830544ba859bf340e67712f3","808",808,,2
"cb5bbd11830544ba859bf340e67712f3","809",809,,2
"cb5bbd11830544ba859bf340e67712f3","8031",8031,,2
"cb95e95616fc4a6cb895439b10f6663a","801",801,,2
"cb95e95616fc4a6cb895439b10f6663a","802",802,,2
"cb95e95616fc4a6cb895439b10f6663a","803",803,,2
"cb95e95616fc4a6cb895439b10f6663a","805",805,,2
"cb95e95616fc4a6cb895439b10f6663a","808",808,,2
"cb95e95616fc4a6cb895439b10f6663a","809",809,,2
"cbd2d0ab9b564af39cedaff8c11c2c2e","801",801,,2
"cbd2d0ab9b564af39cedaff8c11c2c2e","802",802,,2
"cbd2d0ab9b564af39cedaff8c11c2c2e","803",803,,2
"cbd2d0ab9b564af39cedaff8c11c2c2e","804",804,,2
"cbd2d0ab9b564af39cedaff8c11c2c2e","805",805,,2
"cbd2d0ab9b564af39cedaff8c11c2c2e","808",808,,2
"cbd2d0ab9b564af39cedaff8c11c2c2e","809",809,,2
"cbd2d0ab9b564af39cedaff8c11c2c2e","8031",8031,,2
"cc04d4e6937a4c39802e47de448bf273","801",801,,2
"cc04d4e6937a4c39802e47de448bf273","802",802,,2
"cc04d4e6937a4c39802e47de448bf273","803",803,,2
"cc04d4e6937a4c39802e47de448bf273","804",804,,2
"cc04d4e6937a4c39802e47de448bf273","805",805,,2
"cc04d4e6937a4c39802e47de448bf273","806",806,,2
"cc04d4e6937a4c39802e47de448bf273","808",808,,2
"cc04d4e6937a4c39802e47de448bf273","809",809,,2
"cc04d4e6937a4c39802e47de448bf273","8031",8031,,2
"cc0bf7df63eb4972bf9d65f3c705a37a","801",801,,2
"cc0bf7df63eb4972bf9d65f3c705a37a","802",802,,2
"cc0bf7df63eb4972bf9d65f3c705a37a","803",803,,2
"cc0bf7df63eb4972bf9d65f3c705a37a","804",804,,2
"cc0bf7df63eb4972bf9d65f3c705a37a","805",805,,2
"cc0bf7df63eb4972bf9d65f3c705a37a","807",807,,2
"cc0bf7df63eb4972bf9d65f3c705a37a","808",808,,2
"cc0bf7df63eb4972bf9d65f3c705a37a","809",809,,2
"cc0bf7df63eb4972bf9d65f3c705a37a","8031",8031,,2
"cc33028dfe7d487288ff2e56ca10103b","801",801,,2
"cc33028dfe7d487288ff2e56ca10103b","802",802,,2
"cc33028dfe7d487288ff2e56ca10103b","803",803,,2
"cc33028dfe7d487288ff2e56ca10103b","804",804,,2
"cc33028dfe7d487288ff2e56ca10103b","805",805,,2
"cc33028dfe7d487288ff2e56ca10103b","808",808,,2
"cc33028dfe7d487288ff2e56ca10103b","809",809,,2
"cc33028dfe7d487288ff2e56ca10103b","8031",8031,,2
"cc4ab6f565e44dafa8cac269cc03e0bf","801",801,,2
"cc4ab6f565e44dafa8cac269cc03e0bf","803",803,,2
"cc4ab6f565e44dafa8cac269cc03e0bf","804",804,,2
"cc4ab6f565e44dafa8cac269cc03e0bf","805",805,,2
"cc4ab6f565e44dafa8cac269cc03e0bf","806",806,,2
"cc4ab6f565e44dafa8cac269cc03e0bf","808",808,,2
"cc4ab6f565e44dafa8cac269cc03e0bf","809",809,,2
"cc4ab6f565e44dafa8cac269cc03e0bf","8031",8031,,2
"cc94f58dbdb84810821f280f51162044","801",801,,2
"cc94f58dbdb84810821f280f51162044","802",802,,2
"cc94f58dbdb84810821f280f51162044","803",803,,2
"cc94f58dbdb84810821f280f51162044","804",804,,2
"cc94f58dbdb84810821f280f51162044","807",807,,2
"cc94f58dbdb84810821f280f51162044","808",808,,2
"cc94f58dbdb84810821f280f51162044","809",809,,2
"ccad680b64a841be8ddab47eefd96eb2","801",801,,2
"ccad680b64a841be8ddab47eefd96eb2","802",802,,2
"ccad680b64a841be8ddab47eefd96eb2","803",803,,2
"ccad680b64a841be8ddab47eefd96eb2","805",805,,2
"ccad680b64a841be8ddab47eefd96eb2","806",806,,2
"ccad680b64a841be8ddab47eefd96eb2","807",807,,2
"ccad680b64a841be8ddab47eefd96eb2","808",808,,2
"ccad680b64a841be8ddab47eefd96eb2","809",809,,2
"ccad680b64a841be8ddab47eefd96eb2","8031",8031,,2
"ccae2b084ee0452ea8479490f46a66e1","801",801,,2
"ccae2b084ee0452ea8479490f46a66e1","802",802,,2
"ccae2b084ee0452ea8479490f46a66e1","803",803,,2
"ccae2b084ee0452ea8479490f46a66e1","804",804,,2
"ccae2b084ee0452ea8479490f46a66e1","805",805,,2
"ccae2b084ee0452ea8479490f46a66e1","806",806,,2
"ccae2b084ee0452ea8479490f46a66e1","808",808,,2
"ccae2b084ee0452ea8479490f46a66e1","809",809,,2
"ccae2b084ee0452ea8479490f46a66e1","8031",8031,,2
"ccc6f383151942d08e84ab6b223fb2e0","801",801,,2
"ccc6f383151942d08e84ab6b223fb2e0","802",802,,2
"ccc6f383151942d08e84ab6b223fb2e0","803",803,,2
"ccc6f383151942d08e84ab6b223fb2e0","804",804,,2
"ccc6f383151942d08e84ab6b223fb2e0","805",805,,2
"ccc6f383151942d08e84ab6b223fb2e0","808",808,,2
"ccc6f383151942d08e84ab6b223fb2e0","809",809,,2
"ccc6f383151942d08e84ab6b223fb2e0","8031",8031,,2
"cd2c9bb99db343f6a75ba7a65fc352f7","801",801,,2
"cd2c9bb99db343f6a75ba7a65fc352f7","802",802,,2
"cd2c9bb99db343f6a75ba7a65fc352f7","803",803,,2
"cd2c9bb99db343f6a75ba7a65fc352f7","804",804,,2
"cd2c9bb99db343f6a75ba7a65fc352f7","805",805,,2
"cd2c9bb99db343f6a75ba7a65fc352f7","808",808,,2
"cd2c9bb99db343f6a75ba7a65fc352f7","809",809,,2
"cd2c9bb99db343f6a75ba7a65fc352f7","8031",8031,,2
"cd2cdb5793ce43ab9ba904e21f40c8bc","801",801,,2
"cd2cdb5793ce43ab9ba904e21f40c8bc","802",802,,2
"cd2cdb5793ce43ab9ba904e21f40c8bc","803",803,,2
"cd2cdb5793ce43ab9ba904e21f40c8bc","804",804,,2
"cd2cdb5793ce43ab9ba904e21f40c8bc","805",805,,2
"cd2cdb5793ce43ab9ba904e21f40c8bc","806",806,,2
"cd2cdb5793ce43ab9ba904e21f40c8bc","808",808,,2
"cd2cdb5793ce43ab9ba904e21f40c8bc","809",809,,2
"cd2cdb5793ce43ab9ba904e21f40c8bc","8031",8031,,2
"cd35f98f0f144c54a364480fb5944962","801",801,,2
"cd35f98f0f144c54a364480fb5944962","802",802,,2
"cd35f98f0f144c54a364480fb5944962","803",803,,2
"cd35f98f0f144c54a364480fb5944962","804",804,,2
"cd35f98f0f144c54a364480fb5944962","805",805,,2
"cd35f98f0f144c54a364480fb5944962","806",806,,2
"cd35f98f0f144c54a364480fb5944962","808",808,,2
"cd35f98f0f144c54a364480fb5944962","809",809,,2
"cd35f98f0f144c54a364480fb5944962","8031",8031,,2
"cd51afef3bb14f829daec34aebc523eb","801",801,,2
"cd51afef3bb14f829daec34aebc523eb","802",802,,2
"cd51afef3bb14f829daec34aebc523eb","803",803,,2
"cd51afef3bb14f829daec34aebc523eb","804",804,,2
"cd51afef3bb14f829daec34aebc523eb","805",805,,2
"cd51afef3bb14f829daec34aebc523eb","808",808,,2
"cd51afef3bb14f829daec34aebc523eb","809",809,,2
"cd51afef3bb14f829daec34aebc523eb","8031",8031,,2
"cd57c9d1350145a7a626c72cfdaf56e6","801",801,,2
"cd57c9d1350145a7a626c72cfdaf56e6","802",802,,2
"cd57c9d1350145a7a626c72cfdaf56e6","803",803,,2
"cd57c9d1350145a7a626c72cfdaf56e6","804",804,,2
"cd57c9d1350145a7a626c72cfdaf56e6","805",805,,2
"cd57c9d1350145a7a626c72cfdaf56e6","808",808,,2
"cd57c9d1350145a7a626c72cfdaf56e6","809",809,,2
"cd57c9d1350145a7a626c72cfdaf56e6","8031",8031,,2
"cd821686b83f4686888b1c119514a42d","801",801,,2
"cd821686b83f4686888b1c119514a42d","802",802,,2
"cd821686b83f4686888b1c119514a42d","803",803,,2
"cd821686b83f4686888b1c119514a42d","804",804,,2
"cd821686b83f4686888b1c119514a42d","805",805,,2
"cd821686b83f4686888b1c119514a42d","807",807,,2
"cd821686b83f4686888b1c119514a42d","808",808,,2
"cd821686b83f4686888b1c119514a42d","809",809,,2
"cd821686b83f4686888b1c119514a42d","8031",8031,,2
"cd8b46e3b4bc403196d2dcd7a06a7c15","801",801,,2
"cd8b46e3b4bc403196d2dcd7a06a7c15","802",802,,2
"cd8b46e3b4bc403196d2dcd7a06a7c15","803",803,,2
