"t0_hhid","hhid","s10q13","s10q15a","s10q15b","s10q15c","s10q16","s10q17a","s10q17b","s10q17c","s10q14"
,"eb95f12c0b6b4cf5ac9bc363bd34d49a",7,,,,,,,,2
,"eba2a5d18be44ae88aff02b66532afd8",2,,,,,,,,2
,"eba2a5d18be44ae88aff02b66532afd8",3,,,,,,,,2
,"eba2a5d18be44ae88aff02b66532afd8",4,,,,,,,,2
,"eba2a5d18be44ae88aff02b66532afd8",5,,,,,,,,2
,"eba2a5d18be44ae88aff02b66532afd8",6,,,,,,,,2
,"eba2a5d18be44ae88aff02b66532afd8",8,,,,,,,,2
,"ebb91e212ced42d99594223f58716544",2,,,,,,,,2
,"ebb91e212ced42d99594223f58716544",3,,,,,,,,2
,"ebb91e212ced42d99594223f58716544",5,,,,,,,,2
,"ebb91e212ced42d99594223f58716544",7,,,,,,,,2
,"ebb91e212ced42d99594223f58716544",8,,,,,,,,2
,"ebcbdd6393f1445392d57880f2c6f016",2,,,,,,,,2
,"ebcbdd6393f1445392d57880f2c6f016",3,,,,,,,,2
,"ebcbdd6393f1445392d57880f2c6f016",4,,,,,,,,2
,"ebcbdd6393f1445392d57880f2c6f016",5,,,,,,,,2
,"ebcbdd6393f1445392d57880f2c6f016",6,,,,,,,,2
,"ebcbdd6393f1445392d57880f2c6f016",8,,,,,,,,2
,"ec09e97ffa7f41438cd97aa55fb0a63e",1,,,,,,,,2
,"ec09e97ffa7f41438cd97aa55fb0a63e",2,,,,,,,,2
,"ec09e97ffa7f41438cd97aa55fb0a63e",3,,,,,,,,2
,"ec09e97ffa7f41438cd97aa55fb0a63e",4,,,,,,,,2
,"ec09e97ffa7f41438cd97aa55fb0a63e",5,,,,,,,,2
,"ec09e97ffa7f41438cd97aa55fb0a63e",6,,,,,,,,2
,"ec09e97ffa7f41438cd97aa55fb0a63e",7,,,,,,,,2
,"ec09e97ffa7f41438cd97aa55fb0a63e",8,,,,,,,,2
,"ec15a19931474a8586a988a15cf99163",2,,,,,,,,2
,"ec15a19931474a8586a988a15cf99163",3,,,,,,,,2
,"ec15a19931474a8586a988a15cf99163",5,,,,,,,,2
,"ec15a19931474a8586a988a15cf99163",6,,,,,,,,2
,"ec15a19931474a8586a988a15cf99163",7,,,,,,,,2
,"ec15a19931474a8586a988a15cf99163",8,,,,,,,,2
,"ec2fb6ed30434f11845e1a7e5f0431ee",2,,,,,,,,2
,"ec2fb6ed30434f11845e1a7e5f0431ee",3,,,,,,,,2
,"ec2fb6ed30434f11845e1a7e5f0431ee",4,,,,,,,,2
,"ec2fb6ed30434f11845e1a7e5f0431ee",5,,,,,,,,2
,"ec2fb6ed30434f11845e1a7e5f0431ee",6,,,,,,,,2
,"ec2fb6ed30434f11845e1a7e5f0431ee",8,,,,,,,,2
,"ec3b89661f0d48c69cd2fffbd6a1256e",2,,,,,,,,2
,"ec3b89661f0d48c69cd2fffbd6a1256e",4,,,,,,,,2
,"ec3b89661f0d48c69cd2fffbd6a1256e",5,,,,,,,,2
,"ec3b89661f0d48c69cd2fffbd6a1256e",6,,,,,,,,2
,"ec3b89661f0d48c69cd2fffbd6a1256e",7,,,,,,,,2
,"ec3b89661f0d48c69cd2fffbd6a1256e",8,,,,,,,,2
,"ec499129846d4a84882851dc9985ed04",2,,,,,,,,2
,"ec499129846d4a84882851dc9985ed04",3,,,,,,,,2
,"ec499129846d4a84882851dc9985ed04",4,,,,,,,,2
,"ec499129846d4a84882851dc9985ed04",5,,,,,,,,2
,"ec499129846d4a84882851dc9985ed04",8,,,,,,,,2
,"ec88c7d3415f41528c5dbd44be7b97e6",2,,,,,,,,2
,"ec88c7d3415f41528c5dbd44be7b97e6",5,,,,,,,,2
,"ec88c7d3415f41528c5dbd44be7b97e6",6,,,,,,,,2
,"ec88c7d3415f41528c5dbd44be7b97e6",7,,,,,,,,2
,"ec88c7d3415f41528c5dbd44be7b97e6",8,,,,,,,,2
,"ecd05ff9fb14461f8e5343df92cbc128",2,,,,,,,,2
,"ecd05ff9fb14461f8e5343df92cbc128",3,,,,,,,,2
,"ecd05ff9fb14461f8e5343df92cbc128",4,,,,,,,,2
,"ecd05ff9fb14461f8e5343df92cbc128",5,,,,,,,,2
,"ecd05ff9fb14461f8e5343df92cbc128",8,,,,,,,,2
,"ecd6b193a6af4d089dff49b9e5009b1c",2,,,,,,,,2
,"ecd6b193a6af4d089dff49b9e5009b1c",3,,,,,,,,2
,"ecd6b193a6af4d089dff49b9e5009b1c",4,,,,,,,,2
,"ecd6b193a6af4d089dff49b9e5009b1c",5,,,,,,,,2
,"ecd6b193a6af4d089dff49b9e5009b1c",6,,,,,,,,2
,"ecd6b193a6af4d089dff49b9e5009b1c",8,,,,,,,,2
,"ece67fd1863648ad9a8d5c540c7a4f0c",2,,,,,,,,2
,"ece67fd1863648ad9a8d5c540c7a4f0c",3,,,,,,,,2
,"ece67fd1863648ad9a8d5c540c7a4f0c",4,,,,,,,,2
,"ece67fd1863648ad9a8d5c540c7a4f0c",5,,,,,,,,2
,"ece67fd1863648ad9a8d5c540c7a4f0c",6,,,,,,,,2
,"ece67fd1863648ad9a8d5c540c7a4f0c",8,,,,,,,,2
,"ecf6925ed46f4886aa27457d436a4e35",2,,,,,,,,2
,"ecf6925ed46f4886aa27457d436a4e35",5,,,,,,,,2
,"ecf6925ed46f4886aa27457d436a4e35",6,,,,,,,,2
,"ecf6925ed46f4886aa27457d436a4e35",7,,,,,,,,2
,"ecf6925ed46f4886aa27457d436a4e35",8,,,,,,,,2
,"ed08d8cb80514093b44610a517ac54ea",2,,,,,,,,
,"ed08d8cb80514093b44610a517ac54ea",4,,,,,,,,2
,"ed08d8cb80514093b44610a517ac54ea",5,,,,,,,,
,"ed08d8cb80514093b44610a517ac54ea",6,,,,,,,,2
,"ed08d8cb80514093b44610a517ac54ea",7,,,,,,,,2
,"ed08d8cb80514093b44610a517ac54ea",8,,,,,,,,2
,"ed3f21ec5b0a4bbea52ef10a981251f6",2,,,,,,,,2
,"ed3f21ec5b0a4bbea52ef10a981251f6",3,,,,,,,,2
,"ed3f21ec5b0a4bbea52ef10a981251f6",4,,,,,,,,2
,"ed3f21ec5b0a4bbea52ef10a981251f6",5,,,,,,,,2
,"ed3f21ec5b0a4bbea52ef10a981251f6",6,,,,,,,,2
,"ed3f21ec5b0a4bbea52ef10a981251f6",8,,,,,,,,2
,"ed43da95fe2f462faf7c1409597b17aa",2,,,,,,,,2
,"ed43da95fe2f462faf7c1409597b17aa",5,,,,,,,,2
,"ed43da95fe2f462faf7c1409597b17aa",6,,,,,,,,2
,"ed43da95fe2f462faf7c1409597b17aa",7,,,,,,,,2
,"ed43da95fe2f462faf7c1409597b17aa",8,,,,,,,,2
,"ed4cae40f9684396adcb4c544602fcd6",2,,,,,,,,2
,"ed4cae40f9684396adcb4c544602fcd6",3,,,,,,,,2
,"ed4cae40f9684396adcb4c544602fcd6",4,,,,,,,,2
,"ed4cae40f9684396adcb4c544602fcd6",5,,,,,,,,2
,"ed4cae40f9684396adcb4c544602fcd6",6,,,,,,,,2
,"ed4cae40f9684396adcb4c544602fcd6",8,,,,,,,,2
,"ed4dbe1a8f264de7a60f1572a0203917",2,,,,,,,,2
,"ed4dbe1a8f264de7a60f1572a0203917",4,,,,,,,,2
,"ed4dbe1a8f264de7a60f1572a0203917",5,,,,,,,,2
,"ed4dbe1a8f264de7a60f1572a0203917",6,,,,,,,,2
,"ed4dbe1a8f264de7a60f1572a0203917",8,,,,,,,,2
,"ed5332f749ec4618a26cfc5d1e22f4b3",2,,,,,,,,
,"ed5332f749ec4618a26cfc5d1e22f4b3",3,,,,,,,,2
,"ed5332f749ec4618a26cfc5d1e22f4b3",5,,,,,,,,2
,"ed5332f749ec4618a26cfc5d1e22f4b3",6,,,,,,,,2
,"ed5332f749ec4618a26cfc5d1e22f4b3",7,,,,,,,,2
,"ed5332f749ec4618a26cfc5d1e22f4b3",8,,,,,,,,2
,"ed6016c75c434bfe8c7daf7f2da5eefb",2,,,,,,,,2
,"ed6016c75c434bfe8c7daf7f2da5eefb",3,,,,,,,,2
,"ed6016c75c434bfe8c7daf7f2da5eefb",4,,,,,,,,2
,"ed6016c75c434bfe8c7daf7f2da5eefb",5,,,,,,,,2
,"ed6016c75c434bfe8c7daf7f2da5eefb",6,,,,,,,,2
,"ed6016c75c434bfe8c7daf7f2da5eefb",8,,,,,,,,2
,"ed72f3b819344913bbac5e8853eea3c0",2,,,,,,,,2
,"ed72f3b819344913bbac5e8853eea3c0",3,,,,,,,,2
,"ed72f3b819344913bbac5e8853eea3c0",4,,,,,,,,2
,"ed72f3b819344913bbac5e8853eea3c0",5,,,,,,,,2
,"ed72f3b819344913bbac5e8853eea3c0",6,,,,,,,,2
,"ed72f3b819344913bbac5e8853eea3c0",8,,,,,,,,2
,"ed8d9888713d475d91804c19beb270e3",2,,,,,,,,2
,"ed8d9888713d475d91804c19beb270e3",3,,,,,,,,2
,"ed8d9888713d475d91804c19beb270e3",4,,,,,,,,2
,"ed8d9888713d475d91804c19beb270e3",5,,,,,,,,2
,"ed8d9888713d475d91804c19beb270e3",6,,,,,,,,2
,"ed8d9888713d475d91804c19beb270e3",8,,,,,,,,2
,"ed96f1b062fe43f6b2e13c73f93fa716",2,,,,,,,,2
,"ed96f1b062fe43f6b2e13c73f93fa716",3,,,,,,,,2
,"ed96f1b062fe43f6b2e13c73f93fa716",4,,,,,,,,2
,"ed96f1b062fe43f6b2e13c73f93fa716",5,,,,,,,,2
,"ed96f1b062fe43f6b2e13c73f93fa716",7,,,,,,,,2
,"eda2dc3651304456ab21b8e7e2f7f6cc",1,,,,,,,,2
,"eda2dc3651304456ab21b8e7e2f7f6cc",2,,,,,,,,2
,"eda2dc3651304456ab21b8e7e2f7f6cc",3,,,,,,,,2
,"eda2dc3651304456ab21b8e7e2f7f6cc",4,,,,,,,,2
,"eda2dc3651304456ab21b8e7e2f7f6cc",5,,,,,,,,
,"eda2dc3651304456ab21b8e7e2f7f6cc",7,,,,,,,,2
,"eda2dc3651304456ab21b8e7e2f7f6cc",8,,,,,,,,2
,"eda7a882787d497d9bc3c24e5f22d88c",1,,,,,,,,2
,"eda7a882787d497d9bc3c24e5f22d88c",2,,,,,,,,2
,"eda7a882787d497d9bc3c24e5f22d88c",3,,,,,,,,2
,"eda7a882787d497d9bc3c24e5f22d88c",4,,,,,,,,2
,"eda7a882787d497d9bc3c24e5f22d88c",5,,,,,,,,2
,"eda7a882787d497d9bc3c24e5f22d88c",7,,,,,,,,2
,"edcff9bd95eb4216b2cea3204d85153f",2,,,,,,,,2
,"edcff9bd95eb4216b2cea3204d85153f",5,,,,,,,,2
,"edcff9bd95eb4216b2cea3204d85153f",6,,,,,,,,2
,"edcff9bd95eb4216b2cea3204d85153f",7,,,,,,,,2
,"edcff9bd95eb4216b2cea3204d85153f",8,,,,,,,,2
,"edd3aa336e384c68ba6498c9428215a9",2,,,,,,,,2
,"edd3aa336e384c68ba6498c9428215a9",3,,,,,,,,2
,"edd3aa336e384c68ba6498c9428215a9",5,,,,,,,,2
,"edd3aa336e384c68ba6498c9428215a9",6,,,,,,,,2
,"edd3aa336e384c68ba6498c9428215a9",7,,,,,,,,2
,"edd3aa336e384c68ba6498c9428215a9",8,,,,,,,,2
,"edfe36ca9a824841bf6884ec58bdc06e",2,,,,,,,,2
,"edfe36ca9a824841bf6884ec58bdc06e",3,,,,,,,,2
,"edfe36ca9a824841bf6884ec58bdc06e",4,,,,,,,,2
,"edfe36ca9a824841bf6884ec58bdc06e",5,,,,,,,,2
,"edfe36ca9a824841bf6884ec58bdc06e",6,,,,,,,,2
,"edfe36ca9a824841bf6884ec58bdc06e",7,,,,,,,,2
,"edfe36ca9a824841bf6884ec58bdc06e",8,,,,,,,,2
,"ee1e4c79b11b40c782a947bf00ee173d",2,,,,,,,,2
,"ee1e4c79b11b40c782a947bf00ee173d",3,,,,,,,,2
,"ee1e4c79b11b40c782a947bf00ee173d",4,,,,,,,,2
,"ee1e4c79b11b40c782a947bf00ee173d",5,,,,,,,,2
,"ee1e4c79b11b40c782a947bf00ee173d",6,,,,,,,,2
,"ee1e4c79b11b40c782a947bf00ee173d",7,,,,,,,,2
,"ee1e4c79b11b40c782a947bf00ee173d",8,,,,,,,,2
,"ee4c6bb86b514020b0402b10043849c2",2,,,,,,,,2
,"ee4c6bb86b514020b0402b10043849c2",4,,,,,,,,2
,"ee4c6bb86b514020b0402b10043849c2",5,,,,,,,,2
,"ee4c6bb86b514020b0402b10043849c2",6,,,,,,,,2
,"ee4c6bb86b514020b0402b10043849c2",8,,,,,,,,2
,"ee557c13cb0f4b2f845da51f7f8581ad",2,,,,,,,,2
,"ee557c13cb0f4b2f845da51f7f8581ad",3,,,,,,,,2
,"ee557c13cb0f4b2f845da51f7f8581ad",5,,,,,,,,2
,"ee557c13cb0f4b2f845da51f7f8581ad",6,,,,,,,,2
,"ee557c13cb0f4b2f845da51f7f8581ad",7,,,,,,,,2
,"ee557c13cb0f4b2f845da51f7f8581ad",8,,,,,,,,2
,"ee60c4b897ae447fbdb71c7a8e02e45f",2,,,,,,,,2
,"ee60c4b897ae447fbdb71c7a8e02e45f",3,,,,,,,,2
,"ee60c4b897ae447fbdb71c7a8e02e45f",5,,,,,,,,2
,"ee60c4b897ae447fbdb71c7a8e02e45f",6,,,,,,,,2
,"ee60c4b897ae447fbdb71c7a8e02e45f",7,,,,,,,,2
,"ee60c4b897ae447fbdb71c7a8e02e45f",8,,,,,,,,2
,"ee81489ba0d643ee951e8137beebc1a8",1,,,,,,,,2
,"ee81489ba0d643ee951e8137beebc1a8",2,,,,,,,,2
,"ee81489ba0d643ee951e8137beebc1a8",3,,,,,,,,2
,"ee81489ba0d643ee951e8137beebc1a8",4,,,,,,,,2
,"ee81489ba0d643ee951e8137beebc1a8",5,,,,,,,,2
,"ee81489ba0d643ee951e8137beebc1a8",7,,,,,,,,2
,"ee86cbf98dad4dfda41fadb5fa98b963",1,,,,,,,,2
,"ee86cbf98dad4dfda41fadb5fa98b963",2,,,,,,,,2
,"ee86cbf98dad4dfda41fadb5fa98b963",3,,,,,,,,2
,"ee86cbf98dad4dfda41fadb5fa98b963",4,,,,,,,,2
,"ee86cbf98dad4dfda41fadb5fa98b963",5,,,,,,,,2
,"ee86cbf98dad4dfda41fadb5fa98b963",6,,,,,,,,2
,"ee86cbf98dad4dfda41fadb5fa98b963",7,,,,,,,,2
,"ee86cbf98dad4dfda41fadb5fa98b963",8,,,,,,,,2
,"ef0093cdbd6545cb9530aa3f46c495a1",2,,,,,,,,2
,"ef0093cdbd6545cb9530aa3f46c495a1",3,,,,,,,,2
,"ef0093cdbd6545cb9530aa3f46c495a1",4,,,,,,,,2
,"ef0093cdbd6545cb9530aa3f46c495a1",5,,,,,,,,2
,"ef0093cdbd6545cb9530aa3f46c495a1",6,,,,,,,,2
,"ef0093cdbd6545cb9530aa3f46c495a1",7,,,,,,,,2
,"ef0093cdbd6545cb9530aa3f46c495a1",8,,,,,,,,2
,"ef13a2b78b844b0da82e3e44ae288e87",2,,,,,,,,2
,"ef13a2b78b844b0da82e3e44ae288e87",5,,,,,,,,2
,"ef13a2b78b844b0da82e3e44ae288e87",6,,,,,,,,2
,"ef13a2b78b844b0da82e3e44ae288e87",7,,,,,,,,2
,"ef13a2b78b844b0da82e3e44ae288e87",8,,,,,,,,2
,"ef3fe4b139014e24aa116313cd1abe16",2,,,,,,,,2
,"ef3fe4b139014e24aa116313cd1abe16",3,,,,,,,,2
,"ef3fe4b139014e24aa116313cd1abe16",4,,,,,,,,2
,"ef3fe4b139014e24aa116313cd1abe16",5,,,,,,,,2
,"ef3fe4b139014e24aa116313cd1abe16",6,,,,,,,,2
,"ef3fe4b139014e24aa116313cd1abe16",7,,,,,,,,2
,"ef3fe4b139014e24aa116313cd1abe16",8,,,,,,,,2
,"efb06a4a6eec42b79f28f2fe32f48817",2,,,,,,,,2
,"efb06a4a6eec42b79f28f2fe32f48817",3,,,,,,,,2
,"efb06a4a6eec42b79f28f2fe32f48817",4,,,,,,,,2
,"efb06a4a6eec42b79f28f2fe32f48817",5,,,,,,,,2
,"efb06a4a6eec42b79f28f2fe32f48817",6,,,,,,,,2
,"efb06a4a6eec42b79f28f2fe32f48817",8,,,,,,,,2
,"effe7e5783644395831c6d758a97cc6f",1,,,,,,,,2
,"effe7e5783644395831c6d758a97cc6f",2,,,,,,,,2
,"effe7e5783644395831c6d758a97cc6f",3,,,,,,,,2
,"effe7e5783644395831c6d758a97cc6f",4,,,,,,,,2
,"effe7e5783644395831c6d758a97cc6f",5,,,,,,,,2
,"effe7e5783644395831c6d758a97cc6f",7,,,,,,,,2
,"efff16c49e1b4398ae56fd35b174eea1",1,,,,,,,,2
,"efff16c49e1b4398ae56fd35b174eea1",2,,,,,,,,2
,"efff16c49e1b4398ae56fd35b174eea1",3,,,,,,,,2
,"efff16c49e1b4398ae56fd35b174eea1",4,,,,,,,,2
,"efff16c49e1b4398ae56fd35b174eea1",5,,,,,,,,2
,"efff16c49e1b4398ae56fd35b174eea1",6,,,,,,,,2
,"efff16c49e1b4398ae56fd35b174eea1",8,,,,,,,,2
,"f016c9fe5f6a4b5bab3cb0acf3b9b029",2,,,,,,,,2
,"f016c9fe5f6a4b5bab3cb0acf3b9b029",3,,,,,,,,2
,"f016c9fe5f6a4b5bab3cb0acf3b9b029",4,,,,,,,,2
,"f016c9fe5f6a4b5bab3cb0acf3b9b029",5,,,,,,,,2
,"f016c9fe5f6a4b5bab3cb0acf3b9b029",6,,,,,,,,2
,"f016c9fe5f6a4b5bab3cb0acf3b9b029",8,,,,,,,,2
,"f0353287f6fc44e8a3faf63cec17e7de",2,,,,,,,,2
,"f0353287f6fc44e8a3faf63cec17e7de",3,,,,,,,,2
,"f0353287f6fc44e8a3faf63cec17e7de",4,,,,,,,,2
,"f0353287f6fc44e8a3faf63cec17e7de",5,,,,,,,,2
,"f0353287f6fc44e8a3faf63cec17e7de",6,,,,,,,,2
,"f0353287f6fc44e8a3faf63cec17e7de",8,,,,,,,,2
,"f0399a2bc9634e269be93e056b2fd8ab",2,,,,,,,,2
,"f0399a2bc9634e269be93e056b2fd8ab",3,,,,,,,,2
,"f0399a2bc9634e269be93e056b2fd8ab",4,,,,,,,,2
,"f0399a2bc9634e269be93e056b2fd8ab",5,,,,,,,,2
,"f0399a2bc9634e269be93e056b2fd8ab",6,,,,,,,,2
,"f0399a2bc9634e269be93e056b2fd8ab",8,,,,,,,,2
,"f039e6ecc301466ba007e6b22477de34",2,,,,,,,,2
,"f039e6ecc301466ba007e6b22477de34",3,,,,,,,,2
,"f039e6ecc301466ba007e6b22477de34",4,,,,,,,,2
,"f039e6ecc301466ba007e6b22477de34",5,,,,,,,,2
,"f039e6ecc301466ba007e6b22477de34",8,,,,,,,,2
,"f04465e741f1442db4d656bf57233227",1,,,,,,,,2
,"f04465e741f1442db4d656bf57233227",2,,,,,,,,2
,"f04465e741f1442db4d656bf57233227",3,,,,,,,,2
,"f04465e741f1442db4d656bf57233227",5,,,,,,,,2
,"f04465e741f1442db4d656bf57233227",7,,,,,,,,2
,"f0573c6124e34f7a84724e68c905781b",2,,,,,,,,2
,"f0573c6124e34f7a84724e68c905781b",3,,,,,,,,2
,"f0573c6124e34f7a84724e68c905781b",4,,,,,,,,2
,"f0573c6124e34f7a84724e68c905781b",5,,,,,,,,2
,"f0573c6124e34f7a84724e68c905781b",6,,,,,,,,2
,"f0573c6124e34f7a84724e68c905781b",7,,,,,,,,2
,"f0573c6124e34f7a84724e68c905781b",8,,,,,,,,2
,"f07fa1d1722843fe9212c50ee1e4a324",2,,,,,,,,2
,"f07fa1d1722843fe9212c50ee1e4a324",3,,,,,,,,2
,"f07fa1d1722843fe9212c50ee1e4a324",4,,,,,,,,2
,"f07fa1d1722843fe9212c50ee1e4a324",5,,,,,,,,2
,"f07fa1d1722843fe9212c50ee1e4a324",6,,,,,,,,2
,"f07fa1d1722843fe9212c50ee1e4a324",8,,,,,,,,2
,"f09bd00bdbdb408684721cce78f723fa",2,,,,,,,,2
,"f09bd00bdbdb408684721cce78f723fa",3,,,,,,,,2
,"f09bd00bdbdb408684721cce78f723fa",4,,,,,,,,2
,"f09bd00bdbdb408684721cce78f723fa",5,,,,,,,,2
,"f09bd00bdbdb408684721cce78f723fa",8,,,,,,,,2
,"f0a20f6e068c47669376cbe351f2a258",2,,,,,,,,2
,"f0a20f6e068c47669376cbe351f2a258",3,,,,,,,,2
,"f0a20f6e068c47669376cbe351f2a258",4,,,,,,,,2
,"f0a20f6e068c47669376cbe351f2a258",5,,,,,,,,2
,"f0a20f6e068c47669376cbe351f2a258",6,,,,,,,,2
,"f0a20f6e068c47669376cbe351f2a258",8,,,,,,,,2
,"f0c861d6258640878bb657d8bece1faa",2,,,,,,,,2
,"f0c861d6258640878bb657d8bece1faa",5,,,,,,,,2
,"f0c861d6258640878bb657d8bece1faa",6,,,,,,,,2
,"f0c861d6258640878bb657d8bece1faa",7,,,,,,,,2
,"f0c861d6258640878bb657d8bece1faa",8,,,,,,,,2
,"f0cd8fb451eb454b892ffb194338952c",2,,,,,,,,2
,"f0cd8fb451eb454b892ffb194338952c",3,,,,,,,,2
,"f0cd8fb451eb454b892ffb194338952c",4,,,,,,,,2
,"f0cd8fb451eb454b892ffb194338952c",5,,,,,,,,2
,"f0cd8fb451eb454b892ffb194338952c",6,,,,,,,,2
,"f0cd8fb451eb454b892ffb194338952c",8,,,,,,,,2
,"f0dd817a25344500aa21c1fb0cebb96a",1,,,,,,,,2
,"f0dd817a25344500aa21c1fb0cebb96a",2,,,,,,,,2
,"f0dd817a25344500aa21c1fb0cebb96a",3,,,,,,,,2
,"f0dd817a25344500aa21c1fb0cebb96a",4,,,,,,,,2
,"f0dd817a25344500aa21c1fb0cebb96a",5,,,,,,,,2
,"f0dd817a25344500aa21c1fb0cebb96a",7,,,,,,,,2
,"f103d1183cce4a8e8707432c95281b28",2,,,,,,,,2
,"f103d1183cce4a8e8707432c95281b28",5,,,,,,,,2
,"f103d1183cce4a8e8707432c95281b28",6,,,,,,,,2
,"f103d1183cce4a8e8707432c95281b28",7,,,,,,,,2
,"f103d1183cce4a8e8707432c95281b28",8,,,,,,,,2
,"f14f7b04d23c4b2b90c46d342fc15db3",2,,,,,,,,2
,"f14f7b04d23c4b2b90c46d342fc15db3",5,,,,,,,,2
,"f14f7b04d23c4b2b90c46d342fc15db3",6,,,,,,,,2
,"f14f7b04d23c4b2b90c46d342fc15db3",7,,,,,,,,2
,"f14f7b04d23c4b2b90c46d342fc15db3",8,,,,,,,,2
,"f15fb58700b94caaa06d491e10e7919f",2,,,,,,,,2
,"f15fb58700b94caaa06d491e10e7919f",3,,,,,,,,2
,"f15fb58700b94caaa06d491e10e7919f",4,,,,,,,,2
,"f15fb58700b94caaa06d491e10e7919f",5,,,,,,,,2
,"f15fb58700b94caaa06d491e10e7919f",6,,,,,,,,2
,"f15fb58700b94caaa06d491e10e7919f",7,,,,,,,,2
,"f15fb58700b94caaa06d491e10e7919f",8,,,,,,,,2
,"f168c110db7740aaadc8825d6c6d41b1",2,,,,,,,,2
,"f168c110db7740aaadc8825d6c6d41b1",3,,,,,,,,2
,"f168c110db7740aaadc8825d6c6d41b1",4,,,,,,,,2
,"f168c110db7740aaadc8825d6c6d41b1",5,,,,,,,,2
,"f168c110db7740aaadc8825d6c6d41b1",6,,,,,,,,2
,"f168c110db7740aaadc8825d6c6d41b1",7,,,,,,,,2
,"f168c110db7740aaadc8825d6c6d41b1",8,,,,,,,,2
,"f176ef3a410b476f803fb2f6712be039",1,,,,,,,,2
,"f176ef3a410b476f803fb2f6712be039",2,,,,,,,,2
,"f176ef3a410b476f803fb2f6712be039",3,,,,,,,,2
,"f176ef3a410b476f803fb2f6712be039",4,,,,,,,,2
,"f176ef3a410b476f803fb2f6712be039",5,,,,,,,,2
,"f176ef3a410b476f803fb2f6712be039",7,,,,,,,,2
,"f176ef3a410b476f803fb2f6712be039",8,,,,,,,,2
,"f178ea41c1bb4b9f96ee39e9da3d715d",2,,,,,,,,2
,"f178ea41c1bb4b9f96ee39e9da3d715d",3,,,,,,,,2
,"f178ea41c1bb4b9f96ee39e9da3d715d",4,,,,,,,,2
,"f178ea41c1bb4b9f96ee39e9da3d715d",5,,,,,,,,2
,"f178ea41c1bb4b9f96ee39e9da3d715d",8,,,,,,,,2
,"f191756a80324e25b01790c978b1d379",1,,,,,,,,2
,"f191756a80324e25b01790c978b1d379",2,,,,,,,,2
,"f191756a80324e25b01790c978b1d379",3,,,,,,,,2
,"f191756a80324e25b01790c978b1d379",4,,,,,,,,2
,"f191756a80324e25b01790c978b1d379",5,,,,,,,,2
,"f191756a80324e25b01790c978b1d379",7,,,,,,,,2
,"f19ce505a0cc4c2eac666384f3a1e63f",2,,,,,,,,2
,"f19ce505a0cc4c2eac666384f3a1e63f",3,,,,,,,,2
,"f19ce505a0cc4c2eac666384f3a1e63f",4,,,,,,,,2
,"f19ce505a0cc4c2eac666384f3a1e63f",5,,,,,,,,2
,"f19ce505a0cc4c2eac666384f3a1e63f",6,,,,,,,,2
,"f19ce505a0cc4c2eac666384f3a1e63f",8,,,,,,,,2
,"f1bc09d2cd8248a4b51acf32675c8fd8",2,,,,,,,,2
,"f1bc09d2cd8248a4b51acf32675c8fd8",3,,,,,,,,2
,"f1bc09d2cd8248a4b51acf32675c8fd8",4,,,,,,,,2
,"f1bc09d2cd8248a4b51acf32675c8fd8",5,,,,,,,,2
,"f1bc09d2cd8248a4b51acf32675c8fd8",6,,,,,,,,2
,"f1bc09d2cd8248a4b51acf32675c8fd8",7,,,,,,,,2
,"f1ca5df50c404322be72366e98f58e57",2,,,,,,,,2
,"f1ca5df50c404322be72366e98f58e57",3,,,,,,,,2
,"f1ca5df50c404322be72366e98f58e57",4,,,,,,,,2
,"f1ca5df50c404322be72366e98f58e57",5,,,,,,,,2
,"f1ca5df50c404322be72366e98f58e57",7,,,,,,,,2
,"f1ca5df50c404322be72366e98f58e57",8,,,,,,,,2
,"f1ea598fc295450ea589e51c5c8872d6",2,,,,,,,,2
,"f1ea598fc295450ea589e51c5c8872d6",5,,,,,,,,2
,"f1ea598fc295450ea589e51c5c8872d6",6,,,,,,,,2
,"f1ea598fc295450ea589e51c5c8872d6",7,,,,,,,,2
,"f1ea598fc295450ea589e51c5c8872d6",8,,,,,,,,2
,"f2202a9e0ea849329605f081e564d9cd",2,,,,,,,,2
,"f2202a9e0ea849329605f081e564d9cd",3,,,,,,,,2
,"f2202a9e0ea849329605f081e564d9cd",4,,,,,,,,2
,"f2202a9e0ea849329605f081e564d9cd",5,,,,,,,,2
,"f2202a9e0ea849329605f081e564d9cd",6,,,,,,,,2
,"f2202a9e0ea849329605f081e564d9cd",8,,,,,,,,2
,"f251776e3c7940e4ab08d6ab7f751546",2,,,,,,,,2
,"f251776e3c7940e4ab08d6ab7f751546",3,,,,,,,,2
,"f251776e3c7940e4ab08d6ab7f751546",4,,,,,,,,2
,"f251776e3c7940e4ab08d6ab7f751546",5,,,,,,,,2
,"f251776e3c7940e4ab08d6ab7f751546",6,,,,,,,,2
,"f251776e3c7940e4ab08d6ab7f751546",8,,,,,,,,2
,"f25649384d6c458cb6c902738fb26614",1,,,,,,,,2
,"f25649384d6c458cb6c902738fb26614",2,,,,,,,,2
,"f25649384d6c458cb6c902738fb26614",3,,,,,,,,2
,"f25649384d6c458cb6c902738fb26614",4,,,,,,,,2
,"f25649384d6c458cb6c902738fb26614",5,,,,,,,,2
,"f25649384d6c458cb6c902738fb26614",7,,,,,,,,2
,"f25649384d6c458cb6c902738fb26614",8,,,,,,,,2
,"f257cf78def94248abd804f57f8fb3c7",2,,,,,,,,2
