"hhid","PID","pid_unps_wave7","h2q3","h2q4","h2q7","h2q5","h2q6","h2q8","h2q9a","h2q9b","h2q9c","h2q10"
"efda549a21ce40e9ab37b51ff6859eb1",4,"4",2,3,1,12,,2,20,12,2017,
"efe385efe16344d3a8575b23a84b8e8a",1,"1",2,3,3,4,15,18,15,10,2001,5
"efe385efe16344d3a8575b23a84b8e8a",2,"3",2,3,4,2,15,23,22,6,1996,5
"efe385efe16344d3a8575b23a84b8e8a",3,"4",1,1,1,12,,64,98,98,1955,1
"efe385efe16344d3a8575b23a84b8e8a",4,"5",2,2,1,12,,67,98,98,1952,1
"efe385efe16344d3a8575b23a84b8e8a",5,"6",2,4,1,12,,11,98,98,2008,5
"efe385efe16344d3a8575b23a84b8e8a",6,"7",1,4,1,12,,12,98,98,2007,5
"efe385efe16344d3a8575b23a84b8e8a",8,,2,4,1,4,15,11,98,98,2008,5
"f007f200e725440eb1a91446fa8e8410",1,"1",1,1,1,12,,74,20,3,1945,1
"f007f200e725440eb1a91446fa8e8410",2,"4",2,2,1,12,,59,98,98,1961,1
"f007f200e725440eb1a91446fa8e8410",3,"6",1,4,1,12,,17,98,98,2003,5
"f0126b881e10446aba73ec9b7b04d60a",1,"1",1,1,1,12,,59,27,7,1960,1
"f0126b881e10446aba73ec9b7b04d60a",2,"2",2,2,1,12,,65,98,98,1955,1
"f0140d1a02934616abda777e9e8ffce9",1,"1",1,1,1,12,,31,12,12,1988,2
"f0140d1a02934616abda777e9e8ffce9",2,"2",2,2,1,12,,27,5,2,1993,2
"f0140d1a02934616abda777e9e8ffce9",3,"3",1,10,1,12,,7,6,12,2012,
"f016f8e2d778465a9be41bd417d7bcfa",1,"1",2,2,1,12,,39,27,3,1980,1
"f016f8e2d778465a9be41bd417d7bcfa",2,"2",1,3,4,4,15,16,17,2,2003,5
"f016f8e2d778465a9be41bd417d7bcfa",3,"3",2,3,4,7,15,14,15,7,2005,5
"f016f8e2d778465a9be41bd417d7bcfa",4,"4",1,3,1,12,,5,7,6,2014,
"f016f8e2d778465a9be41bd417d7bcfa",5,"5",1,1,1,12,,37,98,98,1982,1
"f016f8e2d778465a9be41bd417d7bcfa",6,"7",1,3,1,12,,3,28,4,2016,
"f016f8e2d778465a9be41bd417d7bcfa",7,,2,3,1,0,1,0,11,9,2019,
"f016f8e2d778465a9be41bd417d7bcfa",8,,2,10,1,5,5,17,29,10,2001,5
"f0293cd185b34a4a946ab1b2fcda62b8",1,"1",1,1,1,12,,75,98,98,1944,1
"f0293cd185b34a4a946ab1b2fcda62b8",2,"2",2,2,1,12,,48,22,9,1970,1
"f0293cd185b34a4a946ab1b2fcda62b8",3,"6",2,3,1,12,,19,24,9,1999,5
"f0293cd185b34a4a946ab1b2fcda62b8",4,"7",2,3,1,12,,15,6,2,2004,5
"f040c1a3626f48e6870fc087ea2d733e",1,"1",2,1,1,12,,25,98,98,1994,1
"f040c1a3626f48e6870fc087ea2d733e",2,"2",1,3,4,4,15,5,25,12,2013,
"f040c1a3626f48e6870fc087ea2d733e",3,"3",1,2,1,12,,33,98,98,1986,1
"f040c1a3626f48e6870fc087ea2d733e",4,"4",2,3,1,12,,4,23,10,2014,
"f040c1a3626f48e6870fc087ea2d733e",5,"5",2,7,1,12,,12,98,98,2007,5
"f040c1a3626f48e6870fc087ea2d733e",6,"6",1,3,1,12,,1,18,12,2017,
"f05999c84e3942db932adffa4ec24804",1,"1",1,1,1,12,,28,15,8,1990,1
"f05999c84e3942db932adffa4ec24804",2,"2",2,2,1,12,,28,4,4,1991,1
"f05999c84e3942db932adffa4ec24804",3,"3",2,3,1,12,,13,18,4,2005,5
"f05999c84e3942db932adffa4ec24804",4,"4",2,3,1,12,,10,23,8,2008,5
"f05999c84e3942db932adffa4ec24804",5,"5",2,3,1,12,,8,19,3,2011,
"f05999c84e3942db932adffa4ec24804",6,"6",2,3,1,12,,3,23,6,2015,
"f05999c84e3942db932adffa4ec24804",7,"7",2,3,1,12,,2,15,9,2016,
"f067d9ab90c14e808bdfe85780114ca8",1,"1",1,1,1,12,,53,12,5,1966,1
"f067d9ab90c14e808bdfe85780114ca8",2,"2",2,2,1,12,,47,98,98,1972,1
"f067d9ab90c14e808bdfe85780114ca8",4,"6",1,3,1,8,6,18,11,2,2001,5
"f067d9ab90c14e808bdfe85780114ca8",5,"7",2,3,3,5,7,16,25,2,2003,5
"f067d9ab90c14e808bdfe85780114ca8",6,"8",2,3,3,5,7,14,11,4,2005,5
"f067d9ab90c14e808bdfe85780114ca8",7,"9",1,3,1,12,,12,12,3,2007,5
"f067d9ab90c14e808bdfe85780114ca8",8,"12",2,8,1,12,,7,98,98,2012,
"f067d9ab90c14e808bdfe85780114ca8",9,,1,10,1,8,6,17,8,12,2001,5
"f067d9ab90c14e808bdfe85780114ca8",10,,2,3,5,,,,,,,
"f067d9ab90c14e808bdfe85780114ca8",11,,2,4,5,,,,,,,
"f06c6438ae0448e18a76122f8dcac2ab",1,"1",1,1,1,12,,55,98,12,1964,1
"f06c6438ae0448e18a76122f8dcac2ab",2,"2",2,2,1,12,,47,98,98,1973,1
"f06c6438ae0448e18a76122f8dcac2ab",3,"3",2,4,1,12,,7,98,9,2012,
"f06c6438ae0448e18a76122f8dcac2ab",4,"4",2,4,1,12,,11,98,98,2009,5
"f096f28dd4c44a19a27374c884994693",1,"1",1,1,1,12,,54,98,98,1966,2
"f096f28dd4c44a19a27374c884994693",2,"2",2,2,1,12,,48,98,98,1972,2
"f098f571aa67476d8107ae0d183c5a10",1,"1",2,2,1,12,,32,5,2,1987,1
"f098f571aa67476d8107ae0d183c5a10",3,"3",1,1,2,12,,41,9,10,1978,1
"f098f571aa67476d8107ae0d183c5a10",4,"4",2,3,1,12,,3,10,11,2016,
"f098f571aa67476d8107ae0d183c5a10",5,,1,3,1,12,,1,28,5,2018,
"f0a874e9e24144bc81cb11bb22f5e6f9",1,"1",2,2,1,12,,51,98,9,1967,1
"f0a874e9e24144bc81cb11bb22f5e6f9",2,"2",1,3,4,3,12,26,98,2,1993,5
"f0a874e9e24144bc81cb11bb22f5e6f9",3,"3",2,3,1,12,,13,24,4,2006,5
"f0a874e9e24144bc81cb11bb22f5e6f9",4,"5",2,4,1,12,,7,98,98,2012,
"f0a874e9e24144bc81cb11bb22f5e6f9",5,"6",1,1,1,12,,61,98,3,1958,1
"f0a874e9e24144bc81cb11bb22f5e6f9",6,,1,4,1,12,,7,98,98,2012,
"f0aeaa7590ce4f6dbd68b17380d33db5",1,"1",2,1,1,12,,43,98,98,1976,4
"f0aeaa7590ce4f6dbd68b17380d33db5",2,"2",2,3,1,12,,22,6,6,1997,3
"f0aeaa7590ce4f6dbd68b17380d33db5",4,"4",2,3,1,12,,14,8,4,2005,5
"f0aeaa7590ce4f6dbd68b17380d33db5",5,"5",2,3,1,12,,9,28,4,2010,
"f0aeaa7590ce4f6dbd68b17380d33db5",6,"6",1,3,1,12,,19,98,98,2000,5
"f0aeaa7590ce4f6dbd68b17380d33db5",8,"8",2,4,1,12,,2,30,7,2017,
"f0af4f68b5094cda94c066c337e4e3f7",1,"1",1,2,1,4,16,50,3,8,1969,2
"f0af4f68b5094cda94c066c337e4e3f7",2,"2",2,1,1,12,,36,98,98,1983,2
"f0af4f68b5094cda94c066c337e4e3f7",3,"4",2,3,1,12,,15,98,11,2004,5
"f0af4f68b5094cda94c066c337e4e3f7",4,"5",2,3,1,12,,13,98,10,2006,5
"f0af4f68b5094cda94c066c337e4e3f7",5,"6",1,3,1,12,,11,30,1,2008,5
"f0af4f68b5094cda94c066c337e4e3f7",6,"7",2,3,1,12,,7,17,8,2012,
"f0af4f68b5094cda94c066c337e4e3f7",7,,2,3,1,12,,1,12,10,2018,
"f0c6d81726b24ec3b676a07b587b5876",1,"1",2,1,1,12,,67,15,10,1952,4
"f0c6d81726b24ec3b676a07b587b5876",2,"2",2,4,4,10,15,22,98,98,1997,5
"f0c6d81726b24ec3b676a07b587b5876",3,"3",2,4,1,12,,12,98,98,2007,5
"f0c6d81726b24ec3b676a07b587b5876",4,"4",1,4,1,12,,14,98,98,2005,5
"f0c6d81726b24ec3b676a07b587b5876",5,"5",2,4,1,12,,9,98,6,2013,
"f0c6d81726b24ec3b676a07b587b5876",6,"6",2,4,1,12,,4,1,7,2015,
"f0c6d81726b24ec3b676a07b587b5876",8,,2,7,1,12,,21,98,98,1998,3
"f0c6d81726b24ec3b676a07b587b5876",9,,2,4,1,12,,1,27,8,2018,
"f0d023b52fe14b8989067a909e26ffb9",1,"1",1,1,1,12,,48,28,4,1971,1
"f0d023b52fe14b8989067a909e26ffb9",2,"2",2,2,1,12,,43,10,1,1976,1
"f0d023b52fe14b8989067a909e26ffb9",3,"3",1,3,1,12,,17,30,6,2002,5
"f0d023b52fe14b8989067a909e26ffb9",4,"4",2,3,1,12,,20,23,12,1998,5
"f0d023b52fe14b8989067a909e26ffb9",5,"5",1,3,1,12,,13,14,5,2006,5
"f0d023b52fe14b8989067a909e26ffb9",6,"6",1,8,1,12,,15,98,98,2004,5
"f0d064b16cde4eeaa5d143b20ad4288a",1,"1",2,1,1,12,,47,98,98,1972,4
"f0d064b16cde4eeaa5d143b20ad4288a",2,"2",1,3,1,12,,22,26,10,1996,1
"f0d064b16cde4eeaa5d143b20ad4288a",3,"3",1,3,1,12,,21,2,1,1998,5
"f0d064b16cde4eeaa5d143b20ad4288a",5,"5",2,3,1,12,,14,98,5,2005,5
"f0d064b16cde4eeaa5d143b20ad4288a",6,"6",2,3,1,12,,17,2,2,2002,5
"f0d064b16cde4eeaa5d143b20ad4288a",7,"7",1,3,1,12,,8,16,10,2010,
"f0d064b16cde4eeaa5d143b20ad4288a",8,"8",2,3,1,12,,8,98,9,2011,
"f0d064b16cde4eeaa5d143b20ad4288a",9,,2,8,5,,,,,,,
"f10aaca018df42218e821c48e4dee33f",1,"##N/A##",2,1,2,12,,66,6,9,1952,4
"f10aaca018df42218e821c48e4dee33f",2,"##N/A##",1,3,1,12,,25,15,4,1994,1
"f10aaca018df42218e821c48e4dee33f",3,"##N/A##",2,8,1,12,,22,1,10,1996,1
"f10aaca018df42218e821c48e4dee33f",4,"##N/A##",1,4,1,12,,0,23,10,2018,
"f1158a3456ab4e49b1997a40f392f15d",1,"1",1,1,2,12,,36,98,98,1983,1
"f1158a3456ab4e49b1997a40f392f15d",2,"2",2,2,1,12,,33,11,6,1986,1
"f1158a3456ab4e49b1997a40f392f15d",3,"3",2,3,1,12,,14,16,9,2005,5
"f1158a3456ab4e49b1997a40f392f15d",4,"4",2,3,1,12,,11,25,5,2008,5
"f1158a3456ab4e49b1997a40f392f15d",5,"5",2,3,1,12,,9,16,1,2010,
"f1158a3456ab4e49b1997a40f392f15d",6,"6",2,3,1,12,,6,4,9,2013,
"f1158a3456ab4e49b1997a40f392f15d",7,"7",2,3,1,12,,3,22,1,2016,
"f135b7607bcb4d48b9da2f31ee6b243c",1,"1",2,2,1,12,,25,98,98,1994,1
"f135b7607bcb4d48b9da2f31ee6b243c",2,"2",1,1,1,12,,31,7,3,1988,1
"f135b7607bcb4d48b9da2f31ee6b243c",3,"3",2,3,1,12,,6,12,1,2013,
"f135b7607bcb4d48b9da2f31ee6b243c",4,"4",2,3,1,12,,4,8,1,2015,
"f135b7607bcb4d48b9da2f31ee6b243c",5,,1,3,1,6,1,0,19,11,2018,
"f135b7607bcb4d48b9da2f31ee6b243c",6,,2,6,5,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",7,,1,7,5,,,,,,,
"f135b7607bcb4d48b9da2f31ee6b243c",8,,1,7,5,,,,,,,
"f13922ff0d4c4c47a59fd6636ebc85dc",1,"1",2,1,1,12,,60,98,98,1959,4
"f13922ff0d4c4c47a59fd6636ebc85dc",3,"5",1,3,3,4,7,22,6,11,1997,5
"f1478e7c160b4aeaaa23d79b41de533c",1,"##N/A##",1,1,1,12,,26,20,2,1993,5
"f1537f5ea95d4d959ec54619ab6155b0",1,"1",1,1,1,12,,77,1,8,1942,1
"f1537f5ea95d4d959ec54619ab6155b0",2,"2",2,2,1,12,,43,98,4,1976,1
"f1537f5ea95d4d959ec54619ab6155b0",3,"4",2,3,1,12,,14,98,9,2005,5
"f1537f5ea95d4d959ec54619ab6155b0",4,"5",1,3,2,12,,15,12,11,2003,5
"f1537f5ea95d4d959ec54619ab6155b0",5,"6",1,4,4,4,15,13,98,98,2006,5
"f1537f5ea95d4d959ec54619ab6155b0",6,,2,4,1,12,,12,98,98,2007,5
"f15612a3728044c980b9902165fb9a6c",1,"2",2,7,1,12,,8,98,98,2011,
"f15612a3728044c980b9902165fb9a6c",2,"3",2,1,1,12,,54,98,98,1965,5
"f171f84d7be14d03b9e33814248f6191",1,"1",2,1,1,12,,47,14,1,1973,3
"f171f84d7be14d03b9e33814248f6191",2,"2",2,3,1,12,,24,13,5,1995,3
"f171f84d7be14d03b9e33814248f6191",3,"3",1,3,1,,,30,98,7,1999,5
"f171f84d7be14d03b9e33814248f6191",4,"4",2,3,4,3,15,16,15,1,2004,5
"f171f84d7be14d03b9e33814248f6191",5,"5",2,4,1,12,,6,13,3,2013,
"f1a246dbafa04cecb4bcaba5de6b60be",1,"2",2,1,1,12,,39,98,12,1980,2
"f1a246dbafa04cecb4bcaba5de6b60be",2,"3",1,3,3,3,15,16,14,1,2003,5
"f1a246dbafa04cecb4bcaba5de6b60be",3,"4",2,3,2,12,,15,30,10,2004,5
"f1a246dbafa04cecb4bcaba5de6b60be",4,"5",1,3,1,12,,12,14,7,2007,5
"f1a246dbafa04cecb4bcaba5de6b60be",5,"6",2,3,1,12,,6,18,3,2013,
"f1bac1a45bbb4e31bece21102e3365f5",1,"1",2,1,1,12,,26,5,3,1993,2
"f1bac1a45bbb4e31bece21102e3365f5",2,"3",2,3,1,12,,8,6,6,2011,
"f1bac1a45bbb4e31bece21102e3365f5",3,"4",1,3,1,12,,6,14,7,2013,
"f1bac1a45bbb4e31bece21102e3365f5",4,"5",1,3,1,12,,4,13,7,2015,
"f1bac1a45bbb4e31bece21102e3365f5",5,"6",1,3,1,12,,2,13,11,2017,
"f1bac1a45bbb4e31bece21102e3365f5",6,"7",2,10,1,12,,14,98,98,2005,5
"f1bac1a45bbb4e31bece21102e3365f5",7,"8",1,6,1,12,,20,16,6,1999,5
"f1cac5a98aae4c17ac94679f00abe78d",1,"1",2,1,1,12,,53,7,5,1965,4
"f1d296ce63224de6abfc65c43945ceb3",1,"1",2,2,2,12,,24,7,5,1995,1
"f1d296ce63224de6abfc65c43945ceb3",2,"2",1,1,1,12,,30,12,10,1989,1
"f1d296ce63224de6abfc65c43945ceb3",3,"3",1,3,1,12,,4,4,10,2015,
"f1f4dfae64ae44059ac6c0a0e317756d",1,"1",2,1,1,12,,71,98,7,1947,4
"f1f4dfae64ae44059ac6c0a0e317756d",2,"8",1,4,1,12,,14,98,98,2005,5
"f1f4dfae64ae44059ac6c0a0e317756d",3,"9",1,4,1,12,,10,22,7,2008,5
"f1f4dfae64ae44059ac6c0a0e317756d",4,"10",2,4,1,12,,13,12,3,2006,5
"f20bd85229e04e3885d1df2bd3088172",1,"1",1,1,1,12,,36,3,6,1983,1
"f20bd85229e04e3885d1df2bd3088172",2,"2",2,2,1,12,,27,12,12,1991,1
"f20bd85229e04e3885d1df2bd3088172",3,"3",2,3,1,12,,6,9,1,2013,
"f20bd85229e04e3885d1df2bd3088172",4,"4",1,3,1,12,,4,28,3,2015,
"f215dd002d43407ea37b7f707819f2b1",3,"3",2,1,1,12,,54,98,98,1965,5
"f215dd002d43407ea37b7f707819f2b1",4,"6",2,3,2,12,,19,98,98,2000,5
"f215dd002d43407ea37b7f707819f2b1",6,"8",2,4,1,12,,8,4,8,2010,
"f215dd002d43407ea37b7f707819f2b1",7,,2,4,1,12,,3,7,9,2015,
"f24b385216a84b38a04f370efb3add76",1,"1",2,1,1,12,,47,98,98,1972,2
"f24b385216a84b38a04f370efb3add76",2,"2",1,3,1,12,,27,4,2,1992,5
"f24b385216a84b38a04f370efb3add76",3,"4",1,3,1,12,,19,8,10,2000,5
"f24b385216a84b38a04f370efb3add76",4,"5",1,3,1,12,,15,8,3,2004,5
"f24b385216a84b38a04f370efb3add76",5,"6",2,3,1,12,,10,24,3,2009,5
"f24b385216a84b38a04f370efb3add76",6,"8",2,3,1,12,,8,3,5,2011,
"f24b385216a84b38a04f370efb3add76",7,"9",2,3,1,12,,5,98,6,2014,
"f263258652d14019a52c5e93cf7534b4",1,"1",2,1,1,12,,69,98,12,1950,4
"f263258652d14019a52c5e93cf7534b4",2,"3",1,4,1,12,,16,98,9,2003,5
"f263258652d14019a52c5e93cf7534b4",3,"6",2,4,1,12,,7,98,8,2012,
"f279aa085de74b92808543dede51f4e4",1,"1",2,3,1,12,,18,5,8,2000,5
"f279aa085de74b92808543dede51f4e4",2,"2",1,3,1,12,,15,3,9,2003,5
"f279aa085de74b92808543dede51f4e4",4,"4",1,3,1,12,,10,25,12,2008,5
"f279aa085de74b92808543dede51f4e4",5,"5",2,1,1,12,,47,3,12,1971,4
"f279aa085de74b92808543dede51f4e4",6,"6",2,3,1,12,,16,3,7,2002,5
"f291a0d067164a56a7d38444192dcb84",1,"1",1,1,1,12,,40,20,2,1979,1
"f291a0d067164a56a7d38444192dcb84",2,"2",2,2,2,12,,36,12,8,1983,1
"f291a0d067164a56a7d38444192dcb84",3,"3",2,3,2,12,,18,10,3,2001,5
"f291a0d067164a56a7d38444192dcb84",4,"4",1,3,2,12,,15,22,9,2004,5
"f291a0d067164a56a7d38444192dcb84",5,"5",1,3,2,12,,12,29,9,2007,5
"f291a0d067164a56a7d38444192dcb84",6,"6",1,3,2,12,,9,3,4,2010,
"f291a0d067164a56a7d38444192dcb84",7,"7",2,3,2,12,,7,98,9,2012,
"f291a0d067164a56a7d38444192dcb84",8,"8",2,3,2,12,,4,8,6,2015,
"f291a0d067164a56a7d38444192dcb84",9,"9",2,3,2,12,,2,15,10,2017,
"f291a0d067164a56a7d38444192dcb84",10,,1,3,2,2,1,0,17,11,2019,
"f2c976c605a648c09d8c384f156411ba",1,"1",2,1,1,12,,47,25,9,1971,3
"f2c976c605a648c09d8c384f156411ba",2,"2",2,3,2,8,12,17,17,4,2002,5
"f2d85c98d2604389b4dd5232f1274d74",1,"1",2,1,1,12,,78,98,98,1941,4
"f2d85c98d2604389b4dd5232f1274d74",2,"2",2,3,1,12,,49,98,2,1970,3
"f2dac975f02f4372b7d9744ad5829f8a",1,"1",1,1,1,12,,44,14,3,1975,3
"f2db2de9c4da43f1a16280cd2f1165db",1,"1",2,2,2,12,,36,98,98,1983,1
"f2db2de9c4da43f1a16280cd2f1165db",2,"2",1,3,1,12,,24,30,12,1994,5
"f2db2de9c4da43f1a16280cd2f1165db",3,"3",2,3,1,12,,13,30,12,2005,5
"f2db2de9c4da43f1a16280cd2f1165db",4,"4",1,3,1,12,,10,23,9,2008,5
"f2db2de9c4da43f1a16280cd2f1165db",5,"5",1,3,2,12,,8,23,12,2010,
"f2db2de9c4da43f1a16280cd2f1165db",6,"6",2,3,1,12,,6,6,4,2013,
"f2db2de9c4da43f1a16280cd2f1165db",7,"7",1,3,2,12,,3,24,4,2016,
"f2db2de9c4da43f1a16280cd2f1165db",8,"8",1,1,1,12,,46,20,1,1973,1
"f30b131f3ee1472695bb2a1843f5468e",1,"1",2,2,1,12,,40,24,6,1978,1
"f30b131f3ee1472695bb2a1843f5468e",2,"2",1,1,1,12,,43,24,4,1976,1
"f30b131f3ee1472695bb2a1843f5468e",3,"3",1,3,4,2,15,14,27,9,2005,5
"f30b131f3ee1472695bb2a1843f5468e",4,"4",1,3,1,12,,10,21,3,2009,5
"f30b131f3ee1472695bb2a1843f5468e",5,"8",2,3,1,12,,4,11,7,2014,
"f30b131f3ee1472695bb2a1843f5468e",6,"9",2,3,1,12,,4,11,7,2014,
"f30b131f3ee1472695bb2a1843f5468e",7,"11",2,10,1,12,,26,12,4,1993,5
"f30b131f3ee1472695bb2a1843f5468e",10,,1,10,1,12,,24,98,98,1995,5
"f31ba30a632b445b89e8999afa9205e8",1,"1",2,2,1,12,,25,31,10,1994,1
"f31ba30a632b445b89e8999afa9205e8",2,"2",1,1,1,12,,26,25,10,1993,1
"f31ba30a632b445b89e8999afa9205e8",3,"3",1,3,1,12,,5,30,8,2014,
"f31ba30a632b445b89e8999afa9205e8",4,"4",1,3,1,12,,2,9,4,2017,
"f3463ce64a5c4aa0987b20dc77350154",1,"1",1,1,1,12,,31,98,98,1988,1
"f3463ce64a5c4aa0987b20dc77350154",2,"3",2,2,1,12,,26,98,98,1993,1
"f3463ce64a5c4aa0987b20dc77350154",3,"11",1,3,1,12,,3,20,2,2016,
"f3463ce64a5c4aa0987b20dc77350154",4,,1,3,1,12,,6,28,2,2013,
"f3500470a3d04cefa59a3157c34c1d54",1,"1",1,1,1,12,,65,98,4,1954,2
"f3500470a3d04cefa59a3157c34c1d54",2,"2",2,2,1,12,,56,13,11,1962,2
"f3500470a3d04cefa59a3157c34c1d54",3,"4",2,3,2,4,15,23,8,8,1996,5
"f3500470a3d04cefa59a3157c34c1d54",4,"5",2,4,1,12,,18,20,12,2000,5
"f35dbdb99fea42939321b23fcb13f79b",1,"1",1,2,4,4,13,60,98,98,1959,2
"f35dbdb99fea42939321b23fcb13f79b",2,"2",2,1,1,12,,53,12,9,1965,2
"f35dbdb99fea42939321b23fcb13f79b",6,"8",2,4,3,4,15,14,98,98,2005,5
"f35dbdb99fea42939321b23fcb13f79b",7,"11",1,4,3,4,15,15,27,7,2003,5
"f38300e74a4d44f09454ccb310dc32a4",1,"1",1,1,1,12,,70,98,98,1950,1
"f38300e74a4d44f09454ccb310dc32a4",2,"2",2,2,1,12,,64,98,98,1955,1
"f38300e74a4d44f09454ccb310dc32a4",3,"5",2,4,1,12,,9,98,6,2010,
"f38300e74a4d44f09454ccb310dc32a4",6,,2,4,1,4,4,1,98,7,2018,
"f38ecc6b896540aba8753926d7c6b040",1,"1",1,3,1,12,,11,25,8,2008,5
"f38ecc6b896540aba8753926d7c6b040",2,"2",1,8,1,12,,23,98,98,1997,5
"f38ecc6b896540aba8753926d7c6b040",3,"3",1,3,1,12,,7,27,3,2012,
"f38ecc6b896540aba8753926d7c6b040",4,"4",2,1,1,12,,39,98,98,1981,2
"f3923892ad1a49209b6fc24154331467",1,"1",2,1,1,12,,38,98,7,1981,4
"f3923892ad1a49209b6fc24154331467",3,"3",1,3,1,12,,14,6,3,2005,5
"f3923892ad1a49209b6fc24154331467",4,"4",2,3,1,12,,12,98,7,2007,5
"f393d386e8ff4962997d9e2f461c102f",1,"1",2,1,1,12,,60,98,98,1959,3
"f393d386e8ff4962997d9e2f461c102f",2,"3",1,4,1,12,,18,98,12,2000,5
"f393d386e8ff4962997d9e2f461c102f",3,"4",2,4,3,3,15,11,98,10,2007,5
"f393d386e8ff4962997d9e2f461c102f",4,"5",2,4,1,12,,10,98,10,2008,5
"f393d386e8ff4962997d9e2f461c102f",5,"6",1,3,1,12,,21,4,10,1997,5
"f393d386e8ff4962997d9e2f461c102f",7,"8",2,4,1,12,,7,98,98,2012,
"f39c780683064d9fa3cf16948fab8360",1,"1",1,2,1,6,16,81,98,4,1938,2
"f39c780683064d9fa3cf16948fab8360",2,"2",2,1,1,12,,79,98,5,1940,2
"f3a0c5bac8584f529c6dcd3c7d7124c0",1,"1",1,1,1,12,,61,11,2,1958,1
"f3a0c5bac8584f529c6dcd3c7d7124c0",2,"2",2,2,1,12,,56,5,5,1963,1
"f3a0c5bac8584f529c6dcd3c7d7124c0",3,"7",2,3,1,12,,23,14,10,1995,5
"f3a0c5bac8584f529c6dcd3c7d7124c0",4,"8",2,3,1,12,,22,9,1,1997,5
"f3a0c5bac8584f529c6dcd3c7d7124c0",5,"9",2,3,1,12,,18,10,12,2000,5
"f3a0c5bac8584f529c6dcd3c7d7124c0",6,"10",1,4,1,12,,9,1,11,2009,
"f3a0c5bac8584f529c6dcd3c7d7124c0",8,"12",2,4,1,12,,7,4,2,2012,
"f3b1e622720347379a4d317552a5ca26",1,"1",1,1,1,12,,62,22,11,1957,1
"f3b1e622720347379a4d317552a5ca26",2,"2",2,2,1,12,,53,98,98,1967,1
"f3b1e622720347379a4d317552a5ca26",3,"3",2,3,3,5,15,20,10,9,1999,5
"f3b1e622720347379a4d317552a5ca26",4,"4",2,10,1,12,,16,29,5,2003,5
"f3cca769897e485b8c62f9c77f5557fa",1,"1",1,1,1,12,,57,5,6,1962,2
"f3cca769897e485b8c62f9c77f5557fa",2,"2",2,2,1,12,,55,13,3,1964,2
"f3cca769897e485b8c62f9c77f5557fa",3,"3",2,3,1,12,,26,23,3,1993,5
"f3cca769897e485b8c62f9c77f5557fa",4,"4",2,3,1,12,,25,14,11,1994,5
"f3cca769897e485b8c62f9c77f5557fa",5,"5",1,3,2,12,,19,20,11,2000,5
"f3cca769897e485b8c62f9c77f5557fa",6,"6",2,3,1,12,,17,29,11,2002,5
"f3cca769897e485b8c62f9c77f5557fa",7,"7",2,3,1,12,,15,16,5,2004,5
"f3cca769897e485b8c62f9c77f5557fa",8,"8",1,3,1,12,,23,16,10,1996,5
"f3cca769897e485b8c62f9c77f5557fa",9,"10",1,3,1,12,,11,10,3,2008,5
"f3e177ed6e204c6190cbbad629d4d5b0",1,"1",1,1,1,12,,34,98,12,1984,1
"f3e177ed6e204c6190cbbad629d4d5b0",2,"2",2,2,1,12,,32,11,11,1986,1
"f3e177ed6e204c6190cbbad629d4d5b0",3,"4",2,3,1,12,,14,13,3,2005,5
"f3e177ed6e204c6190cbbad629d4d5b0",4,"5",2,3,1,12,,12,5,7,2006,5
"f3e177ed6e204c6190cbbad629d4d5b0",5,"6",1,3,1,12,,10,13,8,2008,5
"f3e177ed6e204c6190cbbad629d4d5b0",6,"7",2,3,1,12,,8,6,8,2010,
"f3e177ed6e204c6190cbbad629d4d5b0",7,"8",1,3,1,12,,6,30,5,2012,
"f3e177ed6e204c6190cbbad629d4d5b0",8,"9",1,3,1,12,,4,30,5,2014,
"f3e177ed6e204c6190cbbad629d4d5b0",9,"10",2,3,1,12,,2,19,9,2016,
"f3e177ed6e204c6190cbbad629d4d5b0",10,,1,3,1,2,1,0,31,1,2019,
"f3e25476d3ef4186b63ac96dc0eea8f3",1,"2",2,4,1,12,,15,16,10,2004,5
"f3e25476d3ef4186b63ac96dc0eea8f3",2,"3",1,1,1,12,,56,15,4,1963,2
"f3e25476d3ef4186b63ac96dc0eea8f3",3,"4",2,2,1,12,,54,98,10,1965,2
"f3e25476d3ef4186b63ac96dc0eea8f3",4,"5",2,3,1,12,,16,20,8,2003,5
"f3e25476d3ef4186b63ac96dc0eea8f3",5,"6",2,3,1,12,,11,20,8,2008,5
"f3e25476d3ef4186b63ac96dc0eea8f3",6,"8",2,3,1,12,,19,15,8,2000,5
"f3e25476d3ef4186b63ac96dc0eea8f3",7,"9",2,3,1,12,,15,15,7,2004,5
"f3e25476d3ef4186b63ac96dc0eea8f3",8,,2,3,1,1,6,21,98,98,1998,5
"f3f51829df004c009a9ced4738d7f322",1,"1",2,1,1,12,,68,98,98,1952,3
"f3f51829df004c009a9ced4738d7f322",2,,1,4,1,12,,8,98,98,2012,
"f4051f6bf98a4360aab6caa95fdb55ba",1,"1",2,1,1,12,,67,98,98,1952,4
"f414f05324d84246b506b355efab596b",1,"1",1,1,1,12,,52,98,98,1968,1
"f414f05324d84246b506b355efab596b",2,"2",2,2,1,12,,36,98,98,1984,1
"f414f05324d84246b506b355efab596b",4,"5",2,3,1,,,13,12,8,2006,5
"f414f05324d84246b506b355efab596b",5,"6",2,4,1,12,,10,19,7,2009,5
"f42c0fdf3a1b49528c19b94008b05d0c",1,"1",2,1,1,12,,60,98,98,1959,3
