"hhid","CEE01","CEE02","CEE02_1","CEE03"
"ddb6d6a53c1f415eb12537da1221e4cb","Interest on loans",808,1,100000
"ddb6d6a53c1f415eb12537da1221e4cb","Remittances, gifts, and other transfers",806,2,
"ddb6d6a53c1f415eb12537da1221e4cb","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"ddce84cb5ed84dcc88102b30fea18f47","Interest on loans",808,2,
"ddce84cb5ed84dcc88102b30fea18f47","Property rates (taxes)",802,2,
"ddce84cb5ed84dcc88102b30fea18f47","Funerals and other social functions",807,1,20000
"ddce84cb5ed84dcc88102b30fea18f47","Local Service tax",804,2,
"ddce84cb5ed84dcc88102b30fea18f47","Pension and social security payments",805,2,
"ddce84cb5ed84dcc88102b30fea18f47","Income tax",801,2,
"ddce84cb5ed84dcc88102b30fea18f47","Remittances, gifts, and other transfers",806,2,
"ddce84cb5ed84dcc88102b30fea18f47","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"ddce84cb5ed84dcc88102b30fea18f47","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"ddce84cb5ed84dcc88102b30fea18f47","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"de0edef11c3d43d38f3dd4feba6a9fb1","Local Service tax",804,2,
"de0edef11c3d43d38f3dd4feba6a9fb1","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"de0edef11c3d43d38f3dd4feba6a9fb1","Interest on loans",808,2,
"de0edef11c3d43d38f3dd4feba6a9fb1","Property rates (taxes)",802,2,
"de0edef11c3d43d38f3dd4feba6a9fb1","Funerals and other social functions",807,2,
"de0edef11c3d43d38f3dd4feba6a9fb1","Pension and social security payments",805,2,
"de0edef11c3d43d38f3dd4feba6a9fb1","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"de0edef11c3d43d38f3dd4feba6a9fb1","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"de0edef11c3d43d38f3dd4feba6a9fb1","Income tax",801,2,
"de0edef11c3d43d38f3dd4feba6a9fb1","Remittances, gifts, and other transfers",806,1,3000
"de30713f1fa94a4f8ebea38f1d1ee317","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"de30713f1fa94a4f8ebea38f1d1ee317","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"de30713f1fa94a4f8ebea38f1d1ee317","Funerals and other social functions",807,1,40000
"de30713f1fa94a4f8ebea38f1d1ee317","Remittances, gifts, and other transfers",806,1,360000
"de30713f1fa94a4f8ebea38f1d1ee317","Interest on loans",808,2,
"de30713f1fa94a4f8ebea38f1d1ee317","Pension and social security payments",805,2,
"de30713f1fa94a4f8ebea38f1d1ee317","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"de30713f1fa94a4f8ebea38f1d1ee317","Local Service tax",804,2,
"de30713f1fa94a4f8ebea38f1d1ee317","Property rates (taxes)",802,2,
"de30713f1fa94a4f8ebea38f1d1ee317","Income tax",801,2,
"de338ded45464f8a966b16b718ccc1a6","Remittances, gifts, and other transfers",806,2,
"de338ded45464f8a966b16b718ccc1a6","Property rates (taxes)",802,2,
"de338ded45464f8a966b16b718ccc1a6","Interest on loans",808,2,
"de338ded45464f8a966b16b718ccc1a6","Income tax",801,2,
"de338ded45464f8a966b16b718ccc1a6","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"de338ded45464f8a966b16b718ccc1a6","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"de338ded45464f8a966b16b718ccc1a6","Funerals and other social functions",807,1,40000
"de338ded45464f8a966b16b718ccc1a6","Pension and social security payments",805,2,
"de338ded45464f8a966b16b718ccc1a6","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"de338ded45464f8a966b16b718ccc1a6","Local Service tax",804,2,
"de413dde36c14865962c2c14ececa013","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"de413dde36c14865962c2c14ececa013","Remittances, gifts, and other transfers",806,1,30000
"de413dde36c14865962c2c14ececa013","Funerals and other social functions",807,2,
"de413dde36c14865962c2c14ececa013","Pension and social security payments",805,2,
"de413dde36c14865962c2c14ececa013","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"de413dde36c14865962c2c14ececa013","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"de413dde36c14865962c2c14ececa013","Interest on loans",808,2,
"de413dde36c14865962c2c14ececa013","Local Service tax",804,2,
"de413dde36c14865962c2c14ececa013","Property rates (taxes)",802,2,
"de413dde36c14865962c2c14ececa013","Income tax",801,2,
"de4a62cd521a4fe0aebf07c315c77247","Interest on loans",808,2,
"de4a62cd521a4fe0aebf07c315c77247","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"de4a62cd521a4fe0aebf07c315c77247","Funerals and other social functions",807,1,20000
"de4a62cd521a4fe0aebf07c315c77247","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"de4a62cd521a4fe0aebf07c315c77247","Income tax",801,2,
"de4a62cd521a4fe0aebf07c315c77247","Pension and social security payments",805,2,
"de4a62cd521a4fe0aebf07c315c77247","Property rates (taxes)",802,2,
"de4a62cd521a4fe0aebf07c315c77247","Local Service tax",804,2,
"de4a62cd521a4fe0aebf07c315c77247","Remittances, gifts, and other transfers",806,2,
"de4a62cd521a4fe0aebf07c315c77247","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"de5ae2c27aba4940a130e76e7cf0b8e0","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"de5ae2c27aba4940a130e76e7cf0b8e0","Income tax",801,2,
"de5ae2c27aba4940a130e76e7cf0b8e0","Interest on loans",808,1,10000
"de5ae2c27aba4940a130e76e7cf0b8e0","Local Service tax",804,2,
"de5ae2c27aba4940a130e76e7cf0b8e0","Remittances, gifts, and other transfers",806,2,
"de5ae2c27aba4940a130e76e7cf0b8e0","Property rates (taxes)",802,2,
"de5ae2c27aba4940a130e76e7cf0b8e0","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"de5ae2c27aba4940a130e76e7cf0b8e0","Funerals and other social functions",807,2,
"de5ae2c27aba4940a130e76e7cf0b8e0","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"de5ae2c27aba4940a130e76e7cf0b8e0","Pension and social security payments",805,2,
"de5b32d88a9e4e8fb642399220899552","Local Service tax",804,2,
"de5b32d88a9e4e8fb642399220899552","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"de5b32d88a9e4e8fb642399220899552","Property rates (taxes)",802,2,
"de5b32d88a9e4e8fb642399220899552","Funerals and other social functions",807,1,20000
"de5b32d88a9e4e8fb642399220899552","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"de5b32d88a9e4e8fb642399220899552","Pension and social security payments",805,2,
"de5b32d88a9e4e8fb642399220899552","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"de5b32d88a9e4e8fb642399220899552","Income tax",801,2,
"de5b32d88a9e4e8fb642399220899552","Remittances, gifts, and other transfers",806,2,
"de5b32d88a9e4e8fb642399220899552","Interest on loans",808,2,
"de78b2db48d74e4e887180ea216b5484","Pension and social security payments",805,2,
"de78b2db48d74e4e887180ea216b5484","Funerals and other social functions",807,1,4000
"de78b2db48d74e4e887180ea216b5484","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"de78b2db48d74e4e887180ea216b5484","Income tax",801,2,
"de78b2db48d74e4e887180ea216b5484","Local Service tax",804,2,
"de78b2db48d74e4e887180ea216b5484","Remittances, gifts, and other transfers",806,2,
"de78b2db48d74e4e887180ea216b5484","Interest on loans",808,2,
"de78b2db48d74e4e887180ea216b5484","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"de78b2db48d74e4e887180ea216b5484","Property rates (taxes)",802,2,
"de78b2db48d74e4e887180ea216b5484","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"deb474ee4cdd400f9d45fc267f196969","Interest on loans",808,2,
"deb474ee4cdd400f9d45fc267f196969","Income tax",801,2,
"deb474ee4cdd400f9d45fc267f196969","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"deb474ee4cdd400f9d45fc267f196969","Local Service tax",804,2,
"deb474ee4cdd400f9d45fc267f196969","Others (like subscriptions, interest to consumer debts, etc.)",809,1,15000
"deb474ee4cdd400f9d45fc267f196969","Remittances, gifts, and other transfers",806,1,50000
"deb474ee4cdd400f9d45fc267f196969","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"deb474ee4cdd400f9d45fc267f196969","Funerals and other social functions",807,1,30000
"deb474ee4cdd400f9d45fc267f196969","Pension and social security payments",805,2,
"deb474ee4cdd400f9d45fc267f196969","Property rates (taxes)",802,2,
"deba7803811c4dde9db8f82213059a54","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"deba7803811c4dde9db8f82213059a54","Remittances, gifts, and other transfers",806,2,
"deba7803811c4dde9db8f82213059a54","Interest on loans",808,2,
"deba7803811c4dde9db8f82213059a54","Funerals and other social functions",807,1,55000
"deba7803811c4dde9db8f82213059a54","Property rates (taxes)",802,2,
"deba7803811c4dde9db8f82213059a54","Income tax",801,2,
"deba7803811c4dde9db8f82213059a54","Local Service tax",804,2,
"deba7803811c4dde9db8f82213059a54","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"deba7803811c4dde9db8f82213059a54","Pension and social security payments",805,2,
"deba7803811c4dde9db8f82213059a54","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"dedaf0b9ee24480f84bdcec246a10a23","Remittances, gifts, and other transfers",806,1,300000
"dedaf0b9ee24480f84bdcec246a10a23","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"dedaf0b9ee24480f84bdcec246a10a23","Income tax",801,2,
"dedaf0b9ee24480f84bdcec246a10a23","Pension and social security payments",805,2,
"dedaf0b9ee24480f84bdcec246a10a23","Interest on loans",808,2,
"dedaf0b9ee24480f84bdcec246a10a23","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"dedaf0b9ee24480f84bdcec246a10a23","Local Service tax",804,2,
"dedaf0b9ee24480f84bdcec246a10a23","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"dedaf0b9ee24480f84bdcec246a10a23","Property rates (taxes)",802,2,
"dedaf0b9ee24480f84bdcec246a10a23","Funerals and other social functions",807,1,200000
"df0183ce430a4e60ab1c7bb31a445492","Income tax",801,2,
"df0183ce430a4e60ab1c7bb31a445492","Funerals and other social functions",807,1,5000
"df0183ce430a4e60ab1c7bb31a445492","Local Service tax",804,2,
"df0183ce430a4e60ab1c7bb31a445492","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"df0183ce430a4e60ab1c7bb31a445492","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"df0183ce430a4e60ab1c7bb31a445492","Remittances, gifts, and other transfers",806,1,620000
"df0183ce430a4e60ab1c7bb31a445492","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"df0183ce430a4e60ab1c7bb31a445492","Property rates (taxes)",802,2,
"df0183ce430a4e60ab1c7bb31a445492","Pension and social security payments",805,2,
"df0183ce430a4e60ab1c7bb31a445492","Interest on loans",808,2,
"df0b22f356fa42a0a3acfb7ff92c46f5","Pension and social security payments",805,2,
"df0b22f356fa42a0a3acfb7ff92c46f5","Remittances, gifts, and other transfers",806,2,
"df0b22f356fa42a0a3acfb7ff92c46f5","Property rates (taxes)",802,2,
"df0b22f356fa42a0a3acfb7ff92c46f5","Income tax",801,2,
"df0b22f356fa42a0a3acfb7ff92c46f5","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"df0b22f356fa42a0a3acfb7ff92c46f5","Funerals and other social functions",807,2,
"df0b22f356fa42a0a3acfb7ff92c46f5","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"df0b22f356fa42a0a3acfb7ff92c46f5","Interest on loans",808,1,1642000
"df0b22f356fa42a0a3acfb7ff92c46f5","Local Service tax",804,2,
"df0b22f356fa42a0a3acfb7ff92c46f5","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"df0f502196f94b519d8093519a257361","Pension and social security payments",805,2,
"df0f502196f94b519d8093519a257361","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"df0f502196f94b519d8093519a257361","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"df0f502196f94b519d8093519a257361","Interest on loans",808,1,5000
"df0f502196f94b519d8093519a257361","Income tax",801,2,
"df0f502196f94b519d8093519a257361","Funerals and other social functions",807,1,15000
"df0f502196f94b519d8093519a257361","Property rates (taxes)",802,2,
"df0f502196f94b519d8093519a257361","Local Service tax",804,2,
"df0f502196f94b519d8093519a257361","Remittances, gifts, and other transfers",806,2,
"df0f502196f94b519d8093519a257361","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"df0ff958ed734a3baeb9c6a6f9750514","Funerals and other social functions",807,1,25000
"df0ff958ed734a3baeb9c6a6f9750514","Pension and social security payments",805,2,
"df0ff958ed734a3baeb9c6a6f9750514","Income tax",801,2,
"df0ff958ed734a3baeb9c6a6f9750514","Remittances, gifts, and other transfers",806,2,
"df0ff958ed734a3baeb9c6a6f9750514","Property rates (taxes)",802,2,
"df0ff958ed734a3baeb9c6a6f9750514","Local Service tax",804,2,
"df0ff958ed734a3baeb9c6a6f9750514","Interest on loans",808,2,
"df0ff958ed734a3baeb9c6a6f9750514","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"df0ff958ed734a3baeb9c6a6f9750514","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"df0ff958ed734a3baeb9c6a6f9750514","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"df1267c3b0e340e8b42781223a0d7f39","Interest on loans",808,2,
"df1267c3b0e340e8b42781223a0d7f39","Property rates (taxes)",802,2,
"df1267c3b0e340e8b42781223a0d7f39","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"df1267c3b0e340e8b42781223a0d7f39","Funerals and other social functions",807,1,2500000
"df1267c3b0e340e8b42781223a0d7f39","Pension and social security payments",805,2,
"df1267c3b0e340e8b42781223a0d7f39","Local Service tax",804,2,
"df1267c3b0e340e8b42781223a0d7f39","Income tax",801,2,
"df1267c3b0e340e8b42781223a0d7f39","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"df1267c3b0e340e8b42781223a0d7f39","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"df1267c3b0e340e8b42781223a0d7f39","Remittances, gifts, and other transfers",806,2,
"df12a5d33da44ea882b18c6806dc5b2c","Pension and social security payments",805,2,
"df12a5d33da44ea882b18c6806dc5b2c","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"df12a5d33da44ea882b18c6806dc5b2c","Local Service tax",804,2,
"df12a5d33da44ea882b18c6806dc5b2c","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"df12a5d33da44ea882b18c6806dc5b2c","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"df12a5d33da44ea882b18c6806dc5b2c","Income tax",801,2,
"df12a5d33da44ea882b18c6806dc5b2c","Property rates (taxes)",802,2,
"df12a5d33da44ea882b18c6806dc5b2c","Interest on loans",808,2,
"df12a5d33da44ea882b18c6806dc5b2c","Funerals and other social functions",807,1,85000
"df12a5d33da44ea882b18c6806dc5b2c","Remittances, gifts, and other transfers",806,1,30000
"df1e28369a16419d86e1dcaeb73a1292","Funerals and other social functions",807,1,100000
"df1e28369a16419d86e1dcaeb73a1292","Property rates (taxes)",802,2,
"df1e28369a16419d86e1dcaeb73a1292","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"df1e28369a16419d86e1dcaeb73a1292","Income tax",801,2,
"df1e28369a16419d86e1dcaeb73a1292","Interest on loans",808,1,60000
"df1e28369a16419d86e1dcaeb73a1292","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"df1e28369a16419d86e1dcaeb73a1292","Remittances, gifts, and other transfers",806,1,300000
"df1e28369a16419d86e1dcaeb73a1292","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"df1e28369a16419d86e1dcaeb73a1292","Pension and social security payments",805,2,
"df1e28369a16419d86e1dcaeb73a1292","Local Service tax",804,2,
"df1f06cda66b44f38e4c6ba5b626820e","Remittances, gifts, and other transfers",806,1,50000
"df1f06cda66b44f38e4c6ba5b626820e","Pension and social security payments",805,2,
"df1f06cda66b44f38e4c6ba5b626820e","Funerals and other social functions",807,2,
"df1f06cda66b44f38e4c6ba5b626820e","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"df1f06cda66b44f38e4c6ba5b626820e","Income tax",801,2,
"df1f06cda66b44f38e4c6ba5b626820e","Local Service tax",804,2,
"df1f06cda66b44f38e4c6ba5b626820e","Property rates (taxes)",802,2,
"df1f06cda66b44f38e4c6ba5b626820e","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"df1f06cda66b44f38e4c6ba5b626820e","Interest on loans",808,2,
"df1f06cda66b44f38e4c6ba5b626820e","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"df875f34f4c0463194a727723197829f","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"df875f34f4c0463194a727723197829f","Remittances, gifts, and other transfers",806,2,
"df875f34f4c0463194a727723197829f","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"df875f34f4c0463194a727723197829f","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"df875f34f4c0463194a727723197829f","Income tax",801,2,
"df875f34f4c0463194a727723197829f","Pension and social security payments",805,2,
"df875f34f4c0463194a727723197829f","Funerals and other social functions",807,1,22000
"df875f34f4c0463194a727723197829f","Property rates (taxes)",802,2,
"df875f34f4c0463194a727723197829f","Local Service tax",804,2,
"df875f34f4c0463194a727723197829f","Interest on loans",808,2,
"dfac01ee641c41d397fec89e8b418362","Local Service tax",804,2,
"dfac01ee641c41d397fec89e8b418362","Funerals and other social functions",807,2,
"dfac01ee641c41d397fec89e8b418362","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"dfac01ee641c41d397fec89e8b418362","Interest on loans",808,2,
"dfac01ee641c41d397fec89e8b418362","Income tax",801,2,
"dfac01ee641c41d397fec89e8b418362","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"dfac01ee641c41d397fec89e8b418362","Remittances, gifts, and other transfers",806,2,
"dfac01ee641c41d397fec89e8b418362","Pension and social security payments",805,2,
"dfac01ee641c41d397fec89e8b418362","User fees and charges (passport, legal, photocopying service of marriage)",803,1,12000
"dfac01ee641c41d397fec89e8b418362","Property rates (taxes)",802,2,
"dfb72584ff1640ff96149dd0a8f2cd48","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"dfb72584ff1640ff96149dd0a8f2cd48","Income tax",801,2,
"dfb72584ff1640ff96149dd0a8f2cd48","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"dfb72584ff1640ff96149dd0a8f2cd48","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"dfb72584ff1640ff96149dd0a8f2cd48","Remittances, gifts, and other transfers",806,1,30000
"dfb72584ff1640ff96149dd0a8f2cd48","Local Service tax",804,2,
"dfb72584ff1640ff96149dd0a8f2cd48","Funerals and other social functions",807,2,
"dfb72584ff1640ff96149dd0a8f2cd48","Pension and social security payments",805,2,
"dfb72584ff1640ff96149dd0a8f2cd48","Interest on loans",808,2,
"dfb72584ff1640ff96149dd0a8f2cd48","Property rates (taxes)",802,2,
"dfe74e541ed746b8add1788af91f3ed8","Local Service tax",804,2,
"dfe74e541ed746b8add1788af91f3ed8","Property rates (taxes)",802,2,
"dfe74e541ed746b8add1788af91f3ed8","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"dfe74e541ed746b8add1788af91f3ed8","Pension and social security payments",805,2,
"dfe74e541ed746b8add1788af91f3ed8","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"dfe74e541ed746b8add1788af91f3ed8","Income tax",801,2,
"dfe74e541ed746b8add1788af91f3ed8","Remittances, gifts, and other transfers",806,1,20000
"dfe74e541ed746b8add1788af91f3ed8","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"dfe74e541ed746b8add1788af91f3ed8","Funerals and other social functions",807,1,13000
"dfe74e541ed746b8add1788af91f3ed8","Interest on loans",808,2,
"dff53ebbe2fd4e7d857dc50551335e45","Others (like subscriptions, interest to consumer debts, etc.)",809,1,350000
"dff53ebbe2fd4e7d857dc50551335e45","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"dff53ebbe2fd4e7d857dc50551335e45","Property rates (taxes)",802,2,
"dff53ebbe2fd4e7d857dc50551335e45","Income tax",801,2,
"dff53ebbe2fd4e7d857dc50551335e45","Pension and social security payments",805,2,
"dff53ebbe2fd4e7d857dc50551335e45","Interest on loans",808,2,
"dff53ebbe2fd4e7d857dc50551335e45","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"dff53ebbe2fd4e7d857dc50551335e45","Funerals and other social functions",807,2,
"dff53ebbe2fd4e7d857dc50551335e45","Local Service tax",804,2,
"dff53ebbe2fd4e7d857dc50551335e45","Remittances, gifts, and other transfers",806,1,450000
"e06c8cfb6dc34c35a1f3925c45a6701a","Income tax",801,2,
"e06c8cfb6dc34c35a1f3925c45a6701a","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e06c8cfb6dc34c35a1f3925c45a6701a","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e06c8cfb6dc34c35a1f3925c45a6701a","Interest on loans",808,2,
"e06c8cfb6dc34c35a1f3925c45a6701a","Pension and social security payments",805,2,
"e06c8cfb6dc34c35a1f3925c45a6701a","Local Service tax",804,2,
"e06c8cfb6dc34c35a1f3925c45a6701a","Remittances, gifts, and other transfers",806,2,
"e06c8cfb6dc34c35a1f3925c45a6701a","Others (like subscriptions, interest to consumer debts, etc.)",809,1,132000
"e06c8cfb6dc34c35a1f3925c45a6701a","Funerals and other social functions",807,2,
"e06c8cfb6dc34c35a1f3925c45a6701a","Property rates (taxes)",802,2,
"e09db7b3f5e244dc9c992509af84b842","Funerals and other social functions",807,2,
"e09db7b3f5e244dc9c992509af84b842","Income tax",801,2,
"e09db7b3f5e244dc9c992509af84b842","Property rates (taxes)",802,2,
"e09db7b3f5e244dc9c992509af84b842","Remittances, gifts, and other transfers",806,2,
"e09db7b3f5e244dc9c992509af84b842","Local Service tax",804,2,
"e09db7b3f5e244dc9c992509af84b842","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e09db7b3f5e244dc9c992509af84b842","Interest on loans",808,1,165000
"e09db7b3f5e244dc9c992509af84b842","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e09db7b3f5e244dc9c992509af84b842","Pension and social security payments",805,2,
"e09db7b3f5e244dc9c992509af84b842","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e0a35de7a3ab4506a26d478156e03755","Pension and social security payments",805,2,
"e0a35de7a3ab4506a26d478156e03755","Income tax",801,2,
"e0a35de7a3ab4506a26d478156e03755","Others (like subscriptions, interest to consumer debts, etc.)",809,1,440000
"e0a35de7a3ab4506a26d478156e03755","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e0a35de7a3ab4506a26d478156e03755","Funerals and other social functions",807,2,
"e0a35de7a3ab4506a26d478156e03755","Remittances, gifts, and other transfers",806,2,
"e0a35de7a3ab4506a26d478156e03755","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e0a35de7a3ab4506a26d478156e03755","Interest on loans",808,2,
"e0a35de7a3ab4506a26d478156e03755","Property rates (taxes)",802,2,
"e0a35de7a3ab4506a26d478156e03755","Local Service tax",804,2,
"e0af6581e4804877ac5ba292552a8ac3","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e0af6581e4804877ac5ba292552a8ac3","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e0af6581e4804877ac5ba292552a8ac3","Remittances, gifts, and other transfers",806,2,
"e0af6581e4804877ac5ba292552a8ac3","Property rates (taxes)",802,2,
"e0af6581e4804877ac5ba292552a8ac3","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e0af6581e4804877ac5ba292552a8ac3","Pension and social security payments",805,2,
"e0af6581e4804877ac5ba292552a8ac3","Income tax",801,2,
"e0af6581e4804877ac5ba292552a8ac3","Local Service tax",804,2,
"e0af6581e4804877ac5ba292552a8ac3","Interest on loans",808,2,
"e0af6581e4804877ac5ba292552a8ac3","Funerals and other social functions",807,1,15000
"e0b7a6329e394fb8a9432b1088ebb369","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e0b7a6329e394fb8a9432b1088ebb369","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e0b7a6329e394fb8a9432b1088ebb369","Property rates (taxes)",802,2,
"e0b7a6329e394fb8a9432b1088ebb369","Local Service tax",804,2,
"e0b7a6329e394fb8a9432b1088ebb369","Remittances, gifts, and other transfers",806,1,30000
"e0b7a6329e394fb8a9432b1088ebb369","Interest on loans",808,2,
"e0b7a6329e394fb8a9432b1088ebb369","Pension and social security payments",805,2,
"e0b7a6329e394fb8a9432b1088ebb369","Funerals and other social functions",807,2,
"e0b7a6329e394fb8a9432b1088ebb369","Income tax",801,2,
"e0b7a6329e394fb8a9432b1088ebb369","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e0c4f4458c6d45c3b8f5ab2aabbadc85","Remittances, gifts, and other transfers",806,2,
"e0c4f4458c6d45c3b8f5ab2aabbadc85","Property rates (taxes)",802,2,
"e0c4f4458c6d45c3b8f5ab2aabbadc85","Funerals and other social functions",807,2,
"e0c4f4458c6d45c3b8f5ab2aabbadc85","Others (like subscriptions, interest to consumer debts, etc.)",809,1,180000
"e0c4f4458c6d45c3b8f5ab2aabbadc85","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e0c4f4458c6d45c3b8f5ab2aabbadc85","Income tax",801,2,
"e0c4f4458c6d45c3b8f5ab2aabbadc85","Interest on loans",808,2,
"e0c4f4458c6d45c3b8f5ab2aabbadc85","Local Service tax",804,2,
