"hhid","s10q13","s10q14","s10q15a","s10q15b","s10q15c","s10q16","s10q17a","s10q17b","s10q17c"
"b7f4e293a5fc426aa4dbc516331c06d2",3,2,,,,,,,
"b7f4e293a5fc426aa4dbc516331c06d2",2,2,,,,,,,
"b7f4e293a5fc426aa4dbc516331c06d2",5,2,,,,,,,
"b7f4e293a5fc426aa4dbc516331c06d2",4,2,,,,,,,
"b7f4e293a5fc426aa4dbc516331c06d2",1,1,1,2,2,6,,,
"b7f4e293a5fc426aa4dbc516331c06d2",7,2,,,,,,,
"b80523d51b914db880772bccb6d46519",1,1,1,2,2,6,,,
"b80523d51b914db880772bccb6d46519",6,2,,,,,,,
"b80523d51b914db880772bccb6d46519",2,2,,,,,,,
"b80523d51b914db880772bccb6d46519",5,2,,,,,,,
"b80523d51b914db880772bccb6d46519",7,1,2,1,2,,,,
"b80523d51b914db880772bccb6d46519",9,2,,,,,,,
"b80523d51b914db880772bccb6d46519",3,2,,,,,,,
"b80523d51b914db880772bccb6d46519",4,2,,,,,,,
"b80523d51b914db880772bccb6d46519",8,2,,,,,,,
"b80b8562fa0b4736bb363f3f32eabd58",8,2,,,,,,,
"b80b8562fa0b4736bb363f3f32eabd58",1,1,1,2,2,5,,,
"b80b8562fa0b4736bb363f3f32eabd58",3,2,,,,,,,
"b80b8562fa0b4736bb363f3f32eabd58",6,2,,,,,,,
"b80b8562fa0b4736bb363f3f32eabd58",4,2,,,,,,,
"b80b8562fa0b4736bb363f3f32eabd58",2,2,,,,,,,
"b80b8562fa0b4736bb363f3f32eabd58",7,1,2,1,2,,,,
"b80b8562fa0b4736bb363f3f32eabd58",9,1,,1,,1,0,,
"b80b8562fa0b4736bb363f3f32eabd58",5,2,,,,,,,
"b81584c10344443d8039ce07ef50015f",3,2,,,,,,,
"b81584c10344443d8039ce07ef50015f",5,2,,,,,,,
"b81584c10344443d8039ce07ef50015f",6,1,1,2,2,2,20000,1,6
"b81584c10344443d8039ce07ef50015f",2,2,,,,,,,
"b81584c10344443d8039ce07ef50015f",4,2,,,,,,,
"b81584c10344443d8039ce07ef50015f",8,1,2,1,2,,,,
"b81584c10344443d8039ce07ef50015f",1,2,,,,,,,
"b81584c10344443d8039ce07ef50015f",9,2,,,,,,,
"b81584c10344443d8039ce07ef50015f",7,2,,,,,,,
"b81c9a390c9346bfae26590c802ed1b4",8,2,,,,,,,
"b81c9a390c9346bfae26590c802ed1b4",2,2,,,,,,,
"b81c9a390c9346bfae26590c802ed1b4",5,2,,,,,,,
"b81c9a390c9346bfae26590c802ed1b4",1,1,1,2,2,6,,,
"b81c9a390c9346bfae26590c802ed1b4",6,1,1,2,2,2,2000,2,8
"b81c9a390c9346bfae26590c802ed1b4",4,1,2,1,2,1,3400,1,2
"b81c9a390c9346bfae26590c802ed1b4",7,1,2,1,2,,,,
"b81c9a390c9346bfae26590c802ed1b4",9,2,,,,,,,
"b81c9a390c9346bfae26590c802ed1b4",3,1,1,2,2,5,,,
"b8308fefffb84ef6afc50afd4c1e88f5",6,2,,,,,,,
"b8308fefffb84ef6afc50afd4c1e88f5",1,1,1,2,2,6,,,
"b8308fefffb84ef6afc50afd4c1e88f5",9,2,,,,,,,
"b8308fefffb84ef6afc50afd4c1e88f5",5,2,,,,,,,
"b8308fefffb84ef6afc50afd4c1e88f5",7,1,2,1,2,,,,
"b8308fefffb84ef6afc50afd4c1e88f5",8,2,,,,,,,
"b8308fefffb84ef6afc50afd4c1e88f5",3,2,,,,,,,
"b8308fefffb84ef6afc50afd4c1e88f5",2,2,,,,,,,
"b8308fefffb84ef6afc50afd4c1e88f5",4,2,,,,,,,
"b839a59cd95d49dc9ead94ed2356ee43",7,2,,,,,,,
"b839a59cd95d49dc9ead94ed2356ee43",8,2,,,,,,,
"b839a59cd95d49dc9ead94ed2356ee43",3,1,1,1,2,6,,,
"b839a59cd95d49dc9ead94ed2356ee43",2,2,,,,,,,
"b839a59cd95d49dc9ead94ed2356ee43",1,1,1,1,2,6,,,
"b839a59cd95d49dc9ead94ed2356ee43",5,2,,,,,,,
"b839a59cd95d49dc9ead94ed2356ee43",4,2,,,,,,,
"b839a59cd95d49dc9ead94ed2356ee43",9,2,,,,,,,
"b839a59cd95d49dc9ead94ed2356ee43",6,2,,,,,,,
"b8449cee447b48e1bebe3cc96a19a51d",9,2,,,,,,,
"b8449cee447b48e1bebe3cc96a19a51d",3,2,,,,,,,
"b8449cee447b48e1bebe3cc96a19a51d",5,2,,,,,,,
"b8449cee447b48e1bebe3cc96a19a51d",1,1,1,2,2,6,,,
"b8449cee447b48e1bebe3cc96a19a51d",4,1,2,1,2,1,1500,1,21
"b8449cee447b48e1bebe3cc96a19a51d",8,2,,,,,,,
"b8449cee447b48e1bebe3cc96a19a51d",7,2,,,,,,,
"b8449cee447b48e1bebe3cc96a19a51d",2,2,,,,,,,
"b8449cee447b48e1bebe3cc96a19a51d",6,2,,,,,,,
"b8473c9d33314a2f82d294e5535af003",9,2,,,,,,,
"b8473c9d33314a2f82d294e5535af003",7,1,2,1,2,,,,
"b8473c9d33314a2f82d294e5535af003",1,1,1,2,2,6,,,
"b8473c9d33314a2f82d294e5535af003",3,1,1,2,2,5,,,
"b8473c9d33314a2f82d294e5535af003",4,2,,,,,,,
"b8473c9d33314a2f82d294e5535af003",2,2,,,,,,,
"b8473c9d33314a2f82d294e5535af003",8,2,,,,,,,
"b8473c9d33314a2f82d294e5535af003",6,2,,,,,,,
"b8473c9d33314a2f82d294e5535af003",5,2,,,,,,,
"b85980ed05a54f8fbc252ff4e23cefb4",4,2,,,,,,,
"b85980ed05a54f8fbc252ff4e23cefb4",3,2,,,,,,,
"b85980ed05a54f8fbc252ff4e23cefb4",1,1,1,2,2,6,,,
"b85980ed05a54f8fbc252ff4e23cefb4",8,2,,,,,,,
"b85980ed05a54f8fbc252ff4e23cefb4",7,1,2,1,2,,,,
"b85980ed05a54f8fbc252ff4e23cefb4",2,2,,,,,,,
"b85980ed05a54f8fbc252ff4e23cefb4",5,2,,,,,,,
"b85980ed05a54f8fbc252ff4e23cefb4",9,2,,,,,,,
"b85980ed05a54f8fbc252ff4e23cefb4",6,2,,,,,,,
"b86eb2626ec2482e8df54c31d089f3ea",4,2,,,,,,,
"b86eb2626ec2482e8df54c31d089f3ea",5,2,,,,,,,
"b86eb2626ec2482e8df54c31d089f3ea",8,2,,,,,,,
"b86eb2626ec2482e8df54c31d089f3ea",2,2,,,,,,,
"b86eb2626ec2482e8df54c31d089f3ea",9,2,,,,,,,
"b86eb2626ec2482e8df54c31d089f3ea",6,2,,,,,,,
"b86eb2626ec2482e8df54c31d089f3ea",3,2,,,,,,,
"b86eb2626ec2482e8df54c31d089f3ea",7,1,2,1,2,,,,
"b86eb2626ec2482e8df54c31d089f3ea",1,1,1,2,2,6,,,
"b885cb150f8f43c78a66e4b3fd15d7ab",3,2,,,,,,,
"b885cb150f8f43c78a66e4b3fd15d7ab",5,2,,,,,,,
"b885cb150f8f43c78a66e4b3fd15d7ab",1,1,1,2,2,6,,,
"b885cb150f8f43c78a66e4b3fd15d7ab",4,2,,,,,,,
"b885cb150f8f43c78a66e4b3fd15d7ab",2,2,,,,,,,
"b885cb150f8f43c78a66e4b3fd15d7ab",7,2,,,,,,,
"b885cb150f8f43c78a66e4b3fd15d7ab",8,2,,,,,,,
"b885cb150f8f43c78a66e4b3fd15d7ab",6,2,,,,,,,
"b885cb150f8f43c78a66e4b3fd15d7ab",9,2,,,,,,,
"b88e7c95f82444e29a7a8db4f0fe8be7",5,2,,,,,,,
"b88e7c95f82444e29a7a8db4f0fe8be7",7,1,2,1,2,,,,
"b88e7c95f82444e29a7a8db4f0fe8be7",3,2,,,,,,,
"b88e7c95f82444e29a7a8db4f0fe8be7",4,2,,,,,,,
"b88e7c95f82444e29a7a8db4f0fe8be7",1,1,1,2,2,6,,,
"b88e7c95f82444e29a7a8db4f0fe8be7",6,2,,,,,,,
"b88e7c95f82444e29a7a8db4f0fe8be7",8,2,,,,,,,
"b88e7c95f82444e29a7a8db4f0fe8be7",2,2,,,,,,,
"b88e7c95f82444e29a7a8db4f0fe8be7",9,2,,,,,,,
"b89402f780e743979fdc07c6e41300d1",6,1,1,2,2,3,25000,1,6
"b89402f780e743979fdc07c6e41300d1",9,2,,,,,,,
"b89402f780e743979fdc07c6e41300d1",5,2,,,,,,,
"b89402f780e743979fdc07c6e41300d1",8,2,,,,,,,
"b89402f780e743979fdc07c6e41300d1",2,2,,,,,,,
"b89402f780e743979fdc07c6e41300d1",1,2,,,,,,,
"b89402f780e743979fdc07c6e41300d1",7,1,2,1,2,,,,
"b89402f780e743979fdc07c6e41300d1",4,2,,,,,,,
"b89402f780e743979fdc07c6e41300d1",3,2,,,,,,,
"b8ba9e84a6104122b6825514fcf2e1bc",2,2,,,,,,,
"b8ba9e84a6104122b6825514fcf2e1bc",6,1,1,2,2,2,20000,0.5,6
"b8ba9e84a6104122b6825514fcf2e1bc",5,2,,,,,,,
"b8ba9e84a6104122b6825514fcf2e1bc",7,2,,,,,,,
"b8ba9e84a6104122b6825514fcf2e1bc",1,1,1,2,2,1,10000,5,20
"b8ba9e84a6104122b6825514fcf2e1bc",3,2,,,,,,,
"b8ba9e84a6104122b6825514fcf2e1bc",4,2,,,,,,,
"b8ba9e84a6104122b6825514fcf2e1bc",9,2,,,,,,,
"b8ba9e84a6104122b6825514fcf2e1bc",8,1,1,1,2,,,,
"b8bb460dec1f49249567b6cfeebe2013",7,2,,,,,,,
"b8bb460dec1f49249567b6cfeebe2013",4,2,,,,,,,
"b8bb460dec1f49249567b6cfeebe2013",6,1,1,2,2,2,48000,6,14
"b8bb460dec1f49249567b6cfeebe2013",8,1,2,1,2,,,,
"b8bb460dec1f49249567b6cfeebe2013",2,2,,,,,,,
"b8bb460dec1f49249567b6cfeebe2013",5,2,,,,,,,
"b8bb460dec1f49249567b6cfeebe2013",3,2,,,,,,,
"b8bb460dec1f49249567b6cfeebe2013",1,2,,,,,,,
"b8bb460dec1f49249567b6cfeebe2013",9,2,,,,,,,
"b8e2cea8f2cb41658f39a0a0c0f62823",6,2,,,,,,,
"b8e2cea8f2cb41658f39a0a0c0f62823",4,1,2,1,2,1,2000,1,17
"b8e2cea8f2cb41658f39a0a0c0f62823",9,2,,,,,,,
"b8e2cea8f2cb41658f39a0a0c0f62823",7,2,,,,,,,
"b8e2cea8f2cb41658f39a0a0c0f62823",8,2,,,,,,,
"b8e2cea8f2cb41658f39a0a0c0f62823",5,2,,,,,,,
"b8e2cea8f2cb41658f39a0a0c0f62823",1,1,1,2,2,6,,,
"b8e2cea8f2cb41658f39a0a0c0f62823",2,2,,,,,,,
"b8e2cea8f2cb41658f39a0a0c0f62823",3,2,,,,,,,
"b8ec23406ddd4322af5d0c32037a03c5",4,2,,,,,,,
"b8ec23406ddd4322af5d0c32037a03c5",9,1,,1,,1,1200,,
"b8ec23406ddd4322af5d0c32037a03c5",1,1,1,2,2,6,,,
"b8ec23406ddd4322af5d0c32037a03c5",2,2,,,,,,,
"b8ec23406ddd4322af5d0c32037a03c5",6,2,,,,,,,
"b8ec23406ddd4322af5d0c32037a03c5",5,2,,,,,,,
"b8ec23406ddd4322af5d0c32037a03c5",7,2,,,,,,,
"b8ec23406ddd4322af5d0c32037a03c5",3,2,,,,,,,
"b8ec23406ddd4322af5d0c32037a03c5",8,2,,,,,,,
"b9108f80ac9c4ea7b6260068899c6c5b",1,2,,,,,,,
"b9108f80ac9c4ea7b6260068899c6c5b",5,2,,,,,,,
"b9108f80ac9c4ea7b6260068899c6c5b",4,2,,,,,,,
"b9108f80ac9c4ea7b6260068899c6c5b",3,2,,,,,,,
"b9108f80ac9c4ea7b6260068899c6c5b",9,2,,,,,,,
"b9108f80ac9c4ea7b6260068899c6c5b",7,1,2,1,2,,,,
"b9108f80ac9c4ea7b6260068899c6c5b",6,1,1,2,1,4,12750,0.76,6
"b9108f80ac9c4ea7b6260068899c6c5b",8,2,,,,,,,
"b9108f80ac9c4ea7b6260068899c6c5b",2,2,,,,,,,
"b92a0b68bfd8486396d2cdaceb524ec4",8,2,,,,,,,
"b92a0b68bfd8486396d2cdaceb524ec4",6,2,,,,,,,
"b92a0b68bfd8486396d2cdaceb524ec4",3,2,,,,,,,
"b92a0b68bfd8486396d2cdaceb524ec4",4,2,,,,,,,
"b92a0b68bfd8486396d2cdaceb524ec4",7,1,2,1,2,,,,
"b92a0b68bfd8486396d2cdaceb524ec4",9,2,,,,,,,
"b92a0b68bfd8486396d2cdaceb524ec4",1,1,1,2,2,6,,,
"b92a0b68bfd8486396d2cdaceb524ec4",5,2,,,,,,,
"b92a0b68bfd8486396d2cdaceb524ec4",2,2,,,,,,,
"b95c3f256b444b43b39196be9d7b4dcc",9,2,,,,,,,
"b95c3f256b444b43b39196be9d7b4dcc",2,2,,,,,,,
"b95c3f256b444b43b39196be9d7b4dcc",6,2,,,,,,,
"b95c3f256b444b43b39196be9d7b4dcc",3,2,,,,,,,
"b95c3f256b444b43b39196be9d7b4dcc",5,2,,,,,,,
"b95c3f256b444b43b39196be9d7b4dcc",4,1,2,1,2,2,3200,1,2
"b95c3f256b444b43b39196be9d7b4dcc",8,2,,,,,,,
"b95c3f256b444b43b39196be9d7b4dcc",1,1,1,2,1,5,,,
"b95c3f256b444b43b39196be9d7b4dcc",7,2,,,,,,,
"b964100c9f3c4b2d9a01418630c3aa61",3,1,1,2,2,5,,,
"b964100c9f3c4b2d9a01418630c3aa61",7,2,,,,,,,
"b964100c9f3c4b2d9a01418630c3aa61",1,1,1,2,2,6,,,
"b964100c9f3c4b2d9a01418630c3aa61",8,2,,,,,,,
"b964100c9f3c4b2d9a01418630c3aa61",4,2,,,,,,,
"b964100c9f3c4b2d9a01418630c3aa61",2,2,,,,,,,
"b964100c9f3c4b2d9a01418630c3aa61",9,2,,,,,,,
"b964100c9f3c4b2d9a01418630c3aa61",5,2,,,,,,,
"b964100c9f3c4b2d9a01418630c3aa61",6,2,,,,,,,
"b96eb55f18e548919c2745e935785593",6,2,,,,,,,
"b96eb55f18e548919c2745e935785593",5,2,,,,,,,
"b96eb55f18e548919c2745e935785593",1,1,1,2,2,6,,,
"b96eb55f18e548919c2745e935785593",4,2,,,,,,,
"b96eb55f18e548919c2745e935785593",8,2,,,,,,,
"b96eb55f18e548919c2745e935785593",2,2,,,,,,,
"b96eb55f18e548919c2745e935785593",9,1,,2,,1,1500,,
"b96eb55f18e548919c2745e935785593",7,2,,,,,,,
"b96eb55f18e548919c2745e935785593",3,2,,,,,,,
"b98f427fb06841d4859bf39fa28d4ff1",7,2,,,,,,,
"b98f427fb06841d4859bf39fa28d4ff1",6,2,,,,,,,
"b98f427fb06841d4859bf39fa28d4ff1",3,2,,,,,,,
"b98f427fb06841d4859bf39fa28d4ff1",8,2,,,,,,,
"b98f427fb06841d4859bf39fa28d4ff1",4,2,,,,,,,
"b98f427fb06841d4859bf39fa28d4ff1",2,2,,,,,,,
"b98f427fb06841d4859bf39fa28d4ff1",1,1,1,2,1,6,,,
"b98f427fb06841d4859bf39fa28d4ff1",9,1,,1,,2,1000,,
"b98f427fb06841d4859bf39fa28d4ff1",5,2,,,,,,,
"b99143ca74184f33a91ebc8db49f3ef9",3,1,1,2,2,5,,,
"b99143ca74184f33a91ebc8db49f3ef9",1,1,1,2,2,5,,,
"b99143ca74184f33a91ebc8db49f3ef9",4,2,,,,,,,
"b99143ca74184f33a91ebc8db49f3ef9",9,2,,,,,,,
"b99143ca74184f33a91ebc8db49f3ef9",5,2,,,,,,,
"b99143ca74184f33a91ebc8db49f3ef9",2,2,,,,,,,
"b99143ca74184f33a91ebc8db49f3ef9",6,1,1,2,2,2,5000,1,14
"b99143ca74184f33a91ebc8db49f3ef9",8,2,,,,,,,
"b99143ca74184f33a91ebc8db49f3ef9",7,2,,,,,,,
"b991f018797a4ac69cdd5e12ed1eb1bb",8,2,,,,,,,
"b991f018797a4ac69cdd5e12ed1eb1bb",9,1,,1,,1,1500,,
"b991f018797a4ac69cdd5e12ed1eb1bb",4,2,,,,,,,
"b991f018797a4ac69cdd5e12ed1eb1bb",1,1,1,2,2,6,,,
"b991f018797a4ac69cdd5e12ed1eb1bb",6,2,,,,,,,
"b991f018797a4ac69cdd5e12ed1eb1bb",3,2,,,,,,,
"b991f018797a4ac69cdd5e12ed1eb1bb",5,2,,,,,,,
"b991f018797a4ac69cdd5e12ed1eb1bb",7,2,,,,,,,
"b991f018797a4ac69cdd5e12ed1eb1bb",2,2,,,,,,,
"b99303e6cfd04d169e3c5816bebd8aa0",2,2,,,,,,,
"b99303e6cfd04d169e3c5816bebd8aa0",3,2,,,,,,,
"b99303e6cfd04d169e3c5816bebd8aa0",7,2,,,,,,,
"b99303e6cfd04d169e3c5816bebd8aa0",1,1,1,1,2,6,,,
"b99303e6cfd04d169e3c5816bebd8aa0",6,2,,,,,,,
"b99303e6cfd04d169e3c5816bebd8aa0",5,2,,,,,,,
"b99303e6cfd04d169e3c5816bebd8aa0",8,2,,,,,,,
"b99303e6cfd04d169e3c5816bebd8aa0",9,2,,,,,,,
"b99303e6cfd04d169e3c5816bebd8aa0",4,2,,,,,,,
"b9bdff7f66314b48aba37875c21c57c8",3,2,,,,,,,
"b9bdff7f66314b48aba37875c21c57c8",2,2,,,,,,,
"b9bdff7f66314b48aba37875c21c57c8",1,1,1,2,2,6,,,
"b9bdff7f66314b48aba37875c21c57c8",9,2,,,,,,,
"b9bdff7f66314b48aba37875c21c57c8",5,2,,,,,,,
"b9bdff7f66314b48aba37875c21c57c8",7,2,,,,,,,
"b9bdff7f66314b48aba37875c21c57c8",4,1,2,1,2,1,2000,2,21
"b9bdff7f66314b48aba37875c21c57c8",8,2,,,,,,,
"b9bdff7f66314b48aba37875c21c57c8",6,2,,,,,,,
"b9c14f2fe5c54701a464a820ab60157f",8,1,2,1,2,,,,
"b9c14f2fe5c54701a464a820ab60157f",4,2,,,,,,,
"b9c14f2fe5c54701a464a820ab60157f",9,2,,,,,,,
"b9c14f2fe5c54701a464a820ab60157f",1,2,,,,,,,
"b9c14f2fe5c54701a464a820ab60157f",7,1,2,1,2,,,,
"b9c14f2fe5c54701a464a820ab60157f",2,2,,,,,,,
"b9c14f2fe5c54701a464a820ab60157f",5,2,,,,,,,
"b9c14f2fe5c54701a464a820ab60157f",6,1,1,2,2,2,32000,1,6
"b9c14f2fe5c54701a464a820ab60157f",3,2,,,,,,,
"b9eff8f172ee42e0b824fe36749a1f46",5,2,,,,,,,
"b9eff8f172ee42e0b824fe36749a1f46",1,1,1,2,2,2,12000,3,19
"b9eff8f172ee42e0b824fe36749a1f46",9,1,,1,,1,0,,
"b9eff8f172ee42e0b824fe36749a1f46",8,2,,,,,,,
"b9eff8f172ee42e0b824fe36749a1f46",7,2,,,,,,,
"b9eff8f172ee42e0b824fe36749a1f46",2,2,,,,,,,
"b9eff8f172ee42e0b824fe36749a1f46",4,2,,,,,,,
"b9eff8f172ee42e0b824fe36749a1f46",6,2,,,,,,,
"b9eff8f172ee42e0b824fe36749a1f46",3,2,,,,,,,
"b9f0ab277d574f02b69370c737213267",9,2,,,,,,,
"b9f0ab277d574f02b69370c737213267",1,1,1,2,2,6,,,
"b9f0ab277d574f02b69370c737213267",6,2,,,,,,,
"b9f0ab277d574f02b69370c737213267",5,2,,,,,,,
"b9f0ab277d574f02b69370c737213267",4,1,2,1,2,1,2000,1,21
"b9f0ab277d574f02b69370c737213267",3,2,,,,,,,
"b9f0ab277d574f02b69370c737213267",2,2,,,,,,,
"b9f0ab277d574f02b69370c737213267",7,2,,,,,,,
"b9f0ab277d574f02b69370c737213267",8,2,,,,,,,
"b9ff3bfd5fd147168b5fcc0ce3e89583",1,1,1,2,2,6,,,
"b9ff3bfd5fd147168b5fcc0ce3e89583",8,2,,,,,,,
"b9ff3bfd5fd147168b5fcc0ce3e89583",4,2,,,,,,,
"b9ff3bfd5fd147168b5fcc0ce3e89583",9,1,,1,,1,1000,,
"b9ff3bfd5fd147168b5fcc0ce3e89583",3,2,,,,,,,
"b9ff3bfd5fd147168b5fcc0ce3e89583",2,2,,,,,,,
"b9ff3bfd5fd147168b5fcc0ce3e89583",7,2,,,,,,,
"b9ff3bfd5fd147168b5fcc0ce3e89583",6,1,1,2,2,2,3000,1,14
"b9ff3bfd5fd147168b5fcc0ce3e89583",5,2,,,,,,,
"ba1e88a87d044941874f5451bbc5bcfd",2,2,,,,,,,
"ba1e88a87d044941874f5451bbc5bcfd",8,2,,,,,,,
"ba1e88a87d044941874f5451bbc5bcfd",5,2,,,,,,,
"ba1e88a87d044941874f5451bbc5bcfd",1,1,1,2,2,6,,,
"ba1e88a87d044941874f5451bbc5bcfd",9,1,,1,,1,0,,
"ba1e88a87d044941874f5451bbc5bcfd",4,2,,,,,,,
"ba1e88a87d044941874f5451bbc5bcfd",6,2,,,,,,,
"ba1e88a87d044941874f5451bbc5bcfd",7,2,,,,,,,
"ba1e88a87d044941874f5451bbc5bcfd",3,2,,,,,,,
"ba2add5bc6a941e3b0460be09776d25d",8,1,1,1,2,,,,
"ba2add5bc6a941e3b0460be09776d25d",1,2,,,,,,,
"ba2add5bc6a941e3b0460be09776d25d",3,2,,,,,,,
"ba2add5bc6a941e3b0460be09776d25d",5,1,1,2,2,3,20000,2,1
"ba2add5bc6a941e3b0460be09776d25d",2,2,,,,,,,
"ba2add5bc6a941e3b0460be09776d25d",7,2,,,,,,,
"ba2add5bc6a941e3b0460be09776d25d",9,2,,,,,,,
"ba2add5bc6a941e3b0460be09776d25d",4,2,,,,,,,
"ba2add5bc6a941e3b0460be09776d25d",6,2,,,,,,,
"ba2ce38d51a74c28a29bf26bd79e8e86",8,2,,,,,,,
"ba2ce38d51a74c28a29bf26bd79e8e86",4,2,,,,,,,
"ba2ce38d51a74c28a29bf26bd79e8e86",6,2,,,,,,,
"ba2ce38d51a74c28a29bf26bd79e8e86",1,1,1,1,1,6,,,
"ba2ce38d51a74c28a29bf26bd79e8e86",9,1,,1,,2,1000,,
"ba2ce38d51a74c28a29bf26bd79e8e86",7,2,,,,,,,
"ba2ce38d51a74c28a29bf26bd79e8e86",5,2,,,,,,,
"ba2ce38d51a74c28a29bf26bd79e8e86",2,2,,,,,,,
"ba2ce38d51a74c28a29bf26bd79e8e86",3,1,1,1,1,6,,,
"ba679ebab7a24078a059771ed2c6d798",2,2,,,,,,,
"ba679ebab7a24078a059771ed2c6d798",9,1,,1,,1,0,,
"ba679ebab7a24078a059771ed2c6d798",7,1,2,1,2,,,,
"ba679ebab7a24078a059771ed2c6d798",5,2,,,,,,,
"ba679ebab7a24078a059771ed2c6d798",1,1,1,2,2,6,,,
"ba679ebab7a24078a059771ed2c6d798",6,2,,,,,,,
"ba679ebab7a24078a059771ed2c6d798",3,2,,,,,,,
"ba679ebab7a24078a059771ed2c6d798",8,2,,,,,,,
"ba679ebab7a24078a059771ed2c6d798",4,2,,,,,,,
"ba7f4486c8b646b586fff76bc63694a1",1,1,1,2,2,6,,,
"ba7f4486c8b646b586fff76bc63694a1",4,1,2,1,2,1,2000,10,17
"ba7f4486c8b646b586fff76bc63694a1",9,2,,,,,,,
"ba7f4486c8b646b586fff76bc63694a1",2,2,,,,,,,
"ba7f4486c8b646b586fff76bc63694a1",7,2,,,,,,,
"ba7f4486c8b646b586fff76bc63694a1",5,2,,,,,,,
"ba7f4486c8b646b586fff76bc63694a1",8,2,,,,,,,
"ba7f4486c8b646b586fff76bc63694a1",3,2,,,,,,,
"ba7f4486c8b646b586fff76bc63694a1",6,2,,,,,,,
"ba81be4a3ee64134b255a3f8956baf6e",4,2,,,,,,,
"ba81be4a3ee64134b255a3f8956baf6e",2,2,,,,,,,
"ba81be4a3ee64134b255a3f8956baf6e",1,1,1,2,2,6,,,
"ba81be4a3ee64134b255a3f8956baf6e",7,2,,,,,,,
"ba81be4a3ee64134b255a3f8956baf6e",5,2,,,,,,,
"ba81be4a3ee64134b255a3f8956baf6e",3,1,1,2,2,6,,,
"ba81be4a3ee64134b255a3f8956baf6e",9,1,,1,,1,1000,,
"ba81be4a3ee64134b255a3f8956baf6e",8,2,,,,,,,
"ba81be4a3ee64134b255a3f8956baf6e",6,2,,,,,,,
"ba98465a8d674c38a712ba4090d8f502",2,2,,,,,,,
"ba98465a8d674c38a712ba4090d8f502",1,1,1,2,2,6,,,
"ba98465a8d674c38a712ba4090d8f502",7,1,2,1,2,,,,
"ba98465a8d674c38a712ba4090d8f502",3,2,,,,,,,
"ba98465a8d674c38a712ba4090d8f502",8,2,,,,,,,
"ba98465a8d674c38a712ba4090d8f502",9,2,,,,,,,
"ba98465a8d674c38a712ba4090d8f502",4,2,,,,,,,
"ba98465a8d674c38a712ba4090d8f502",5,2,,,,,,,
"ba98465a8d674c38a712ba4090d8f502",6,2,,,,,,,
"ba9e0d497a294929b1f91c16efc88dd7",1,1,1,2,2,5,,,
"ba9e0d497a294929b1f91c16efc88dd7",3,2,,,,,,,
"ba9e0d497a294929b1f91c16efc88dd7",7,1,2,1,2,,,,
"ba9e0d497a294929b1f91c16efc88dd7",8,1,2,1,2,,,,
"ba9e0d497a294929b1f91c16efc88dd7",5,2,,,,,,,
"ba9e0d497a294929b1f91c16efc88dd7",4,2,,,,,,,
"ba9e0d497a294929b1f91c16efc88dd7",9,2,,,,,,,
"ba9e0d497a294929b1f91c16efc88dd7",6,2,,,,,,,
"ba9e0d497a294929b1f91c16efc88dd7",2,2,,,,,,,
"baa1137dc2a14b808dc19162fdd0b69a",8,2,,,,,,,
"baa1137dc2a14b808dc19162fdd0b69a",5,2,,,,,,,
"baa1137dc2a14b808dc19162fdd0b69a",3,2,,,,,,,
"baa1137dc2a14b808dc19162fdd0b69a",7,2,,,,,,,
"baa1137dc2a14b808dc19162fdd0b69a",9,1,,1,,1,4000,,
"baa1137dc2a14b808dc19162fdd0b69a",6,2,,,,,,,
"baa1137dc2a14b808dc19162fdd0b69a",1,1,1,2,2,6,,,
"baa1137dc2a14b808dc19162fdd0b69a",4,2,,,,,,,
"baa1137dc2a14b808dc19162fdd0b69a",2,2,,,,,,,
"baad02af91cd49d59fb922375b6570f0",3,2,,,,,,,
"baad02af91cd49d59fb922375b6570f0",8,2,,,,,,,
"baad02af91cd49d59fb922375b6570f0",5,2,,,,,,,
"baad02af91cd49d59fb922375b6570f0",1,2,,,,,,,
"baad02af91cd49d59fb922375b6570f0",2,2,,,,,,,
"baad02af91cd49d59fb922375b6570f0",9,2,,,,,,,
"baad02af91cd49d59fb922375b6570f0",6,1,1,2,2,2,45000,30,13
"baad02af91cd49d59fb922375b6570f0",7,1,2,1,2,,,,
"baad02af91cd49d59fb922375b6570f0",4,2,,,,,,,
"baae5a260fa144fca69a974635fa114d",8,2,,,,,,,
"baae5a260fa144fca69a974635fa114d",6,1,1,2,2,2,25000,1,5
"baae5a260fa144fca69a974635fa114d",7,1,2,1,2,,,,
"baae5a260fa144fca69a974635fa114d",5,2,,,,,,,
"baae5a260fa144fca69a974635fa114d",2,2,,,,,,,
"baae5a260fa144fca69a974635fa114d",9,2,,,,,,,
"baae5a260fa144fca69a974635fa114d",4,2,,,,,,,
"baae5a260fa144fca69a974635fa114d",1,1,1,2,2,6,,,
"baae5a260fa144fca69a974635fa114d",3,2,,,,,,,
"bab47cfce3644791a8864224d5d0d673",5,2,,,,,,,
"bab47cfce3644791a8864224d5d0d673",7,2,,,,,,,
"bab47cfce3644791a8864224d5d0d673",3,1,1,2,2,6,,,
"bab47cfce3644791a8864224d5d0d673",6,2,,,,,,,
"bab47cfce3644791a8864224d5d0d673",2,2,,,,,,,
"bab47cfce3644791a8864224d5d0d673",4,1,2,1,2,1,4800,1,2
"bab47cfce3644791a8864224d5d0d673",1,1,1,2,2,6,,,
