"interview__key","EA_code","c4h_elementyear_id","s4hq83","s4hq84","s4hq85","s4hq86","s4hq82v2","s4hq83v2","s4hq84v2","s4hq85v2","s4hq86v2"
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",3,"47","47",2,"NONE","##N/A##","##N/A##","##N/A##",,"##N/A##"
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",5,"32","32",2,"NONE","##N/A##","##N/A##","##N/A##",,"##N/A##"
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",2,"48","48",2,"NONE","58","58","58",2,"NONE"
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",1,"1474","1474",2,"NONE","##N/A##","##N/A##","##N/A##",,"##N/A##"
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",3,"0","0",2,"NO MISMATCH","0","0","0",2,"NO MISMATCH"
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",2,"0","0",2,"NO MISMATCH","0","0","0",2,"NO MISMATCH"
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",4,"34","34",2,"NO MISMATCH","52","52","52",2,"NO MISMATCH"
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",1,"732","732",2,"NO MISMATCH","391","391","391",2,"NO MISMATCH"
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",0,"688","688",2,"NO MISMATCH","218","218","218",2,"NO MISMATCH"
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",5,"36","36",2,"NO MISMATCH","180","180","180",2,"NO MISMATCH"
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",3,"13","13",2,"NONE","12","12","12",2,"NONE"
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",2,"9","9",2,"None","22","22","22",2,"NONE"
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",0,"1138","1138",2,"NONE","842","842","842",2,"NONE"
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",4,"38","38",2,"NONE","29","29","29",2,"NONE"
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",5,"32","32",2,"NONE","40","40","40",2,"NONE"
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",1,"1528","1528",2,"NONE","554","554","554",2,"NONE"
"16-74-30-99","cc5224ac26434558b1870292cd790c14",3,"89","89",2,"matching","49","49","49",2,"matching"
"16-74-30-99","cc5224ac26434558b1870292cd790c14",1,"1879","1879",2,"matching","1069","1069","1069",2,"matching"
"16-74-30-99","cc5224ac26434558b1870292cd790c14",2,"44","44",2,"matching","100","100","100",2,"matching"
"16-74-30-99","cc5224ac26434558b1870292cd790c14",0,"1379","1379",2,"matching","1157","1157","1157",2,"matching"
"16-74-30-99","cc5224ac26434558b1870292cd790c14",4,"101","101",2,"matching","49","49","49",2,"matching"
"16-74-30-99","cc5224ac26434558b1870292cd790c14",5,"70","70",2,"matching","77","77","77",2,"matching"
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",1,"1373","1361",1,"poor tallying","519","519","541",1,"poor tallying"
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",5,"37","43",1,"poor tallying","28","28","34",1,"poor tallying"
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",0,"1547","1379",1,"missing register and poor tallying","978","978","978",2,"none"
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",2,"40","40",2,"none","48","48","48",2,"none"
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",3,"40","48",1,"poor tallying","24","24","24",2,"none"
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",4,"35","35",2,"none","83","83","0",1,"Registers missing"
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",2,"0","0",2,"none","0","0","0",2,"none"
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",0,"686","686",2,"none","761","761","761",2,"none"
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",4,"0","0",2,"none","0","0","0",2,"none"
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",3,"0","0",2,"none","0","0","0",2,"none"
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",1,"832","832",2,"none","391","391","391",2,"none"
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",5,"0","0",2,"none","0","0","0",2,"none"
"93-24-80-62","cda502a2bc2f4dcb81105822378261d2",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"93-24-80-62","cda502a2bc2f4dcb81105822378261d2",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"93-24-80-62","cda502a2bc2f4dcb81105822378261d2",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"93-24-80-62","cda502a2bc2f4dcb81105822378261d2",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"93-24-80-62","cda502a2bc2f4dcb81105822378261d2",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"93-24-80-62","cda502a2bc2f4dcb81105822378261d2",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",3,"33","33",2,"NONE","38","38","38",2,"NONE"
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",0,"377","377",2,"NONE","348","348","348",2,"NONE"
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",4,"73","73",2,"NONE","58","58","58",2,"NONE"
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",5,"76","76",2,"NONE","85","85","85",2,"NONE"
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",2,"32","32",2,"NONE","41","41","41",2,"NONE"
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",1,"660","660",2,"NONE","461","461","461",2,"NONE"
"41-30-97-75","ce09e57177af41adadea55b1118f29be",0,"##N/A##","1056",2,"##N/A##","883","##N/A##","883",2,"##N/A##"
"41-30-97-75","ce09e57177af41adadea55b1118f29be",4,"##N/A##","44",2,"##N/A##","22","##N/A##","22",2,"##N/A##"
"41-30-97-75","ce09e57177af41adadea55b1118f29be",1,"##N/A##","1423",2,"##N/A##","241","##N/A##","241",2,"##N/A##"
"41-30-97-75","ce09e57177af41adadea55b1118f29be",5,"##N/A##","32",2,"##N/A##","14","##N/A##","14",2,"##N/A##"
"41-30-97-75","ce09e57177af41adadea55b1118f29be",3,"##N/A##","16",2,"##N/A##","3","##N/A##","3",2,"##N/A##"
"41-30-97-75","ce09e57177af41adadea55b1118f29be",2,"##N/A##","15",2,"##N/A##","8","##N/A##","8",2,"##N/A##"
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",5,"0","0",2,"none","0","0","0",2,"no immunization due no gas for the  refrigerator"
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",0,"332","334",1,"poor serialization","0","0","600",1,"HMIS 105 for September missing"
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",2,"5","5",2,"none","0","0","8",1,"HMIS 105 for September missing"
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",3,"8","8",2,"none","6","6","6",2,"none"
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",4,"4","o",1,"register missing","0","0","0",2,"no immunization due to no gas for the refrigerator"
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",1,"640","646",1,"poor tallying","291","291","290",1,"poor tallying"
"80-81-10-28","cff36b0b20f648be8341cd074068c657",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"80-81-10-28","cff36b0b20f648be8341cd074068c657",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"80-81-10-28","cff36b0b20f648be8341cd074068c657",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"80-81-10-28","cff36b0b20f648be8341cd074068c657",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"80-81-10-28","cff36b0b20f648be8341cd074068c657",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"80-81-10-28","cff36b0b20f648be8341cd074068c657",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",3,"##N/A##","23",2,"##N/A##","0","##N/A##","13",1,"##N/A##"
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",5,"##N/A##","40",2,"##N/A##","25","##N/A##","25",2,"##N/A##"
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",1,"##N/A##","1403",1,"COULD BE BECAUSE OF MISCOUNT","339","##N/A##","339",2,"##N/A##"
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",0,"##N/A##","709",2,"##N/A##","737","##N/A##","737",2,"##N/A##"
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",2,"##N/A##","23",2,"##N/A##","22","##N/A##","22",2,"##N/A##"
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",4,"##N/A##","45",2,"##N/A##","22","##N/A##","22",2,"##N/A##"
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",1,"##N/A##","957",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",2,"0","0",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",3,"0","0",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",4,"##N/A##","13",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",0,"##N/A##","592",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",5,"##N/A##","11",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",0,"1701","1701",2,"none","1930","1930","1649",1,"registers for under 5 missing"
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",3,"44","44",2,"none","38","38","38",2,"none"
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",1,"2102","2102",2,"none","1494","1494","1190",1,"Registers for under 5 missing"
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",4,"17","17",2,"none","28","28","28",2,"none"
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",2,"23","23",2,"none","38","38","38",2,"none"
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",5,"9","9",2,"none","29","29","29",2,"none"
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",2,"0","0",2,"none","0","0","0",2,"no deliveries"
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",1,"638","638",2,"none","417","417","417",2,"none"
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",0,"411","411",2,"none","813","813","813",2,"none"
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",3,"0","0",2,"none","0","0","0",2,"no deliveries"
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",5,"0","0",2,"none","0","0","0",2,"no immunization done here"
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",4,"0","0",2,"none","0","0","0",2,"no immunization done here"
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",0,"688","688",2,"NONE","407","407","407",2,"NONE"
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",2,"0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY","0","0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY"
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",4,"8","8",2,"NONE","7","7","7",2,"NONE"
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",1,"734","734",2,"NONE","608","608","608",2,"NONE"
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",3,"0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY","0","0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY"
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",5,"10","10",2,"NONE","5","5","5",2,"NONE"
"66-91-74-76","d451154d23f041d0915801f7838e703d",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"66-91-74-76","d451154d23f041d0915801f7838e703d",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"66-91-74-76","d451154d23f041d0915801f7838e703d",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"66-91-74-76","d451154d23f041d0915801f7838e703d",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"66-91-74-76","d451154d23f041d0915801f7838e703d",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"66-91-74-76","d451154d23f041d0915801f7838e703d",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",0,"0","504",1,"TALLYING ERROR","0","0","485",2,"Missing  HmIs  105"
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",4,"0","5",2,"GOOD","0","0","12",1,"Missing  HmIs  105"
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",3,"0","0",2,"SERVICE NOT AVAILABLE AT THE FACILITY","0","0","0",2,"No  deliveries  in  this  unit"
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",2,"0","0",2,"Service not available  at the facility","0","0","0",2,"No deliveries  in this  unit"
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",1,"0","1036",1,"TALLYING ERROR","438","438","436",1,"Wrong   numbering"
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",5,"0","19",2,"GOOD","5","5","4",1,"Wrong   counting"
"49-85-88-60","d50819d660b042d7b279465864368a55",0,"212","212",2,"none","##N/A##","##N/A##","##N/A##",,"NOT AVAILABLE"
"49-85-88-60","d50819d660b042d7b279465864368a55",1,"333","333",2,"none","193","193","193",2,"none"
"49-85-88-60","d50819d660b042d7b279465864368a55",2,"0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY","##N/A##","##N/A##","##N/A##",,"NOT AVAILABLE, NOT APPLICABLE"
"49-85-88-60","d50819d660b042d7b279465864368a55",5,"0","0",2,"none","4","4","4",2,"none"
"49-85-88-60","d50819d660b042d7b279465864368a55",4,"0","0",2,"none","##N/A##","##N/A##","##N/A##",,"NOT AVAILABLE"
"49-85-88-60","d50819d660b042d7b279465864368a55",3,"0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY","0","0","0",2,"none"
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",5,"##N/A##","49",,"##N/A##","##N/A##","##N/A##","40",,"##N/A##"
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",4,"##N/A##","35",,"##N/A##","##N/A##","##N/A##","47",,"##N/A##"
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",1,"##N/A##","982",,"##N/A##","##N/A##","##N/A##","472",,"##N/A##"
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",3,"##N/A##","11",,"##N/A##","##N/A##","##N/A##","15",,"##N/A##"
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",2,"##N/A##","11",,"##N/A##","##N/A##","##N/A##","10",,"##N/A##"
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",0,"##N/A##","955",,"##N/A##","##N/A##","##N/A##","672",,"##N/A##"
"35-31-24-31","d5dab880982d42b9899469131ffc2054",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"35-31-24-31","d5dab880982d42b9899469131ffc2054",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"35-31-24-31","d5dab880982d42b9899469131ffc2054",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"35-31-24-31","d5dab880982d42b9899469131ffc2054",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"35-31-24-31","d5dab880982d42b9899469131ffc2054",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"35-31-24-31","d5dab880982d42b9899469131ffc2054",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",2,"0","0",2,"matching","0","0","0",2,"NO deliveries"
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",0,"1242","1242",2,"matching","369","369","369",2,"matching"
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",4,"12","12",2,"matching","07","07","07",2,"matching"
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",5,"8","8",2,"matching","10","10","10",2,"matching"
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",1,"774","774",2,"matching","529","529","529",2,"matching"
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",3,"0","0",2,"matching","0","0","0",2,"No deliveries"
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",3,"0","18",2,"GOOD","14","14","14",2,"NONE"
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",2,"0","13",2,"NONE","19","19","18",1,"A referral was added"
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",1,"0","1425",1,"RE ATTENDANCE IS NOT CONSIDERED IN THE REGISTER","881","881","806",1,"Wrong  numbering"
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",5,"0","28",2,"GOOD","18","18","22",1,"A  tally  sheet  was  missing  during  report  making"
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",4,"0","34",2,"GOOD","23","23","15",1,"MISSING  TALLY  SHEETS"
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",0,"0","1446",1,"REATTANDANCE ARE NOT CONSIDERED IN THE REGISTER","1302","1302","1218",1,"Wrong  numbering"
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",1,"628","628",1,"NO MISMATCH","445","445","445",2,"NO MISMATCH"
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",4,"11","11",2,"NO MISMATCH","3","3","3",2,"NO MISMATCH"
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",5,"12","12",2,"NO MISMATCH","7","7","7",2,"NO MISMATCH"
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",3,"1","1",2,"NO MISMATCH","0","0","0",2,"THERE WAS NO BIRTH AT THE FACILITY THUS MONTH"
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",2,"3","3",2,"NO MISMATCH","1","1","1",2,"NO MISMATCH"
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",0,"970","970",2,"NO MISMATCH","374","374","374",2,"NO MISMATCH"
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",2,"18","18",2,"no mismatch","25","25","25",2,"no mismatch"
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",0,"973","538",1,"Mismatch is because of the re attendance","848","848","848",2,"no mismatch"
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",1,"1481","1481",2,"no mismatch","567","567","567",2,"no mismatch"
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",5,"11","11",2,"no mismatch","0","0","0",2,"no mismatch"
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",4,"35","35",2,"no mismatch","19","19","19",2,"no mismatch"
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",3,"26","26",2,"no mismatch","13","13","13",2,"no mismatch"
"46-49-96-63","d935539999f64771a119eb32574c160e",4,"##N/A##","53",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"46-49-96-63","d935539999f64771a119eb32574c160e",2,"##N/A##","43",1,"COULD BE BECAUSE OF MISCOUNT","##N/A##","##N/A##","##N/A##",,"##N/A##"
"46-49-96-63","d935539999f64771a119eb32574c160e",1,"##N/A##","706",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"46-49-96-63","d935539999f64771a119eb32574c160e",5,"##N/A##","27",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"46-49-96-63","d935539999f64771a119eb32574c160e",3,"##N/A##","37",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"46-49-96-63","d935539999f64771a119eb32574c160e",0,"##N/A##","748",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",4,"41","41",2,"NONE","34","34","34",2,"NONE"
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",3,"20","20",2,"NONE","22","22","22",2,"NONE"
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",0,"457","457",2,"NONE","466","466","466",2,"NONE"
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",1,"814","814",2,"NONE","397","397","397",2,"NONE"
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",2,"13","13",2,"NONE","29","29","29",2,"NONE"
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",5,"34","34",2,"NONE","32","32","32",2,"NONE"
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",3,"0","0",2,"NO DELIVERIES","0","0","0",2,"NO DELIVERIES"
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",5,"25","25",2,"matching","15","15","15",2,"matching"
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",4,"14","14",2,"matching","15","15","15",2,"matching"
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",1,"490","490",2,"matching","265","265","265",2,"matching"
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",0,"415","414",2,"matching","228","228","228",2,"matching"
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",2,"0","0",2,"NO DELIVERIES","0","0","0",2,"NO DELIVERIES"
"81-72-86-31","daafca5294924c609725305aa9da92d2",3,"0","28",2,"ok","30","30","30",2,"Good"
"81-72-86-31","daafca5294924c609725305aa9da92d2",5,"0","44",2,"ok","29","29","21",1,"Tally  sheets  could  have  got lost  after  report  making"
"81-72-86-31","daafca5294924c609725305aa9da92d2",1,"0","1002",1,"Wrong  numbering","715","715","717",1,"Wrong  numbering"
"81-72-86-31","daafca5294924c609725305aa9da92d2",0,"0","1085",1,"missing","850","850","850",2,"Good"
"81-72-86-31","daafca5294924c609725305aa9da92d2",4,"0","42",1,"missing  HmIs 105","24","24","31",1,"Vaccinaters  deliver  tally  sheets  late  after report  making"
"81-72-86-31","daafca5294924c609725305aa9da92d2",2,"0","30",1,"missing","0","0","38",1,"Missing  records  from  HMIS 105"
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",1,"925","925",2,"NO VARIATION","488","488","488",2,"NO MISMATCH"
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",2,"36","36",2,"NO VARIATION","34","34","34",2,"NO MISMATCH"
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",3,"26","26",2,"NO VARIATION","44","44","44",2,"NO MISMATCH"
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",0,"739","739",2,"NO VARIATION","471","471","471",2,"NO MISMATCH"
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",5,"25","25",2,"NO VARIATION","34","34","34",2,"NO MISMATCH"
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",4,"35","35",2,"NO VARIATION","29","29","29",2,"NO MISMATCH"
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",0,"569","569",2,"NONE","634","634","634",2,"NONE"
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",4,"23","23",2,"NONE","6","6","6",2,"NONE"
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",3,"0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY","0","0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY"
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",5,"12","12",2,"NONE","15","15","15",2,"NONE"
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",2,"0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY","0","0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY"
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",1,"856","856",2,"NONE","464","464","464",2,"NONE"
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",1,"891","891",2,"matching","953","953","953",2,"matching"
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",2,"54","54",2,"matching","06","06","06",2,"matching"
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",5,"23","23",2,"matching","47","47","47",2,"matching"
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",3,"03","03",2,"matching","86","86","86",2,"matching"
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",0,"1185","1185",2,"matching","745","745","745",2,"matching"
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",4,"34","34",2,"matching","28","28","28",2,"matching"
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
