"interview__key","EA_code","service_availabilty__id","s2aq03_1","s2aq05","s2aq06","s2aq07","s2aq08"
"80-81-10-28","cff36b0b20f648be8341cd074068c657",25,2,2.5,6,10,2
"80-81-10-28","cff36b0b20f648be8341cd074068c657",23,1,0.3,1,8,2
"80-81-10-28","cff36b0b20f648be8341cd074068c657",1,1,1.6,1,35,2
"80-81-10-28","cff36b0b20f648be8341cd074068c657",16,1,0.3,1,5,2
"80-81-10-28","cff36b0b20f648be8341cd074068c657",15,1,0.2,1,5,2
"80-81-10-28","cff36b0b20f648be8341cd074068c657",10,1,0.2,1,5,1
"80-81-10-28","cff36b0b20f648be8341cd074068c657",32,1,0.4,1,10,2
"80-81-10-28","cff36b0b20f648be8341cd074068c657",4,1,0.5,1,15,1
"80-81-10-28","cff36b0b20f648be8341cd074068c657",5,1,0.5,1,15,1
"80-81-10-28","cff36b0b20f648be8341cd074068c657",17,1,0.2,1,5,1
"80-81-10-28","cff36b0b20f648be8341cd074068c657",9,2,10,2,60,2
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",32,2,3.5,1,40,1
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",14,2,7,6,15,3
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",22,2,1,1,10,2
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",3,2,1.2,1,20,2
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",18,2,3,1,35,1
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",4,2,5,1,90,1
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",1,2,1,1,15,2
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",9,2,8,6,15,2
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",17,2,3,1,35,1
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",24,2,3.5,1,40,2
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",21,2,0.1,1,1,3
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",13,2,7,6,15,1
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",10,2,3,1,30,1
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",2,2,2.5,1,30,1
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",20,2,1,1,10,3
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",15,2,3,1,35,1
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",16,2,3,1,35,1
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",8,2,3,1,40,2
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",25,2,3.5,1,40,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",25,2,3,6,15,3
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",12,2,3.5,1,45,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",14,2,3.5,1,45,2
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",16,2,3.5,1,45,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",10,2,2,1,25,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",22,1,0.2,1,3,3
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",32,2,4,6,20,2
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",15,2,3.5,1,45,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",4,1,0.7,1,7,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",13,2,3.5,1,45,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",8,2,3,1,30,2
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",21,2,5,6,15,2
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",1,2,1,1,10,2
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",20,2,2,1,20,2
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",5,2,2,1,30,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",9,2,2.5,1,30,2
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",17,2,4,1,50,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",24,2,3,6,10,3
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",19,2,3.5,1,45,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",31,2,3,6,15,3
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",11,2,3,1,40,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",26,2,5,6,15,2
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",3,2,3,1,40,2
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",33,2,3,1,30,3
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",23,1,0.1,1,1,2
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",2,1,0.7,1,10,2
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",12,2,1.5,1,30,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",10,1,1,1,15,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",15,2,1.5,6,15,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",18,2,5,2,20,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",9,2,8,2,30,2
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",17,2,1.5,6,15,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",16,2,1.5,6,15,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",26,2,4,2,15,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",11,2,5,2,20,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",21,2,0.5,1,15,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",13,2,1.5,6,15,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",22,1,0.2,1,3,2
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",2,2,1.5,1,30,2
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",23,1,0.5,1,15,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",4,2,5,2,20,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",5,2,5,2,20,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",1,1,1,1,15,2
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",19,1,1,1,25,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",3,1,1,1,15,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",32,2,2,6,10,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",20,2,0.5,1,15,1
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",23,1,0.2,1,1,2
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",20,1,0,1,0,1
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",17,1,0.2,1,1,2
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",26,1,0.5,1,2,1
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",24,2,3,1,45,3
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",15,1,0.2,1,1,2
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",10,1,0.1,1,1,1
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",32,2,0.5,1,2,2
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",13,1,0.2,1,1,1
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",21,2,0.1,1,1,2
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",8,1,0.2,1,1,1
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",3,2,6.5,1,90,2
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",22,1,0,1,0,2
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",1,1,0.4,1,3,2
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",16,1,0.2,1,1,2
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",9,2,35,2,90,1
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",31,2,3,1,45,2
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",33,2,2.5,1,30,2
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",2,1,0.45,1,3,2
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",17,2,4,1,60,2
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",11,2,40,2,60,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",32,2,4,1,60,2
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",20,2,5,1,60,2
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",24,2,4,1,60,2
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",10,2,24,6,45,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",1,2,5,1,60,2
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",5,2,31,6,30,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",23,1,1,1,10,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",3,2,12,8,45,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",22,2,0.2,1,2,3
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",4,2,9,8,30,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",31,2,4,1,60,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",13,2,24,6,45,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",2,2,5,1,60,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",8,2,4,1,60,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",16,2,4,1,60,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",15,2,24,6,45,2
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",9,2,60,2,90,2
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",25,2,4,1,60,1
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",4,2,0.5,1,20,2
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",12,2,9,6,15,1
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",22,1,0.2,1,5,2
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",13,2,9,6,15,1
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",11,2,6,6,10,1
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",19,1,0.2,1,5,1
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",32,2,1,1,20,2
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",24,2,4,6,10,1
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",14,2,9,6,15,1
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",9,2,11,2,40,1
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",5,2,3,1,60,1
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",2,1,0.2,1,15,2
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",1,1,0,1,0,2
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",8,2,0.25,1,20,2
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",25,2,4,6,10,2
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",21,1,0.2,1,5,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",10,2,0.4,1,4,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",12,2,0.3,1,2,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",3,2,1,1,15,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",19,2,0.5,1,5,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",13,2,0.5,1,5,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",9,2,2,2,20,2
"66-91-74-76","d451154d23f041d0915801f7838e703d",16,2,0.2,1,2,2
"66-91-74-76","d451154d23f041d0915801f7838e703d",32,2,0.7,1,5,2
"66-91-74-76","d451154d23f041d0915801f7838e703d",17,2,0.2,1,2,2
"66-91-74-76","d451154d23f041d0915801f7838e703d",11,2,5,2,60,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",2,1,0.1,1,1,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",5,2,4,2,30,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",23,2,0.2,1,2,2
"66-91-74-76","d451154d23f041d0915801f7838e703d",4,2,1.5,1,25,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",1,2,1,1,15,2
"66-91-74-76","d451154d23f041d0915801f7838e703d",22,2,0,1,0,3
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",17,2,7,1,65,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",28,1,1.5,1,15,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",18,2,65,3,70,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",9,2,35,3,40,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",12,2,57,4,60,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",11,2,5,1,60,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",21,1,0.5,1,10,3
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",8,1,0.5,1,10,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",16,1,0.5,1,10,2
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",32,2,7,1,60,2
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",13,2,45,4,35,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",25,2,60,4,60,2
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",1,1,0.5,1,10,2
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",10,2,7,6,15,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",15,2,35,4,35,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",5,2,30,6,40,1
"49-85-88-60","d50819d660b042d7b279465864368a55",25,2,3,6,15,2
"49-85-88-60","d50819d660b042d7b279465864368a55",11,2,10,6,15,1
"49-85-88-60","d50819d660b042d7b279465864368a55",5,2,45,2,60,1
"49-85-88-60","d50819d660b042d7b279465864368a55",24,2,3,6,15,2
"49-85-88-60","d50819d660b042d7b279465864368a55",4,2,2,1,30,2
"49-85-88-60","d50819d660b042d7b279465864368a55",2,2,0.75,1,30,2
"49-85-88-60","d50819d660b042d7b279465864368a55",16,2,3,1,40,2
"49-85-88-60","d50819d660b042d7b279465864368a55",33,2,0.5,1,10,1
"49-85-88-60","d50819d660b042d7b279465864368a55",31,2,3,6,15,2
"49-85-88-60","d50819d660b042d7b279465864368a55",21,2,2,6,10,1
"49-85-88-60","d50819d660b042d7b279465864368a55",14,2,18,6,20,1
"49-85-88-60","d50819d660b042d7b279465864368a55",3,2,3,1,40,2
"49-85-88-60","d50819d660b042d7b279465864368a55",22,1,0,1,1,2
"49-85-88-60","d50819d660b042d7b279465864368a55",8,2,0.5,1,15,2
"49-85-88-60","d50819d660b042d7b279465864368a55",1,1,0.5,1,25,2
"49-85-88-60","d50819d660b042d7b279465864368a55",13,2,18,6,20,1
"49-85-88-60","d50819d660b042d7b279465864368a55",12,2,18,6,20,1
"49-85-88-60","d50819d660b042d7b279465864368a55",19,2,2,6,10,1
"49-85-88-60","d50819d660b042d7b279465864368a55",17,2,3,1,40,2
"49-85-88-60","d50819d660b042d7b279465864368a55",15,2,3,1,40,2
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",22,1,0.5,1,5,3
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",24,2,5,1,60,2
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",25,2,5,1,60,2
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",15,2,5,1,60,1
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",2,2,4.5,1,50,1
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",10,2,7,6,15,1
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",17,2,5,1,60,1
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",8,2,0.5,1,5,2
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",5,2,5,1,60,1
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",16,2,5,1,60,1
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",21,2,2,1,25,3
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",1,2,0.5,1,5,2
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",32,2,5,1,60,2
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",23,2,1.5,1,20,3
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",3,2,7,1,90,2
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",26,2,5,1,60,1
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",4,2,5.5,1,60,1
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",20,2,2,1,25,2
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",18,2,5.5,1,60,2
"35-31-24-31","d5dab880982d42b9899469131ffc2054",15,1,0,1,5,1
"35-31-24-31","d5dab880982d42b9899469131ffc2054",24,3,,,,
"35-31-24-31","d5dab880982d42b9899469131ffc2054",21,2,4,5,30,1
"35-31-24-31","d5dab880982d42b9899469131ffc2054",9,2,19.2,2,25,2
"35-31-24-31","d5dab880982d42b9899469131ffc2054",22,1,0,1,0,2
"35-31-24-31","d5dab880982d42b9899469131ffc2054",13,1,0.2,1,10,1
"35-31-24-31","d5dab880982d42b9899469131ffc2054",20,2,4,5,30,1
"35-31-24-31","d5dab880982d42b9899469131ffc2054",3,2,5,8,20,2
"35-31-24-31","d5dab880982d42b9899469131ffc2054",17,1,0.2,1,5,1
"35-31-24-31","d5dab880982d42b9899469131ffc2054",11,1,0.2,1,10,1
"35-31-24-31","d5dab880982d42b9899469131ffc2054",32,2,2,6,10,2
"35-31-24-31","d5dab880982d42b9899469131ffc2054",1,1,2,1,40,1
"35-31-24-31","d5dab880982d42b9899469131ffc2054",16,1,0.2,1,5,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",12,2,15,2,30,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",19,2,3,1,45,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",33,2,30,6,60,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",26,2,9,6,30,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",25,2,5,8,30,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",23,1,2,1,25,2
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",22,1,0.02,1,2,2
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",17,2,5,1,90,2
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",10,2,18,2,45,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",15,2,5,1,90,2
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",5,2,18,2,45,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",4,2,4,1,60,2
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",9,2,90,4,120,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",1,2,2,1,30,2
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",21,2,2,1,30,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",8,2,4,1,60,2
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",13,2,15,2,30,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",24,2,6,8,40,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",14,2,15,2,30,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",3,2,6,1,90,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",32,2,6,8,30,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",16,2,5,1,90,2
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",2,1,0.2,1,5,2
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",18,2,9,6,30,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",20,2,3,1,45,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",11,2,4,1,60,2
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",8,2,4,1,3,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",9,2,5,6,10,2
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",4,2,2,5,15,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",13,2,5,6,10,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",2,2,2,6,15,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",23,2,0.3,1,5,2
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",16,1,0.5,1,15,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",17,2,5,6,15,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",10,1,0.5,1,12,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",15,2,5,6,10,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",20,1,0.3,1,5,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",3,2,5,6,30,2
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",14,2,5,6,10,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",1,1,0.3,1,10,2
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",22,2,0.2,1,5,2
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",21,1,0.2,1,5,2
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",1,1,0.3,1,10,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",22,1,0,1,0,3
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",14,2,23,2,30,2
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",12,1,0,1,0,2
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",32,2,5,6,15,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",8,2,0.2,1,10,2
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",13,2,10,6,40,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",19,2,2,1,40,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",2,2,1.5,1,30,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",11,2,8,6,30,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",4,2,3,1,40,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",9,2,8,6,30,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",25,2,10,2,20,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",3,2,3,1,40,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",21,1,0,1,0,3
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",24,2,4,1,90,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",15,2,4,1,90,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",28,2,5,1,120,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",27,1,4,1,90,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",3,2,3,1,60,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",19,2,4,1,90,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",16,2,4,1,90,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",17,2,4,1,90,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",18,2,4,1,90,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",25,2,4,1,90,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",33,2,6,1,120,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",9,2,27,4,30,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",23,2,0.5,1,30,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",22,1,0.3,1,4,3
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",21,1,20,1,0,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",6,1,0,1,0,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",1,2,2,1,30,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",8,2,4,1,90,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",32,2,4,1,90,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",13,2,27,4,30,1
"46-49-96-63","d935539999f64771a119eb32574c160e",25,2,2.5,6,15,3
"46-49-96-63","d935539999f64771a119eb32574c160e",14,2,2.5,6,10,2
"46-49-96-63","d935539999f64771a119eb32574c160e",2,2,0.8,1,10,1
"46-49-96-63","d935539999f64771a119eb32574c160e",10,2,0.4,1,8,1
"46-49-96-63","d935539999f64771a119eb32574c160e",9,2,1.5,6,4,2
"46-49-96-63","d935539999f64771a119eb32574c160e",19,2,1,6,10,1
"46-49-96-63","d935539999f64771a119eb32574c160e",26,2,1,1,15,1
"46-49-96-63","d935539999f64771a119eb32574c160e",5,2,1,1,10,2
"46-49-96-63","d935539999f64771a119eb32574c160e",33,2,1,1,20,2
"46-49-96-63","d935539999f64771a119eb32574c160e",3,2,2.5,1,35,1
"46-49-96-63","d935539999f64771a119eb32574c160e",32,2,0.3,1,5,2
"46-49-96-63","d935539999f64771a119eb32574c160e",18,2,1,1,15,2
"46-49-96-63","d935539999f64771a119eb32574c160e",4,2,0.5,1,8,2
"46-49-96-63","d935539999f64771a119eb32574c160e",15,2,1.2,1,15,2
"46-49-96-63","d935539999f64771a119eb32574c160e",20,2,0.5,1,8,2
"46-49-96-63","d935539999f64771a119eb32574c160e",21,2,0.9,6,5,3
"46-49-96-63","d935539999f64771a119eb32574c160e",16,2,0.8,1,10,1
"46-49-96-63","d935539999f64771a119eb32574c160e",13,2,1,1,20,1
"46-49-96-63","d935539999f64771a119eb32574c160e",8,1,0.2,1,3,2
"46-49-96-63","d935539999f64771a119eb32574c160e",23,2,0.3,1,5,3
"46-49-96-63","d935539999f64771a119eb32574c160e",12,2,2.5,6,10,1
"46-49-96-63","d935539999f64771a119eb32574c160e",30,2,0.8,1,20,2
"46-49-96-63","d935539999f64771a119eb32574c160e",31,2,2.5,6,15,3
"46-49-96-63","d935539999f64771a119eb32574c160e",24,2,2.5,6,15,3
"46-49-96-63","d935539999f64771a119eb32574c160e",22,1,0.2,1,3,3
"46-49-96-63","d935539999f64771a119eb32574c160e",17,2,0.8,1,10,1
"46-49-96-63","d935539999f64771a119eb32574c160e",1,1,0.6,1,8,1
