"hhid","parcelID","pltid","t0_hhid","interview__key","s3aq03","s3aq03_2","s3aq03_3","s3aq03a","s3aq04","s3aq05","s3aq06","s3aq07","s3aq08","s3aq09","s3aq12","s3aq13","s3aq14","s3aq15","s3aq16","s3aq17","s3aq18","s3aq19","s3aq22","s3aq23","s3aq24a","s3aq24b","s3aq25","s3aq26","s3aq27","s3aq28","s3aq34","s3aq35a","s3aq35b","s3aq35c","s3aq36","s4aq07"
"b677bb395a7847b6887b724ab211fa3d",1,1,"H4211001","79-39-25-00","BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.12
"b677bb395a7847b6887b724ab211fa3d",1,0,"H4211001","79-39-25-00","IRISH POTATOES",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.12
"b677bb395a7847b6887b724ab211fa3d",2,0,"H4211001","79-39-25-00","MAIZE, BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"b67a6ea4975f4e05b2a9ee584a0c53eb",1,1,"H2520801","64-52-11-77","COFFEE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"b67a6ea4975f4e05b2a9ee584a0c53eb",2,1,"H2520801","64-52-11-77","MAIZE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,7,0,0,30000,0.5
"b67a6ea4975f4e05b2a9ee584a0c53eb",1,2,"H2520801","64-52-11-77","COCOA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"b67bbc8315b94f5789f3332ba4e3efba",1,1,"H3500201","87-59-27-31","CASSAVA",2,,2,2,,,,,,,2,,,,,,,1,1,2,1,1,1,3000,2,2,,,,,1.62
"b69592115f674b08807b1b0736a04041",2,1,"H2060801","83-72-24-66","Dog Togo",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,3,0,3,40000,1
"b69592115f674b08807b1b0736a04041",1,1,"H2060801","83-72-24-66","Poto pa Martin",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,3,0,20000,0.5
"b69b366649704ef8b4b6d67573e17c59",1,2,"H2390901","70-04-60-18","COTTON",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"b69b366649704ef8b4b6d67573e17c59",2,2,"H2390901","70-04-60-18","COTTON",2,,1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1.5
"b69b366649704ef8b4b6d67573e17c59",2,1,"H2390901","70-04-60-18","CASSAVA",2,,1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1.5
"b69b366649704ef8b4b6d67573e17c59",1,1,"H2390901","70-04-60-18","CASSAVA",1,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.75
"b6be96a0172d4bc0a9f0e76fa7dd124a",1,4,"H3500701","48-57-06-97","PLOT D Fallow",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,
"b6be96a0172d4bc0a9f0e76fa7dd124a",1,2,"H3500701","48-57-06-97","PLOT B Green pepper",1,"2",2,1,100,1,100,10000,2,,2,,,,,,,1,1,2,1,1,1,6000,2,1,2,0,0,12000,0.25
"b6be96a0172d4bc0a9f0e76fa7dd124a",1,1,"H3500701","48-57-06-97","PLOT A Kasoli",1,"1",2,2,,,,,,,2,,,,,,,1,1,2,1,1,1,12000,2,1,32,0,0,192000,0.5
"b6be96a0172d4bc0a9f0e76fa7dd124a",1,5,"H3500701","48-57-06-97","MUWOGO",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"b6be96a0172d4bc0a9f0e76fa7dd124a",1,3,"H3500701","48-57-06-97","PLOT C lumonde",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"b6be96a0172d4bc0a9f0e76fa7dd124a",2,1,"H3500701","48-57-06-97","PLOT A Lusuku",1,"1",2,1,40,1,40,1400,4,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"b6be96a0172d4bc0a9f0e76fa7dd124a",3,1,"H3500701","48-57-06-97","PLOT A Mwanyi",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"b6c1c13b06414c739637f8fe7780ec7f",1,0,"H3950901","51-32-92-68","CASSAVA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1.1
"b6c1c13b06414c739637f8fe7780ec7f",1,1,"H3950901","51-32-92-68","MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,2,0,10000,1.01
"b6cfff086134447d9681590a1cf27f84",2,0,"H3360701","52-64-24-05","MAIZE",2,,2,2,,,,,,,2,,,,,,,1,1,2,1,1,1,20000,2,1,7,7,0,150000,1.5
"b6cfff086134447d9681590a1cf27f84",1,1,"H3360701","52-64-24-05","sweet potatoes",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"b6cfff086134447d9681590a1cf27f84",1,0,"H3360701","52-64-24-05","banana food",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.75
"b6d3b5269e8441d4b50212ca9f9a8313",5,1,"H4000601","14-25-07-63","NYIM",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,6,0,60000,1
"b762912105854694a306b795b445c866",3,2,"H4291001","37-55-90-01","MILLET",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"b762912105854694a306b795b445c866",1,1,"H4291001","37-55-90-01","MATOOKE AND COFFEE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.08
"b762912105854694a306b795b445c866",4,3,"H4291001","37-55-90-01","SWEET POTATOES",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.1
"b762912105854694a306b795b445c866",2,1,"H4291001","37-55-90-01","MILLET, MAIZE AND BEANS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.26
"b762912105854694a306b795b445c866",4,1,"H4291001","37-55-90-01","BEANS AND  MAIZE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.18
"b775483de2874fdb9ec10aabf8f35e4c",2,1,"H1800102","86-83-68-84","oranga",2,,2,2,,,,,,,2,,,,,,,1,1,2,2,1,2,15000,2,2,,,,,1
"b775483de2874fdb9ec10aabf8f35e4c",1,2,"H1800102","86-83-68-84","nwagi.mukwano",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"b775483de2874fdb9ec10aabf8f35e4c",1,1,"H1800102","86-83-68-84","mogo",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,0,0,50000,0.5
"b799c91bdc7b43239234821deee79598",1,5,"H2790501","37-06-27-06","BEANS, SWEETPOTATOES,IRISH POTATOES,COFFEE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"b799c91bdc7b43239234821deee79598",2,1,"H2790501","37-06-27-06","BEANS AND MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"b79f1b48f93a4656b7de26b5756470c2",1,1,"H0750401","25-40-23-63","matooke, coffee and beans plot",1,"1",1,1,70,2,,,,1,2,,,,,,,2,,,,,,,,2,,,,,0.3
"b79f1b48f93a4656b7de26b5756470c2",2,1,"H0750401","25-40-23-63","sweet potato plot",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"b7c35faab9dd49479303ef896a55fb3d",5,0,"H3170602","90-92-18-71","BANANAS/ COFFEE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"b7c35faab9dd49479303ef896a55fb3d",1,1,"H3170602","90-92-18-71","MILLET",2,,1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"b7c35faab9dd49479303ef896a55fb3d",1,0,"H3170602","90-92-18-71","BEANS/MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"b7c35faab9dd49479303ef896a55fb3d",3,1,"H3170602","90-92-18-71","CASSAVA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.1
"b7c35faab9dd49479303ef896a55fb3d",3,0,"H3170602","90-92-18-71","SWEETPOTATOES",2,,1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"b7f83b2df4b843fb9e78b14022629c31",1,0,"H2250101","11-92-67-96","COTTON",1,"1",2,2,,,,,,,2,,,,,,,1,2,2,0.1,1,0.1,3000,2,2,,,,,0.4
"b808780d88b74016828257e78351ddbd",0,1,"H1530902","53-11-12-69","Home",2,,2,1,30,2,,,,1,2,,,,,,,2,,,,,,,,2,,,,,0.5
"b8337de9edaf4785973051951eda3b9c",1,4,"H3190801","49-14-61-12","GNUTS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,7,7,0,110000,2
"b8337de9edaf4785973051951eda3b9c",1,1,"H3190801","49-14-61-12","MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,6,6,0,90000,1.5
"b8337de9edaf4785973051951eda3b9c",1,3,"H3190801","49-14-61-12","MATOOKE",2,,2,1,300,2,,,,1,2,,,,,,,2,,,,,,,,2,,,,,1
"b840183d5f66483e8068548f7fe1cf56",1,1,"H1400303","24-53-89-27","CASSAVA AND MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"b840183d5f66483e8068548f7fe1cf56",1,2,"H1400303","24-53-89-27","SWEET POTATOES",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"b87e14ec8f404b27966089b999352c38",1,1,"H3490701","30-20-57-35","cassava",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"b8a357fc08d64b5cbc7397b869b4a399",3,1,"H4140501","54-45-63-88","Wheat",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.35
"b8a357fc08d64b5cbc7397b869b4a399",1,1,"H4140501","54-45-63-88","Irishpotatoes",1,"1",2,2,,,,,,,1,4,13,1,13,30000,2,2,,,,,,,,2,,,,,0.15
"b8a357fc08d64b5cbc7397b869b4a399",2,1,"H4140501","54-45-63-88","IrishPotatoes",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.12
"b8e66eb1984148bc966a5ab7390e7d6a",1,3,"H2090803","17-83-98-16","Cassava",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,4,0,22000,1
"b8e66eb1984148bc966a5ab7390e7d6a",1,1,"H2090803","17-83-98-16","Bananas",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1.5
"b8e66eb1984148bc966a5ab7390e7d6a",1,2,"H2090803","17-83-98-16","Maize",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,2
"b8e66eb1984148bc966a5ab7390e7d6a",1,4,"H2090803","17-83-98-16","Egg plant",2,,2,2,,,,,,,2,,,,,,,1,1,2,2,1,2,40000,3,2,,,,,0.75
"b8fb6e56feb3414fbb37a31bfe6a05fe",3,0,"H3410201","58-71-15-72","PLOT 1 BANANA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"b8fb6e56feb3414fbb37a31bfe6a05fe",2,1,"H3410201","58-71-15-72","PLOT 2  BEANS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.6
"b8fb6e56feb3414fbb37a31bfe6a05fe",2,0,"H3410201","58-71-15-72","PLOT 1 MAIZE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.8
"b8fb6e56feb3414fbb37a31bfe6a05fe",1,0,"H3410201","58-71-15-72","PLOT 1 BANANA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"b8fb6e56feb3414fbb37a31bfe6a05fe",2,2,"H3410201","58-71-15-72","PLOT 3 COFFEE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.6
"b9161b798a1343c6811bd6abe82e917a",1,2,"H4271002","99-83-16-12","CASSAVA",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.12
"b9161b798a1343c6811bd6abe82e917a",3,1,"H4271002","99-83-16-12","MILLET",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"b9161b798a1343c6811bd6abe82e917a",1,1,"H4271002","99-83-16-12","MATOOKE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.35
"b9161b798a1343c6811bd6abe82e917a",2,1,"H4271002","99-83-16-12","SWEET  POTATOES",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.12
"b92bae4c70a445d58fec82440f27aedd",3,0,"H4090801","65-25-72-59","IRISH",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"b92bae4c70a445d58fec82440f27aedd",1,1,"H4090801","65-25-72-59","MATOOKE",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"b92bae4c70a445d58fec82440f27aedd",3,1,"H4090801","65-25-72-59","MAIZE",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,1,0,0,70000,0.25
"b98a98dcedc940468663acb707feed49",2,3,"H2440901","81-29-41-62","PLOT 3 (fallow)",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1.75
"b98a98dcedc940468663acb707feed49",2,1,"H2440901","81-29-41-62","PLOT 1( Cassava)",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"b98a98dcedc940468663acb707feed49",2,2,"H2440901","81-29-41-62","PLOT 2 (Cassava)",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,0,0,16000,0.5
"b9bb5a0f856d4e158550469cbb082c84",1,1,"H3850601","41-06-28-34","Plot 1",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.12
"b9bb5a0f856d4e158550469cbb082c84",1,2,"H3850601","41-06-28-34","Plot 2",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,4,0,12000,0.13
"b9ce004c4b784bbf932de1dcbc758ea1",0,1,"H2540201","92-18-76-23","MATOOKE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,1,0,0,20000,0.5
"b9ce004c4b784bbf932de1dcbc758ea1",1,1,"H2540201","92-18-76-23","BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,1,2,0,45000,0.25
"b9ce004c4b784bbf932de1dcbc758ea1",2,1,"H2540201","92-18-76-23","BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,1,0,20000,0.35
"b9ce004c4b784bbf932de1dcbc758ea1",3,1,"H2540201","92-18-76-23","CASSAVA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,1,0,0,15000,0.25
"b9f780de082948419cb573ab3c23a956",1,3,"H0910501","06-91-98-22","SWEET POTATOES PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"b9f780de082948419cb573ab3c23a956",2,0,"H0910501","06-91-98-22","COFFEE PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,4
"b9f780de082948419cb573ab3c23a956",1,2,"H0910501","06-91-98-22","BEANS PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"b9f780de082948419cb573ab3c23a956",1,0,"H0910501","06-91-98-22","COFFEE PLOT",2,,2,1,120,2,,,,1,2,,,,,,,2,,,,,,,,2,,,,,1
"b9f975b8b4fc4bb496a71a7ca8637869",2,1,"H4201001","02-82-28-25","MAIZE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"b9f975b8b4fc4bb496a71a7ca8637869",1,1,"H4201001","02-82-28-25","MATOOKE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.57
"b9f975b8b4fc4bb496a71a7ca8637869",1,2,"H4201001","02-82-28-25","CASSAVA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"ba077e8fbfd24a0d9bfc2f6ab021e421",4,0,"H4071001","95-84-98-36","BEANS",1,"1",1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"ba077e8fbfd24a0d9bfc2f6ab021e421",1,0,"H4071001","95-84-98-36","BEANS",1,"1",1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.7
"ba077e8fbfd24a0d9bfc2f6ab021e421",2,0,"H4071001","95-84-98-36","BANANA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"ba077e8fbfd24a0d9bfc2f6ab021e421",3,0,"H4071001","95-84-98-36","BANANA FOOD",1,"1",1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"ba077e8fbfd24a0d9bfc2f6ab021e421",5,0,"H4071001","95-84-98-36","SWEETPOTATOES",1,"1",1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1.5
"ba638314d1ca4e99ae25ba442de47c6b",2,1,"H2211005","47-29-61-83","nwagi",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,2
"bae8b727c5344d6eb7e054786aba7480",2,1,"H1751101","40-47-97-39","BEANS",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,4,0,10000,0.5
"bae8b727c5344d6eb7e054786aba7480",3,1,"H1751101","40-47-97-39","MATOOKE",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"bae8b727c5344d6eb7e054786aba7480",1,1,"H1751101","40-47-97-39","BANANAS FOOD",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"bae8b727c5344d6eb7e054786aba7480",4,1,"H1751101","40-47-97-39","BANANA FOOD",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"bafc620514774c7d855a293d9c89c0c7",2,2,"H1910802","94-87-23-71","SIMSIM",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"bafc620514774c7d855a293d9c89c0c7",1,2,"H1910802","94-87-23-71","PIGEON PEAS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.7
"bafc620514774c7d855a293d9c89c0c7",2,1,"H1910802","94-87-23-71","SOYA BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.7
"bafc620514774c7d855a293d9c89c0c7",1,1,"H1910802","94-87-23-71","BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.8
"bb1029fed2c94991b81ebcc03216b210",1,1,"H3900501","25-96-65-44","Plot 1",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"bb1029fed2c94991b81ebcc03216b210",4,1,"H3900501","25-96-65-44","Plot 1",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"bb1029fed2c94991b81ebcc03216b210",3,3,"H3900501","25-96-65-44","Plot 3",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"bb1029fed2c94991b81ebcc03216b210",3,1,"H3900501","25-96-65-44","Plot 1",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"bb1029fed2c94991b81ebcc03216b210",3,2,"H3900501","25-96-65-44","Plot 2",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"bb30edee6d804a02bfeefc96d7026fca",2,1,"H1650505","60-42-97-91","cassava",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"bb34553fd36a4076a451ebfb144c3cbd",2,1,"H2620302","96-04-78-31","MAIZE, BEANS",2,,1,2,,,,,,,2,,,,,,,2,,,,,,,,1,3,0,0,200000,2
"bb34553fd36a4076a451ebfb144c3cbd",1,0,"H2620302","96-04-78-31","BANANA SWEET",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.34
"bb4b3ac92e8e4c8282ffbd6fd8c73aa7",1,0,"H3051001","33-77-54-96","BANANA FOOD",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,0,0,40000,2
"bb5d301e96ed461db714135d054068a8",1,4,"H2710701","99-76-57-23","MAIZE, BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.13
"bb5d301e96ed461db714135d054068a8",1,1,"H2710701","99-76-57-23","MATOOKE NYAMUNYA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.08
"bb5d301e96ed461db714135d054068a8",1,2,"H2710701","99-76-57-23","CASSAVA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.11
"bb7635413a31448586fb06787ecda4d5",1,1,"H0910201","10-09-12-29","SWEET POTATOES",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"bb7635413a31448586fb06787ecda4d5",1,0,"H0910201","10-09-12-29","COFFEE ROBUSTA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,4.75
"bb7635413a31448586fb06787ecda4d5",2,0,"H0910201","10-09-12-29","sweet potatoes",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"bb91c6fa27164c81ba4c2b07db940439",1,1,"H3730502","71-79-08-60","cassava",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"bb965ad786b7416889de9ae941399fc7",4,1,"H1620102","92-56-03-67","SORGHUM",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,3,2,0,20000,0.75
"bb965ad786b7416889de9ae941399fc7",5,1,"H1620102","92-56-03-67","CASSAVA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,2,0,25000,0.5
"bc058b7521c44697b4a70eb616653160",1,2,"H2560905","58-93-66-96","Coffee",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,6,0,0,30000,0.25
"bc058b7521c44697b4a70eb616653160",1,1,"H2560905","58-93-66-96","Bananas",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,15,0,0,50000,1
"bc058b7521c44697b4a70eb616653160",1,3,"H2560905","58-93-66-96","Pineapples",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,18,0,0,100000,2
"bc4e6c550c2348ae98b8981916c3a0aa",1,1,"H3710801","57-14-83-09","CASSAVA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,3,3,0,32000,1
"bc552d202c4d440d983259958334c54e",2,1,"H2960901","63-49-36-10","BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"bc552d202c4d440d983259958334c54e",2,0,"H2960901","63-49-36-10","MILLET",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"bc552d202c4d440d983259958334c54e",1,0,"H2960901","63-49-36-10","BANANA FOOD /  BEANS / COFFEE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"bcbadfc32bcf47eb99e795b5f7756d5c",1,3,"H2310903","63-79-78-19","Awangwiya B",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"bcbadfc32bcf47eb99e795b5f7756d5c",1,2,"H2310903","63-79-78-19","Awangwiya A",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,2,0,35000,0.5
"bcd0c7b30fdf4c9b8cff05c03d222086",2,2,"H3530201","55-90-99-48","sweet potatoes",1,"7",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"bcd0c7b30fdf4c9b8cff05c03d222086",2,1,"H3530201","55-90-99-48","bananas",1,"7",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"bcd0c7b30fdf4c9b8cff05c03d222086",2,3,"H3530201","55-90-99-48","maize",1,"7",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"bcd0c7b30fdf4c9b8cff05c03d222086",1,1,"H3530201","55-90-99-48","maize",1,"7",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"bcd29c54d89c4b919c82dc6def87e34f",1,1,"H0660401","79-14-65-36","plot 1",1,"1",2,1,100,2,,,,2,2,,,,,,,2,,,,,,,,2,,,,,0.25
"bcd29c54d89c4b919c82dc6def87e34f",2,3,"H0660401","79-14-65-36","sweetpotata",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.1
"bcd29c54d89c4b919c82dc6def87e34f",2,2,"H0660401","79-14-65-36","beans",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"bcd29c54d89c4b919c82dc6def87e34f",2,1,"H0660401","79-14-65-36","coffee",1,"1",2,1,100,2,,,,2,2,,,,,,,2,,,,,,,,2,,,,,0.3
"bcd392b015d345598ac139f9735e23c0",1,0,"H4190601","57-34-00-38",,1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,
"bcf9986c1c544ead8cd9e3e845fb5c79",0,2,"H2231003","56-21-73-36","Cassava",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"bcf9986c1c544ead8cd9e3e845fb5c79",0,1,"H2231003","56-21-73-36","Beans",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"bd3a27ea2e9647c08e9ce49e00f7260c",1,1,"H3090401","70-86-68-48","Beans",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,2,0,20000,0.25
"bd3a27ea2e9647c08e9ce49e00f7260c",3,1,"H3090401","70-86-68-48","banana food",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"bd3a27ea2e9647c08e9ce49e00f7260c",2,1,"H3090401","70-86-68-48","Banana food/Coffee",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,3,0,0,30000,0.5
"bd46e29a47294b0bb4b28734c6f029c2",1,1,"H1430204","19-22-17-38","sweet potatoes",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,0,0,6000,0.8
"bd8704d179e04907b01d2eaf2d0de3e9",6,1,"H3660901","77-00-10-94","MAIZE PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,3,3,0,60000,0.5
"bd8704d179e04907b01d2eaf2d0de3e9",1,0,"H3660901","77-00-10-94","PINE PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,4,0,60000,1
"bd8704d179e04907b01d2eaf2d0de3e9",2,0,"H3660901","77-00-10-94","CASSAVA PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,2,0,30000,0.25
"bd8704d179e04907b01d2eaf2d0de3e9",4,1,"H3660901","77-00-10-94","COWPEAS PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.75
"bdda888074c64d04872a160ffe702fb2",2,1,"H0830701","61-21-12-78","PLOT A- CASSAVA &BEANS",1,"1",1,2,,,,,,,2,,,,,,,2,,,,,,,,1,1,0,0,8000,0.5
"bdda888074c64d04872a160ffe702fb2",1,1,"H0830701","61-21-12-78","PLOT HOME",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,2
"be07973f69564948b3276b3fe44c7c4e",1,2,"H0530502","86-91-33-42","GROUND NUTS PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,0,0,12000,0.25
"be07973f69564948b3276b3fe44c7c4e",1,1,"H0530502","86-91-33-42","BEANS AND MAIZE PLOT",1,"1",2,2,,,,,,,2,,,,,,,1,1,2,0.5,1,0.5,7500,2,1,5,2,0,41000,0.75
