"hhid","parcelID","pltid","t0_hhid","interview__key","cropID","s5aq05_1","s5aq05_2","harvest","s5aq06a_1","a5aq6b","a5aq6d","s5aq22_1","s5aq06e_1","s5aq06e_1_1","s5aq06f_1","s5aq06f_1_1","s5aq06a_1_1","s5aq06a_2_1","s5aq06a3","s5aq06a4","s5aq07a_1","s5aq07b_1","s5aq07c_1","s5aq08_1","s5aq09_1","s5aq10_1","s5aq11e_1","s5aq11f_1","s5aq11g","s5aq11h","s5aq12_1","a5aq6c"
"c9c2f90528b14c858eebeb3d15b488f0",1,2,"H1320503","51-69-79-45",130,"2",2,1,30,45,1,,1,2018,1,2018,1,"2",,,0,,,,,,,,,,10,45
"c9c2f90528b14c858eebeb3d15b488f0",3,0,"H1320503","51-69-79-45",120,"2",2,1,4,44,70,,12,2017,12,2017,1,"2",,,4,42,10,210000,2,,1,"2",,,0,44
"c9d31361da1840bfa0115cb3dfcc790f",1,0,"H3641001","26-09-19-76",520,"1",2,1,120,40,1,,11,2017,11,2017,2,,1,2,120,40,1,20000,5,,2,,1,2,0,40
"c9d31361da1840bfa0115cb3dfcc790f",2,0,"H3641001","26-09-19-76",520,"1",2,1,200,40,1,,11,2017,11,2017,2,,1,2,200,40,1,30000,5,,2,,1,2,0,40
"c9d31361da1840bfa0115cb3dfcc790f",3,1,"H3641001","26-09-19-76",520,"1",2,1,200,40,1,,11,2017,11,2017,2,,1,2,200,40,1,30000,5,,2,,1,2,0,40
"c9d31361da1840bfa0115cb3dfcc790f",4,1,"H3641001","26-09-19-76",630,"1",2,1,2,20,120,,12,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
"c9ed3eaf96d747c5a7e7d3876c584f43",1,1,"H2610801","37-35-85-27",310,"1",2,1,21,44,15,,11,2017,11,2017,1,"1",,,18,42,22,270000,4,,1,"1",,,0,44
"c9ed3eaf96d747c5a7e7d3876c584f43",1,1,"H2610801","37-35-85-27",130,"1",2,1,150,45,1,,11,2017,11,2017,1,"1",,,120,45,1,96000,4,,1,"1",,,0,45
"c9ed3eaf96d747c5a7e7d3876c584f43",1,2,"H2610801","37-35-85-27",812,"1",2,1,135,44,1,,7,2017,12,2017,1,"1",,,135,44,1,243000,4,,1,"1",,,0,44
"c9ed3eaf96d747c5a7e7d3876c584f43",1,2,"H2610801","37-35-85-27",741,"1",2,1,7,20,16,,8,2017,12,2017,1,"1",,,0,,,,,,,,,,1,20
"c9ff94a24e1b400ebf7bce938cd398a2",1,1,"H3090301","76-46-55-98",741,"1",2,1,65,20,15,,7,2017,12,2017,1,"2",,,0,,,,,,,,,,0,20
"c9ff94a24e1b400ebf7bce938cd398a2",2,1,"H3090301","76-46-55-98",741,"2",2,1,60,20,15,,7,2017,12,2017,1,"2",,,0,,,,,,,,,,0,20
"c9ff94a24e1b400ebf7bce938cd398a2",2,1,"H3090301","76-46-55-98",630,"2",2,1,15,20,10,,12,2017,2,2018,1,"2",,,0,,,,,,,,,,0,20
"c9ff94a24e1b400ebf7bce938cd398a2",2,1,"H3090301","76-46-55-98",812,"2",2,1,10,45,60,,7,2017,8,2017,1,"1",,,10,45,12,2500000,3,,1,"1",,,0,45
"ca05761b0c30483694a7b10997b27859",1,0,"H2381001","37-62-66-24",630,"1",2,1,30,40,15,,7,2017,2,2018,1,"1",,,0,,,,,,,,,,0,40
"ca05761b0c30483694a7b10997b27859",1,1,"H2381001","37-62-66-24",150,"1",2,1,3,45,15,,11,2017,6,2018,1,"1",,,0,,,,,,,,,,0,45
"ca27634e05284b878a94b1c7a128ba47",1,1,"H3571001","51-77-87-41",741,"1",2,1,15,20,9,,6,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
"ca4e4c1afc414b32bcda92991a67357b",1,1,"H1700601","50-44-34-97",222,"1",2,1,100,45,1,,10,2017,10,2017,1,"1",,,0,,,,,,,,,,50,45
"ca4e4c1afc414b32bcda92991a67357b",3,0,"H1700601","50-44-34-97",630,"1",2,1,2,20,100,,12,2017,2,2018,1,"1",,,0,,,,,,,,,,1,20
"ca4f215fd24440afa1bcd35799ca0d5a",2,1,"H2000501","95-55-70-31",630,"1",2,1,9,40,80,,5,2017,5,2018,2,,1,,4,40,10,300000,2,,2,,1,2,0,40
"ca4f215fd24440afa1bcd35799ca0d5a",2,2,"H2000501","95-55-70-31",811,"1",2,1,1,44,12,,7,2017,9,2017,2,,1,2,1,44,22,25000,3,,2,,1,2,0,44
"ca4f215fd24440afa1bcd35799ca0d5a",3,1,"H2000501","95-55-70-31",812,"1",2,1,1.5,44,13,,10,2017,12,2017,2,,1,2,1.5,44,22,37500,3,,2,,1,2,0,44
"ca4f215fd24440afa1bcd35799ca0d5a",3,2,"H2000501","95-55-70-31",620,"1",2,1,6,20,17,,3,2018,5,2018,2,,1,2,0,,,,,,,,,,0,20
"ca4f215fd24440afa1bcd35799ca0d5a",5,1,"H2000501","95-55-70-31",210,"1",2,1,2,45,15,,9,2017,10,2017,2,,1,2,0,,,,,,,,,,0,45
"ca4f215fd24440afa1bcd35799ca0d5a",5,2,"H2000501","95-55-70-31",150,"1",2,1,1.5,45,15,,1,2017,1,2017,2,,1,2,0,,,,,,,,,,0,45
"ca99843df1df4881919346583b4c5d5e",1,1,"H3500601","46-49-51-40",741,"1",2,1,15,20,6,,7,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
"ca99843df1df4881919346583b4c5d5e",1,2,"H3500601","46-49-51-40",620,"1",2,1,3,20,66,,1,2018,3,2018,1,"1",,,0,,,,,,,,,,0,20
"ca99843df1df4881919346583b4c5d5e",1,5,"H3500601","46-49-51-40",210,"1",2,1,8,45,1,,12,2017,12,2017,1,"1",,,0,,,,,,,,,,0,21
"ca99843df1df4881919346583b4c5d5e",1,6,"H3500601","46-49-51-40",742,"1",2,1,10,20,15,,7,2017,12,2017,1,"1",,,10,20,90,100000,2,,1,"1",,,0,20
"caa22db6c88f4defaa990991aef06f1b",2,1,"H1920503","62-02-77-37",330,"4",2,1,124,42,1,,9,2017,9,2017,2,,1,4,124,45,1,124000,2,,2,,1,4,0,42
"caa22db6c88f4defaa990991aef06f1b",3,1,"H1920503","62-02-77-37",210,"4",2,1,85,35,1,,9,2017,9,2017,2,,1,4,0,,,,,,,,,,5,35
"cab394eace1b4b6cb7d4796fd807d331",1,1,"H2620106","97-07-20-68",210,"1",2,1,0.5,24,20,,10,2017,11,2017,1,"1",,,0,,,,,0,,,,,0,24
"cab394eace1b4b6cb7d4796fd807d331",1,1,"H2620106","97-07-20-68",130,"1",2,1,1.5,23,20,,10,2017,11,2017,1,"1",,,0,,,,,,,,,,0,23
"cae8e675f18340cfabe4d997b191e9b7",1,1,"H1820302","08-74-71-81",320,"2",2,1,60,45,1,,11,2017,11,2017,2,,2,,20,45,1,28000,2,,2,,1,2,0,45
"cae8e675f18340cfabe4d997b191e9b7",3,3,"H1820302","08-74-71-81",210,"2",2,1,30,45,1,,11,2017,11,2017,2,,1,2,0,,,,,,,,,,0,45
"cae8e675f18340cfabe4d997b191e9b7",3,4,"H1820302","08-74-71-81",630,"2",2,2,4,20,120,,9,2017,8,2018,2,,1,2,0,,,,,,,,,,0,20
"cae8e675f18340cfabe4d997b191e9b7",4,1,"H1820302","08-74-71-81",320,"1",2,1,240,45,1,,11,2018,11,2018,2,,1,2,180,45,1,252000,2,,2,,1,2,0,45
"caea67c62e68431f9926b1d0e92c7858",1,1,"H2660502","40-34-71-71",741,"2",2,1,6,20,15,,6,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"caea67c62e68431f9926b1d0e92c7858",1,2,"H2660502","40-34-71-71",610,"2",2,1,2,20,18,,12,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"caea67c62e68431f9926b1d0e92c7858",2,1,"H2660502","40-34-71-71",620,"2",2,2,4,20,30,,12,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
"caea67c62e68431f9926b1d0e92c7858",3,1,"H2660502","40-34-71-71",130,"2",2,1,5,23,8,,1,2018,2,2018,1,"2",,,0,,,,,,,,,,0,23
"caea67c62e68431f9926b1d0e92c7858",3,1,"H2660502","40-34-71-71",210,"2",2,1,3,24,13,,12,2017,12,2017,1,"2",,,0,,,,,,,,,,0,24
"caea67c62e68431f9926b1d0e92c7858",3,1,"H2660502","40-34-71-71",610,"2",2,1,1,20,20,,12,2017,12,2017,1,"2",,,0,,,,,,,,,,0,20
"cb3b6de30e3a41c589907a9e7be73103",1,1,"H3450301","39-97-94-55",620,"2",2,1,2,20,100,,12,2017,2,2018,2,,1,2,0,,,,,,,,,,0,20
"cb3b6de30e3a41c589907a9e7be73103",1,2,"H3450301","39-97-94-55",130,"2",2,1,7,23,12,,12,2017,1,2018,2,,1,2,0,,,,,,,,,,0,23
"cb3b6de30e3a41c589907a9e7be73103",1,2,"H3450301","39-97-94-55",210,"2",2,1,20,24,1,,12,2017,12,2017,2,,1,2,0,,,,,,,,,,0,24
"cb51943f6f234b808dd6bf9bcb4b2d2e",1,1,"H4080501","30-31-51-97",741,"2",2,1,100,20,25,,8,2017,12,2017,2,,1,2,70,20,68,630000,4,,2,,1,2,0,20
"cb51943f6f234b808dd6bf9bcb4b2d2e",1,2,"H4080501","30-31-51-97",130,"2",2,1,4,23,15,,11,2017,11,2017,2,,1,2,0,,,,,0,,,,,0,23
"cb51943f6f234b808dd6bf9bcb4b2d2e",1,3,"H4080501","30-31-51-97",620,"2",2,1,18,20,15,,2,2018,4,2018,2,,1,2,8,20,22,56000,4,,2,,1,2,0,20
"cb5bbd11830544ba859bf340e67712f3",1,1,"H3810801","13-39-11-27",811,"2",2,1,10,24,1,,9,2017,9,2017,2,,1,2,10,24,1,12000,2,,2,,1,2,0,24
"cb5bbd11830544ba859bf340e67712f3",1,1,"H3810801","13-39-11-27",741,"2",2,1,10,20,13,,11,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"cb5bbd11830544ba859bf340e67712f3",2,1,"H3810801","13-39-11-27",130,"2",2,1,30,45,100,,11,2017,12,2017,2,,1,2,29,45,10,1450000,2,,2,,1,2,0.25,45
"cb5bbd11830544ba859bf340e67712f3",2,2,"H3810801","13-39-11-27",210,"2",2,1,150,45,1,,12,2017,12,2017,2,,1,2,100,45,1,150000,2,,2,,1,,10,45
"cb5bbd11830544ba859bf340e67712f3",3,1,"H3810801","13-39-11-27",210,"2",2,1,150,45,1,,12,2017,12,2017,2,,1,2,100,45,1,150000,2,,2,,1,2,20,45
"cb5bbd11830544ba859bf340e67712f3",3,1,"H3810801","13-39-11-27",130,"2",2,1,12,45,100,,12,2017,12,2017,2,,1,2,11,45,1,555000,2,,2,,1,2,0.5,45
"cbd2d0ab9b564af39cedaff8c11c2c2e",5,1,"H1751102","58-49-93-12",741,"1",2,1,10,20,13,,7,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"cc04d4e6937a4c39802e47de448bf273",2,1,"H2211001","00-79-91-70",130,"6",2,1,110,45,1,,11,2017,11,2017,1,"6",,,0,,,,,,,,,,5,45
"cc04d4e6937a4c39802e47de448bf273",2,2,"H2211001","00-79-91-70",320,"6",2,1,40,45,1,,12,2017,12,2017,1,"6",,,10,45,1,10000,2,,1,"6",,,0,45
"cc04d4e6937a4c39802e47de448bf273",3,1,"H2211001","00-79-91-70",520,"6",2,1,180,40,1,,11,2017,12,2017,1,"6",,,180,40,1,270000,2,,1,"6",,,0,40
"cc0bf7df63eb4972bf9d65f3c705a37a",2,1,"H1680402","47-97-18-34",620,"1",2,1,4,20,120,,10,2017,11,2017,2,,1,2,0,,,,,,,,,,0,20
"cc33028dfe7d487288ff2e56ca10103b",1,1,"H2790201","39-44-20-60",870,"4",2,1,8,24,1,,8,2017,8,2017,1,"4",,,8,20,1,80000,3,,1,"4",,,0,24
"cc33028dfe7d487288ff2e56ca10103b",1,1,"H2790201","39-44-20-60",741,"4",2,1,28,20,5,,6,2017,12,2017,2,,4,7,0,,,,,,,,,,3,20
"cc33028dfe7d487288ff2e56ca10103b",1,1,"H2790201","39-44-20-60",811,"4",2,1,3,44,50,,9,2017,12,2017,1,"4",,,3,44,12,312000,2,,1,"4",,,0,44
"cc33028dfe7d487288ff2e56ca10103b",2,1,"H2790201","39-44-20-60",130,"4",2,1,90,45,1,,12,2017,12,2017,2,,4,7,0,,,,,,,,,,10,45
"cc33028dfe7d487288ff2e56ca10103b",2,1,"H2790201","39-44-20-60",210,"4",2,1,200,35,1,,11,2017,12,2017,2,,4,7,100,35,1,140000,2,,2,,4,7,5,35
"cc4ab6f565e44dafa8cac269cc03e0bf",1,1,"H3050301","02-71-09-20",742,"2",2,1,120,20,20,,7,2017,12,2017,2,,1,2,120,20,68,360000,2,,2,,1,2,0,20
"cc4ab6f565e44dafa8cac269cc03e0bf",1,1,"H3050301","02-71-09-20",741,"2",2,1,200,20,0,,7,2017,12,2017,2,,1,2,140,20,68,2100000,2,,2,,1,2,0,20
"cc4ab6f565e44dafa8cac269cc03e0bf",1,2,"H3050301","02-71-09-20",310,"2",2,1,14,42,70,,1,2018,2,2018,2,,1,2,10,42,10,500000,2,,2,,1,2,0,42
"cc4ab6f565e44dafa8cac269cc03e0bf",2,1,"H3050301","02-71-09-20",741,"2",2,1,360,20,22,,7,2017,12,2017,2,,1,2,240,20,68,3600000,2,,2,,1,2,0,20
"cc4ab6f565e44dafa8cac269cc03e0bf",2,2,"H3050301","02-71-09-20",310,"2",2,1,5,44,80,,1,2018,1,2018,2,,1,2,5,42,10,300000,2,,2,,1,2,0,44
"cc4ab6f565e44dafa8cac269cc03e0bf",3,1,"H3050301","02-71-09-20",741,"2",2,1,400,20,25,,7,2017,12,2017,2,,1,2,240,20,68,3600000,2,,2,,1,2,0,20
"cc4ab6f565e44dafa8cac269cc03e0bf",4,1,"H3050301","02-71-09-20",130,"2",2,1,1,45,20,,2,2018,2,2018,2,,1,2,0,,,,,,,,,,0,45
"cc4ab6f565e44dafa8cac269cc03e0bf",4,1,"H3050301","02-71-09-20",210,"2",2,1,6,24,12,,1,2018,1,2018,2,,1,2,0,,,,,0,,,,,0,24
"cc6946e73a5a409cabfd34360dca3ce2",1,0,"H0730601","93-41-08-69",620,"1",2,1,2,20,120,,2,2018,6,2018,1,"1",,,0,,,,,,,,,,0,20
"cc6946e73a5a409cabfd34360dca3ce2",2,0,"H0730601","93-41-08-69",130,"1",2,1,2,12,8,,11,2017,11,2017,1,"1",,,0,,,,,,,,,,0,12
"cc6946e73a5a409cabfd34360dca3ce2",2,0,"H0730601","93-41-08-69",210,"1",2,1,2,45,5,,11,2017,11,2017,1,"1",,,0,,,,,,,,,,0,45
"ccc6f383151942d08e84ab6b223fb2e0",1,1,"H1080601","27-79-68-46",130,"2",2,1,1,12,70,,11,2017,12,2017,1,"2",,,0,,,,,,,,,,0,12
"ccc6f383151942d08e84ab6b223fb2e0",1,2,"H1080601","27-79-68-46",130,"2",2,1,0.5,12,70,,12,2017,12,2017,1,"2",,,0,,,,,0,,,,,0,12
"ccc6f383151942d08e84ab6b223fb2e0",1,2,"H1080601","27-79-68-46",320,"2",2,1,50,45,1,,12,2017,12,2017,1,"2",,,10,45,1,10000,2,,1,"2",,,0,45
"ccd3d1597a9f4e9fbd86d7f15ee9b5c2",1,1,"H2780301","47-58-94-75",811,"1",2,1,3,44,100,,9,2017,11,2017,2,,1,2,3,44,10,600000,2,,2,,1,2,0,44
"ccd3d1597a9f4e9fbd86d7f15ee9b5c2",1,1,"H2780301","47-58-94-75",741,"1",2,1,45,20,17,,7,2017,12,2017,2,,1,2,0,,,,,,,,,,2,20
"ccd3d1597a9f4e9fbd86d7f15ee9b5c2",3,1,"H2780301","47-58-94-75",610,"1",2,1,25,20,15,,12,2017,12,2017,2,,1,2,13,20,22,200000,4,,2,,1,2,2,20
"cd2c9bb99db343f6a75ba7a65fc352f7",1,1,"H1720301","99-48-17-82",141,"2",2,1,1,45,100,,8,2017,10,2017,2,,1,2,0.4,45,1,72000,2,,2,,1,2,0,45
"cd2c9bb99db343f6a75ba7a65fc352f7",1,2,"H1720301","99-48-17-82",620,"2",2,1,3,20,100,,1,2018,2,2018,2,,1,2,0,,,,,,,,,,1,20
"cd2c9bb99db343f6a75ba7a65fc352f7",2,1,"H1720301","99-48-17-82",141,"2",2,1,2.7,45,100,,9,2017,9,2017,2,,1,2,2,45,10,400000,2,,2,,1,2,0,45
"cd2c9bb99db343f6a75ba7a65fc352f7",5,1,"H1720301","99-48-17-82",620,"2",2,1,1,20,100,,8,2017,9,2017,2,,1,2,0.2,20,10,10000,2,,2,,1,2,0.3,20
"cd35f98f0f144c54a364480fb5944962",1,1,"H4130301","48-28-85-80",741,"1",2,1,10,20,6,,7,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"cd35f98f0f144c54a364480fb5944962",1,1,"H4130301","48-28-85-80",130,"1",2,1,2,22,12,,12,2017,1,2018,2,,1,2,0,,,,,0,,,,,0,22
"cd35f98f0f144c54a364480fb5944962",2,1,"H4130301","48-28-85-80",210,"1",2,1,3,24,10,,11,2017,12,2017,2,,1,2,0,,,,,0,,,,,0,24
"cd57c9d1350145a7a626c72cfdaf56e6",1,0,"H1530801","75-95-62-07",741,"1",2,1,30,20,8,,7,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
"cd57c9d1350145a7a626c72cfdaf56e6",1,0,"H1530801","75-95-62-07",210,"1",2,1,50,45,1,,9,2017,10,2017,1,"1",,,0,,,,,,,,,,5,45
"cd57c9d1350145a7a626c72cfdaf56e6",1,0,"H1530801","75-95-62-07",811,"1",2,1,15,24,1,,9,2017,10,2017,1,"1",,,15,24,1,10000,2,,1,"1",,,0,24
"cd57c9d1350145a7a626c72cfdaf56e6",2,1,"H1530801","75-95-62-07",741,"1",2,1,20,20,7,,7,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
"cd876ff2891e4fefa60e026952666e6c",1,1,"H0720802","75-84-26-43",744,"1",2,1,3,20,5,,9,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
"cd876ff2891e4fefa60e026952666e6c",1,1,"H0720802","75-84-26-43",130,"1",2,1,2,23,50,,12,2017,12,2017,1,"1",,,0,,,,,,,,,,0,23
"cd876ff2891e4fefa60e026952666e6c",1,1,"H0720802","75-84-26-43",210,"1",2,1,3,24,30,,11,2017,12,2017,1,"1",,,0,,,,,,,,,,0,24
"cd876ff2891e4fefa60e026952666e6c",2,1,"H0720802","75-84-26-43",130,"1",2,1,2,23,50,,12,2017,12,2017,1,"1",,,0,,,,,,,,,,0,23
"cd876ff2891e4fefa60e026952666e6c",2,1,"H0720802","75-84-26-43",210,"1",2,1,1,24,30,,12,2017,12,2017,1,"1",,,0,,,,,,,,,,0,24
"cd8aea5b15434830a963d3efb2b6fd89",1,1,"H1430902","13-75-36-07",150,"2",2,1,0.5,45,100,,7,2017,8,2017,2,,1,2,0.3,45,10,25200,3,,2,,1,2,0,45
"cd8aea5b15434830a963d3efb2b6fd89",1,1,"H1430902","13-75-36-07",141,"2",2,1,1,45,100,,7,2017,8,2017,2,,1,2,0.9,45,10,80000,3,,2,,1,2,0,45
"cd8aea5b15434830a963d3efb2b6fd89",2,0,"H1430902","13-75-36-07",630,"2",2,1,4,20,720,,7,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"cd8b46e3b4bc403196d2dcd7a06a7c15",1,1,"H4170301","01-27-68-19",210,"1",2,1,2,14,15,,11,2017,11,2017,1,"1",,,0,,,,,,,,,,0,14
"cdf32c97f272447db75c382c2507704a",1,1,"H4130401","11-23-46-22",210,"2",2,1,2,24,15,,1,2018,1,2018,1,"2",,,0,,,,,0,,,,,0,24
"cdf32c97f272447db75c382c2507704a",2,1,"H4130401","11-23-46-22",510,"2",2,1,240,20,4,,7,2017,12,2017,1,"2",,,180,20,88,144000,2,,1,"2",,,20,20
"cdf32c97f272447db75c382c2507704a",3,1,"H4130401","11-23-46-22",130,"2",2,1,1,24,20,,1,2018,1,2018,1,"2",,,0,,,,,0,,,,,0,24
"cdf32c97f272447db75c382c2507704a",3,1,"H4130401","11-23-46-22",741,"2",2,1,60,20,8,,7,2017,12,2017,1,"2",,,0,,,,,,,,,,0,20
"cdf76842fd3849d6aebe39e8e8d69bb2",1,1,"H4290701","36-91-67-90",210,"2",2,1,10,24,0.5,,2,2018,2,2018,2,,1,2,0,,,,,,,,,,0,24
"cdf76842fd3849d6aebe39e8e8d69bb2",1,1,"H4290701","36-91-67-90",741,"2",2,2,10,20,5,,8,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"ce36f3a075c3477ba8a22879145f624f",1,1,"H1240901","73-53-95-58",210,"2",2,1,3,24,10,,11,2017,11,2017,2,,1,2,0,,,,,,,,,,0,24
"ce36f3a075c3477ba8a22879145f624f",1,1,"H1240901","73-53-95-58",130,"2",2,1,4,12,15,,12,2017,1,2018,2,,1,2,0,,,,,,,,,,0,12
"ce36f3a075c3477ba8a22879145f624f",1,2,"H1240901","73-53-95-58",130,"2",2,1,35,45,1,,12,2017,1,2018,2,,1,2,0,,,,,,,,,,0,45
"ce36f3a075c3477ba8a22879145f624f",1,2,"H1240901","73-53-95-58",310,"2",2,1,1,42,20,,12,2017,12,2017,2,,1,2,0,,,,,,,,,,0,42
"ce36f3a075c3477ba8a22879145f624f",2,1,"H1240901","73-53-95-58",620,"2",2,2,5,20,100,,12,2017,3,2018,2,,1,2,0,,,,,,,,,,1,20
"ce74a4e77b014782bd500a79139e5a37",1,1,"H2211003","79-73-71-16",130,"11",2,1,350,45,1,,11,2017,11,2017,2,,2,11,0,,,,,,,,,,0,45
"ce74a4e77b014782bd500a79139e5a37",2,1,"H2211003","79-73-71-16",330,"11",2,1,650,42,1,,11,2017,11,2017,2,,2,11,650,35,1,650000,2,,2,,2,11,0,42
"ce74a4e77b014782bd500a79139e5a37",5,0,"H2211003","79-73-71-16",130,"11",2,1,130,45,1,,11,2017,11,2017,2,,2,11,0,,,,,,,,,,0,45
"cea17bf4bfd14c58904a231db5725f8c",1,0,"H1720202","25-28-16-31",630,"1",2,1,5,20,100,,1,2018,3,2018,2,,1,2,1,20,10,100000,2,,1,"2",,,1,20
"ced2919b4d95454db63ccce59855d20e",1,1,"H1500901","45-21-41-30",210,"9",2,1,4,45,100,,10,2017,10,2017,2,,1,9,2,45,10,120000,2,,2,,1,9,0.5,45
"ced2919b4d95454db63ccce59855d20e",1,1,"H1500901","45-21-41-30",130,"9",2,1,150,45,1,,9,2017,10,2017,2,,1,9,50,45,1,30000,2,,2,,1,9,40,45
"ced2919b4d95454db63ccce59855d20e",2,1,"H1500901","45-21-41-30",130,"9",2,1,200,45,1,,10,2017,10,2017,2,,1,9,50,45,1,75000,2,,2,,1,9,50,45
"ced2919b4d95454db63ccce59855d20e",2,1,"H1500901","45-21-41-30",210,"9",2,1,200,45,1,,9,2017,10,2017,2,,1,9,100,45,1,150000,2,,2,,1,9,40,45
"ced2919b4d95454db63ccce59855d20e",3,1,"H1500901","45-21-41-30",210,"9",2,1,160,45,1,,9,2017,10,2017,2,,1,9,50,45,1,75000,2,,2,,1,9,40,45
"ced2919b4d95454db63ccce59855d20e",3,1,"H1500901","45-21-41-30",741,"9",2,1,60,20,14,,7,2017,12,2017,2,,1,9,24,20,68,360000,2,,2,,1,9,6,20
"ced2919b4d95454db63ccce59855d20e",3,1,"H1500901","45-21-41-30",811,"9",2,1,50,44,1,,8,2017,10,2017,2,,1,9,50,44,1,200000,2,,2,,1,9,0,44
"ced60c5f3dbc42f591941671451d3758",1,0,"H0911101","87-72-66-32",810,"2",2,1,210,44,1,,8,2017,12,2017,1,"1",,,210,44,,462000,2,,1,"1",,,0,44
"ced60c5f3dbc42f591941671451d3758",1,0,"H0911101","87-72-66-32",210,"2",2,1,3,20,20,,10,2017,10,2017,1,"1",,,0,,,,,,,,,,0,20
"ced60c5f3dbc42f591941671451d3758",1,0,"H0911101","87-72-66-32",870,"2",2,2,5,99,15,,9,2017,11,2017,1,"1",,,5,20,,200000,5,,1,"1",,,0,99
"ced60c5f3dbc42f591941671451d3758",1,0,"H0911101","87-72-66-32",130,"2",2,1,2,45,15,,12,2017,12,2017,1,"1",,,0,,,,,,,,,,0,45
"ced60c5f3dbc42f591941671451d3758",1,1,"H0911101","87-72-66-32",741,"2",2,1,30,20,15,,7,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
"ced60c5f3dbc42f591941671451d3758",1,2,"H0911101","87-72-66-32",620,"2",2,1,2,20,120,,11,2017,2,2018,2,,1,2,0,,,,,,,,,,0,20
"cf12b219d0544d6680f94ee5400d69b4",1,1,"H2820603","15-10-45-62",210,"1",2,1,2,24,15,,10,2017,10,2017,2,,1,2,0,,,,,0,,,,,0,24
"cf12b219d0544d6680f94ee5400d69b4",1,1,"H2820603","15-10-45-62",130,"1",2,1,1,24,15,,10,2017,10,2017,2,,1,2,0,,,,,0,,,,,0,24
"cf39119c34404ce295ba586a05ac47ef",2,1,"H2000301","98-08-26-37",210,"2",2,1,1,45,13,,10,2017,10,2017,2,,1,2,0,,,,,,,,,,0,45
"cf39119c34404ce295ba586a05ac47ef",2,1,"H2000301","98-08-26-37",120,"2",2,1,1.5,45,15,,10,2017,11,2017,2,,1,2,1,45,22,29000,4,,2,,1,2,0,45
"cf3989f998284355a57cf8d01bd531f3",1,0,"H4210801","87-17-07-50",210,"1",2,1,5,24,15,,11,2017,11,2017,2,,1,2,0,,,,,,,,,,0,24
"cf3989f998284355a57cf8d01bd531f3",1,1,"H4210801","87-17-07-50",130,"1",2,1,1,23,15,,11,2017,11,2017,2,,1,2,0,,,,,0,,,,,0,23
"cf4254997a544c69ac7e29578529178c",2,1,"H2110301","67-00-02-29",310,"2",2,1,135,42,1,,11,2017,11,2017,1,"1",,,0,,,,,,,,,,0,42
"cf48f652137949de9bf3414f687c8e5b",1,1,"H2810701","31-61-99-19",130,"1",2,1,1,23,50,,10,2017,12,2017,2,,1,2,0,,,,,0,,,,,0,23
"cf48f652137949de9bf3414f687c8e5b",1,1,"H2810701","31-61-99-19",210,"1",2,1,2.5,24,15,,9,2017,10,2017,2,,1,2,0,,,,,0,,,,,0.5,24
"cf48f652137949de9bf3414f687c8e5b",2,1,"H2810701","31-61-99-19",741,"1",2,1,20,20,5,,7,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"cf5f9c9911a740d1906bba047b2137af",1,1,"H1590701","93-37-01-26",520,"1",2,1,70,40,1,,11,2017,11,2017,2,,1,2,70,40,1,140000,2,,2,,1,2,0,40
"cf5f9c9911a740d1906bba047b2137af",3,0,"H1590701","93-37-01-26",141,"1",2,1,3,45,15,,11,2017,11,2017,2,,1,2,1,45,22,24000,2,,2,,1,2,0,45
"cf5f9c9911a740d1906bba047b2137af",3,0,"H1590701","93-37-01-26",150,"1",2,1,5,45,12,,11,2017,11,2017,2,,1,2,0,,,,,,,,,,1,45
"cf5f9c9911a740d1906bba047b2137af",4,0,"H1590701","93-37-01-26",620,"1",2,1,5,20,80,,10,2017,12,2017,2,,1,2,0,,,,,,,,,,0.5,20
"cf5f9c9911a740d1906bba047b2137af",4,1,"H1590701","93-37-01-26",520,"1",2,1,50,40,1,,11,2017,11,2017,2,,1,2,50,40,1,100000,2,,2,,1,2,0,40
"cf74c4e44bb3491b996e70e543f7ca12",1,1,"H3360601","77-36-95-30",741,"2",2,1,30,20,10,,7,2017,12,2017,1,"2",,,30,20,68,300000,2,,1,"2",,,0,20
"cf74c4e44bb3491b996e70e543f7ca12",1,2,"H3360601","77-36-95-30",812,"2",2,1,3,44,90,,10,2017,12,2017,1,"2",,,3,44,10,432000,2,,1,"2",,,0,44
