"t0_hhid","APCode","hhid","s6cq03a","s6cq03b","s6cq03c","s6cq03d","s6cq03e","s6cq03f","s6cq04a","s6cq04b","s6cq04c","s6cq05a","s6cq05b","s6cq05c","s6cq06","s6cq07","s6cq08","s6cq09","s6cq10","s6cq11","s6cq12","s6cq13a","s6cq13b","s6cq14a","s6cq14b","s6cq15","s6cq15b","s6cq15c","s6cq16"
"H1700703",23,"60e7140ffa4444c8a66604d6d775fc56",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,3,,1
"H1700703",26,"60e7140ffa4444c8a66604d6d775fc56",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,3,,1
"H1700301",23,"61f9803fd4b843269d85759fa849a22c",9,1,2,1,2,2,0,,,0,,,3,8,0,0,0,0,0,0,,0,,2,1,3,1
"H1440601",23,"62ef03f7946645638209d9001a348dc3",6,1,2,1,2,2,0,,,0,,,8,0,0,0,0,0,0,0,,0,,2,3,6,1
"H2150301",23,"62f7f39afcd14f4e847cb535a4a4edd2",2,3,,1,3,2,0,,,0,,,3,0,0,0,0,0,1,0,,0,,0,5,6,1
"H1070701",23,"630a78370ca1494dac008cf11af8102b",4,1,2,1,2,2,0,,,0,,,20,0,0,0,0,0,20,4,5000,0,,0,1,3,1
"H2210103",26,"631baafe810041c89f84956d7d0bec43",4,3,,3,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,3,1,1
"H1100201",23,"639904b89f424930a608975e652cb2d7",10,1,2,1,2,2,0,,,0,,,9,6,0,0,0,0,0,0,,0,,5,3,,1
"H1191001",23,"63d26b88b52948da88f088281ce5f0ad",10,2,,2,,2,0,,,0,,,7,6,0,0,0,0,0,0,,2,15000,1,6,5,1
"H4051001",23,"63ff4cd3a3c94b1390bbccba110d8bdc",10,2,,1,2,2,0,,,0,,,6,8,0,0,0,4,0,0,,0,,0,1,3,1
"H3840701",23,"64261b2ef31643998edd6c495744c905",20,1,,1,,2,0,,,0,,,20,10,0,0,0,0,10,0,,0,,0,1,,1
"H1940202",23,"643ee97f892c4103ac3d3754bee00180",4,1,,1,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,3,,1
"H2200403",23,"64ac3328a38747a8b77a2b4ac460c0a1",0,,,,,1,0,,,0,,,6,7,0,1,2,0,5,0,,1,15000,4,3,1,1
"H1291001",23,"64f1b95703174b18be5d2149c373ca5c",12,1,2,1,2,2,0,,,0,,,10,10,0,0,0,0,4,0,,4,10000,0,1,5,1
"H3610201",23,"64fa5b910c4c49dbbc4857602d0d672e",5,1,,1,7,2,0,,,0,,,2,4,0,0,0,0,0,0,,0,,1,3,6,1
"H1950402",23,"650c312f114a455ea633421ac415f43b",3,1,,1,,2,0,,,0,,,6,0,0,0,0,0,6,3,14000,0,,0,3,5,1
"H4150401",23,"6510394aa6aa408d905e1c07e4ae9bd0",3,1,,1,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,6,,1
"H2251001",23,"6552ba66f3a04eab9c64d915937f6431",31,1,2,1,2,2,0,,,0,,,23,11,0,0,0,0,0,0,,0,,3,1,3,1
"H1070801",23,"65917ccc57e4489bb3bc235a47fa4780",7,1,,1,,2,0,,,0,,,11,0,0,1,0,0,0,0,,0,,3,1,3,1
"H3950601",23,"65eb3bef2b0c47d6b207dd1888da3c4d",20,1,,1,,2,0,,,0,,,29,10,0,0,1,0,9,0,,2,11500,7,1,3,1
"H2630201",23,"65ed8d28b51145479007a04b86be57c1",5,1,2,2,,2,0,,,0,,,8,7,0,0,0,8,0,0,,0,,2,3,6,1
"H2250303",23,"66443b76761442b7ae9f75ac22b46e50",3,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,3,7000,0,,0,1,3,1
"H2081104",23,"6647ad4cab9341138c4050e319b2a577",10,1,2,1,,2,0,,,0,,,15,0,0,0,0,0,2,0,,1,20000,2,1,3,1
"H2960301",23,"66959d5454ec43c7861bec7889849ad1",8,2,,2,,2,0,,,0,,,8,0,0,0,0,0,0,0,,0,,0,1,,1
"H0671001",23,"66c0f950e7834f2fbf566635e826fcb3",26,2,3,2,3,2,0,,,0,,,9,18,0,0,0,0,0,0,,1,28000,0,1,,1
"H4090501",23,"66d7928c0bf8443489d30ed577945db0",20,,,,,2,0,,,0,,,5,15,0,0,0,0,0,0,,0,,0,1,5,1
"H2060102",23,"67100c815d044e33a4b6f94192aeb381",3,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,3,4000,0,,0,1,,1
"H2090603",23,"67215dfd80364d729a90eceaac438cf8",13,1,,1,,2,0,,,0,,,18,30,0,1,0,28,0,0,,0,,6,3,4,1
"H2090603",26,"67215dfd80364d729a90eceaac438cf8",2,1,,1,,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,3,3,1,1
"H3860401",23,"67525bacd6ea402f80869cb21c494b4c",9,1,3,3,,2,0,,,0,,,7,4,0,0,0,0,0,2,7500,0,,4,1,6,1
"H1440404",23,"6764c2a9e2c441a1ad4f637da4f63c84",14,1,3,1,3,2,0,,,0,,,3,26,0,0,0,7,8,0,,0,,0,1,3,1
"H1900801",23,"6794adde478c40e893b395ddd3f13228",12,1,2,1,2,2,1,1,2,0,,,4,9,0,0,0,0,0,0,,0,,1,3,4,1
"H2110101",23,"679b99b535b046b491106a4331f9f9ee",15,1,2,1,2,2,0,,,0,,,5,16,0,0,3,0,2,0,,0,,1,1,3,1
"H3900901",23,"67ce8c2b5f374703859698b086e274d3",4,1,2,1,,2,0,,,0,,,3,8,0,0,0,7,0,0,,0,,0,1,3,1
"H1300602",23,"67d7cfc30ead4abe9f40aab6e8a28887",27,1,2,1,2,2,0,,,0,,,20,7,0,0,0,0,0,0,,0,,0,1,3,1
"H3350601",23,"681cbb8c5bb244c5b55a076ccfe17f8c",20,2,4,2,4,2,0,,,0,,,10,27,0,1,2,0,14,0,,0,,0,1,4,1
"H3350601",26,"681cbb8c5bb244c5b55a076ccfe17f8c",7,2,5,2,5,2,0,,,0,,,4,15,0,0,0,12,0,0,,0,,0,1,4,1
"H2200404",23,"687ef184e9424f10b44cd82ef4c12324",20,1,2,1,2,2,0,,,0,,,9,44,0,3,0,8,20,0,,0,,2,1,3,1
"H1951001",23,"689e2ce77104402a9f872c8e05dd22c9",10,1,2,1,2,2,0,,,0,,,11,4,0,0,0,0,5,0,,0,,0,1,3,1
"H1151001",25,"68c5d85e73f442b98f9d734d23a6360c",50,1,2,2,15,2,0,,,0,,,550,0,0,0,0,0,0,0,,500,8000,0,1,,2
"H1151001",24,"68c5d85e73f442b98f9d734d23a6360c",0,,,,,2,0,,,0,,,400,0,0,0,0,0,0,0,,400,10000,0,1,,2
"H1820301",23,"68e2e3f630be4cc788a3c61f6b522b3a",12,1,2,1,2,2,0,,,0,,,14,7,0,0,4,0,0,0,,3,16000,2,1,3,1
"H2461002",26,"69389211ef9543f09dd0b955bd7ba94b",15,1,,1,2,2,0,,,0,,,3,13,0,0,0,0,0,0,,1,10000,0,1,5,1
"H2461002",23,"69389211ef9543f09dd0b955bd7ba94b",5,1,,1,3,2,0,,,0,,,7,3,0,0,0,0,5,0,,0,,0,6,1,1
"H1650101",23,"693ab0aa032b435cbd372e70848fb021",11,1,,1,5,2,0,,,0,,,5,7,0,0,0,0,0,0,,0,,1,3,1,2
"H3890501",23,"69bca440979f4ba59b8d57dd628e7d72",50,1,2,1,2,2,0,,,0,,,44,10,0,0,0,0,0,0,,0,,4,3,5,1
"H1300604",23,"69e60ef72eeb4fd2ab11d162e08170b7",1,3,,3,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H1920402",23,"6a1f1d0492b24ece992a0caf323e9157",19,2,5,2,5,2,0,,,0,,,16,9,0,1,1,1,0,0,,2,15000,1,3,5,1
"H2230601",23,"6a353fad5ce24f7d928c4bc5645ccf83",25,1,7,7,12,2,0,,,0,,,32,6,0,0,0,0,12,0,,0,,1,1,3,1
"H4090101",23,"6a62729833e64031b0586ff9e6ba9709",8,,,,,2,0,,,0,,,5,6,0,0,0,0,0,0,,2,8000,1,1,3,1
"H3870601",23,"6a786c2d723f4add86a4a778a805498b",8,1,2,1,2,1,0,,,0,,,1,7,0,0,0,0,0,0,,0,,0,1,3,1
"H1091001",23,"6a8c6955b0994898b925d6b30c1c855c",5,2,,2,,2,0,,,0,,,1,4,0,0,0,0,0,0,,0,,0,5,6,1
"H2140101",23,"6b55b47e2249487f97b9e81b07b8b490",1,1,2,1,2,2,0,,,0,,,6,0,0,0,0,0,5,0,,0,,0,1,6,1
"H1410402",23,"6bd3cf7a1e4345c4b67abce238dc828d",2,1,3,1,3,2,0,,,0,,,3,0,0,0,0,1,0,0,,0,,0,1,3,2
"H3980801",23,"6c26f95c9b844536a969e47ede58abba",5,1,2,1,2,2,0,,,0,,,1,4,0,0,0,0,0,0,,0,,0,6,1,1
"H3820101",23,"6c47c9e23f364985838504b94dcd0f98",14,2,,2,12,2,0,,,0,,,10,47,0,0,0,0,43,0,,0,,0,5,1,1
"H3851001",23,"6c82d38a510147bb8dea2705589e6ad0",6,1,2,1,2,2,0,,,0,,,4,4,0,0,0,0,0,0,,1,15000,1,5,1,1
"H1770901",23,"6ce5b0c08e9c49b9b1b389ebb52a0d29",11,2,,2,,2,0,,,0,,,6,5,0,0,0,0,0,0,,0,,0,3,4,1
"H2370801",23,"6d2e2dbf3a8046bbba64f9fd5ec54fbd",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H4010401",23,"6d3161443ac04336ace23492e57e319e",16,1,2,2,4,2,0,,,0,,,3,13,0,0,0,0,0,0,,0,,0,3,1,1
"H1320801",23,"6d62d577102f4e0fa86652fc173d909f",16,1,,1,,2,0,,,0,,,10,15,0,0,0,0,7,0,,0,,2,3,6,1
"H1640902",23,"6d68da2a08ee4f92aee39d86974f0082",12,2,3,2,3,2,0,,,0,,,6,15,0,0,0,3,0,0,,4,9000,2,6,1,1
"H1331002",23,"6d80eda54c8046fb8018c220f362e6a9",15,2,,2,,2,0,,,0,,,20,0,0,0,0,0,2,0,,3,5000,0,1,5,1
"H0460201",26,"6e9fed759eb24d828cde8e8f85295fa5",2,3,,1,3,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,2
"H0460201",23,"6e9fed759eb24d828cde8e8f85295fa5",6,1,5,1,5,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,1,5,2
"H2900201",23,"6ea576e77a1444da8af810a7d7d1ff9c",10,1,2,1,2,2,0,,,0,,,13,7,0,0,0,3,0,0,,5,15000,2,1,3,1
"H1250601",23,"6ec00f7d379e4cceb131ac9725f35b1a",21,1,13,1,13,2,0,,,0,,,25,0,0,0,0,0,0,0,,4,15000,0,1,3,1
"H1430402",23,"6ed7bea2de0e4fe19ac7e0a5a7e0c5f9",8,1,2,1,2,2,0,,,0,,,4,6,0,0,0,1,0,0,,0,,1,6,3,2
"H1860302",23,"6eedbaa6dcca4d878447d1c2cab98136",15,1,2,1,2,2,0,,,0,,,25,0,0,0,0,0,0,0,,6,14600,4,1,3,1
"76",23,"6f035c845d044070b977bfd3ae5bfe18",7,1,,1,,2,0,,,0,,,13,0,0,0,0,3,2,0,,0,,1,3,,1
"H2110902",23,"6f502e1e043449cab9a278cbfd4c30f8",32,1,2,2,,2,0,,,0,,,10,14,8,0,0,0,0,1,5000,0,,1,1,,1
"H4000301",23,"6f601a010e1e4af68c6c7a487cc5d460",8,1,2,1,6,1,10,1,6,0,,,12,0,0,1,0,0,0,0,,1,14000,2,1,3,1
"H1330301",23,"6f60b55f26fb4ce68cfb46773cdd2175",6,1,,1,4,2,0,,,0,,,2,4,0,0,0,0,0,0,,0,,0,5,6,1
"H3760101",23,"6f750fb9941247278e9fbb82eace8268",2,1,2,1,2,2,0,,,0,,,9,0,0,0,0,0,7,0,,0,,0,3,4,1
"H3810301",23,"6f783cf387a44f4cba00be9ade1aed63",5,1,2,1,2,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,3,,1
"11",26,"6fd351dce142448db75da19ed3a51c08",20,1,2,1,2,2,0,,,0,,,23,0,0,0,0,0,0,0,,0,,3,1,3,1
"H3170801",23,"6fd460ca3c404736aa233ebb0ac0e849",6,2,,2,,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,6,,1
"H2001101",23,"700070912677437580e7da3eb10c7734",2,1,,1,2,2,0,,,0,,,0,0,0,0,0,0,0,2,10000,0,,0,6,1,1
"H1291002",23,"703b091c1c54412c9ad4e1bc9eb8e745",9,1,2,1,2,2,0,,,0,,,3,6,0,0,0,0,0,0,,0,,0,1,5,1
"H2030601",23,"7073a1951b984205b4413a79532a747c",8,1,2,2,,2,0,,,0,,,13,0,0,0,0,0,0,0,,2,12000,3,4,6,1
"H3860501",23,"7094083942b14b01bf5b9b2a20d0401d",6,1,,1,,2,0,,,0,,,6,4,0,0,0,3,0,0,,1,22000,0,1,2,1
"H4040201",23,"70c760d051444ba5b9d938d3b795f629",2,1,,1,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,3,1,1
"H2140801",23,"71567b0738d2489d911fd9abb92d18bb",0,,,,,2,0,,,0,,,4,0,0,0,0,1,2,0,,0,,1,3,,1
"H3640601",23,"716b7f44cabf49a2847a3889e6727028",2,1,,2,4,2,0,,,0,,,5,0,0,0,0,0,0,1,7000,2,15000,2,3,5,1
"H1900201",23,"717fe47c19c849829a4da328ab62616c",16,1,2,1,2,2,0,,,0,,,8,12,0,2,0,0,1,0,,0,,1,3,5,1
"H4020501",23,"7196fc8c703d4b63b77abfa5a2bd8a87",0,,,,,2,3,1,2,0,,,0,0,0,0,0,0,0,0,,0,,0,9,,1
"H3640801",23,"71d08d8479d04271a989d162da8446f1",16,1,,1,,2,0,,,0,,,6,10,0,0,0,0,0,0,,0,,0,3,,1
"H2710602",23,"71f720c6ba3e47c7b296d3cac439556e",3,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,4,3,20000,0,,0,1,5,1
"H1200801",23,"71fc52bca7824edf8eea7a129275e5f7",7,1,,1,,2,0,,,0,,,6,8,0,0,0,0,2,0,,5,20000,0,1,5,1
"H1510801",26,"7231cac3c984454fbb9963e15947dc38",2,1,2,1,4,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"H1510801",23,"7231cac3c984454fbb9963e15947dc38",2,1,2,1,4,2,0,,,0,,,50,0,0,2,0,0,36,0,,8,12000,2,1,3,2
"H3770801",26,"726c55c38e5c413c9537339f0570449a",2,2,,2,3,2,0,,,0,,,0,0,0,0,0,0,0,2,4000,0,,0,1,6,2
"H3770801",23,"726c55c38e5c413c9537339f0570449a",14,2,,2,3,2,0,,,0,,,9,9,0,0,0,0,0,0,,2,14000,2,1,6,2
"H3210901",23,"7277729586fb4a9592696d72ce3de753",5,1,4,1,4,2,0,,,0,,,25,5,0,0,0,0,2,0,,17,15000,6,1,5,1
"H1331101",23,"728afb63255b4874ae765595bfec8cb7",17,2,,2,,2,0,,,0,,,7,15,0,0,0,5,0,0,,0,,0,1,5,1
"H4010601",23,"729ba85c48a14df3abbfe298e90e3931",10,1,2,2,,2,0,,,0,,,10,10,0,0,0,2,0,0,,6,7300,2,1,3,1
"H3710601",23,"72e6998f6ca846fc9fa53cc11cf80bb3",60,1,,2,3,2,0,,,0,,,86,0,0,0,0,1,14,0,,3,20000,8,6,5,1
"H2420502",23,"72f813fc964b4814bfc83da19685f39b",6,1,,1,,2,0,,,0,,,5,4,0,0,0,0,3,0,,0,,0,3,1,1
"H1080501",23,"72fb95c7e7834be3915e0b43acbe1246",12,2,4,2,4,1,0,,,0,,,6,8,0,0,0,0,0,0,,2,10000,0,1,6,1
"H1320601",23,"7308518286db4f34b37462cdff7ac26b",33,1,,1,,2,0,,,0,,,17,20,0,0,0,0,0,0,,4,10000,0,6,5,1
"H3880801",23,"73b1cbfa562e4305935b545bfdb0e9fe",2,1,,1,9,2,0,,,0,,,10,0,0,0,0,0,8,0,,0,,0,3,,1
"H3750701",23,"7448642df3c040f79bf36e011ac2fb61",2,2,,2,,2,0,,,0,,,5,0,0,0,0,0,0,1,15000,4,7000,0,1,3,1
"H1290501",23,"745a4b56b26e43f9afbbc9343f14bdad",2,1,,1,,2,0,,,0,,,8,0,0,0,2,0,0,0,,4,15000,0,1,5,1
"H2500901",23,"74836479cf48492db52be583839a96e2",2,1,,1,,2,0,,,0,,,6,0,0,0,0,0,4,0,,0,,0,3,,1
"H3650601",23,"7489719b1a9d4197b9b8f559c815b2f5",10,2,,2,,2,0,,,0,,,4,18,0,0,0,6,4,0,,0,,2,3,1,1
"H3540901",23,"754f67e61eb4442fb06d25beede9d8ba",6,1,,1,,2,2,1,,0,,,8,0,0,0,0,0,0,0,,0,,2,3,,1
"H0881001",23,"755675efb9c54d1bbdbc4db3fd90defd",2,3,,3,,2,0,,,0,,,8,0,0,0,0,0,5,0,,0,,1,3,1,1
"H0390901",23,"7589e3d8e7eb4b719e535585550b9b5a",16,1,2,1,2,2,0,,,0,,,9,7,0,0,0,0,0,0,,0,,0,1,,2
"H2230302",23,"75b276d5f7e54d28b9332cac6c7f01d1",6,1,,1,,2,0,,,0,,,10,6,0,1,1,0,6,0,,0,,2,3,4,1
"H2980901",23,"75e95720f4734a239cf1dc8493fc89a2",21,1,2,,,1,0,,,1,3,60000,6,15,0,0,0,0,0,0,,0,,0,1,4,2
"H0590901",23,"75ecef1c22074093a16fa44e08ab9d51",23,11,13,11,13,2,0,,,0,,,20,5,0,0,0,0,0,0,,0,,2,3,4,1
"H2150201",26,"75f05a5290a8494993a42d085c509743",2,2,,1,,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,5,1,1
"H1710701",26,"76a3025f8ab44d01ae3cdba6a39ae3c0",3,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,1
"H3670901",23,"76eca4ac69a34a8685d3766589cbe916",2,2,,2,,2,0,,,0,,,10,20,0,0,0,0,26,0,,0,,2,1,5,2
"30",23,"76f359c2499441ccb9011e13f09ff1cf",5,1,,1,,2,0,,,0,,,2,3,0,0,0,0,0,0,,0,,0,1,3,2
"H4300902",23,"76fe33986f0f4da3855bf19648e571ef",6,1,2,1,2,2,0,,,0,,,4,8,0,0,0,6,0,0,,0,,0,1,,1
"H1971102",23,"77044472ae4244c787ebaf20f3a444cb",11,1,2,1,2,2,0,,,0,,,11,0,0,0,0,0,0,0,,0,,0,1,5,1
"H0371103",23,"772652e7c84341bcb205a8b1fc5b7d00",10,1,,1,,2,0,,,0,,,3,7,0,0,0,0,0,0,,0,,0,3,1,1
"H2240402",23,"776edff6f7d044bebdc40d7297f47e3a",26,1,3,1,3,2,0,,,0,,,14,17,0,0,0,0,0,0,,0,,5,4,3,1
"H1310501",23,"77701c8f612b4deab520ed338ff3ba8e",13,1,,1,,1,0,,,0,,,6,10,0,0,0,0,0,0,,3,10000,0,1,,1
"H2640601",23,"777d302b72d34e9993e80e65f01576a0",3,2,,2,,2,0,,,0,,,5,3,0,1,0,0,2,0,,0,,2,1,,1
"H1511001",23,"7791a60a56c548dc843ba922954ed047",13,1,2,1,2,2,0,,,0,,,6,7,0,0,0,0,0,0,,0,,0,3,,1
"H3650701",23,"779aad03e84f4f5784f15f9e7fb5b9f0",9,1,2,1,2,2,0,,,0,,,18,22,0,0,0,25,0,0,,0,,6,1,3,1
"H1820601",23,"7804d75448af4f248138157fb5355fec",7,2,6,2,6,2,0,,,0,,,11,9,0,1,1,0,4,0,,5,16000,2,1,3,1
"H3590801",23,"7817b88f0b154964895b68242f5bccb0",13,1,2,1,2,2,0,,,0,,,8,21,0,0,0,0,11,0,,5,6000,0,1,4,2
"H3430201",23,"784bbea74ae845fababf7a719f2ed72b",2,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,1,0,,0,,0,1,4,1
"H3570901",23,"78507656167c48d88aee2be5922f5911",3,3,,1,,2,0,,,0,,,5,0,0,0,0,0,2,0,,0,,0,1,3,1
"H3030201",23,"785b91fb16e24b1bb748f3e32ef578ca",12,1,2,2,,2,0,,,0,,,15,0,0,0,0,0,2,0,,1,15000,0,3,,1
"H3380501",23,"78932fa943d54ba788dbbc8e105f379f",6,1,2,1,2,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,1,4,1
"H2110202",23,"78afec62879145699af316c84fce46f3",3,3,,3,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,3,,1
"H3640701",23,"79078523d63b4b66b72c6a7461131f4b",0,,,,,2,0,,,0,,,10,0,0,0,0,0,6,0,,2,8000,2,1,3,1
"H1621001",26,"790a9d15cfb04a42b262724fc6643b3b",10,1,10,1,10,2,0,,,0,,,9,6,0,0,0,0,5,0,,0,,0,1,4,1
"H1621001",23,"790a9d15cfb04a42b262724fc6643b3b",21,1,4,1,4,2,0,,,0,,,43,12,0,0,0,0,35,1,0,0,,0,1,3,1
"H3840501",23,"7924cecddd334307a6564d036331e0b7",26,1,6,1,6,2,0,,,0,,,23,13,0,2,0,6,0,0,,0,,2,3,5,1
"H1190302",23,"7926183f7bd245309604950d94828457",0,,,,,2,0,,,0,,,10,0,0,0,0,0,0,0,,10,13000,0,1,5,2
"H4040101",26,"79e40a3ff2674380aeb23f2d3493d633",11,1,2,1,2,2,0,,,0,,,3,8,0,0,0,0,0,0,,0,,0,1,3,1
"H4040101",23,"79e40a3ff2674380aeb23f2d3493d633",40,1,2,1,2,2,0,,,0,,,15,26,0,2,0,0,1,1,15000,3,13000,1,1,3,1
"H0860301",23,"7a04a68fd5b14134aab1e6850be90e74",25,1,12,1,12,2,0,,,0,,,11,19,0,0,0,0,0,0,,3,15000,2,1,3,1
"H0860301",26,"7a04a68fd5b14134aab1e6850be90e74",7,1,12,1,12,2,0,,,0,,,11,0,0,0,0,0,0,0,,2,20000,2,1,3,1
"H0720401",23,"7a579cd7d21e411a9af931f2039e37b8",8,1,10,1,10,2,0,,,0,,,5,5,0,0,0,0,0,0,,0,,2,3,1,1
"H3950301",23,"7a5ab624f7244d989fc6434a9f6d130c",20,2,5,2,5,2,0,,,0,,,9,13,0,0,0,0,0,0,,0,,2,3,4,1
"H4030601",23,"7a5dc5e89db341049c9a6564533ad4d0",11,1,2,1,2,2,0,,,0,,,5,7,0,0,0,1,0,0,,0,,0,1,4,1
"H3800401",23,"7a8aea11c7104f778ecb619ac983e6b5",6,1,2,1,2,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,3,4,1
"H1761001",23,"7a9ea29cf2f04263af8967c944ab5e0d",7,1,,1,,2,0,,,0,,,1,6,0,0,0,0,0,0,,0,,0,1,3,1
"H3500501",23,"7ad4ff9571914602868f53cc662bced5",19,1,,1,2,2,0,,,0,,,10,9,0,0,0,0,0,0,,0,,0,1,3,1
"H3500501",26,"7ad4ff9571914602868f53cc662bced5",11,1,2,1,2,2,0,,,0,,,5,7,0,0,0,0,0,0,,0,,1,3,,1
"H2080201",23,"7ada1d475efb4cc08cf27ad00bfeaa49",27,1,2,1,2,2,0,,,0,,,15,19,0,0,0,0,5,0,,1,10000,1,1,3,1
"H2701001",25,"7b2afb32dc1c4316b09e44c4886b9dea",120,1,2,4,,2,0,,,0,,,130,0,0,0,0,10,0,0,,0,,0,1,3,2
"H2240103",23,"7b5815aa1a08493485f3d905579fac21",21,1,2,1,2,2,0,,,0,,,26,9,0,2,3,1,0,0,,4,12000,3,1,3,1
"H0420501",23,"7b8f2072ba214e0495310d05b6d2a2c7",8,2,,2,,2,0,,,0,,,1,9,0,0,0,2,0,0,,0,,0,1,3,1
"H2500501",23,"7c2a64b07d6e468fb10e1307fc146c16",5,1,,1,7,1,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,6,,1
"H4210201",23,"7c37aaa7ad3d405689405387cf772678",4,1,2,1,2,2,0,,,0,,,7,0,0,0,0,0,3,0,,0,,0,1,5,1
"H4050601",23,"7c65b6422906484f8353177dc7bfa62b",13,1,2,2,3,2,0,,,0,,,17,23,0,0,0,0,20,0,,5,5000,2,1,3,1
"H3780901",23,"7c6b9dbd18784019ba16894dcc09b725",5,1,,1,,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,3,,1
"H3830901",23,"7cb69feba33a4076a1223747ed74de23",1,2,5,2,5,2,0,,,0,,,7,0,0,0,0,0,4,0,,2,8500,0,1,3,1
"H3950401",23,"7cf0cd150dc249309dbc0ce60dc2b09d",16,1,2,1,2,2,0,,,0,,,20,7,0,2,0,2,0,0,,5,18000,2,1,5,1
"H3171002",23,"7d6d1f139925479baab5588520732afb",3,1,2,1,2,2,0,,,0,,,1,6,0,0,0,4,0,0,,0,,0,1,,1
"H1720802",23,"7d8eedb85e53480da49030ce34710710",12,2,4,2,4,2,0,,,0,,,2,14,0,0,0,0,4,0,,0,,0,6,1,1
"H2310301",23,"7d922534826a45b0aebef1473d53533b",0,,,,,2,0,,,0,,,6,0,1,0,0,0,6,0,,0,,1,1,3,1
"H2460801",23,"7dbe8f8faf364ea0be634a61541b3d61",0,,,,,2,0,,,0,,,10,0,0,0,1,2,3,0,,0,,4,1,3,1
"H3990101",23,"7dfca6fd9fd34710b8600b7be0d4ad32",8,2,5,1,2,2,10,1,2,0,,,4,7,0,1,0,0,0,0,,0,,2,3,4,1
"H4020701",23,"7e0eccc6895f4ab58063027cb21e2831",11,1,2,2,,2,0,,,0,,,3,16,0,0,0,0,8,0,,0,,0,1,,1
"H3680801",23,"7e29f5ddf6f943a4b62d394b6a5e4688",1,1,,1,,2,0,,,0,,,4,0,0,0,0,0,3,0,,0,,0,3,,1
"H3680801",26,"7e29f5ddf6f943a4b62d394b6a5e4688",8,1,,1,,2,0,,,0,,,4,8,0,0,0,4,0,0,,0,,0,1,5,2
"H2850801",23,"7e7bf49c122b4fa7bbab1d05fc9d2be5",9,2,,2,,2,0,,,0,,,5,4,0,0,0,0,0,0,,0,,0,6,,1
"H2250302",23,"7e9a0d0c381340eca357cbee364df760",21,4,,4,,2,0,,,0,,,18,16,0,0,0,0,0,0,,8,18000,5,1,3,1
"H1530402",23,"7eb26cb4d7174282b39adb7e1eb92dd5",0,,,,,2,0,,,0,,,7,0,0,0,0,0,5,0,,0,,2,1,,1
"H0480202",23,"7eeb47a113ed47f8b76821c1e75e161c",2,1,,1,,2,0,,,0,,,1,4,0,0,0,3,0,0,,0,,0,3,,1
"H3670801",23,"7ef83f095acc45888e843a353912c2f6",3,1,,1,,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,3,5,3,1
"H0540703",23,"7effeabc4ed342d68e246c50c533e58b",7,1,,1,,2,0,,,0,,,2,5,0,0,0,0,0,0,,0,,0,3,1,1
"H1030901",23,"7f18e27361b7473abe9ba8f8638d97d7",10,1,,1,,2,0,,,0,,,10,0,0,0,0,0,0,0,,0,,0,3,,1
"H1890701",23,"7f815e618b474d4fa3033cc420b08adb",6,3,,3,,2,0,,,0,,,5,8,0,0,0,3,4,0,,0,,0,3,1,1
"H1290401",23,"7f82238f7ead4f62a928d688d714d75a",2,2,3,2,3,2,0,,,0,,,5,0,0,0,0,0,0,0,,2,10000,1,6,5,1
"H1920101",23,"7f851c2ccbf243319aa0de4ffe7c8bff",15,2,3,3,,2,0,,,0,,,16,8,0,0,5,0,0,0,,0,,4,1,3,1
"H3820901",23,"7fa265214c3c41e49796aa4e6dd63d80",14,1,,1,,2,0,,,0,,,17,8,0,0,3,0,0,0,,4,20000,4,1,3,1
"H1190501",23,"7fa999046eca4168a522c969bfdb0987",12,2,,1,,2,0,,,0,,,2,12,0,0,0,2,0,0,,0,,0,3,4,1
