"t0_hhid","hhid","A10itemcod_ID","s10q01a","s10q02a","s10q03aa","s10q04a","s10q05aa","s10q06a","s10q07aa","s10q08a"
"H4270301","d59357dd622e49eb8d3a745c99da9209",1,10,50000,10,1,,2,,
"H4270301","d59357dd622e49eb8d3a745c99da9209",4,1,4000,1,1,,2,,
"H4270301","d59357dd622e49eb8d3a745c99da9209",3,6,20000,6,1,,2,,
"H4270301","d59357dd622e49eb8d3a745c99da9209",19,1,40000,1,1,,2,,
"H0360201","d5a4c79887284c6db8aefb1efd939a33",19,1,70000,1,1,,2,,
"H0360201","d5a4c79887284c6db8aefb1efd939a33",3,2,10000,2,1,,2,,
"H0360201","d5a4c79887284c6db8aefb1efd939a33",1,6,30000,6,1,,2,,
"H0360201","d5a4c79887284c6db8aefb1efd939a33",12,1,3000,1,1,,2,,
"H0360201","d5a4c79887284c6db8aefb1efd939a33",8,2,5000,2,1,,2,,
"H1820602","d5aac99ecb6946378523f906b4af90ba",2,,,,,,,,
"H1820602","d5aac99ecb6946378523f906b4af90ba",1,2,20000,2,1,,2,,
"H1820602","d5aac99ecb6946378523f906b4af90ba",3,1,5000,1,1,,2,,
"H1820602","d5aac99ecb6946378523f906b4af90ba",4,0,,0,1,,1,1,0
"H1820602","d5aac99ecb6946378523f906b4af90ba",14,1,180000,1,1,,2,,
"H1090501","d5dbe49a1ebd4a518392f66dbf7d0011",14,1,50000,1,1,,2,,
"H1090501","d5dbe49a1ebd4a518392f66dbf7d0011",3,1,5000,1,1,,2,,
"H1090501","d5dbe49a1ebd4a518392f66dbf7d0011",4,1,8000,1,1,,2,,
"H1090501","d5dbe49a1ebd4a518392f66dbf7d0011",1,5,40000,5,1,,2,,
"H2450901","d6122950f0a24e43bbd3a3034bb499ee",3,1,4000,1,1,,2,,
"H2450901","d6122950f0a24e43bbd3a3034bb499ee",12,1,3000,1,1,,2,,
"H2450901","d6122950f0a24e43bbd3a3034bb499ee",14,0,,0,1,,1,1,0
"H2450901","d6122950f0a24e43bbd3a3034bb499ee",22,1,4000,1,1,,2,,
"H2450901","d6122950f0a24e43bbd3a3034bb499ee",1,5,20000,3,1,,1,2,0
"H2520201","d62933855d3c4a84abde89a7b7f6be23",3,1,3000,1,1,,2,,
"H2520201","d62933855d3c4a84abde89a7b7f6be23",1,1,4000,1,1,,2,,
"H1080401","d644b286ea504ade924de32cc905c4cc",5,1,50000,1,1,,2,,
"H1080401","d644b286ea504ade924de32cc905c4cc",3,1,4000,1,1,,2,,
"H1080401","d644b286ea504ade924de32cc905c4cc",1,4,30000,5,1,,1,2,5000
"H1080401","d644b286ea504ade924de32cc905c4cc",12,1,12000,1,1,,2,,
"H1080401","d644b286ea504ade924de32cc905c4cc",19,1,20000,1,1,,1,1,2000
"H1080401","d644b286ea504ade924de32cc905c4cc",4,1,7500,1,1,,2,,
"H4250601","d649518a840e4bdb9fd169975fddc059",1,2,20000,2,1,,2,,
"H4250601","d649518a840e4bdb9fd169975fddc059",3,1,5000,1,1,,2,,
"H3430801","d65e1a210c7943b5900d729101f7a578",22,,,,,,,,
"H3430801","d65e1a210c7943b5900d729101f7a578",1,,,,,,,,
"H3430801","d65e1a210c7943b5900d729101f7a578",3,,,,,,,,
"H2230701","d67cdca4f97244f18c94ad14def2d1f0",14,0,,0,1,,1,1,0
"H2230701","d67cdca4f97244f18c94ad14def2d1f0",3,0,,1,1,,1,1,4000
"H2230701","d67cdca4f97244f18c94ad14def2d1f0",1,0,,2,2,3,,,
"H1810501","d6b04275f9f04efbae4788eac10e1b65",3,1,4000,1,1,,2,,
"H1810501","d6b04275f9f04efbae4788eac10e1b65",12,1,10000,1,1,,2,,
"H1810501","d6b04275f9f04efbae4788eac10e1b65",1,2,16000,3,1,,2,,
"H1810501","d6b04275f9f04efbae4788eac10e1b65",14,1,170000,1,1,,2,,
"H0370701","d6bf398731564af1adcb81a594684319",3,1,5000,1,1,,2,,
"H0370701","d6bf398731564af1adcb81a594684319",5,1,80000,1,1,,1,1,0
"H0370701","d6bf398731564af1adcb81a594684319",19,1,50000,1,1,,1,1,0
"H0370701","d6bf398731564af1adcb81a594684319",4,1,4000,1,1,,2,,
"H0370701","d6bf398731564af1adcb81a594684319",1,3,18000,3,1,,2,,
"H1260602","d6dde5c854894fe0bb9e364dc83b4d93",4,1,4500,1,1,,2,,
"H1260602","d6dde5c854894fe0bb9e364dc83b4d93",1,2,15000,2,1,,2,,
"H1260602","d6dde5c854894fe0bb9e364dc83b4d93",3,1,3000,1,1,,2,,
"H4180101","d709048437cc49c6a580792fc10f9e0d",12,1,5000,1,1,,2,,
"H4180101","d709048437cc49c6a580792fc10f9e0d",1,2,15000,1,1,,2,,
"H4180101","d709048437cc49c6a580792fc10f9e0d",3,1,5000,1,1,,2,,
"H4140901","d71ebbb7100544f0b8976b71ab07e028",3,1,3000,1,1,,2,,
"H4140901","d71ebbb7100544f0b8976b71ab07e028",1,2,12000,2,1,,2,,
"H4140901","d71ebbb7100544f0b8976b71ab07e028",13,,,,,,,,
"H1080902","d72a02bd910a4c7a958f021e7b4188b8",1,2,10000,2,1,,2,,
"H2600902","d73a72ea9b854527821a3c4786b610cb",3,1,5000,1,1,,2,,
"H2600902","d73a72ea9b854527821a3c4786b610cb",1,3,15000,3,1,,2,,
"H4010901","d7519bc028e44c228535d829fc55f71d",22,1,5000,1,1,,2,,
"H4010901","d7519bc028e44c228535d829fc55f71d",4,1,2000,1,1,,2,,
"H4010901","d7519bc028e44c228535d829fc55f71d",3,1,2000,1,1,,2,,
"H4010901","d7519bc028e44c228535d829fc55f71d",1,4,19000,4,1,,2,,
"H4010901","d7519bc028e44c228535d829fc55f71d",14,1,100000,1,1,,2,,
"H1710301","d76c803a9a6942fc8ae912286fe6b8a9",1,6,30000,6,1,,2,,
"H1710301","d76c803a9a6942fc8ae912286fe6b8a9",3,2,12000,2,1,,2,,
"H1710301","d76c803a9a6942fc8ae912286fe6b8a9",19,1,10000,1,1,,2,,
"H1710301","d76c803a9a6942fc8ae912286fe6b8a9",4,2,12000,2,1,,2,,
"H1710301","d76c803a9a6942fc8ae912286fe6b8a9",12,2,20000,2,1,,2,,
"H1710301","d76c803a9a6942fc8ae912286fe6b8a9",5,1,30000,1,1,,2,,
"H4220601","d78414650264462d979d86b7e07e489b",3,1,2000,1,1,,2,,
"H4220601","d78414650264462d979d86b7e07e489b",1,2,10000,2,1,,2,,
"H3960301","d7843306dc4e4377a0b45427fe5e7f94",14,1,100000,1,2,2,,,
"H3960301","d7843306dc4e4377a0b45427fe5e7f94",3,0,,0,1,,1,1,0
"H3960301","d7843306dc4e4377a0b45427fe5e7f94",22,1,4000,1,1,,2,,
"H3960301","d7843306dc4e4377a0b45427fe5e7f94",1,2,5000,2,1,,2,,
"H3940802","d78dcc31ed2c4b29b5f19ae1a54b8798",3,1,5000,1,1,,1,1,0
"H3940802","d78dcc31ed2c4b29b5f19ae1a54b8798",1,1,5000,2,1,,1,1,0
"H2060301","d799963c0fc9420a872070cd6ee2d0d5",3,2,6000,2,1,,2,,
"H2060301","d799963c0fc9420a872070cd6ee2d0d5",1,6,40000,5,1,,2,,
"H2060301","d799963c0fc9420a872070cd6ee2d0d5",14,1,150000,1,1,,2,,
"H2060301","d799963c0fc9420a872070cd6ee2d0d5",12,2,8000,2,1,,2,,
"H2060301","d799963c0fc9420a872070cd6ee2d0d5",4,3,12000,2,1,,2,,
"H3220102","d79bc81cc23143d799e16457d6ab9192",1,2,10000,2,1,,2,,
"H3220102","d79bc81cc23143d799e16457d6ab9192",3,1,3000,1,1,,2,,
"H3970601","d7bae9a8d3bd49229fedf96a64bb5824",7,0,,0,1,,1,1,0
"H3970601","d7bae9a8d3bd49229fedf96a64bb5824",1,2,7000,2,1,,1,1,0
"H3970601","d7bae9a8d3bd49229fedf96a64bb5824",3,2,5000,2,1,,2,,
"H3970601","d7bae9a8d3bd49229fedf96a64bb5824",4,0,,0,1,,1,1,0
"H3970601","d7bae9a8d3bd49229fedf96a64bb5824",12,1,3000,1,1,,2,,
"H3970601","d7bae9a8d3bd49229fedf96a64bb5824",19,1,45000,1,1,,2,,
"H2230501","d7de4df421ab4f449655cc2ea690bcae",3,1,2000,1,1,,2,,
"H2230501","d7de4df421ab4f449655cc2ea690bcae",1,5,26000,5,1,,2,,
"H0570302","d837e6199f784614b23e4e9cc60bdf69",1,2,20000,2,1,,2,,
"H0570302","d837e6199f784614b23e4e9cc60bdf69",4,1,3000,1,1,,2,,
"H0570302","d837e6199f784614b23e4e9cc60bdf69",3,1,5000,1,1,,2,,
"H0570302","d837e6199f784614b23e4e9cc60bdf69",12,1,8000,1,1,,2,,
"H1070101","d84ec3b306f2463fbd287cdf0ec7ba75",1,6,14000,6,1,,2,,
"H1070101","d84ec3b306f2463fbd287cdf0ec7ba75",3,2,3000,2,1,,2,,
"H4010201","d8529d20a8cc4be7a1834cc55fd1560b",1,1,3000,1,1,,2,,
"H2040101","d899b3a61b4343388234a0fa230ee732",12,1,3000,1,1,,2,,
"H2040101","d899b3a61b4343388234a0fa230ee732",1,3,18000,2,1,,2,,
"H3820701","d8ba789a9649493b8fc4f46b4664425d",4,1,2000,1,1,,2,,
"H3820701","d8ba789a9649493b8fc4f46b4664425d",1,4,20000,4,1,,2,,
"H3820701","d8ba789a9649493b8fc4f46b4664425d",3,1,2000,1,1,,2,,
"H3820701","d8ba789a9649493b8fc4f46b4664425d",12,1,6000,1,1,,2,,
"H4230302","d8c475280c224728b4435381ac82cfe5",1,2,6000,2,1,,2,,
"H4230302","d8c475280c224728b4435381ac82cfe5",3,1,4000,1,1,,2,,
"H1830105","d8c68b7d2d1b4c2facb6a066c06c8502",1,5,27000,5,1,,2,,
"H1830105","d8c68b7d2d1b4c2facb6a066c06c8502",4,0,,0,1,,1,1,0
"H1830105","d8c68b7d2d1b4c2facb6a066c06c8502",14,0,,0,1,,1,1,60000
"H1830105","d8c68b7d2d1b4c2facb6a066c06c8502",3,0,,0,1,,1,1,0
"H2061005","d8cd5b6b73d241a9b28bfe6100db347e",1,3,15000,3,1,,2,,
"H2061005","d8cd5b6b73d241a9b28bfe6100db347e",3,2,6000,2,1,,2,,
"H2330401","d8f326e706ea41ea8401b70ad7680c6c",1,2,20000,2,1,,2,,
"H2330401","d8f326e706ea41ea8401b70ad7680c6c",3,1,7000,1,1,,2,,
"H2330401","d8f326e706ea41ea8401b70ad7680c6c",14,1,250000,1,1,,2,,
"H2330401","d8f326e706ea41ea8401b70ad7680c6c",22,1,10000,1,1,,2,,
"H3061001","d92b2438e55d4bbeaaa988f6483ae0ff",3,2,8000,2,1,,2,,
"H3061001","d92b2438e55d4bbeaaa988f6483ae0ff",8,1,4000,1,1,,2,,
"H3061001","d92b2438e55d4bbeaaa988f6483ae0ff",1,4,12000,4,1,,2,,
"H3061001","d92b2438e55d4bbeaaa988f6483ae0ff",13,1,3500,1,1,,2,,
"H1651002","d93b7815f5164f34a830cf79c6d46627",3,1,5000,1,1,,2,,
"H1651002","d93b7815f5164f34a830cf79c6d46627",1,4,25000,4,1,,2,,
"H1651002","d93b7815f5164f34a830cf79c6d46627",2,0,,0,1,,1,1,0
"H2450602","d9458758865a4e088d89da6dc506ee90",7,1,3000,1,1,,2,,
"H2450602","d9458758865a4e088d89da6dc506ee90",14,1,200000,1,1,,2,,
"H2450602","d9458758865a4e088d89da6dc506ee90",1,6,9000,6,1,,2,,
"H2450602","d9458758865a4e088d89da6dc506ee90",3,3,10000,3,1,,2,,
"H2450602","d9458758865a4e088d89da6dc506ee90",4,3,4500,4,1,,2,,
"H1250202","d9502e32905749d89d2bcb45870de151",1,2,15000,2,1,,2,,
"H1250202","d9502e32905749d89d2bcb45870de151",19,1,45000,1,1,,1,1,1500
"H1250202","d9502e32905749d89d2bcb45870de151",4,0,,0,1,,1,1,0
"H1250202","d9502e32905749d89d2bcb45870de151",3,1,3000,1,1,,2,,
"H0490901","d97b55accb3e487e84b1581de36f4302",3,1,6000,1,1,,2,,
"H0490901","d97b55accb3e487e84b1581de36f4302",1,5,50000,5,1,,2,,
"H0490901","d97b55accb3e487e84b1581de36f4302",13,1,15000,1,1,,2,,
"H4060801","d9938bc8f0be42599e6f54bef333a2c8",1,1,8000,1,1,,2,,
"H1201101","d99d8f23a13f4db2a8428f35a0dd3f08",3,8,60000,8,1,,2,,
"H1201101","d99d8f23a13f4db2a8428f35a0dd3f08",1,5,35000,5,1,,2,,
"H2790101","d9bbbd6c12bf4275819b5cf9dcf31196",1,5,40000,5,1,,2,,
"H2790101","d9bbbd6c12bf4275819b5cf9dcf31196",3,1,10000,1,1,,2,,
"H3091001","d9cedf03ea96447c929804d1614ba006",3,5,15000,5,1,,2,,
"H3091001","d9cedf03ea96447c929804d1614ba006",1,18,144000,20,1,,2,,
"H3091001","d9cedf03ea96447c929804d1614ba006",8,1,4000,2,1,,2,,
"H3091001","d9cedf03ea96447c929804d1614ba006",19,1,45000,1,1,,2,,
"H3091001","d9cedf03ea96447c929804d1614ba006",12,3,30000,3,1,,1,1,1000
"H0730301","d9d52d2d0e8a4d4e86bc59a15667f5ff",1,3,20000,3,1,,2,,
"H2420901","d9d8dfef6ad346d0aa354dd92a00b7e4",12,1,3000,1,1,,2,,
"H2420901","d9d8dfef6ad346d0aa354dd92a00b7e4",3,2,4000,2,1,,2,,
"H2420901","d9d8dfef6ad346d0aa354dd92a00b7e4",1,5,16000,5,1,,2,,
"H1921201","d9e387e7e01c4d6db79e5bd9ca7a765c",3,0,,0,1,,1,1,0
"H1921201","d9e387e7e01c4d6db79e5bd9ca7a765c",1,2,8000,2,1,,2,,
"H1921201","d9e387e7e01c4d6db79e5bd9ca7a765c",22,1,10000,1,1,,2,,
"H1620701","da319e88bd6e4126b2e7af3430f96006",14,0,,0,1,,1,1,50000
"H1620701","da319e88bd6e4126b2e7af3430f96006",1,3,30000,3,1,,2,,
"H1620701","da319e88bd6e4126b2e7af3430f96006",3,1,7000,1,1,,2,,
"H2020601","da33ec50e0324b8a876ef9382b22a86f",3,2,8000,2,1,,2,,
"H2020601","da33ec50e0324b8a876ef9382b22a86f",1,3,24000,3,1,,2,,
"H4120501","da347790a6784255a72cf2500e5357d4",4,1,5000,1,1,,2,,
"H4120501","da347790a6784255a72cf2500e5357d4",1,3,24000,3,1,,2,,
"H4120501","da347790a6784255a72cf2500e5357d4",12,1,8000,1,1,,2,,
"H4120501","da347790a6784255a72cf2500e5357d4",19,1,50000,1,1,,2,,
"H4120501","da347790a6784255a72cf2500e5357d4",3,1,4000,1,1,,2,,
"H1500201","da3a99f963484fac9b94610bf831af1b",12,0,,0,1,,1,1,0
"H1500201","da3a99f963484fac9b94610bf831af1b",1,1,2000,1,1,,2,,
"H1500201","da3a99f963484fac9b94610bf831af1b",3,1,3000,1,1,,2,,
"H2590303","da59ffaaddb444858a6d65c904c16203",12,1,3000,1,1,,2,,
"H2590303","da59ffaaddb444858a6d65c904c16203",8,1,2000,1,1,,2,,
"H2590303","da59ffaaddb444858a6d65c904c16203",1,2,12000,2,1,,2,,
"H2590303","da59ffaaddb444858a6d65c904c16203",4,1,3000,1,1,,2,,
"H2590303","da59ffaaddb444858a6d65c904c16203",3,1,4000,1,1,,2,,
"H3780101","da60037f59c6450786ddab18aff82f15",3,1,6000,1,1,,2,,
"H3780101","da60037f59c6450786ddab18aff82f15",17,0,,0,1,,1,3,0
"H3780101","da60037f59c6450786ddab18aff82f15",1,6,60000,6,1,,2,,
"H2570401","da72392f02db4e17910177903f9a8cd6",3,1,2000,1,1,,2,,
"H2570401","da72392f02db4e17910177903f9a8cd6",1,2,18000,1,1,,1,1,2000
"H1290502","da82b4386c4f4f07af7d0f31cfdb6dfb",1,4,24000,4,1,,2,,
"H4040401","daa5345f86fa4e7a8f37735ba880fd01",12,3,15000,3,1,,1,15000,0
"H4040401","daa5345f86fa4e7a8f37735ba880fd01",5,1,50000,1,1,,2,,
"H4040401","daa5345f86fa4e7a8f37735ba880fd01",9,2,20000,2,1,,2,,
"H4040401","daa5345f86fa4e7a8f37735ba880fd01",4,7,25000,7,1,,2,,
"H4040401","daa5345f86fa4e7a8f37735ba880fd01",1,7,38000,6,1,,2,,
"H4040401","daa5345f86fa4e7a8f37735ba880fd01",3,3,16000,3,1,,2,,
"H4040401","daa5345f86fa4e7a8f37735ba880fd01",13,2,10000,2,1,,2,,
"H4040401","daa5345f86fa4e7a8f37735ba880fd01",22,1,10000,1,1,,2,,
"H2250701","daac58b8bb954013b521755285b80f09",1,3,18000,3,1,,2,,
"H2250701","daac58b8bb954013b521755285b80f09",14,1,150000,0,1,,2,,
"H1820101","daf60232d0954c49afc825b2af4147c6",1,2,9000,2,1,,2,,
"H1950601","db5fcf12ba6c407b8649d1d73f70a4e0",1,2,8000,2,1,,2,,
"H1950601","db5fcf12ba6c407b8649d1d73f70a4e0",12,1,5000,1,1,,2,,
"H1950601","db5fcf12ba6c407b8649d1d73f70a4e0",22,0,,0,1,,1,1,0
"H1950601","db5fcf12ba6c407b8649d1d73f70a4e0",3,1,3000,1,1,,2,,
"H3110301","db75bdb80a6f496fa1b125836376002c",3,2,6000,2,1,,2,,
"H3110301","db75bdb80a6f496fa1b125836376002c",1,4,23000,3,1,,2,,
"H3110301","db75bdb80a6f496fa1b125836376002c",8,1,2000,1,1,,2,,
"H2160902","db80b1c2b38143a5bde76ed4017b88b2",14,0,,0,1,,1,2,40000
"H2160902","db80b1c2b38143a5bde76ed4017b88b2",12,1,25000,1,1,,2,,
"H2160902","db80b1c2b38143a5bde76ed4017b88b2",1,1,15000,1,1,,2,,
"H2160902","db80b1c2b38143a5bde76ed4017b88b2",3,1,8000,1,1,,2,,
"H2020201","dba162b5ba0f4188b144056a4e2c5073",4,1,2500,1,1,,2,,
"H2020201","dba162b5ba0f4188b144056a4e2c5073",1,7,42000,5,1,,2,,
"H2020201","dba162b5ba0f4188b144056a4e2c5073",3,1,3000,1,1,,2,,
"H2020201","dba162b5ba0f4188b144056a4e2c5073",22,1,4000,1,1,,2,,
"H1430903","dbb6bbcc31ad490c9062efc8b7e86f37",3,1,3000,1,1,,2,,
"H1430903","dbb6bbcc31ad490c9062efc8b7e86f37",1,1,5000,3,1,,1,4,0
"H2420101","dbba47943bca429bb3dc3ca8a5e58d05",1,3,6000,2,1,,2,,
"H2420101","dbba47943bca429bb3dc3ca8a5e58d05",3,1,1500,1,1,,2,,
"H1820801","dbdbc8f22d3c49e1bb245734c2d2ea8e",4,1,2000,1,1,,2,,
"H1820801","dbdbc8f22d3c49e1bb245734c2d2ea8e",1,3,24000,3,1,,2,,
"H1820801","dbdbc8f22d3c49e1bb245734c2d2ea8e",22,1,6000,1,1,,2,,
"H1650601","dc03196f9a3340c1bfa967d66381725b",1,4,12000,4,1,,2,,
"H1650601","dc03196f9a3340c1bfa967d66381725b",19,1,40000,4,1,,2,,
"H1650601","dc03196f9a3340c1bfa967d66381725b",3,1,3000,1,1,,2,,
"H3710301","dc56292511524581ba052ca8a629afb2",14,1,150000,1,1,,2,,
"H3710301","dc56292511524581ba052ca8a629afb2",1,2,6000,2,1,,2,,
"H3710301","dc56292511524581ba052ca8a629afb2",22,1,4000,1,1,,2,,
"H3710301","dc56292511524581ba052ca8a629afb2",3,1,3000,1,1,,2,,
"H0730902","dc596485bb9948f4bc208c3fa92db55b",1,2,8000,2,1,,2,,
"H3860801","dc6af58c34764e76a5bcb901d1f7f7e8",3,0,,0,1,,1,1,0
"H3860801","dc6af58c34764e76a5bcb901d1f7f7e8",4,0,,0,1,,1,1,0
"H3860801","dc6af58c34764e76a5bcb901d1f7f7e8",1,2,3600,3,1,,2,,
"H3610801","dc7800d0ce5448d1b4ef146d88f7ec3c",3,1,6000,1,1,,2,,
"H3610801","dc7800d0ce5448d1b4ef146d88f7ec3c",1,2,14000,2,1,,2,,
"H3610801","dc7800d0ce5448d1b4ef146d88f7ec3c",4,1,4000,1,1,,2,,
"H3081101","dc86adfa782045feb36fc67c6332bbb0",3,2,6000,1,1,,2,,
"H3081101","dc86adfa782045feb36fc67c6332bbb0",1,4,24000,1,1,,2,,
"H3081101","dc86adfa782045feb36fc67c6332bbb0",13,1,8000,1,1,,2,,
"H3081101","dc86adfa782045feb36fc67c6332bbb0",8,2,4000,1,1,,2,,
"H0460602","dcafd15daee7466aa58308440e95762d",4,1,2500,1,1,,2,,
"H0460602","dcafd15daee7466aa58308440e95762d",13,1,3500,1,1,,2,,
"H0460602","dcafd15daee7466aa58308440e95762d",12,1,4000,1,1,,2,,
"H0460602","dcafd15daee7466aa58308440e95762d",3,2,6000,2,1,,2,,
"H0460602","dcafd15daee7466aa58308440e95762d",19,1,30000,1,1,,2,,
"H0460602","dcafd15daee7466aa58308440e95762d",1,5,25000,5,1,,2,,
"H0460602","dcafd15daee7466aa58308440e95762d",5,1,26000,1,1,,1,1,0
"H0460602","dcafd15daee7466aa58308440e95762d",20,1,3000,1,1,,2,,
"H2960701","dcc1218885e34942854f55264c44c4c8",3,2,8000,2,1,,2,,
"H2960701","dcc1218885e34942854f55264c44c4c8",1,2,14000,4,1,,2,,
"H2960701","dcc1218885e34942854f55264c44c4c8",8,1,2000,1,1,,2,,
"H1310201","dcd4cbd9f49a4162afb04bab49469cf7",1,3,17000,3,1,,2,,
"H1310201","dcd4cbd9f49a4162afb04bab49469cf7",3,1,3500,1,1,,2,,
"H1310201","dcd4cbd9f49a4162afb04bab49469cf7",14,0,,0,1,,1,1,40000
"H1810701","dcd7b89f1a6340ab83c5308f346022e1",22,1,10000,1,1,,2,,
"H1810701","dcd7b89f1a6340ab83c5308f346022e1",1,2,10000,2,1,,2,,
"H1810701","dcd7b89f1a6340ab83c5308f346022e1",3,1,4000,1,1,,2,,
"H2161002","dcf55b7690154f1cb5bf1d3ae80830e5",1,2,6000,2,1,,2,,
"H2161002","dcf55b7690154f1cb5bf1d3ae80830e5",3,1,3000,1,1,,2,,
"H3990901","dd0cfbd6c77641a9b57aa0c0b82ce395",1,6,30000,6,1,,2,,
"H3990901","dd0cfbd6c77641a9b57aa0c0b82ce395",12,1,6000,1,1,,2,,
"H1620301","dd0d639d4a8b4067993cb3b92dbff5e6",3,1,3000,1,1,,2,,
"H1620301","dd0d639d4a8b4067993cb3b92dbff5e6",1,2,8000,2,1,,2,,
"H1620301","dd0d639d4a8b4067993cb3b92dbff5e6",22,0,,1,1,,2,,
"H2031001","dd133336152d47638bcc70ac9d084f52",1,5,28000,5,1,,2,,
"H2031001","dd133336152d47638bcc70ac9d084f52",13,1,5000,1,1,,2,,
"H2031001","dd133336152d47638bcc70ac9d084f52",12,1,3000,1,1,,2,,
"H2031001","dd133336152d47638bcc70ac9d084f52",7,1,5000,1,1,,2,,
"H2031001","dd133336152d47638bcc70ac9d084f52",22,2,5500,1,1,,2,,
"H2031001","dd133336152d47638bcc70ac9d084f52",3,1,3500,1,1,,2,,
"H3091101","dd59912417bb45d6ae5396e8ec9fe62b",11,,,,,,,,
"H3091101","dd59912417bb45d6ae5396e8ec9fe62b",3,1,4000,1,1,,2,,
"H3091101","dd59912417bb45d6ae5396e8ec9fe62b",8,1,2000,1,1,,2,,
"H3091101","dd59912417bb45d6ae5396e8ec9fe62b",4,,,,,,,,
"H3091101","dd59912417bb45d6ae5396e8ec9fe62b",1,3,21000,3,1,,2,,
"H3440401","dd5cf1499d0646c0a98355a1e150eb05",1,2,10000,2,1,,2,,
"H3440401","dd5cf1499d0646c0a98355a1e150eb05",3,1,5000,1,1,,2,,
"H3440401","dd5cf1499d0646c0a98355a1e150eb05",4,1,3000,1,1,,2,,
"H2350701","dd626a8fbaf54df09a91e17a2cac0ef7",3,2,6000,2,1,,2,,
"H2350701","dd626a8fbaf54df09a91e17a2cac0ef7",4,2,3000,2,1,,2,,
"H2350701","dd626a8fbaf54df09a91e17a2cac0ef7",1,3,20000,3,1,,2,,
"H3740401","dd65af1287564544b42d67dee7c420d2",7,1,10000,1,1,,2,,
"H3740401","dd65af1287564544b42d67dee7c420d2",19,1,25000,1,1,,2,,
"H3740401","dd65af1287564544b42d67dee7c420d2",3,1,10000,1,1,,2,,
"H3740401","dd65af1287564544b42d67dee7c420d2",1,6,30000,6,1,,2,,
"H3740401","dd65af1287564544b42d67dee7c420d2",8,3,9000,3,1,,2,,
"H3740401","dd65af1287564544b42d67dee7c420d2",4,1,6000,1,1,,2,,
"H3740401","dd65af1287564544b42d67dee7c420d2",5,1,40000,1,1,,2,,
"H3740401","dd65af1287564544b42d67dee7c420d2",12,2,20000,2,1,,2,,
"H2710801","dd7c77b9123f4bf7a098874ef538023b",3,2,12000,2,1,,2,,
"H2710801","dd7c77b9123f4bf7a098874ef538023b",4,1,5000,1,1,,2,,
"H2710801","dd7c77b9123f4bf7a098874ef538023b",1,3,21000,3,1,,2,,
"H3440501","dd7e9c062d9a4778b784ab7d531f1acb",2,1,80000,1,1,,1,1,0
"H3440501","dd7e9c062d9a4778b784ab7d531f1acb",3,1,2500,1,1,,2,,
"H3440501","dd7e9c062d9a4778b784ab7d531f1acb",19,2,170000,2,1,,1,1,0
"H3440501","dd7e9c062d9a4778b784ab7d531f1acb",1,8,60000,8,1,,2,,
"H0860203","ddd50bd2f77142029ef279b74dba2fc7",3,1,3000,1,1,,2,,
"H0860203","ddd50bd2f77142029ef279b74dba2fc7",12,1,2000,1,2,1,,,
"H0860203","ddd50bd2f77142029ef279b74dba2fc7",1,2,4000,2,1,,2,,
"H2630701","dde16fb17e1943e2ac8371b3a8cb380b",19,1,40000,1,1,,2,,
"H2630701","dde16fb17e1943e2ac8371b3a8cb380b",1,2,20000,2,1,,2,,
"H2630701","dde16fb17e1943e2ac8371b3a8cb380b",4,1,5000,1,1,,2,,
"H2630701","dde16fb17e1943e2ac8371b3a8cb380b",3,1,5000,1,1,,2,,
"H2850503","dde989ef228b41b8bde94def7afffcdd",1,2,6000,2,1,,2,,
"H2850503","dde989ef228b41b8bde94def7afffcdd",3,1,3500,1,1,,2,,
"H2850503","dde989ef228b41b8bde94def7afffcdd",8,1,4000,1,1,,2,,
"H1830108","de9f5b97c79c424f90fda91d19272b6d",1,3,34000,2,1,,2,,
"H1830108","de9f5b97c79c424f90fda91d19272b6d",3,1,5000,1,1,,2,,
"H1830108","de9f5b97c79c424f90fda91d19272b6d",14,1,150000,1,1,,2,,
"H1440501","deb37ab20ead4589a7ce4519e08b3298",3,1,4000,1,1,,2,,
"H1440501","deb37ab20ead4589a7ce4519e08b3298",2,1,180000,1,1,,2,,
"H1440501","deb37ab20ead4589a7ce4519e08b3298",1,2,8000,3,1,,1,2,0
"H1590301","dec021836b8140fba14e782ca5ed80ba",1,3,6000,3,1,,2,,
"H1590301","dec021836b8140fba14e782ca5ed80ba",3,2,6000,2,1,,2,,
"H3080603","dee0f89311e34bd398cdd63ec6a7af25",3,1,3000,0,1,,1,1,2000
"H3080603","dee0f89311e34bd398cdd63ec6a7af25",1,1,8000,0,1,,2,,
"H4021001","df1cc459e7e3410ab5f6879b10c78b24",3,1,4000,1,1,,2,,
"H4021001","df1cc459e7e3410ab5f6879b10c78b24",22,1,4000,1,1,,2,,
"H4021001","df1cc459e7e3410ab5f6879b10c78b24",1,6,25000,5,1,,2,,
"H3771001","df2252eccbfb4ec4808becfcf966820f",12,1,10000,1,1,,2,,
"H3771001","df2252eccbfb4ec4808becfcf966820f",4,1,4500,1,1,,2,,
"H3771001","df2252eccbfb4ec4808becfcf966820f",1,7,56000,0,1,,2,,
"H3771001","df2252eccbfb4ec4808becfcf966820f",3,1,6000,1,1,,2,,
"H3771001","df2252eccbfb4ec4808becfcf966820f",20,1,25000,1,1,,2,,
"H2560906","df9e286e37fe42e9bee1e63cebcf1cdc",1,2,14000,2,1,,2,,
