"t0_hhid","ALiveStock_Small_ID","hhid","s6bq03a","s6bq03b","s6bq03c","s6bq03d","s6bq03e","s6bq03f","s6bq04a","s6bq04b","s6bq04c","s6bq05a","s6b05b","s6bq05c","s6bq06","s6bq07","s6bq08","s6bq09","s6bq10","s6bq11","s6bq12","s6bq13a","s6bq13b","s6bq14a","s6bq14b","s6bq15","s6bq15b","s6bq15c","s6bq16"
"H3620601",19,"c3880ebfc2874c57bca0b18a91aa6c76",0,,,,,,1,1,,0,,,0,0,0,0,0,0,0,0,,0,,0,6,,1
"1",19,"c4194e5fbc054d2c8e2587b7118721fa",2,1,,1,,2,2,1,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"H2820201",19,"c436df87513346a2b2e360b140d4a921",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,60000,0,,0,1,,1
"H3220902",19,"c44dfb522789441ba130c0bc19057438",7,1,2,1,2,2,0,,,0,,,5,4,0,0,0,1,0,0,,1,80000,0,1,6,1
"H3220902",18,"c44dfb522789441ba130c0bc19057438",1,1,2,1,2,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,6,1
"H3220902",22,"c44dfb522789441ba130c0bc19057438",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,90000,0,,0,1,6,1
"H2170602",19,"c49b7a7e891d490495adf0bd1d29b44f",6,1,2,1,2,2,0,,,0,,,3,3,0,0,0,0,0,0,,0,,0,5,6,1
"H2170602",18,"c49b7a7e891d490495adf0bd1d29b44f",3,1,2,1,2,2,0,,,0,,,5,0,0,0,0,2,0,0,,0,,0,5,6,1
"H1420601",19,"c49c543ec58f43c0ae422638eb3587f1",0,,,,,,0,,,0,,,1,0,0,0,1,0,0,0,,0,,0,5,1,1
"H3070301",18,"c4a8046d3a9c40b18dfff3dd42ccdc02",2,1,,1,,1,0,,,0,,,5,0,0,0,0,0,0,0,,3,70000,0,1,,1
"H3070301",19,"c4a8046d3a9c40b18dfff3dd42ccdc02",10,1,,1,,1,0,,,0,,,13,4,0,0,2,1,0,0,,4,90000,0,1,,1
"H0011001",18,"c50d3521c1914dd988baecc0dd56623b",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H0011001",19,"c50d3521c1914dd988baecc0dd56623b",9,1,,1,,2,0,,,0,,,7,4,0,0,0,0,0,0,,2,150000,0,1,,2
"H2420601",18,"c5141a0bc2c940d4a5d47cec9ffcb31f",4,1,,1,,1,0,,,0,,,0,2,0,0,0,0,0,2,50000,0,,0,5,1,1
"H3600102",19,"c52d606c36744c9d970ff70909b6dc4a",0,,,,,,0,,,0,,,1,0,0,0,0,0,0,0,,1,50000,0,1,,1
"H3220301",19,"c5466685dd6f435b9b48df20808643ce",8,2,,2,,1,0,,,0,,,3,5,0,0,0,0,0,0,,0,,0,1,6,1
"H3220301",18,"c5466685dd6f435b9b48df20808643ce",1,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H1290901",19,"c5633cb30b3c47e9b19834eeb8bc2b91",4,1,4,1,4,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,5,1,1
"H4080101",14,"c58bc15d4b104e3dac5db4ae756ff438",4,1,2,1,2,2,0,,,0,,,0,3,0,0,0,0,0,1,200000,0,,0,1,,1
"H4080101",19,"c58bc15d4b104e3dac5db4ae756ff438",5,1,,1,,2,0,,,0,,,5,2,0,0,0,0,0,0,,2,85000,0,1,,1
"H1770803",19,"c596832e4e644cdb832caf5338d447a0",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,,1
"H1770803",18,"c596832e4e644cdb832caf5338d447a0",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,,1
"H1290101",19,"c598e83d23d748db84965945f8d1e702",1,1,,1,2,1,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H1290101",22,"c598e83d23d748db84965945f8d1e702",1,1,,1,2,2,0,,,0,,,3,0,0,0,0,0,1,0,,1,200000,0,1,5,1
"H2710301",18,"c5a87622cde84e76a74235015b0361a7",0,,,,,,1,1,,0,,,0,0,0,0,0,0,0,0,,0,,0,6,,3
"H2710301",19,"c5a87622cde84e76a74235015b0361a7",0,,,,,,3,1,,0,,,0,0,0,0,0,0,0,0,,0,,0,1,,1
"H2310601",19,"c5bfd88067934e1bb0899b1e124bd94d",2,2,,2,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,5,1
"H1240201",19,"c5f3ce1c12f042beaee73eccc8c209fe",4,1,,1,,2,0,,,0,,,3,1,0,0,0,0,0,0,,0,,0,6,1,3
"H1240201",18,"c5f3ce1c12f042beaee73eccc8c209fe",4,1,,1,,2,0,,,0,,,3,1,0,0,0,0,0,0,,0,,0,6,1,3
"H2481102",19,"c614df9e8822411da97d99069e1a02e1",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,4,1,1
"H4220201",22,"c62704aad7084bb497119f82dd5645c5",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,80000,0,,0,1,,1
"H2020701",18,"c6aed9d96e224fe5bc15475578f996e9",7,1,,5,,2,0,,,0,,,2,6,0,1,0,0,0,0,,0,,0,5,1,1
"H2020701",19,"c6aed9d96e224fe5bc15475578f996e9",5,1,,5,,2,2,1,5,0,,,4,1,0,0,0,0,0,0,,0,,0,5,1,1
"H3190701",18,"c6be0c2d620f4dd8ae6c3393d2effb6a",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H3190701",19,"c6be0c2d620f4dd8ae6c3393d2effb6a",6,1,2,1,,1,0,,,0,,,6,3,0,0,0,1,1,0,,1,80000,0,1,6,1
"H3910101",19,"c6c0a56556a8404292177d7199e8e713",3,1,2,2,,2,0,,,0,,,6,0,0,0,0,0,3,0,,0,,0,4,6,1
"H3190901",22,"c6c6d1d523a746fc9e8695686c54d900",1,2,,2,,2,0,,,0,,,0,0,1,0,0,0,0,0,,0,,0,1,,1
"H3190901",19,"c6c6d1d523a746fc9e8695686c54d900",1,2,,2,,2,0,,,0,,,0,0,1,0,0,0,0,0,,0,,0,1,6,1
"H0530301",19,"c6dbcb9b48d94bd4b43455fe87b9fca1",0,,,,,,0,,,0,,,1,0,0,0,0,0,0,0,,1,70000,0,1,,2
"H1300601",19,"c6dd8c137c15491e837819f826e71993",10,5,,8,13,2,0,,,0,,,10,8,0,1,0,0,3,0,,4,80000,0,1,,1
"H1300601",18,"c6dd8c137c15491e837819f826e71993",7,5,,8,,2,0,,,0,,,10,3,0,0,0,0,2,0,,4,80000,0,1,,1
"H1300601",20,"c6dd8c137c15491e837819f826e71993",3,9,,8,,2,0,,,0,,,6,5,0,4,0,0,1,0,,3,120000,0,1,,1
"H1300601",21,"c6dd8c137c15491e837819f826e71993",12,8,,8,,2,0,,,0,,,5,8,0,0,0,0,0,0,,1,70000,0,1,,2
"H1300601",17,"c6dd8c137c15491e837819f826e71993",2,8,,8,,2,0,,,0,,,10,8,0,3,0,0,0,0,,13,340000,0,1,,1
"H2090501",19,"c70c50985e5245ac9ee8004bfe816acc",0,,,,,,2,1,,0,,,0,0,0,0,0,0,0,0,,0,,0,9,,1
"H1310901",19,"c70ce8db5cfe42fbb65d660d3d317226",3,1,2,1,2,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,5,2
"H1310901",22,"c70ce8db5cfe42fbb65d660d3d317226",8,1,2,1,2,2,0,,,0,,,3,5,0,0,0,0,0,0,,0,,0,1,5,2
"H1950701",22,"c73ae1f0f3274625b5a520781318a368",1,2,,1,2,2,0,,,0,,,8,0,0,0,0,0,1,0,,6,45000,0,1,,2
"H4250901",22,"c7c2c0178dc64d17b62f91b72fbfcc27",2,1,7,1,7,2,0,,,0,,,2,0,0,0,0,0,0,2,25000,2,85000,0,1,5,1
"H2590101",19,"c814f0b6316245bb9b05fb2ee6b91ab3",1,2,,2,,2,0,,,0,,,14,0,0,0,0,0,0,0,,13,80000,0,1,6,1
"H2460401",21,"c818b8c0921c4c83a5c2a4164b756e72",9,1,,1,3,2,0,,,0,,,12,0,0,0,0,1,0,0,,2,60000,0,6,5,1
"H2460401",19,"c818b8c0921c4c83a5c2a4164b756e72",8,1,,1,7,2,0,,,0,,,11,0,0,0,0,0,1,0,,2,50000,0,6,5,1
"H2090801",19,"c81f241783834a5aa9b87871fcff5038",3,1,,1,,2,0,,,0,,,0,0,1,0,0,0,0,2,70000,0,,0,1,4,1
"H2310901",19,"c83b2601e74943f99e2426d840f5f643",0,,,,,,0,,,0,,,4,0,0,0,0,0,4,0,,0,,0,4,5,2
"H2310901",18,"c83b2601e74943f99e2426d840f5f643",0,,,,,,0,,,0,,,4,0,0,0,0,0,3,0,,1,35000,0,4,5,1
"H2990101",19,"c84330cdf7c64af4b6cacd9f986902c3",2,1,,1,,2,0,,,0,,,0,1,0,0,0,0,0,1,180000,0,,0,3,,1
"H2990101",18,"c84330cdf7c64af4b6cacd9f986902c3",1,1,,1,,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,3,,1
"H1660601",18,"c880ec0e77614ff49749dd4fb38ca183",1,1,2,1,2,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"H1660601",19,"c880ec0e77614ff49749dd4fb38ca183",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"H2850401",16,"c887828d8e404545a9fef02c602603a8",1,8,,8,,2,0,,,0,,,0,0,0,0,0,0,0,1,80000,0,,0,1,3,1
"23",18,"c8a70f58b4c84073a3084f41a8b872bf",1,1,,1,,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"23",19,"c8a70f58b4c84073a3084f41a8b872bf",3,1,,1,,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,2
"H3940901",18,"c8f8d39549074f5fbd129bb9f2a5d45a",10,2,5,2,5,2,0,,,0,,,7,6,0,0,0,0,0,0,,3,85000,0,1,6,1
"H3940901",19,"c8f8d39549074f5fbd129bb9f2a5d45a",13,2,5,2,5,2,0,,,0,,,7,6,0,0,0,0,0,0,,0,,0,1,6,1
"H3830301",19,"c91af3c79a884e65ac0b1d3b7942891b",2,1,5,1,5,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,4,,1
"H3220601",19,"c925c2152d8b44d2b53815fd358939cf",2,1,2,1,2,2,0,,,0,,,2,4,0,0,0,0,4,0,,0,,0,1,5,1
"H3220601",18,"c925c2152d8b44d2b53815fd358939cf",2,1,2,1,2,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,5,1
"H3750401",18,"c927f2433a734160bbe951e76a75048c",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,55000,0,,0,1,5,1
"H4280101",18,"c93eba34e249471db03d654d87b0af66",15,1,2,1,2,2,0,,,0,,,20,5,0,0,0,0,0,0,,10,150000,0,1,,1
"H4280101",19,"c93eba34e249471db03d654d87b0af66",65,1,2,1,2,1,0,,,0,,,55,10,0,0,0,0,0,0,,0,,0,4,,1
"H3510901",19,"c9485f1b744544a7b2567219069967e0",3,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,3,2
"H3510901",18,"c9485f1b744544a7b2567219069967e0",2,1,2,1,2,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,3,2
"H4280301",19,"c949214171fa45f18e21f25965ef5670",3,1,2,1,2,2,0,,,0,,,2,2,0,0,0,0,0,0,,1,70000,0,1,5,1
"H1630201",22,"c984f4ff8323492bb3d8f04ccbec1b69",1,1,,1,,2,0,,,0,,,0,0,1,0,0,0,0,0,,0,,0,5,6,1
"H1630201",21,"c984f4ff8323492bb3d8f04ccbec1b69",2,1,,1,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,5,6,1
"H3641001",21,"c9d31361da1840bfa0115cb3dfcc790f",5,1,2,1,2,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,1,3,1
"H1700601",19,"ca4e4c1afc414b32bcda92991a67357b",2,1,,1,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,3,1
"H2000501",20,"ca4f215fd24440afa1bcd35799ca0d5a",1,1,,1,7,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,5,6,1
"H2000501",21,"ca4f215fd24440afa1bcd35799ca0d5a",3,1,,1,7,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,6,5,1
"H3500601",19,"ca99843df1df4881919346583b4c5d5e",0,,,,,,1,1,,0,,,0,0,0,0,0,0,0,0,,0,,0,1,,1
"H3500601",18,"ca99843df1df4881919346583b4c5d5e",0,,,,,,2,1,,0,,,0,1,0,0,0,0,0,0,,1,60000,0,1,,1
"H3500601",22,"ca99843df1df4881919346583b4c5d5e",2,1,,1,,1,1,1,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"H1920503",22,"caa22db6c88f4defaa990991aef06f1b",1,1,4,1,4,2,0,,,0,,,1,0,0,0,0,0,0,1,50000,1,160000,0,1,5,2
"H1820302",19,"cae8e675f18340cfabe4d997b191e9b7",2,1,2,1,,2,0,,,0,,,0,0,0,0,0,0,0,2,50000,0,,0,1,,1
"H3810801",19,"cb5bbd11830544ba859bf340e67712f3",8,1,2,1,,2,0,,,0,,,4,4,0,0,0,0,0,0,,0,,0,1,5,1
"H3810801",18,"cb5bbd11830544ba859bf340e67712f3",2,1,2,1,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,5,1
"H2110201",18,"cb95e95616fc4a6cb895439b10f6663a",13,2,3,2,3,2,0,,,1,3,0,10,3,0,0,0,0,0,0,,0,,0,1,4,1
"H2110201",19,"cb95e95616fc4a6cb895439b10f6663a",11,2,3,2,3,2,0,,,1,3,0,6,5,0,0,0,0,0,0,,0,,0,1,4,1
"H2211001",21,"cc04d4e6937a4c39802e47de448bf273",2,6,,6,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,4,1
"H2211001",19,"cc04d4e6937a4c39802e47de448bf273",3,6,,6,10,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,4,1
"H2211001",20,"cc04d4e6937a4c39802e47de448bf273",1,6,,6,10,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,4,1
"H2211001",22,"cc04d4e6937a4c39802e47de448bf273",3,6,,6,,2,0,,,0,,,1,0,0,0,0,0,0,3,50000,1,100000,0,1,4,1
"H2790201",19,"cc33028dfe7d487288ff2e56ca10103b",3,4,,4,,2,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,5,1,1
"H0730601",22,"cc6946e73a5a409cabfd34360dca3ce2",3,1,,1,3,2,0,,,0,,,1,5,0,0,0,0,2,0,,1,180000,0,1,,2
"11",18,"cc6e8c0fc3d647e1ab1123cebc5456db",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"11",19,"cc6e8c0fc3d647e1ab1123cebc5456db",4,1,2,1,2,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,6,1
"H2360702",19,"cc94f58dbdb84810821f280f51162044",11,1,2,1,,2,0,,,0,,,8,3,0,0,0,0,0,0,,0,,0,1,6,2
"H2360702",18,"cc94f58dbdb84810821f280f51162044",4,1,2,1,,2,0,,,0,,,3,1,0,0,0,0,0,0,,0,,0,1,6,2
"H1970801",19,"ccae2b084ee0452ea8479490f46a66e1",0,,,,,,0,,,0,,,2,0,0,0,0,0,0,0,,0,,2,1,6,1
"H2780301",22,"ccd3d1597a9f4e9fbd86d7f15ee9b5c2",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,100000,0,,0,5,,1
"H2780301",19,"ccd3d1597a9f4e9fbd86d7f15ee9b5c2",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,200000,0,,0,6,,1
"H1720301",19,"cd2c9bb99db343f6a75ba7a65fc352f7",1,2,,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,90000,0,,0,5,1,1
"H4130301",21,"cd35f98f0f144c54a364480fb5944962",2,1,2,1,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"H0720802",19,"cd876ff2891e4fefa60e026952666e6c",0,,,,,,2,1,5,0,,,0,0,0,0,0,0,0,0,,0,,0,1,6,2
"H1430902",22,"cd8aea5b15434830a963d3efb2b6fd89",2,1,2,1,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"H1430902",19,"cd8aea5b15434830a963d3efb2b6fd89",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"H1430902",20,"cd8aea5b15434830a963d3efb2b6fd89",1,1,2,1,,2,0,,,0,,,1,1,0,0,0,0,0,0,,1,70000,0,1,,2
"H1430902",21,"cd8aea5b15434830a963d3efb2b6fd89",3,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,2
"H1430902",18,"cd8aea5b15434830a963d3efb2b6fd89",0,,,,,,0,,,0,,,1,0,0,0,0,0,0,0,,1,80000,0,1,,2
"H1500901",19,"ced2919b4d95454db63ccce59855d20e",3,1,9,1,9,2,0,,,0,,,4,0,0,0,0,0,0,0,,1,120000,0,1,5,1
"H1500901",18,"ced2919b4d95454db63ccce59855d20e",3,1,9,1,9,2,0,,,0,,,0,3,0,0,0,0,0,0,,0,,0,1,5,1
"H0911101",19,"ced60c5f3dbc42f591941671451d3758",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"H2820603",22,"cf12b219d0544d6680f94ee5400d69b4",4,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,4,35000,0,,0,1,6,1
"H2820603",18,"cf12b219d0544d6680f94ee5400d69b4",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H2820603",19,"cf12b219d0544d6680f94ee5400d69b4",4,1,2,1,2,2,0,,,0,,,5,2,0,0,0,0,2,0,,1,150000,0,1,6,1
"H2000301",19,"cf39119c34404ce295ba586a05ac47ef",4,1,2,1,2,1,0,,,0,,,7,0,0,1,0,0,0,0,,1,70000,1,4,5,1
"H2000301",18,"cf39119c34404ce295ba586a05ac47ef",1,2,,1,2,2,0,,,0,,,4,0,0,1,0,0,0,0,,0,,2,4,6,1
"H2000301",20,"cf39119c34404ce295ba586a05ac47ef",1,1,,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,40000,0,,0,5,6,1
"H4210801",22,"cf3989f998284355a57cf8d01bd531f3",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,30000,0,,0,1,6,1
"H4210801",19,"cf3989f998284355a57cf8d01bd531f3",2,1,2,1,2,2,0,,,0,,,3,2,0,0,0,0,0,0,,3,70000,0,1,6,1
"H2110301",19,"cf4254997a544c69ac7e29578529178c",2,1,2,1,2,2,1,1,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1
"H2110301",18,"cf4254997a544c69ac7e29578529178c",2,1,2,1,2,2,1,1,2,0,,,2,0,0,0,0,0,0,0,,0,,0,4,5,1
"H2810701",22,"cf48f652137949de9bf3414f687c8e5b",4,1,2,1,2,2,0,,,0,,,2,3,0,0,0,0,0,0,,1,80000,0,1,5,1
"H1680701",19,"cfa25068a296417b8af0f5b782d5ed09",1,2,,2,,2,0,,,0,,,0,0,0,0,0,0,0,1,102000,0,,0,1,3,1
"H4300401",19,"cfb6e7cc8a99470fbb28209efded9a6d",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H4300401",18,"cfb6e7cc8a99470fbb28209efded9a6d",1,1,,1,,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"H4300401",22,"cfb6e7cc8a99470fbb28209efded9a6d",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,,1
"H2540802",22,"cfbb943360434de5b53089d4983fac7e",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,1,40000,1,150000,0,1,,1
"H2540802",19,"cfbb943360434de5b53089d4983fac7e",17,1,,1,,1,0,,,1,2,480000,14,10,0,0,0,1,0,0,,5,120000,1,1,3,1
"H2540802",18,"cfbb943360434de5b53089d4983fac7e",5,1,,4,5,2,0,,,0,,,0,5,0,0,0,0,0,0,,0,,0,1,3,1
"H2110701",18,"d01fa6e624dc48b98bceb273a2efc0ff",3,1,,1,4,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,4,1
"H2110701",19,"d01fa6e624dc48b98bceb273a2efc0ff",4,1,,1,4,2,0,,,0,,,3,1,0,0,0,0,0,0,,0,,0,1,4,1
"H3800901",22,"d04cdb6b39654c3e85f576442a13e7b3",11,1,,1,2,2,0,,,0,,,4,8,0,1,0,0,0,0,,0,,0,1,,2
"H3800901",19,"d04cdb6b39654c3e85f576442a13e7b3",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,100000,0,,0,1,5,1
"H1440402",19,"d06bb6055dd4434a96fef1e6e7ba4450",0,,,,,,0,,,0,,,1,0,0,0,1,0,0,0,,0,,0,1,6,1
"H3351001",22,"d0eb0139c2e74acd9ffe9ffa80bd9cd0",1,8,,2,8,2,0,,,0,,,0,0,0,0,0,0,0,1,40000,0,,0,1,,2
"H3220101",22,"d10a687889de469687377204195f3db0",0,,,,,,1,1,,0,,,0,0,0,0,0,0,0,0,,0,,0,1,,1
"H3220101",19,"d10a687889de469687377204195f3db0",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"H3220101",18,"d10a687889de469687377204195f3db0",2,1,,1,,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,1
"H2970902",22,"d140d6faa4d64718a6342ce65e456b2b",1,1,2,2,,2,0,,,0,,,1,7,0,0,0,0,0,0,,7,30000,0,1,,2
"H1640801",19,"d19492dd04064dc3834f531e305b15dd",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H2611101",22,"d23e73df47574667b88987a273d0354d",3,1,,1,3,2,0,,,0,,,1,8,0,2,0,0,0,1,80000,5,40000,0,1,6,1
"H0491307",22,"d243b05af57e49a4a93f8f027363213f",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,2,50000,2,250000,0,1,,2
"H1420901",19,"d24a205f49b14a2f9cd37d7ebb82193d",4,1,,1,2,2,0,,,0,,,4,2,0,0,0,0,0,0,,2,110000,0,5,1,1
"H1420901",18,"d24a205f49b14a2f9cd37d7ebb82193d",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1880603",19,"d24d5c798b3f4f408d237e72ef47ff25",2,2,,,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,5,9,1
"H1970301",18,"d286b822c04f4839a7f6c9c473384156",3,7,,7,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,6,1,1
"H1970301",19,"d286b822c04f4839a7f6c9c473384156",4,7,,7,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,6,1,1
"H3260201",20,"d2a3f76cf4284e71a1b0910fa558dcce",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H3660301",19,"d2b2045aebe341b19e59d87f8926f9ca",3,1,2,1,2,2,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,1,,2
"H0830801",19,"d2c78a060324412e89fbcde4579963a2",1,1,,1,,2,0,,,0,,,2,0,0,0,0,1,0,0,,0,,0,1,,2
"H3350201",22,"d2e3ead8be45480f913941b6bc4f41cf",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H0840501",22,"d2ed3f26e339449d95b3648d853354c4",1,2,,2,,2,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,5,2
"H3101001",19,"d36a9f586fd24461a72fbfc6975592a2",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"H3101001",18,"d36a9f586fd24461a72fbfc6975592a2",2,1,2,1,2,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,3,1
"H2211002",19,"d36f47be8b3c4b62aaa6e7275c4bda10",5,1,,1,2,2,0,,,0,,,3,2,0,0,0,0,0,0,,0,,0,1,5,1
"H2211002",18,"d36f47be8b3c4b62aaa6e7275c4bda10",1,1,,1,2,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"H2060902",19,"d370f8c893f24ccab5150af6568d81f8",2,1,4,1,4,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,4,5,1
"H2640701",19,"d3d75d65517e4e76af2ecf3bd3af14b7",4,1,,1,5,2,0,,,0,,,7,0,0,0,0,0,0,0,,0,,3,1,3,1
"H1640201",19,"d41a8bbf94604695b5ae8f4c2bc36a76",4,1,2,1,2,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,5,1
"H1640201",18,"d41a8bbf94604695b5ae8f4c2bc36a76",2,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,1,0,,0,,0,1,5,1
"H4260801",19,"d43c0b17384c4c26988ab6832f0df331",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H4260801",18,"d43c0b17384c4c26988ab6832f0df331",2,1,,1,,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,1
"H4080601",22,"d4550e926f094c699eee41342ecdec70",2,1,2,1,4,2,0,,,0,,,0,0,0,0,0,0,0,2,80000,0,,0,1,6,1
"H2080901",18,"d4865da110d64cb1a8d5b0635222880f",1,2,,2,,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,4,5,1
"H2080901",19,"d4865da110d64cb1a8d5b0635222880f",3,2,,2,,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,4,1
"H0720501",19,"d4a47bdf5fbf4f99beaaf86e99d5fa30",1,1,,1,,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"H2420201",19,"d4aa6be3a33c4b79bae7d8dfdb2813dd",2,1,2,1,3,1,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"H2420201",18,"d4aa6be3a33c4b79bae7d8dfdb2813dd",2,1,2,1,3,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,5,1
"H2740101",18,"d4b2307271cd4bcda28a8ef5c5d55290",1,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H2740101",19,"d4b2307271cd4bcda28a8ef5c5d55290",4,2,,2,,2,0,,,0,,,3,1,0,0,0,0,0,0,,0,,0,1,,1
"H2740101",22,"d4b2307271cd4bcda28a8ef5c5d55290",3,2,,2,,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,1
"H3350701",22,"d50816b2ec3d4d6988b4c951828e7fa9",6,5,6,5,6,2,0,,,0,,,2,7,0,1,0,0,0,0,,2,70000,0,1,,2
"H4210701",19,"d53a583116fb4078a2b062dd69b820ee",2,1,,1,2,2,0,,,0,,,0,0,0,0,0,0,0,2,70000,0,,0,1,,1
"H4270301",21,"d59357dd622e49eb8d3a745c99da9209",1,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,2,90000,0,1,5,1
"H4270301",18,"d59357dd622e49eb8d3a745c99da9209",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,1,1,3,1
