hhid,h10q1,h10q2,h10q3,h10q4,h10q5a,h10q5b,h10q6,h10q7a,h10q7b,h10q7c,h10q7d,h10q9,h10q10,h10q11,h10q12,hh
H3350701,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H33507-05-01
H3350801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H33508-05-01
H3350901,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H33509-05-01
H3351001,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H33510-05-01
H3360101,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H33601-05-01
H3360201,No,,,,,,No,,,,,Charcoal,No,4.0, In a room in the dwelling not just devoted to cooking,H33602-05-01
H3360401,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H33604-05-01
H3360501,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H33605-05-01
H3360601,Yes,18.0,Bill from power company,8.0,4320.0,30.0,No,,,,,Open fire,No,6.0,In a separate kitchen,H33606-05-01
H3360701,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H33607-05-01
H3360801,No,,,,,,No,,,,,Charcoal,No,6.0,In an outdoor space,H33608-05-01
H3360901,No,,,,,,Yes,0.0,0.0,50250.0,15.0,Charcoal,No,4.0,In a separate kitchen,H33609-05-01
H3361001,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H33610-05-01
H3370101,Yes,24.0,Bill from power company,46.0,20000.0,30.0,No,,,,,Kerosene,No,1.0, In a room in the dwelling not just devoted to cooking,H33701-05-01
H3370201,Yes,24.0,Bill from power company,60.0,60000.0,60.0,No,,,,,Open fire,No,6.0,In a separate kitchen,H33702-05-01
H3370301,Yes,24.0,Bill from power company,50.0,25000.0,30.0,No,,,,,Charcoal,Yes,6.0,In a separate kitchen,H33703-05-01
H3370401,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H33704-05-01
H3370501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H33705-05-01
H3370601,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,2.0,In an outdoor space,H33706-05-01
H3370701,Yes,24.0,Bill from power company,5.0,15000.0,30.0,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H33707-05-01
H3370801,Yes,24.0,Pay fee to neighbor,,30000.0,42.0,No,,,,,Kerosene,No,1.0,In a separate kitchen,H33708-05-01
H3370901,No,,,,,,No,,,,,Open fire,No,1.0, In a room in the dwelling not just devoted to cooking,H33709-05-01
H3371001,Yes,24.0,Bill from power company,68.0,30000.0,30.0,No,,,,,Open fire,No,6.0,In a separate kitchen,H33710-05-01
H3380101,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H33801-05-01
H3380201,No,,,,,,Yes,0.0,0.0,45000.0,10.0,Open fire,No,5.0,In a separate kitchen,H33802-05-01
H3380401,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H33804-05-01
H3380501,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H33805-05-01
H3380601,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H33806-05-01
H3380701,No,,,,,,Yes,0.0,0.0,20000.0,5.0,Open fire,No,6.0,In a separate kitchen,H33807-05-01
H3380801,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H33808-05-01
H3380901,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H33809-05-01
H3381001,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H33810-05-01
H3390101,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H33901-05-01
H3390201,No,,,,,,No,,,,,Open fire,No,1.0,In an outdoor space,H33902-05-01
H3390301,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H33903-05-01
H3390401,Yes,24.0,Bill from power company,30.0,30000.0,30.0,No,,,,,Charcoal,No,6.0,In an outdoor space,H33904-05-01
H3390501,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H33905-05-01
H3390601,No,,,,,,No,,,,,Kerosene,No,1.0, In a room in the dwelling not just devoted to cooking,H33906-05-01
H3390701,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H33907-05-01
H3390801,No,,,,,,No,,,,,Charcoal,No,3.0,In a separate kitchen,H33908-05-01
H3390901,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H33909-05-01
H3391001,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,1.0,In an outdoor space,H33910-05-01
H3400101,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H34001-05-01
H3400201,No,,,,,,No,,,,,Charcoal,No,5.0,In a separate kitchen,H34002-05-01
H3400301,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H34003-05-01
H3400501,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H34005-05-01
H3400601,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H34006-05-01
H3400701,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H34007-05-01
H3400801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H34008-05-01
H3400901,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H34009-05-01
H3401001,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H34010-05-01
H3410101,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H34101-05-01
H3410201,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H34102-05-01
H3410301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H34103-05-01
H3410401,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H34104-05-01
H3410501,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H34105-05-01
H3410601,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H34106-05-01
H3410701,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H34107-05-01
H3410801,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H34108-05-01
H3410901,No,,,,,,No,,,,,Open fire,No,3.0, In a room in the dwelling not just devoted to cooking,H34109-05-01
H3411001,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H34110-05-01
H3420101,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H34201-05-01
H3420201,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H34202-05-01
H3420301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H34203-05-01
H3420401,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H34204-05-01
H3420501,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H34205-05-01
H3420601,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H34206-05-01
H3420701,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H34207-05-01
H3420801,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H34208-05-01
H3420901,No,,,,,,No,,,,,Open fire,No,6.0, In a room in the dwelling not just devoted to cooking,H34209-05-01
H3421001,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H34210-05-01
H3430201,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H34302-05-01
H3430401,No,,,,,,No,,,,,Open fire,Yes,5.0,In a separate kitchen,H34304-05-01
H3430501,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H34305-05-01
H3430601,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H34306-05-01
H3430801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H34308-05-01
H3430802,No,,,,,,No,,,,,Charcoal,Yes,7.0,In a separate kitchen,H34308-05-02
H3430901,No,,,,,,No,,,,,Open fire,Yes,3.0,In an outdoor space,H34309-05-01
H3431001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H34310-05-01
H3440101,No,,,,,,No,,,,,Open fire,Yes,2.0,In an outdoor space,H34401-05-01
H3440201,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H34402-05-01
H3440301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H34403-05-01
H3440401,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H34404-05-01
H3440501,No,,,,,,No,,,,,Open fire,Yes,7.0,In a separate kitchen,H34405-05-01
H3440601,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H34406-05-01
H3440701,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H34407-05-01
H3440901,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H34409-05-01
H3441001,No,,,,,,No,,,,,Charcoal,No,6.0, In a room in the dwelling not just devoted to cooking,H34410-05-01
H3450201,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H34502-05-01
H3450301,Yes,24.0,Bill from power company,300.0,60000.0,30.0,No,,,,,Charcoal,No,13.0,In a separate kitchen,H34503-05-01
H3450601,Yes,24.0,Bill from power company,26.0,20000.0,30.0,No,,,,,Charcoal,No,6.0, In a room in the dwelling not just devoted to cooking,H34506-05-01
H3450701,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,12.0,In an outdoor space,H34507-05-01
H3450801,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H34508-05-01
H3450901,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H34509-05-01
H3451001,Yes,24.0,Free use/illegal connections,,,,No,,,,,Charcoal,No,8.0,In a separate kitchen,H34510-05-01
H3460201,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H34602-05-01
H3460301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H34603-05-01
H3460401,No,,,,,,No,,,,,Charcoal,Yes,5.0,In a separate kitchen,H34604-05-01
H3460501,Yes,23.0,Bill from power company,30.0,10000.0,30.0,No,,,,,Charcoal,Yes,5.0,In a separate kitchen,H34605-05-01
H3460601,Yes,24.0,Bill from power company,24.0,25000.0,30.0,No,,,,,Open fire,No,3.0,In a separate kitchen,H34606-05-01
H3460701,No,,,,,,No,,,,,Charcoal,No,6.0,In an outdoor space,H34607-05-01
H3460801,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H34608-05-01
H3461001,Yes,24.0,Bill from power company,10.0,10000.0,30.0,No,,,,,Charcoal,No,4.0, In a room in the dwelling not just devoted to cooking,H34610-05-01
H3470101,Yes,22.0,Bill from power company,33.3,30000.0,30.0,No,,,,,Charcoal,No,6.0, In a room in the dwelling not just devoted to cooking,H34701-05-01
H3470201,Yes,24.0,Bill from power company,87.0,50000.0,30.0,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H34702-05-01
H3470301,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H34703-05-01
H3470401,Yes,24.0,Pay fee to neighbor,,15000.0,30.0,No,,,,,Charcoal,No,5.0, In a room in the dwelling not just devoted to cooking,H34704-05-01
H3470601,No,,,,,,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H34706-05-01
H3470701,Yes,24.0,Bill from power company,45.0,25000.0,30.0,No,,,,,Open fire,No,7.0,In a separate kitchen,H34707-05-01
H3470901,No,,,,,,No,,,,,Charcoal,No,0.0,,H34709-05-01
H3471001,Yes,24.0,Bill from power company,73.5,50000.0,30.0,No,,,,,Charcoal,No,20.0, In a room in the dwelling not just devoted to cooking,H34710-05-01
H3490101,Yes,24.0,Bill from power company,8.0,5000.0,30.0,No,,,,,Charcoal,No,4.0,In a separate kitchen,H34901-05-01
H3490301,Yes,18.0,Bill from power company,40.816,40000.0,30.0,No,,,,,Open fire,No,3.0,In a separate kitchen,H34903-05-01
H3490401,No,,,,,,No,,,,,Charcoal,No,7.0,In a separate kitchen,H34904-05-01
H3490601,Yes,24.0,Bill from power company,25.0,20000.0,30.0,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H34906-05-01
H3490701,Yes,24.0,Pay fee to neighbor,,15000.0,30.0,No,,,,,Charcoal,No,5.0, In a room in the dwelling not just devoted to cooking,H34907-05-01
H3490901,Yes,1.0,Pay fee to neighbor,,10000.0,30.0,No,,,,,Charcoal,No,5.0, In a room in the dwelling not just devoted to cooking,H34909-05-01
H3491001,Yes,24.0,Bill from power company,47.0,30000.0,30.0,No,,,,,Charcoal,No,5.0,In a separate kitchen,H34910-05-01
H3500101,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H35001-05-01
H3500201,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H35002-05-01
H3500301,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H35003-05-01
H3500302,No,,,,,,No,,,,,Charcoal,No,4.0,In a separate kitchen,H35003-05-02
H3500401,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H35004-05-01
H3500501,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H35005-05-01
H3500601,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H35006-05-01
H3500701,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,2.0,In an outdoor space,H35007-05-01
H3500801,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H35008-05-01
H3500901,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H35009-05-01
H3501001,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H35010-05-01
H3510101,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H35101-05-01
H3510201,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H35102-05-01
H3510301,No,,,,,,No,,,,,Charcoal,No,7.0, In a room in the dwelling not just devoted to cooking,H35103-05-01
H3510401,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H35104-05-01
H3510501,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H35105-05-01
H3510601,No,,,,,,No,,,,,Open fire,No,8.0,In an outdoor space,H35106-05-01
H3510602,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H35106-05-02
H3510701,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H35107-05-01
H3510801,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H35108-05-01
H3510901,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H35109-05-01
H3511001,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,6.0, In a room in the dwelling not just devoted to cooking,H35110-05-01
H3520101,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H35201-05-01
H3520201,No,,,,,,No,,,,,Kerosene,No,0.0, In a room in the dwelling not just devoted to cooking,H35202-05-01
H3520301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H35203-05-01
H3520401,Yes,24.0,Bill from power company,48.0,25000.0,36.0,No,,,,,Open fire,No,6.0,In a separate kitchen,H35204-05-01
H3520501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H35205-05-01
H3520502,Yes,24.0,Bill from power company,30.0,4500.0,30.0,No,,,,,lpg,,0.0, In a room in the dwelling not just devoted to cooking,H35205-05-02
H3520601,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H35206-05-01
H3520701,Yes,12.0,Bill from power company,15.0,12000.0,30.0,No,,,,,Open fire,No,4.0,In a separate kitchen,H35207-05-01
H3520801,Yes,10.0,Bill from power company,25.0,6000.0,30.0,No,,,,,Open fire,No,5.0,In a separate kitchen,H35208-05-01
H3520802,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H35208-05-02
H3521001,Yes,24.0,Bill from power company,78.0,50000.0,35.0,No,,,,,Charcoal,Yes,3.0,In a separate kitchen,H35210-05-01
H3530101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H35301-05-01
H3530201,No,,,,,,No,,,,,Charcoal,No,6.0, In a room in the dwelling not just devoted to cooking,H35302-05-01
H3530301,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H35303-05-01
H3530401,Yes,24.0,Bill from power company,175.0,130000.0,30.0,No,,,,,Open fire,No,5.0,In a separate kitchen,H35304-05-01
H3530601,Yes,24.0,Bill from power company,80.0,20000.0,30.0,No,,,,,Charcoal,No,8.0, In a room in the dwelling not just devoted to cooking,H35306-05-01
H3530701,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H35307-05-01
H3530801,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H35308-05-01
H3530901,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H35309-05-01
H3531001,Yes,21.0,Bill from power company,16800.0,40000.0,30.0,No,,,,,Charcoal,Yes,6.0,In an outdoor space,H35310-05-01
H3540101,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H35401-05-01
H3540201,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H35402-05-01
H3540301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H35403-05-01
H3540401,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H35404-05-01
H3540501,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H35405-05-01
H3540601,No,,,,,,No,,,,,Charcoal,No,2.0, In a room in the dwelling not just devoted to cooking,H35406-05-01
H3540602,No,,,,,,No,,,,,Charcoal,No,6.0, In a room in the dwelling not just devoted to cooking,H35406-05-02
H3540701,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H35407-05-01
H3540801,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H35408-05-01
H3540901,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H35409-05-01
H3541001,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H35410-05-01
H3550101,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H35501-05-01
H3550201,No,,,,,,No,,,,,Open fire,Yes,6.0,In a separate kitchen,H35502-05-01
H3550301,Yes,20.0,Free use/illegal connections,,,,No,,,,,,,,,H35503-05-01
H3550401,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H35504-05-01
H3550402,Yes,24.0,Pay fee to neighbor,,20000.0,30.0,No,,,,,Charcoal,No,4.0,In a separate kitchen,H35504-05-02
H3550501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H35505-05-01
H3550601,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H35506-05-01
H3550701,Yes,4.0,Bill from power company,24.7,8000.0,30.0,No,,,,,Open fire,No,6.0,In a separate kitchen,H35507-05-01
H3550801,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H35508-05-01
H3550902,Yes,4.0,Bill from power company,14.5,7500.0,30.0,No,,,,,Open fire,No,2.0,In an outdoor space,H35509-05-02
H3551001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H35510-05-01
H3560101,No,,,,,,No,,,,,Open fire,No,5.0, In a room in the dwelling not just devoted to cooking,H35601-05-01
H3560201,Yes,24.0,Bill from power company,35.0,20000.0,30.0,No,,,,,Charcoal,No,6.0,In an outdoor space,H35602-05-01
H3560301,Yes,24.0,Bill from power company,25.0,10000.0,30.0,No,,,,,Open fire,No,6.0,In a separate kitchen,H35603-05-01
H3560401,No,,,,,,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H35604-05-01
H3560402,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H35604-05-02
H3560501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H35605-05-01
H3560601,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H35606-05-01
H3560701,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H35607-05-01
H3560801,No,,,,,,No,,,,,Charcoal,No,2.0,In a separate kitchen,H35608-05-01
H3560901,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H35609-05-01
H3561001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H35610-05-01
H3561002,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H35610-05-02
H3570101,Yes,24.0,Free use/illegal connections,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H35701-05-01
H3570201,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H35702-05-01
H3570202,Yes,24.0,Bill from power company,20.0,10000.0,30.0,No,,,,,Charcoal,No,6.0, In a room in the dwelling not just devoted to cooking,H35702-05-02
H3570301,Yes,18.0,Bill from power company,40.0,25000.0,30.0,No,,,,,Charcoal,No,6.0,In a separate kitchen,H35703-05-01
H3570401,No,,,,,,No,,,,,Open fire,Yes,10.0,In a separate kitchen,H35704-05-01
H3570501,Yes,24.0,Bill from power company,45.0,30000.0,30.0,No,,,,,Open fire,No,3.0,In a separate kitchen,H35705-05-01
H3570601,No,,,,,,No,,,,,Charcoal,No,2.0, In a room in the dwelling not just devoted to cooking,H35706-05-01
H3570701,No,,,,,,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H35707-05-01
H3570801,Yes,12.0,Bill from power company,20.0,10000.0,30.0,No,,,,,Charcoal,No,2.0,In an outdoor space,H35708-05-01
H3570901,Yes,24.0,Bill from power company,30.0,15000.0,30.0,No,,,,,Open fire,No,4.0,In an outdoor space,H35709-05-01
H3571001,No,,,,,,No,,,,,Charcoal,No,4.0,In a separate kitchen,H35710-05-01
H3580101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H35801-05-01
H3580201,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H35802-05-01
H3580301,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H35803-05-01
H3580401,No,,,,,,No,,,,,Open fire,No,2.0, In a room in the dwelling not just devoted to cooking,H35804-05-01
H3580402,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H35804-05-02
H3580501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H35805-05-01
H3580601,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H35806-05-01
H3580801,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H35808-05-01
H3580901,No,,,,,,No,,,,,Open fire,No,1.0,In an outdoor space,H35809-05-01
H3581001,No,,,,,,No,,,,,Charcoal,No,3.0,In a separate kitchen,H35810-05-01
H3590101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H35901-05-01
H3590201,No,,,,,,No,,,,,Other (specify),No,0.0,,H35902-05-01
H3590301,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H35903-05-01
H3590401,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H35904-05-01
H3590501,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H35905-05-01
H3590601,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H35906-05-01
H3590701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H35907-05-01
H3590801,No,,,,,,No,,,,,Open fire,Yes,1.0,In a separate kitchen,H35908-05-01
H3590901,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H35909-05-01
H3591001,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H35910-05-01
H3600102,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H36001-05-02
H3600201,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36002-05-01
H3600301,No,,,,,,No,,,,,Open fire,No,4.0, In a room in the dwelling not just devoted to cooking,H36003-05-01
H3600401,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36004-05-01
H3600501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36005-05-01
H3600602,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36006-05-02
H3600701,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H36007-05-01
H3600801,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H36008-05-01
H3600901,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36009-05-01
H3601002,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H36010-05-02
H3610101,No,,,,,,No,,,,,Charcoal,No,2.0,In an outdoor space,H36101-05-01
H3610201,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36102-05-01
H3610401,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36104-05-01
H3610501,No,,,,,,No,,,,,Open fire,No,7.0,In an outdoor space,H36105-05-01
H3610601,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36106-05-01
H3610701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36107-05-01
H3610801,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H36108-05-01
H3610901,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36109-05-01
H3611001,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H36110-05-01
H3620101,Yes,12.0,Pay fee to neighbor,,15000.0,30.0,No,,,,,Charcoal,No,6.0,In an outdoor space,H36201-05-01
H3620201,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H36202-05-01
H3620301,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H36203-05-01
H3620401,No,,,,,,No,,,,,Charcoal,No,1.0,In an outdoor space,H36204-05-01
H3620501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36205-05-01
H3620601,No,,,,,,No,,,,,Open fire,No,12.0,In a separate kitchen,H36206-05-01
H3620701,No,,,,,,No,,,,,Open fire,No,1.0,In an outdoor space,H36207-05-01
H3620801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36208-05-01
H3620901,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H36209-05-01
H3621001,Yes,20.0,Bill from power company,9.0,17500.0,30.0,No,,,,,Open fire,No,6.0,In a separate kitchen,H36210-05-01
H3630101,Yes,24.0,Provide in rent,,,,No,,,,,,,,,H36301-05-01
H3630102,Yes,8.0,Pay fee to neighbor,,15000.0,30.0,No,,,,,Charcoal,No,4.0,In an outdoor space,H36301-05-02
H3630201,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H36302-05-01
H3630301,Yes,10.0,Bill from power company,36.0,15000.0,30.0,No,,,,,Kerosene,No,1.0,In an outdoor space,H36303-05-01
H3630401,No,,,,,,No,,,,,Open fire,Yes,4.0,In an outdoor space,H36304-05-01
H3630501,Yes,24.0,Bill from power company,31.9,20000.0,30.0,No,,,,,Charcoal,No,4.0,In an outdoor space,H36305-05-01
H3630502,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36305-05-02
H3630601,Yes,15.0,Pay fee to neighbor,,12000.0,30.0,No,,,,,Charcoal,No,5.0,In an outdoor space,H36306-05-01
H3630701,Yes,20.0,Pay fee to neighbor,,10000.0,30.0,No,,,,,Charcoal,Yes,4.0,In an outdoor space,H36307-05-01
H3630801,Yes,10.0,Bill from power company,200.0,100000.0,30.0,No,,,,,Charcoal,Yes,5.0,In a separate kitchen,H36308-05-01
H3630901,No,,,,,,No,,,,,Charcoal,No,4.0, In a room in the dwelling not just devoted to cooking,H36309-05-01
H3631001,Yes,24.0,Pay fee to neighbor,,10000.0,30.0,No,,,,,Charcoal,Yes,4.0,In an outdoor space,H36310-05-01
H3640101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36401-05-01
